_sort_name,_state,_district,_title,_full_district,_last_name,_facebook,_clean_name,_party,_twitter,_twitter_followers
"Polis, Jared",CO,2,Rep,CO2,Polis,jaredpolis,Jared Polis,Democrat,RepJaredPolis,TO GET LATER
"Tierney, John F.",MA,6,Rep,MA6,Tierney,,John F. Tierney,Democrat,,TO GET LATER
"Becerra, Xavier",CA,31,Rep,CA31,Becerra,XavierBecerra,Xavier Becerra,Democrat,RepBecerra,TO GET LATER
"Kucinich, Dennis J.",OH,10,Rep,OH10,Kucinich,,Dennis J. Kucinich,Democrat,dennis_kucinich,TO GET LATER
"Payne, Donald M.",NJ,10,Rep,NJ10,Payne,DonaldPayneJr,"Donald M. Payne, Jr.",Democrat,RepDonaldPayne,TO GET LATER
"Payne, Donald M.",NJ,10,Rep,NJ10,Payne,,Donald Payne,Democrat,,TO GET LATER
"Reyes, Silvestre",TX,16,Rep,TX16,Reyes,,Silvestre Reyes,Democrat,,TO GET LATER
"Weiner, Anthony D.",NY,9,Rep,NY9,Weiner,AnthonyDWeiner,Anthony Weiner,Democrat,anthonyweiner,TO GET LATER
"Yarmuth, John A.",KY,3,Rep,KY3,Yarmuth,214258646163,John A. Yarmuth,Democrat,RepJohnYarmuth,TO GET LATER
"Hochul, Kathleen C.",NY,26,Rep,NY26,Hochul,KathyHochul,Kathleen C. Hochul,Democrat,kathyhochul,TO GET LATER
"Barber, Ron",AZ,8,Rep,AZ8,Barber,,Ron Barber,Democrat,,TO GET LATER
"Harman, Jane",CA,36,Rep,CA36,Harman,,Jane Harman,Democrat,,TO GET LATER
"Giffords, Gabrielle",AZ,8,Rep,AZ8,Giffords,GGiffords,Gabrielle Giffords,Democrat,GabbyGiffords,TO GET LATER
"Watt, Melvin L.",NC,12,Rep,NC12,Watt,,Melvin L. Watt,Democrat,,TO GET LATER
"Curson, David Alan",MI,11,Rep,MI11,Curson,,David Alan Curson,Democrat,,TO GET LATER
"Massie, Thomas",KY,4,Rep,KY4,Massie,RepThomasMassie,Thomas Massie,Republican,RepThomasMassie,TO GET LATER
"Turner, Robert L.",NY,9,Rep,NY9,Turner,,Robert L. Turner,Republican,,TO GET LATER
"Boehner, John A.",OH,8,Rep,OH8,Boehner,SpeakerJohnBoehner,John A. Boehner,Republican,SpeakerBoehner,TO GET LATER
"Payne, Donald M., Jr.",NJ,10,Rep,NJ10,Payne,DonaldPayneJr,"Donald M. Payne, Jr.",Democrat,RepDonaldPayne,TO GET LATER
"Payne, Donald M., Jr.",NJ,10,Rep,NJ10,Payne,,Donald Payne,Democrat,,TO GET LATER
