_action_text,_bill,_committees,_date,_status,_time,_type
Message on Senate action sent to the House.,hr933,,2013-01-20,,,action
Pursuant to a previous special order the House moved to agree to the Senate amendments.,hr933,,2013-01-21,,09:20:00,action
"DEBATE - Pursuant to a previous special order, the House proceeded with one hour of debate on the motion to agree to the Senate amendments to H.R. 933.",hr933,,2013-01-21,,09:20:00,action
The previous question was ordered pursuant to a previous special order.,hr933,,2013-01-21,,09:50:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Senate amendments to H.R. 933, the Chair put the question on agreeing to the Senate amendments and by voice vote, announced that the ayes had prevailed. Mrs. Lowey requested the yeas and nays and the Chair postponed further proceedings until later in the legislative day.",hr933,,2013-01-21,,09:51:00,action
Considered as unfinished business.,hr933,,2013-01-21,,10:45:00,action
On motion that the House agree to the Senate amendments Agreed to by the Yeas and Nays: 318 - 109 (Roll no. 89).,hr933,,2013-01-21,PASSED:BILL,10:54:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr933,,2013-01-21,,10:54:00,action
Presented to President.,hr933,,2013-01-22,,,topresident
Signed by President.,hr933,,2013-01-26,ENACTED:SIGNED,,signed
Became Public Law No: 113-6.,hr933,,2013-01-26,,,enacted
Referred to the House Committee on Natural Resources.,hr934,HSII,2013-01-04,INTRODUCED,,referral
Referred to the Subcommittee on Public Lands and Environmental Regulation.,hr934,,2013-01-04,,,referral
Subcommittee Hearings Held.,hr934,,2013-01-18,,,action
Subcommittee on Public Lands and Environmental Regulation Discharged.,hr934,,2013-01-24,,,action
Committee Consideration and Mark-up Session Held.,hr934,,2013-01-24,,,action
Ordered to be Reported by the Yeas and Nays: 26 - 15.,hr934,,2013-01-24,REPORTED,,calendar
Reported by the Committee on Natural Resources. H. Rept. 113-71.,hr934,HSII,2013-01-17,,15:01:00,action
"Placed on the Union Calendar, Calendar No. 47.",hr934,,2013-01-17,,15:02:00,calendar
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr935,HSPW,2013-01-04,INTRODUCED,,referral
Referred to House Transportation and Infrastructure,hr935,HSPW,2013-01-04,,,referral
Referred to House Agriculture,hr935,HSAG,2013-01-04,,,referral
Referred to the Subcommittee on Water Resources and Environment.,hr935,,2013-01-05,,,referral
"Referred to the Subcommittee on Horticulture, Research, Biotechnology, and Foreign Agriculture.",hr935,HSAG,2013-01-13,,,referral
Subcommittee on Water Resources and Environment Discharged.,hr935,,2013-01-29,,,action
Committee Consideration and Mark-up Session Held.,hr935,,2013-01-29,,,action
Ordered to be Reported by Voice Vote.,hr935,,2013-01-29,REPORTED,,calendar
"Subcommittee on Horticulture, Research, Biotechnology, and Foreign Agriculture Discharged.",hr935,HSAG,2014-01-13,,,action
Committee Consideration and Mark-up Session Held.,hr935,,2014-01-13,,,action
Ordered to be Reported by Voice Vote.,hr935,,2014-01-13,,,calendar
"Reported by the Committee on Transportation and Infrastructure. H. Rept. 113-467, Part I.",hr935,HSPW,2014-01-02,,12:19:00,action
"Reported by the Committee on Agriculture. H. Rept. 113-467, Part II.",hr935,HSAG,2014-01-02,,12:29:00,action
"Placed on the Union Calendar, Calendar No. 346.",hr935,,2014-01-02,,12:30:00,calendar
Mr. Gibbs moved to suspend the rules and pass the bill.,hr935,,2014-01-28,,14:34:00,action
Considered under suspension of the rules.,hr935,,2014-01-28,,14:34:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 935.,hr935,,2014-01-28,,14:34:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr935,,2014-01-28,,15:04:00,action
Considered as unfinished business.,hr935,,2014-01-28,,18:31:00,action
On motion to suspend the rules and pass the bill Failed by the Yeas and Nays: (2/3 required): 253 - 148 (Roll no. 455).,hr935,,2014-01-28,PROV_KILL:SUSPENSIONFAILED,18:58:00,vote
Rules Committee Resolution H. Res. 694 Reported to House. The resolution provides for consideration of both H. Res. 676 and H.R. 935 in the House. Both measures are debatable for one hour.,hr935,HSRU,2014-01-29,,17:58:00,action
Rule H. Res. 694 passed House.,hr935,,2014-01-30,,16:34:00,action
Considered under the provisions of rule H. Res. 694.,hr935,,2014-01-30,,18:32:00,action
The resolution provides for consideration of both H. Res. 676 and H.R. 935 in the House. Both measures are debatable for one hour.,hr935,,2014-01-30,,18:32:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 935.,hr935,,2014-01-30,,18:33:00,action
The previous question was ordered pursuant to the rule.,hr935,,2014-01-30,,19:22:00,action
"POSTPONED PROCEEDINGS - The Chair announced that pursuant to clause 1(c) of rule XIX, further proceedingson H.R. 935 would be postponed.",hr935,,2014-01-30,,19:22:00,action
Considered as unfinished business.,hr935,,2014-01-31,,10:42:00,action
Mrs. Capps moved to recommit with instructions to the Committee on Transportation.,hr935,,2014-01-31,,10:43:00,action
DEBATE - The House proceeded with 10 minutes of debate on the Capps motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to add a new section at the end of the bill protecting infants and children from known or suspected carcinogens.,hr935,,2014-01-31,,10:43:00,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr935,,2014-01-31,,10:50:00,action
On motion to recommit with instructions Failed by the Yeas and Nays: 195 - 233 (Roll no. 469).,hr935,,2014-01-31,,11:22:00,action
On passage Passed by recorded vote: 267 - 161 (Roll no. 470).,hr935,,2014-01-31,PASS_OVER:HOUSE,11:43:00,vote
Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,hr935,SSEV,2014-01-01,,,referral
Referred to the House Committee on House Administration.,hr936,HSHA,2013-01-04,INTRODUCED,,referral
"Referred to the Committee on Science, Space, and Technology, and in addition to the Committees on Ways and Means, and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr937,HSSY,2013-01-04,INTRODUCED,,referral
"Referred to House Science, Space, and Technology",hr937,HSSY,2013-01-04,,,referral
Referred to House Ways and Means,hr937,HSWM,2013-01-04,,,referral
Referred to House Foreign Affairs,hr937,HSFA,2013-01-04,,,referral
Referred to the Subcommittee on Trade.,hr937,,2013-01-07,,,referral
"Referred to the Subcommittee on Terrorism, Nonproliferation, and Trade.",hr937,,2013-01-15,,,referral
Referred to the Subcommittee on Research and Technology.,hr937,,2013-01-21,,,referral
"Referred to the Committee on Foreign Affairs, and in addition to the Committees on the Judiciary, and Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr938,HSFA,2013-01-04,INTRODUCED,,referral
Referred to House Foreign Affairs,hr938,HSFA,2013-01-04,,,referral
Referred to House Judiciary,hr938,HSJU,2013-01-04,,,referral
"Referred to House Science, Space, and Technology",hr938,HSSY,2013-01-04,,,referral
Referred to the Subcommittee on Research and Technology.,hr938,,2013-01-21,,,referral
Referred to the Subcommittee on Immigration And Border Security.,hr938,,2013-01-08,,,referral
Committee Consideration and Mark-up Session Held.,hr938,,2014-01-29,,,action
Ordered to be Reported in the Nature of a Substitute (Amended) by Unanimous Consent.,hr938,,2014-01-29,REPORTED,,calendar
"Mr. Royce moved to suspend the rules and pass the bill, as amended.",hr938,,2014-01-04,,14:59:00,action
Considered under suspension of the rules.,hr938,,2014-01-04,,15:00:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 938.,hr938,,2014-01-04,,15:00:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr938,,2014-01-04,,15:24:00,action
Considered as unfinished business.,hr938,,2014-01-05,,13:46:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 410 - 1 (Roll no. 95).",hr938,,2014-01-05,PASS_OVER:HOUSE,13:56:00,vote
Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,hr938,SSFR,2014-01-06,,,referral
Referred to the House Committee on Foreign Affairs.,hr939,HSFA,2013-01-04,INTRODUCED,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr940,HSIF,2013-01-04,INTRODUCED,,referral
Referred to House Energy and Commerce,hr940,HSIF,2013-01-04,,,referral
Referred to House Ways and Means,hr940,HSWM,2013-01-04,,,referral
Referred to the Subcommittee on Health.,hr940,,2013-01-08,,,referral
Referred to the Subcommittee on Health.,hr940,,2013-01-12,,,referral
Referred to the House Committee on Financial Services.,hr941,HSBA,2013-01-04,INTRODUCED,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr942,HSIF,2013-01-04,INTRODUCED,,referral
Referred to House Energy and Commerce,hr942,HSIF,2013-01-04,,,referral
Referred to House Ways and Means,hr942,HSWM,2013-01-04,,,referral
Referred to the Subcommittee on Health.,hr942,,2013-01-07,,,referral
Referred to the Subcommittee on Health.,hr942,,2013-01-08,,,referral
Referred to the House Committee on Agriculture.,hr943,HSAG,2013-01-04,INTRODUCED,,referral
Referred to the Subcommittee on General Farm Commodities and Risk Management.,hr943,,2013-01-13,,,referral
Referred to the House Committee on the Judiciary.,hr944,HSJU,2013-01-04,INTRODUCED,,referral
Referred to the Subcommittee on Immigration And Border Security.,hr944,,2013-01-08,,,referral
Referred to the House Committee on Natural Resources.,hr945,HSII,2013-01-04,INTRODUCED,,referral
"Referred to the Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs.",hr945,,2013-01-07,,,referral
Referred to the House Committee on Education and the Workforce.,hr946,HSED,2013-01-05,INTRODUCED,,referral
"Referred to the Subcommittee on Health, Employment, Labor, and Pensions.",hr946,,2013-01-23,,,referral
Referred to the House Committee on Ways and Means.,hr947,HSWM,2013-01-05,INTRODUCED,,referral
Sponsor introductory remarks on measure.,hr948,,2013-01-05,INTRODUCED,,action
"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr948,HSWM,2013-01-05,REFERRED,,referral
Referred to House Ways and Means,hr948,HSWM,2013-01-05,,,referral
Referred to House Energy and Commerce,hr948,HSIF,2013-01-05,,,referral
Referred to the Subcommittee on Human Resources.,hr948,,2013-01-07,,,referral
Referred to the Subcommittee on Health.,hr948,,2013-01-08,,,referral
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr949,HSPW,2013-01-05,INTRODUCED,,referral
Referred to House Transportation and Infrastructure,hr949,HSPW,2013-01-05,,,referral
Referred to House Financial Services,hr949,HSBA,2013-01-05,,,referral
Referred to the Subcommittee on Aviation.,hr949,,2013-01-06,,,referral
Referred to the Subcommittee on Coast Guard and Maritime Transportation.,hr949,,2013-01-06,,,referral
"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",hr949,,2013-01-06,,,referral
Referred to the Subcommittee on Highways and Transit.,hr949,,2013-01-06,,,referral
"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",hr949,,2013-01-06,,,referral
Referred to the Subcommittee on Water Resources and Environment.,hr949,,2013-01-06,,,referral
Referred to the House Committee on Oversight and Government Reform.,hr950,HSGO,2013-01-05,INTRODUCED,,referral
Referred to the House Committee on Education and the Workforce.,hr951,HSED,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Higher Education and Workforce Training.,hr951,,2013-01-23,,,referral
Referred to the House Committee on Ways and Means.,hr952,HSWM,2013-01-05,INTRODUCED,,referral
"Referred to the Committee on the Judiciary, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr953,HSJU,2013-01-05,INTRODUCED,,referral
Referred to House Judiciary,hr953,HSJU,2013-01-05,,,referral
Referred to House Oversight and Government Reform,hr953,HSGO,2013-01-05,,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations.",hr953,HSHM,2013-01-08,,,referral
Referred to the House Committee on Education and the Workforce.,hr954,HSED,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Higher Education and Workforce Training.,hr954,,2013-01-23,,,referral
Referred to the House Committee on the Judiciary.,hr955,HSJU,2013-01-05,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations.",hr955,HSHM,2013-01-08,,,referral
Referred to the House Committee on Ways and Means.,hr956,HSWM,2013-01-05,INTRODUCED,,referral
Referred to the House Committee on Natural Resources.,hr957,HSII,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Energy and Mineral Resources.,hr957,,2013-01-07,,,referral
Subcommittee Hearings Held.,hr957,,2013-01-21,,,action
Subcommittee on Energy and Mineral Resources Discharged.,hr957,,2013-01-15,,,action
Committee Consideration and Mark-up Session Held.,hr957,,2013-01-15,,,action
Ordered to be Reported by the Yeas and Nays: 28 - 13.,hr957,,2013-01-15,REPORTED,,calendar
Reported by the Committee on Natural Resources. H. Rept. 113-169.,hr957,HSII,2013-01-22,,19:19:00,action
"Placed on the Union Calendar, Calendar No. 123.",hr957,,2013-01-22,,19:19:00,calendar
"Referred to the Committee on Veterans' Affairs, and in addition to the Committees on the Budget, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr958,HSVR,2013-01-05,INTRODUCED,,referral
Referred to House Veterans' Affairs,hr958,HSVR,2013-01-05,,,referral
Referred to House Budget,hr958,HSBU,2013-01-05,,,referral
Referred to House Armed Services,hr958,HSAS,2013-01-05,,,referral
Referred to the Subcommittee on Health.,hr958,,2013-01-08,,,referral
Referred to the Subcommittee on Military Personnel.,hr958,,2013-01-14,,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr959,HSIF,2013-01-05,INTRODUCED,,referral
Referred to House Energy and Commerce,hr959,HSIF,2013-01-05,,,referral
"Referred to House Science, Space, and Technology",hr959,HSSY,2013-01-05,,,referral
Referred to the Subcommittee on Energy and Power.,hr959,,2013-01-08,,,referral
Referred to the Subcommittee on Environment.,hr959,,2013-01-21,,,referral
Referred to the House Committee on Financial Services.,hr960,HSBA,2013-01-05,INTRODUCED,,referral
Referred to the House Committee on Oversight and Government Reform.,hr961,HSGO,2013-01-05,INTRODUCED,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr962,HSIF,2013-01-05,INTRODUCED,,referral
Referred to House Energy and Commerce,hr962,HSIF,2013-01-05,,,referral
Referred to House Ways and Means,hr962,HSWM,2013-01-05,,,referral
Referred to the Subcommittee on Health.,hr962,,2013-01-08,,,referral
Referred to the Subcommittee on Health.,hr962,,2013-01-12,,,referral
Referred to the House Committee on Energy and Commerce.,hr963,HSIF,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr963,,2013-01-08,,,referral
"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr964,HSJU,2013-01-05,INTRODUCED,,referral
Referred to House Judiciary,hr964,HSJU,2013-01-05,,,referral
Referred to House Energy and Commerce,hr964,HSIF,2013-01-05,,,referral
Referred to the Subcommittee on Health.,hr964,,2013-01-08,,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations.",hr964,HSHM,2013-01-08,,,referral
Referred to the House Committee on the Judiciary.,hr965,HSJU,2013-01-05,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations.",hr965,HSHM,2013-01-08,,,referral
Referred to the House Committee on the Judiciary.,hr966,HSJU,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Immigration And Border Security.,hr966,,2013-01-08,,,referral
"Referred to the House Committee on Science, Space, and Technology.",hr967,HSSY,2013-01-05,INTRODUCED,,referral
Committee Consideration and Mark-up Session Held.,hr967,,2013-01-14,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr967,,2013-01-14,REPORTED,,calendar
"Reported (Amended) by the Committee on Science, Space, and Technology. H. Rept. 113-34.",hr967,HSSY,2013-01-11,,17:57:00,action
"Placed on the Union Calendar, Calendar No. 20.",hr967,,2013-01-11,,17:57:00,calendar
"Mr. Smith (TX) moved to suspend the rules and pass the bill, as amended.",hr967,,2013-01-16,,13:20:00,action
Considered under suspension of the rules.,hr967,,2013-01-16,,13:20:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 967.,hr967,,2013-01-16,,13:20:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr967,,2013-01-16,,13:39:00,action
Considered as unfinished business.,hr967,,2013-01-16,,14:13:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 406 - 11 (Roll no. 108).",hr967,,2013-01-16,PASS_OVER:HOUSE,14:20:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr967,,2013-01-16,,14:20:00,action
"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",hr967,SSCM,2013-01-17,,,referral
Referred to the House Committee on Financial Services.,hr968,HSBA,2013-01-05,INTRODUCED,,referral
Referred to the House Committee on Energy and Commerce.,hr969,HSIF,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr969,,2013-01-08,,,referral
Referred to the House Committee on Ways and Means.,hr970,HSWM,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Human Resources.,hr970,,2013-01-07,,,referral
Referred to the House Committee on Financial Services.,hr971,HSBA,2013-01-05,INTRODUCED,,referral
Referred to the House Committee on the Judiciary.,hr972,HSJU,2013-01-05,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations.",hr972,HSHM,2013-01-08,,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr973,HSIF,2013-01-05,INTRODUCED,,referral
Referred to House Energy and Commerce,hr973,HSIF,2013-01-05,,,referral
Referred to House Ways and Means,hr973,HSWM,2013-01-05,,,referral
Referred to House Education and the Workforce,hr973,HSED,2013-01-05,,,referral
Referred to the Subcommittee on Health.,hr973,,2013-01-08,,,referral
"Referred to the Subcommittee on Health, Employment, Labor, and Pensions.",hr973,,2013-01-23,,,referral
Referred to the House Committee on Transportation and Infrastructure.,hr974,HSPW,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Aviation.,hr974,,2013-01-06,,,referral
Referred to the Subcommittee on Coast Guard and Maritime Transportation.,hr974,,2013-01-06,,,referral
Referred to the Subcommittee on Highways and Transit.,hr974,,2013-01-06,,,referral
"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",hr974,,2013-01-06,,,referral
Referred to the Subcommittee on Water Resources and Environment.,hr974,,2013-01-06,,,referral
Referred to the House Committee on Armed Services.,hr975,HSAS,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Military Personnel.,hr975,,2013-01-26,,,referral
Referred to the House Committee on Education and the Workforce.,hr976,HSED,2013-01-05,INTRODUCED,,referral
"Referred to the Subcommittee on Health, Employment, Labor, and Pensions.",hr976,,2013-01-23,,,referral
Referred to the House Committee on the Judiciary.,hr977,HSJU,2013-01-05,INTRODUCED,,referral
Referred to the Subcommittee on Immigration and Border Security.,hr977,,2013-01-05,,,referral
Referred to the House Committee on Armed Services.,hr978,HSAS,2013-01-06,INTRODUCED,,referral
Referred to the Subcommittee on Military Personnel.,hr978,,2013-01-14,,,referral
Referred to the House Committee on Agriculture.,hr979,HSAG,2013-01-06,INTRODUCED,,referral
"Referred to the Subcommittee on Conservation, Energy, and Forestry.",hr979,,2013-01-13,,,referral
"Referred to the Committee on Ways and Means, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr980,HSWM,2013-01-06,INTRODUCED,,referral
Referred to House Ways and Means,hr980,HSWM,2013-01-06,,,referral
Referred to House Natural Resources,hr980,HSII,2013-01-06,,,referral
Referred to the Subcommittee on Energy and Mineral Resources.,hr980,,2013-01-07,,,referral
Referred to the House Committee on Natural Resources.,hr981,HSII,2013-01-06,INTRODUCED,,referral
Referred to the Subcommittee on Energy and Mineral Resources.,hr981,,2013-01-07,,,referral
Subcommittee Hearings Held.,hr981,,2013-01-21,,,action
Subcommittee on Energy and Mineral Resources Discharged.,hr981,,2013-01-15,,,action
Committee Consideration and Mark-up Session Held.,hr981,,2013-01-15,,,action
Ordered to be Reported by Unanimous Consent.,hr981,,2013-01-15,REPORTED,,calendar
Reported by the Committee on Natural Resources. H. Rept. 113-389.,hr981,HSII,2014-01-01,,14:23:00,action
"Placed on the Union Calendar, Calendar No. 288.",hr981,,2014-01-01,,14:23:00,calendar
Referred to the House Committee on the Judiciary.,hr982,HSJU,2013-01-06,INTRODUCED,,referral
"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law.",hr982,,2013-01-08,,,referral
"Subcommittee on Regulatory Reform, Commercial And Antitrust Law Discharged.",hr982,,2013-01-20,,,action
Committee Consideration and Mark-up Session Held.,hr982,,2013-01-21,,,action
Ordered to be Reported by the Yeas and Nays: 17 - 14.,hr982,,2013-01-21,REPORTED,,calendar
Reported (Amended) by the Committee on Judiciary. H. Rept. 113-254.,hr982,HSJU,2013-01-30,,15:59:00,action
"Placed on the Union Calendar, Calendar No. 180.",hr982,,2013-01-30,,15:59:00,calendar
"Supplemental report filed by the Committee on Judiciary, H. Rept. 113-254, Part II.",hr982,HSJU,2013-01-12,,14:49:00,action
"Rules Committee Resolution H. Res. 403 Reported to House. The resolution provides for the consideration of H.R. 2655 and H.R. 982. In the case of H.R. 2655, the resolution provides for one hour of debate and one motion to recommit. In the case of H.R. 982, the resolution provides for one hour of general debate and makes in order only those amendments printed in the Rules Committee report. The resolution also provides for one motion to recommit the bill H.R. 982.",hr982,HSRU,2013-01-12,,19:17:00,action
Rule H. Res. 403 passed House.,hr982,,2013-01-13,,14:17:00,action
The Speaker designated the Honorable Rob Bishop to act as Chairman of the Committee.,hr982,,2013-01-13,,14:19:00,action
Considered under the provisions of rule H. Res. 403.,hr982,,2013-01-13,,14:19:00,action
"The resolution provides for the consideration of H.R. 2655 and H.R. 982. In the case of H.R. 2655, the resolution provides for one hour of debate and one motion to recommit. In the case of H.R. 982, the resolution provides for one hour of general debate and makes in order only those amendments printed in the Rules Committee report. The resolution also provides for one motion to recommit the bill H.R. 982.",hr982,HSRU,2013-01-13,,14:19:00,action
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 403 and Rule XVIII.,hr982,,2013-01-13,,14:19:00,action
GENERAL DEBATE - The Committee of the Whole proceeded with one hour of general debate on H.R. 982.,hr982,,2013-01-13,,14:19:00,action
"DEBATE - Pursuant to the provisions of H.Res. 403, the Committee of the Whole proceeded with 10 minutes of debate on the Cohen amendment.",hr982,,2013-01-13,,15:23:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Cohen amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes prevailed. Mr. Goodlatte demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr982,,2013-01-13,,15:32:00,action
"DEBATE - Pursuant to the provisions of H.Res. 403, the Committee of the Whole proceeded with 10 minutes of debate on the Nadler amendment.",hr982,,2013-01-13,,15:33:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Nadler amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes prevailed. Mr. Nadler demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr982,,2013-01-13,,15:43:00,action
"DEBATE - Pursuant to the provisions of H.Res. 403, the Committee of the Whole proceeded with 10 minutes of debate on the Jackson Lee amendment.",hr982,,2013-01-13,,15:44:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Jackson Lee amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes prevailed. Ms. Jackson Lee demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr982,,2013-01-13,,15:54:00,action
Mr. Goodlatte moved that the committee rise.,hr982,,2013-01-13,,15:55:00,action
On motion that the committee rise Agreed to by voice vote.,hr982,,2013-01-13,,15:55:00,action
Committee of the Whole House on the state of the Union rises leaving H.R. 982 as unfinished business.,hr982,,2013-01-13,,15:55:00,action
Considered as unfinished business.,hr982,,2013-01-13,,16:17:00,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr982,,2013-01-13,,16:17:00,action
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 982.,hr982,,2013-01-13,,16:59:00,action
The previous question was ordered pursuant to the rule.,hr982,,2013-01-13,,17:00:00,action
Mr. Owens moved to recommit with instructions to Judiciary.,hr982,HSJU,2013-01-13,,17:01:00,action
DEBATE - The House proceeded with 10 minutes of debate on the Owens motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House forthwith with an amendment to exempt veterans and members of the U.S. Armed Forces from the disclosure requirements of the bill and ensure that their asbestos claims are paid before death.,hr982,,2013-01-13,,17:01:00,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr982,,2013-01-13,,17:08:00,action
On motion to recommit with instructions Failed by the Yeas and Nays: 197 - 224 (Roll no. 578).,hr982,,2013-01-13,,17:18:00,action
On passage Passed by recorded vote: 221 - 199 (Roll no. 579).,hr982,,2013-01-13,PASS_OVER:HOUSE,17:28:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr982,,2013-01-13,,17:28:00,action
Received in the Senate and Read twice and referred to the Committee on the Judiciary.,hr982,SSJU,2013-01-14,,,referral
"Referred to the Committee on the Judiciary, and in addition to the Committee on Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr983,HSJU,2013-01-06,INTRODUCED,,referral
Referred to House Judiciary,hr983,HSJU,2013-01-06,,,referral
Referred to House Intelligence,hr983,,2013-01-06,,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations.",hr983,HSHM,2013-01-08,,,referral
"Referred to the Committee on Armed Services, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr984,HSAS,2013-01-06,INTRODUCED,,referral
Referred to House Armed Services,hr984,HSAS,2013-01-06,,,referral
Referred to House Veterans' Affairs,hr984,HSVR,2013-01-06,,,referral
Referred to the Subcommittee on Military Personnel.,hr984,,2013-01-14,,,referral
Referred to the Subcommittee on Health.,hr984,,2013-01-02,,,referral
Subcommittee Hearings Held.,hr984,,2013-01-21,,,action
Referred to the House Committee on Transportation and Infrastructure.,hr985,HSPW,2013-01-06,INTRODUCED,,referral
Referred to the Subcommittee on Water Resources and Environment.,hr985,,2013-01-07,,,referral
