_action_text,_bill,_committees,_date,_status,_time,_type
Considered under suspension of the rules.,hr2640,,2013-01-29,,14:21:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 2640.,hr2640,,2013-01-29,,14:21:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr2640,,2013-01-29,PASS_OVER:HOUSE,14:29:00,vote
Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,hr2640,SSEG,2013-01-30,,,referral
Senate Committee on Energy and Natural Resources discharged by Unanimous Consent.,hr2640,SSEG,2014-01-11,,,action
Measure laid before Senate by unanimous consent.,hr2640,,2014-01-11,,,action
Passed Senate with an amendment by Unanimous Consent.,hr2640,,2014-01-11,PASS_BACK:SENATE,,vote
Message on Senate action sent to the House.,hr2640,,2014-01-11,,,action
Mr. Walden asked unanimous consent that the House agree to the Senate amendment.,hr2640,,2014-01-11,,21:57:00,action
On motion that the House agree to the Senate amendment Agreed to without objection.,hr2640,,2014-01-11,PASSED:BILL,21:58:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr2640,,2014-01-11,,21:58:00,action
Presented to President.,hr2640,,2014-01-13,,,topresident
Signed by President.,hr2640,,2014-01-18,ENACTED:SIGNED,,signed
Became Public Law No: 113-244.,hr2640,,2014-01-18,,,enacted
"Referred to the Committee on the Judiciary, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2641,HSJU,2013-01-10,INTRODUCED,,referral
Referred to House Judiciary,hr2641,HSJU,2013-01-10,,,referral
Referred to House Natural Resources,hr2641,HSII,2013-01-10,,,referral
"Referred to the Subcommittee on Regulatory Reform, Commercial And Antitrust Law.",hr2641,,2013-01-11,,,referral
Referred to the Subcommittee on Public Lands and Environmental Regulation.,hr2641,,2013-01-15,,,referral
Subcommittee Consideration and Mark-up Session Held.,hr2641,,2013-01-18,,,action
Forwarded by Subcommittee to Full Committee by Voice Vote .,hr2641,,2013-01-18,,,action
Committee Consideration and Mark-up Session Held.,hr2641,,2013-01-31,,,action
Ordered to be Reported by the Yeas and Nays: 18 - 9.,hr2641,,2013-01-31,REPORTED,,calendar
"Reported by the Committee on Judiciary. H. Rept. 113-363, Part I.",hr2641,HSJU,2014-01-27,,15:15:00,action
Committee on Natural Resources discharged.,hr2641,HSII,2014-01-27,,15:15:00,action
"Placed on the Union Calendar, Calendar No. 269.",hr2641,,2014-01-27,,15:15:00,calendar
Rules Committee Resolution H. Res. 501 Reported to House. The resolution provides for consideration of H.R. 2824 and H.R. 2641. The resolution provides one hour of general debate for each bill and makes in order specified amendments printed in the Rules Committee Report 113-374. The resolution provides one motion to recommit.,hr2641,HSRU,2014-01-05,,18:03:00,action
Rule H. Res. 501 passed House.,hr2641,,2014-01-06,,10:30:00,action
Considered under the provisions of rule H. Res. 501.,hr2641,,2014-01-06,,11:54:00,action
The resolution provides for consideration of H.R. 2824 and H.R. 2641. The resolution provides one hour of general debate for each bill and makes in order specified amendments printed in the Rules Committee Report 113-374. The resolution provides one motion to recommit.,hr2641,HSRU,2014-01-06,,11:54:00,action
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 501 and Rule XVIII.,hr2641,,2014-01-06,,11:55:00,action
The Speaker designated the Honorable Steve Womack to act as Chairman of the Committee.,hr2641,,2014-01-06,,11:55:00,action
GENERAL DEBATE - The Committee of the Whole proceeded with one hour of general debate on H.R. 2641.,hr2641,,2014-01-06,,11:55:00,action
"DEBATE - Pursuant to the provisions of H. Res. 501, the Committee of the Whole proceeded with 10 minutes of debate on the Jackson Lee Part C amendment No. 1.",hr2641,,2014-01-06,,12:59:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Jackson Lee amendment No.1, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Ms. Jackson Lee demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr2641,,2014-01-06,,13:09:00,action
"DEBATE - Pursuant to the provisions of H. Res. 501, the Committee of the Whole proceeded with 10 minutes of debate on the McKinley Part C amendment No. 2.",hr2641,,2014-01-06,,13:10:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the McKinley amendment No.2, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Johnson(GA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr2641,,2014-01-06,,13:19:00,action
"DEBATE - Pursuant to the provisions of H. Res. 501, the Committee of the Whole proceeded with 10 minutes of debate on the Webster (FL) Part C amendment No. 3.",hr2641,,2014-01-06,,13:20:00,action
"DEBATE - Pursuant to the provisions of H. Res. 501, the Committee of the Whole proceeded with 10 minutes of debate on the Nadler Part C amendment No. 4.",hr2641,,2014-01-06,,13:28:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Nadler amendment No.4, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Nadler demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr2641,,2014-01-06,,13:34:00,action
"DEBATE - Pursuant to the provisions of H. Res. 501, the Committee of the Whole proceeded with 10 minutes of debate on the Johnson(GA) Part C amendment No. 5.",hr2641,,2014-01-06,,13:35:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Johnson (GA) amendment No. 5, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Johnson (GA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr2641,,2014-01-06,,13:39:00,action
Mr. Goodlatte moved that the committee rise.,hr2641,,2014-01-06,,13:40:00,action
On motion that the committee rise Agreed to by voice vote.,hr2641,,2014-01-06,,13:40:00,action
Committee of the Whole House on the state of the Union rises leaving H.R. 2641 as unfinished business.,hr2641,,2014-01-06,,13:40:00,action
Considered as unfinished business.,hr2641,,2014-01-06,,14:09:00,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr2641,,2014-01-06,,14:10:00,action
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 2641.,hr2641,,2014-01-06,,14:30:00,action
The previous question was ordered pursuant to the rule.,hr2641,,2014-01-06,,14:31:00,action
The House adopted the amendment in the nature of a substitute as agreed to by the Committee of the Whole House on the state of the Union.,hr2641,,2014-01-06,,14:31:00,action
Ms. DelBene moved to recommit with instructions to Judiciary.,hr2641,HSJU,2014-01-06,,14:32:00,action
DEBATE - The House proceeded with 10 minutes of debate on the DelBene motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to ensure that the underlying bill does not weaken environmental review of projects.,hr2641,,2014-01-06,,14:32:00,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr2641,,2014-01-06,,14:41:00,action
On motion to recommit with instructions Failed by recorded vote: 190 - 217 (Roll no. 112).,hr2641,,2014-01-06,,14:48:00,action
On passage Passed by recorded vote: 229 - 179 (Roll no. 113).,hr2641,,2014-01-06,PASS_OVER:HOUSE,14:55:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr2641,,2014-01-06,,14:55:00,action
Received in the Senate.,hr2641,,2014-01-10,,,action
Referred to the House Committee on Agriculture.,hr2642,HSAG,2013-01-10,INTRODUCED,,referral
Rules Committee Resolution H. Res. 295 Reported to House. Rule provides for consideration of H.R. 2642 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit. Measure will be considered read. Bill is closed to amendments.,hr2642,HSRU,2013-01-10,,23:20:00,action
Rule H. Res. 295 passed House.,hr2642,,2013-01-11,,13:02:00,action
Considered under the provisions of rule H. Res. 295.,hr2642,,2013-01-11,,13:03:00,action
Rule provides for consideration of H.R. 2642 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit. Measure will be considered read. Bill is closed to amendments.,hr2642,,2013-01-11,,13:03:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 2642.,hr2642,,2013-01-11,,13:03:00,action
POINT OF ORDER - Mr. Watt raised a point of order against the ruling of the Chair regarding what constitutes embellishment of a unanimous consent request. The point of order was overruled.,hr2642,,2013-01-11,,13:40:00,action
Mr. Watt appealed the ruling of the chair. The question was then put on sustaining the ruling of the chair.,hr2642,,2013-01-11,,13:41:00,action
Mr. Lucas moved to table the motion to appeal the ruling of the chair,hr2642,,2013-01-11,,13:42:00,action
On motion to table the motion to appeal the ruling of the chair Agreed to by the Yeas and Nays: 226 - 189 (Roll no. 350).,hr2642,,2013-01-11,,14:09:00,action
"WORDS TAKEN DOWN - During the course of debate, exception was taken to certain words used and a demand was made to have words taken down. Subsequently, the demand was withdrawn.",hr2642,,2013-01-11,,14:20:00,action
DEBATE - The House resumed debate on H.R. 2642.,hr2642,,2013-01-11,,14:28:00,action
POINT OF ORDER - Mr. Thompson (MS) raised a point of order against the ruling of the Chair regarding what constitutes embellishment of a unanimous consent request. The point of order was overruled.,hr2642,,2013-01-11,,14:32:00,action
Mr. Thompson (MS) appealed the ruling of the chair. The question was then put on sustaining the ruling of the chair.,hr2642,,2013-01-11,,14:33:00,action
Mr. Lucas moved to table the motion to appeal the ruling of the chair,hr2642,,2013-01-11,,14:34:00,action
On motion to table the motion to appeal the ruling of the chair Agreed to by recorded vote: 221 - 181 (Roll no. 351).,hr2642,,2013-01-11,,14:54:00,action
The previous question was ordered without objection.,hr2642,,2013-01-11,,15:06:00,action
Ms. Esty moved to recommit with instructions to Agriculture.,hr2642,HSAG,2013-01-11,,15:06:00,action
"DEBATE - The House proceeded with 10 minutes of debate on the Esty motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to require the Secretary of Agriculture to conduct annual audits of the food regulatory systems for each country that is eligible to export meat, poultry, or egg products to the United States. The motion would also give the Secretary the authority to transfer funds from any Department of Agriculture account to the Food Safety and Inspection Service account in order to address any food safety emergency.",hr2642,HSAG,2013-01-11,,15:07:00,action
On motion to recommit with instructions Failed by recorded vote: 198 - 226 (Roll no. 352).,hr2642,,2013-01-11,,15:32:00,action
On passage Passed by the Yeas and Nays: 216 - 208 (Roll no. 353).,hr2642,,2013-01-11,PASS_OVER:HOUSE,15:40:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr2642,,2013-01-11,,15:40:00,action
Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 136.,hr2642,,2013-01-16,,,calendar
Measure laid before Senate by unanimous consent.,hr2642,,2013-01-18,,,action
Senate struck all after the Enacting Clause and substituted the language of S. 954 amended.,hr2642,,2013-01-18,,,action
Passed Senate with an amendment by Unanimous Consent.,hr2642,,2013-01-18,PASS_BACK:SENATE,,vote
"Senate insisted on its amendment, requested a conference.",hr2642,,2013-01-18,,,action
See also S. 954.,hr2642,,2013-01-18,,,action
Senate appointed conferees Stabenow; Leahy; Harkin; Baucus; Brown; Klobuchar; Bennet; Cochran; Chambliss; Roberts; Boozman; Hoeven.,hr2642,,2013-01-01,,,action
Message on Senate action sent to the House.,hr2642,,2013-01-02,,,action
House agreed to Senate amendment with an amendment pursuant to H.Res. 361.,hr2642,,2013-01-28,,13:47:00,action
Message on House action received in Senate and at desk: House amendment to Senate amendment.,hr2642,,2013-01-30,,,action
Measure laid before Senate by unanimous consent.,hr2642,,2013-01-01,,,action
Senate disagreed to the House amendment to Senate amendment by Unanimous Consent.,hr2642,,2013-01-01,,,action
"Senate insists on its amendment, asks for a conference, appoints conferees Stabenow; Leahy; Harkin; Baucus; Brown; Klobuchar; Bennet; Cochran; Chambliss; Roberts; Boozman; Hoeven.",hr2642,,2013-01-01,,,action
Message on Senate action sent to the House.,hr2642,,2013-01-01,,,action
"Pursuant to the provisions of H. Res. 380, Mr. Lucas moved that the House insist upon its amendment to the Senate amendment, and agree to a conference.",hr2642,,2013-01-11,,15:57:00,action
DEBATE - The House proceeded with one hour of debate on the motion to agree to a conference.,hr2642,,2013-01-11,,15:57:00,action
The previous question was ordered without objection.,hr2642,,2013-01-11,,15:57:00,action
"On motion that the House insist upon its amendment to the Senate amendment, and agree to a conference Agreed to by voice vote.",hr2642,,2013-01-11,,15:58:00,action
Mr. Peterson moved that the House instruct conferees.,hr2642,,2013-01-11,,15:59:00,action
"DEBATE - The House proceeded with 1 hour of debate on the Peterson motion to instruct conferees on H.R. 2642. The instructions contained in the motion seek to require the managers on the part of the House to recede to section 1602 of the Senate amendment (relating to suspension of permanent price support authority), and recede to the Senate position in title IV of the Senate amendment providing at a minimum a five-year duration of the Supplemental Nutrition Assistance Program and other nutrition programs.",hr2642,,2013-01-11,,15:59:00,action
The previous question was ordered without objection.,hr2642,,2013-01-11,,16:28:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Peterson motion to instruct conferees on H.R. 2642, the Chair put the question on adoption of the motion to instruct conferees and by voice vote, announced that the noes had prevailed. Mr. Peterson demanded the yeas and nays and the Chair postponed further proceedings on the question of adoption of the motion to instruct conferees on H.R. 2642 until a time to be announced.",hr2642,,2013-01-11,,16:29:00,action
"On motion that the House instruct conferees Failed by the Yeas and Nays: 195 - 204, 2 Present (Roll no. 546).",hr2642,,2013-01-12,,11:09:00,action
Motion to reconsider laid on the table Agreed to without objection.,hr2642,,2013-01-12,,11:09:00,action
"The Speaker appointed conferees - from the Committee on Agriculture for consideration of the House amendment and the Senate amendment, and modifications committed to conference: Lucas, King of Iowa, Neugebauer, Rogers of Alabama, Conaway, Thompson of Pennsylvania, Austin Scott of Georgia, Crawford, Roby, Noem, Denham, Rodney Davis of Illinois, Peterson, McIntyre, Costa, Walz, Schrader, McGovern, DelBene, Negrete McLeod, and Vela.",hr2642,HSAG,2013-01-12,,11:10:00,action
"The Speaker appointed conferees - from the Committee on Foreign Affairs for consideration of title III of the House amendment, and title III of the Senate amendment, and modifications committed to conference: Royce, Marino, and Engel.",hr2642,HSFA,2013-01-12,,11:10:00,action
"The Speaker appointed conferees - from the Committee on Ways and Means for consideration of secs. 1207 and 1301 of the House amendment, and secs. 1301, 1412, 1435, and 4204 of the Senate amendment, and modifications committed to conference: Camp, Sam Johnson of Texas, and Levin.",hr2642,HSWM,2013-01-12,,11:11:00,action
"The Speaker appointed conferees for consideration of the House amendment and the Senate amendment, and modifications committed to conference: Southerland and Fudge.",hr2642,,2013-01-12,,11:12:00,action
Conference held.,hr2642,,2013-01-30,,,action
Conference report H. Rept. 113-333 filed.,hr2642,,2014-01-27,,19:40:00,action
Conferees agreed to file conference report.,hr2642,,2014-01-28,,,action
Mr. Lucas brought up conference report H. Rept. 113-333 for consideration under the provisions of H. Res. 465.,hr2642,,2014-01-29,,09:17:00,action
DEBATE - The House proceeded with 1 hour of debate on the Conference report to accompany H.R. 2642.,hr2642,,2014-01-29,,09:17:00,action
The previous question was ordered pursuant to the rule.,hr2642,,2014-01-29,,10:29:00,action
Motions to reconsider laid on the table Agreed to without objection.,hr2642,,2014-01-29,,11:01:00,action
On agreeing to the conference report Agreed to by the Yeas and Nays: 251 - 166 (Roll no. 31).,hr2642,,2014-01-29,CONFERENCE:PASSED:HOUSE,11:01:00,vote
Conference papers: Senate report and manager's statement and message on House action held at the desk in Senate.,hr2642,,2014-01-30,,,action
Conference report considered in Senate.,hr2642,,2014-01-30,,,action
Cloture motion on the conference report to accompany H.R. 2642 presented in Senate.,hr2642,,2014-01-30,,,action
Conference report considered in Senate.,hr2642,,2014-01-03,,,action
Cloture on the conference report to accompany H.R. 2642 invoked in Senate by Yea-Nay Vote. 72 - 22. Record Vote Number: 20.,hr2642,,2014-01-03,,,action
Conference report considered in Senate.,hr2642,,2014-01-04,,,action
Senate agreed to conference report by Yea-Nay Vote. 68 - 32. Record Vote Number: 21.,hr2642,,2014-01-04,PASSED:BILL,,vote
Message on Senate action sent to the House.,hr2642,,2014-01-04,,,action
Presented to President.,hr2642,,2014-01-04,,,topresident
Signed by President.,hr2642,,2014-01-07,ENACTED:SIGNED,,signed
Became Public Law No: 113-79.,hr2642,,2014-01-07,,,enacted
"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Appropriations, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2643,HSGO,2013-01-10,INTRODUCED,,referral
Referred to House Oversight and Government Reform,hr2643,HSGO,2013-01-10,,,referral
Referred to House Appropriations,hr2643,HSAP,2013-01-10,,,referral
Referred to the House Committee on the Judiciary.,hr2644,HSJU,2013-01-10,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations.",hr2644,HSHM,2013-01-13,,,referral
Referred to the House Committee on Energy and Commerce.,hr2645,HSIF,2013-01-10,INTRODUCED,,referral
"Referred to the Subcommittee on Commerce, Manufacturing, and Trade.",hr2645,,2013-01-12,,,referral
Referred to the House Committee on Natural Resources.,hr2646,HSII,2013-01-10,INTRODUCED,,referral
"Referred to the Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs.",hr2646,,2013-01-15,,,referral
Subcommittee Hearings Held.,hr2646,,2014-01-03,,,action
Referred to the House Committee on Transportation and Infrastructure.,hr2647,HSPW,2013-01-10,INTRODUCED,,referral
"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",hr2647,,2013-01-11,,,referral
Referred to the House Committee on the Judiciary.,hr2648,HSJU,2013-01-10,INTRODUCED,,referral
Sponsor introductory remarks on measure.,hr2648,,2013-01-25,,,action
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations.",hr2648,HSHM,2013-01-13,,,referral
Referred to the House Committee on Energy and Commerce.,hr2649,HSIF,2013-01-10,INTRODUCED,,referral
Referred to the Subcommittee on Communications and Technology.,hr2649,,2013-01-12,,,referral
Referred to the House Committee on Natural Resources.,hr2650,HSII,2013-01-10,INTRODUCED,,referral
Referred to the Subcommittee Indian and Alaska Native Affairs.,hr2650,,2013-01-15,,,referral
Subcommittee Hearings Held.,hr2650,,2013-01-23,,,action
Subcommittee Indian and Alaska Native Affairs Discharged.,hr2650,,2013-01-31,,,action
Committee Consideration and Mark-up Session Held.,hr2650,,2013-01-31,,,action
Ordered to be Reported by Unanimous Consent.,hr2650,,2013-01-31,REPORTED,,calendar
Reported by the Committee on Natural Resources. H. Rept. 113-194.,hr2650,HSII,2013-01-10,,13:51:00,action
"Placed on the Union Calendar, Calendar No. 141.",hr2650,,2013-01-10,,13:52:00,calendar
"Mr. McClintock moved to suspend the rules and pass the bill, as amended.",hr2650,,2013-01-03,,14:00:00,action
Considered under suspension of the rules.,hr2650,,2013-01-03,,14:00:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 2650.,hr2650,,2013-01-03,,14:01:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr2650,,2013-01-03,PASS_OVER:HOUSE,14:09:00,vote
Received in the Senate and Read twice and referred to the Committee on Indian Affairs.,hr2650,SLIA,2013-01-09,,,referral
Senate Committee on Indian Affairs discharged by Unanimous Consent.,hr2650,SLIA,2014-01-13,,,action
Passed Senate without amendment by Unanimous Consent.,hr2650,,2014-01-13,PASSED:BILL,,vote
Message on Senate action sent to the House.,hr2650,,2014-01-14,,,action
Presented to President.,hr2650,,2014-01-18,,,topresident
Signed by President.,hr2650,,2014-01-21,ENACTED:SIGNED,,signed
Became Public Law No: 113-88.,hr2650,,2014-01-21,,,enacted
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2651,HSIF,2013-01-10,INTRODUCED,,referral
Referred to House Energy and Commerce,hr2651,HSIF,2013-01-10,,,referral
Referred to House Ways and Means,hr2651,HSWM,2013-01-10,,,referral
Referred to the Subcommittee on Health.,hr2651,,2013-01-12,,,referral
Referred to the Subcommittee on Health.,hr2651,,2013-01-23,,,referral
"Referred to the Committee on Financial Services, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2652,HSBA,2013-01-10,INTRODUCED,,referral
Referred to House Financial Services,hr2652,HSBA,2013-01-10,,,referral
Referred to House Judiciary,hr2652,HSJU,2013-01-10,,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations.",hr2652,HSHM,2013-01-13,,,referral
Referred to the House Committee on Education and the Workforce.,hr2653,HSED,2013-01-11,INTRODUCED,,referral
"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",hr2653,,2013-01-13,,,referral
Referred to the Subcommittee on Higher Education and Workforce Training.,hr2653,,2013-01-13,,,referral
"Referred to the Committee on Education and the Workforce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2654,HSED,2013-01-11,INTRODUCED,,referral
Referred to House Education and the Workforce,hr2654,HSED,2013-01-11,,,referral
Referred to House Judiciary,hr2654,HSJU,2013-01-11,,,referral
Referred to the Subcommittee on Workforce Protections.,hr2654,,2013-01-13,,,referral
Referred to the Subcommittee on the Constitution and Civil Justice.,hr2654,,2013-01-13,,,referral
Referred to the House Committee on the Judiciary.,hr2655,HSJU,2013-01-11,INTRODUCED,,referral
Referred to the Subcommittee on the Constitution and Civil Justice.,hr2655,,2013-01-15,,,referral
Subcommittee Consideration and Mark-up Session Held.,hr2655,,2013-01-17,,,action
Forwarded by Subcommittee to Full Committee by the Yeas and Nays: 6 - 2 .,hr2655,,2013-01-17,,,action
Committee Consideration and Mark-up Session Held.,hr2655,,2013-01-11,,,action
Ordered to be Reported by the Yeas and Nays: 17 - 10.,hr2655,,2013-01-11,REPORTED,,calendar
Reported by the Committee on Judiciary. H. Rept. 113-255.,hr2655,HSJU,2013-01-30,,15:59:00,action
"Placed on the Union Calendar, Calendar No. 181.",hr2655,,2013-01-30,,16:00:00,calendar
"Rules Committee Resolution H. Res. 403 Reported to House. The resolution provides for the consideration of H.R. 2655 and H.R. 982. In the case of H.R. 2655, the resolution provides for one hour of debate and one motion to recommit. In the case of H.R. 982, the resolution provides for one hour of general debate and makes in order only those amendments printed in the Rules Committee report. The resolution also provides for one motion to recommit the bill H.R. 982.",hr2655,HSRU,2013-01-12,,19:17:00,action
Considered under the provisions of rule H. Res. 403.,hr2655,,2013-01-14,,13:11:00,action
"The resolution provides for the consideration of H.R. 2655 and H.R. 982. In the case of H.R. 2655, the resolution provides for one hour of debate and one motion to recommit. In the case of H.R. 982, the resolution provides for one hour of general debate and makes in order only those amendments printed in the Rules Committee report. The resolution also provides for one motion to recommit the bill H.R. 982.",hr2655,HSRU,2013-01-14,,13:11:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 2655.,hr2655,,2013-01-14,,13:11:00,action
The previous question was ordered pursuant to the rule.,hr2655,,2013-01-14,,14:14:00,action
Mr. Lewis moved to recommit with instructions to Judiciary.,hr2655,HSJU,2013-01-14,,14:14:00,action
DEBATE - The House proceeded with 10 minutes of debate on the Lewis motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to prohibit provisions of the bill from applying to any cases brought under civil rights laws or the Constitution.,hr2655,,2013-01-14,,14:14:00,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr2655,,2013-01-14,,14:24:00,action
On motion to recommit with instructions Failed by the Yeas and Nays: 197 - 225 (Roll no. 580).,hr2655,,2013-01-14,,14:54:00,action
On passage Passed by recorded vote: 228 - 195 (Roll no. 581).,hr2655,,2013-01-14,PASS_OVER:HOUSE,15:03:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr2655,,2013-01-14,,15:03:00,action
Received in the Senate and Read twice and referred to the Committee on the Judiciary.,hr2655,SSJU,2013-01-18,,,referral
Referred to the House Committee on the Judiciary.,hr2656,HSJU,2013-01-11,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations.",hr2656,HSHM,2013-01-13,,,referral
Referred to the House Committee on Natural Resources.,hr2657,HSII,2013-01-11,INTRODUCED,,referral
Referred to the Subcommittee on Public Lands and Environmental Regulation.,hr2657,,2013-01-16,,,referral
Subcommittee Hearings Held.,hr2657,,2013-01-03,,,action
Subcommittee on Public Lands and Environmental Regulation Discharged.,hr2657,,2014-01-28,,,action
Committee Consideration and Mark-up Session Held.,hr2657,,2014-01-28,,,action
Ordered to be Reported by the Yeas and Nays: 23 - 19.,hr2657,,2014-01-28,REPORTED,,calendar
Reported by the Committee on Natural Resources. H. Rept. 113-412.,hr2657,HSII,2014-01-10,,12:52:00,action
"Placed on the Union Calendar, Calendar No. 303.",hr2657,,2014-01-10,,12:53:00,calendar
Sponsor introductory remarks on measure.,hr2658,,2013-01-11,INTRODUCED,,action
Referred to the House Committee on Education and the Workforce.,hr2658,HSED,2013-01-11,REFERRED,,referral
"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",hr2658,,2013-01-13,,,referral
"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2659,HSED,2013-01-11,INTRODUCED,,referral
Referred to House Education and the Workforce,hr2659,HSED,2013-01-11,,,referral
Referred to House Ways and Means,hr2659,HSWM,2013-01-11,,,referral
Referred to the Subcommittee on Human Resources.,hr2659,,2013-01-23,,,referral
Referred to the Subcommittee on Higher Education and Workforce Training.,hr2659,,2013-01-13,,,referral
Referred to the House Committee on Appropriations.,hr2660,HSAP,2013-01-11,INTRODUCED,,referral
Referred to the House Committee on Veterans' Affairs.,hr2661,HSVR,2013-01-11,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr2661,,2013-01-02,,,referral
Subcommittee Hearings Held.,hr2661,,2014-01-27,,,action
Referred to the House Committee on Education and the Workforce.,hr2662,HSED,2013-01-11,INTRODUCED,,referral
"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",hr2662,,2013-01-13,,,referral
Referred to the House Committee on the Budget.,hr2663,HSBU,2013-01-11,INTRODUCED,,referral
Referred to the House Committee on Energy and Commerce.,hr2664,HSIF,2013-01-11,INTRODUCED,,referral
"Referred to the Subcommittee on Commerce, Manufacturing, and Trade.",hr2664,,2013-01-12,,,referral
Referred to the House Committee on the Judiciary.,hr2665,HSJU,2013-01-11,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations.",hr2665,HSHM,2013-01-13,,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2666,HSIF,2013-01-11,INTRODUCED,,referral
Referred to House Energy and Commerce,hr2666,HSIF,2013-01-11,,,referral
Referred to House Financial Services,hr2666,HSBA,2013-01-11,,,referral
"Referred to the Subcommittee on Commerce, Manufacturing, and Trade.",hr2666,,2013-01-12,,,referral
Referred to the House Committee on Ways and Means.,hr2667,HSWM,2013-01-11,INTRODUCED,,referral
Rules Committee Resolution H. Res. 300 Reported to House. The resolution provides for consideration of H.R. 2667 and H.R. 2668 under a closed rule. The resolution provides for one hour of general debate and one motion to recommit in each instance.,hr2667,HSRU,2013-01-16,,20:33:00,action
Rule H. Res. 300 passed House.,hr2667,,2013-01-17,,14:51:00,action
Considered under the provisions of rule H. Res. 300.,hr2667,,2013-01-17,,15:13:00,action
The resolution provides for consideration of H.R. 2667 and H.R. 2668 under a closed rule. The resolution provides for one hour of general debate and one motion to recommit in each instance.,hr2667,,2013-01-17,,15:14:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 2667.,hr2667,,2013-01-17,,15:14:00,action
The previous question was ordered pursuant to the rule.,hr2667,,2013-01-17,,16:29:00,action
