_action_text,_bill,_committees,_date,_status,_time,_type
Referred to the House Committee on House Administration.,hr1503,HSHA,2009-01-12,INTRODUCED,,referral
Referred to the House Committee on Oversight and Government Reform.,hr1504,HSGO,2009-01-12,INTRODUCED,,referral
"Referred to the Subcommittee on Information Policy, Census, and National Archives.",hr1504,,2009-01-04,,,referral
Referred to the House Committee on Education and Labor.,hr1505,HSED,2009-01-12,INTRODUCED,,referral
Referred to the House Committee on Oversight and Government Reform.,hr1506,HSGO,2009-01-12,INTRODUCED,,referral
Committee Consideration and Mark-up Session Held.,hr1506,,2009-01-29,,,action
Ordered to be Reported by Voice Vote.,hr1506,,2009-01-29,REPORTED,,calendar
Mr. Lynch moved to suspend the rules and pass the bill.,hr1506,,2009-01-16,,14:25:00,action
Considered under suspension of the rules.,hr1506,,2009-01-16,,14:25:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1506.,hr1506,,2009-01-16,,14:25:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1506,,2009-01-16,PASS_OVER:HOUSE,14:32:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1506,,2009-01-16,,14:32:00,action
Received in the Senate.,hr1506,,2009-01-17,,,action
Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 226.,hr1506,,2009-01-11,,,calendar
"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1507,HSGO,2009-01-12,INTRODUCED,,referral
Referred to House Oversight and Government Reform,hr1507,HSGO,2009-01-12,,,referral
Referred to House Homeland Security,hr1507,HSHM,2009-01-12,,,referral
Committee Hearings Held.,hr1507,,2009-01-14,,,action
Referred to the House Committee on the Judiciary.,hr1508,HSJU,2009-01-12,INTRODUCED,,referral
Referred to the Subcommittee on Commercial and Administrative Law.,hr1508,,2009-01-29,,,referral
Subcommittee Hearings Held.,hr1508,,2009-01-04,,,action
Referred to the Subcommittee on Courts and Competition Policy.,hr1508,,2010-01-29,,,referral
Referred to the House Committee on Ways and Means.,hr1509,HSWM,2009-01-16,INTRODUCED,,referral
Sponsor introductory remarks on measure.,hr1509,,2009-01-17,,,action
Referred to the House Committee on Energy and Commerce.,hr1510,HSIF,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on Commerce, Trade and Consumer Protection.",hr1510,,2009-01-17,,,referral
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1511,HSFA,2009-01-16,INTRODUCED,,referral
Referred to House Foreign Affairs,hr1511,HSFA,2009-01-16,,,referral
Referred to House Energy and Commerce,hr1511,HSIF,2009-01-16,,,referral
Referred to the Subcommittee on Health.,hr1511,,2009-01-17,,,referral
Mr. Klein (FL) moved to suspend the rules and pass the bill.,hr1511,,2009-01-22,,17:31:00,action
Considered under suspension of the rules.,hr1511,,2009-01-22,,17:31:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1511.,hr1511,,2009-01-22,,17:31:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1511,,2009-01-22,PASS_OVER:HOUSE,17:44:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1511,,2009-01-22,,17:44:00,action
Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,hr1511,SSFR,2009-01-23,,,referral
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1512,HSPW,2009-01-16,INTRODUCED,,referral
Referred to House Transportation and Infrastructure,hr1512,HSPW,2009-01-16,,,referral
Referred to House Ways and Means,hr1512,HSWM,2009-01-16,,,referral
Referred to the Subcommittee on Aviation.,hr1512,,2009-01-17,,,referral
Mr. Lewis (GA) moved to suspend the rules and pass the bill.,hr1512,,2009-01-18,,10:32:00,action
Considered under suspension of the rules.,hr1512,,2009-01-18,,10:32:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1512.,hr1512,,2009-01-18,,10:33:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1512,,2009-01-18,PASS_OVER:HOUSE,10:39:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1512,,2009-01-18,,10:39:00,action
"Received in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent.",hr1512,,2009-01-18,PASSED:BILL,,vote
Cleared for White House.,hr1512,,2009-01-18,,,topresident
Message on Senate action sent to the House.,hr1512,,2009-01-19,,,action
Presented to President.,hr1512,,2009-01-24,,,topresident
Signed by President.,hr1512,,2009-01-30,ENACTED:SIGNED,,signed
Became Public Law No: 111-12.,hr1512,,2009-01-30,,,enacted
Referred to the House Committee on Veterans' Affairs.,hr1513,HSVR,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1513,,2009-01-20,,,referral
Subcommittee on Disability Assistance and Memorial Affairs Discharged.,hr1513,,2009-01-20,,,action
Committee Consideration and Mark-up Session Held.,hr1513,,2009-01-25,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr1513,,2009-01-25,REPORTED,,calendar
Reported by the Committee on Veterans' Affairs. H. Rept. 111-56.,hr1513,HSVR,2009-01-26,,12:59:00,action
"Placed on the Union Calendar, Calendar No. 23.",hr1513,,2009-01-26,,13:00:00,calendar
Mrs. Halvorson moved to suspend the rules and pass the bill.,hr1513,,2009-01-30,,14:30:00,action
Considered under suspension of the rules.,hr1513,,2009-01-30,,14:30:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1513.,hr1513,,2009-01-30,,14:30:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1513,,2009-01-30,PASS_OVER:HOUSE,14:40:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1513,,2009-01-30,,14:40:00,action
Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.,hr1513,SSVA,2009-01-31,,,referral
Referred to the House Committee on the Judiciary.,hr1514,HSJU,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1514,HSHM,2009-01-19,,,referral
Mr. Scott (VA) moved to suspend the rules and pass the bill.,hr1514,,2010-01-18,,14:52:00,action
Considered under suspension of the rules.,hr1514,,2010-01-18,,14:52:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1514.,hr1514,,2010-01-18,,14:52:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1514,,2010-01-18,,14:59:00,action
Considered as unfinished business.,hr1514,,2010-01-19,,12:13:00,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 364 - 45 (Roll no. 276).,hr1514,,2010-01-19,PASS_OVER:HOUSE,12:42:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1514,,2010-01-19,,12:42:00,action
Received in the Senate and Read twice and referred to the Committee on the Judiciary.,hr1514,SSJU,2010-01-20,,,referral
Referred to the House Committee on the Judiciary.,hr1515,HSJU,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Courts and Competition Policy.,hr1515,,2009-01-27,,,referral
Referred to the House Committee on Oversight and Government Reform.,hr1516,HSGO,2009-01-16,INTRODUCED,,referral
Committee Consideration and Mark-up Session Held.,hr1516,,2009-01-02,,,action
Ordered to be Reported by Unanimous Consent.,hr1516,,2009-01-02,REPORTED,,calendar
Mr. Lynch moved to suspend the rules and pass the bill.,hr1516,,2009-01-21,,15:52:00,action
Considered under suspension of the rules.,hr1516,,2009-01-21,,15:53:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1516.,hr1516,,2009-01-21,,15:53:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1516,,2009-01-21,PASS_OVER:HOUSE,16:02:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1516,,2009-01-21,,16:02:00,action
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1516,SSGA,2009-01-22,,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Federal Financial Management, Government Information, Federal Services, and International Security.",hr1516,SSGA,2009-01-09,,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,hr1516,SSGA,2009-01-04,,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Lieberman without amendment. Without written report.,hr1516,SSGA,2009-01-04,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 199.,hr1516,,2009-01-04,,,calendar
Passed Senate without amendment by Unanimous Consent.,hr1516,,2009-01-09,PASSED:BILL,,vote
Cleared for White House.,hr1516,,2009-01-09,,,topresident
Message on Senate action sent to the House.,hr1516,,2009-01-10,,,action
Presented to President.,hr1516,,2009-01-20,,,topresident
Signed by President.,hr1516,,2009-01-30,ENACTED:SIGNED,,signed
Became Public Law No: 111-100.,hr1516,,2009-01-30,,,enacted
"Referred to the Committee on Homeland Security, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1517,HSHM,2009-01-16,INTRODUCED,,referral
Referred to House Homeland Security,hr1517,HSHM,2009-01-16,,,referral
Referred to House Oversight and Government Reform,hr1517,HSGO,2009-01-16,,,referral
"Referred to the Subcommittee on Border, Maritime, and Global Counterterrorism.",hr1517,,2009-01-23,,,referral
"Referred to the Subcommittee on Federal Workforce, Post Office, and the District of Columbia.",hr1517,,2009-01-26,,,referral
Subcommittee Consideration and Mark-up Session Held.,hr1517,,2009-01-22,,,action
Forwarded by Subcommittee to Full Committee by Voice Vote .,hr1517,,2009-01-22,,,action
Committee Consideration and Mark-up Session Held.,hr1517,,2009-01-17,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr1517,,2009-01-17,REPORTED,,calendar
"Reported (Amended) by the Committee on Homeland Security. H. Rept. 111-373, Part I.",hr1517,HSHM,2009-01-14,,18:48:00,action
Committee on Oversight and Government discharged.,hr1517,,2009-01-14,,18:49:00,action
"Placed on the Union Calendar, Calendar No. 218.",hr1517,,2009-01-14,,18:49:00,calendar
"Mr. Cuellar moved to suspend the rules and pass the bill, as amended.",hr1517,,2009-01-15,,10:45:00,action
Considered under suspension of the rules.,hr1517,,2009-01-15,,10:45:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1517.,hr1517,,2009-01-15,,10:45:00,action
"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Mr. Cuellar objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was withdrawn.",hr1517,,2009-01-15,,10:57:00,action
Considered as unfinished business.,hr1517,,2009-01-15,,12:38:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by recorded vote (2/3 required): 414 - 1 (Roll no. 972).",hr1517,,2009-01-15,PASS_OVER:HOUSE,12:45:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1517,,2009-01-15,,12:45:00,action
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1517,SSGA,2009-01-16,,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,hr1517,SSGA,2010-01-28,,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Lieberman with an amendment in the nature of a substitute. With written report No. 111-248.,hr1517,SSGA,2010-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 516.,hr1517,,2010-01-05,,,calendar
Passed Senate with an amendment by Unanimous Consent.,hr1517,,2010-01-05,PASS_BACK:SENATE,,vote
Message on Senate action sent to the House.,hr1517,,2010-01-06,,,action
Mr. Thompson (MS) moved that the House suspend the rules and agree to the Senate amendment.,hr1517,,2010-01-23,,18:35:00,action
DEBATE - The House proceeded with forty minutes of debate on the motion to suspend the rules and agree to the Senate amendment to H.R. 1517.,hr1517,,2010-01-23,,18:35:00,action
On motion that the House suspend the rules and agree to the Senate amendment Agreed to by voice vote.,hr1517,,2010-01-23,PASSED:BILL,18:42:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1517,,2010-01-23,,18:42:00,action
Cleared for White House.,hr1517,,2010-01-23,,,topresident
Presented to President.,hr1517,,2010-01-28,,,topresident
Signed by President.,hr1517,,2010-01-05,ENACTED:SIGNED,,signed
Became Public Law No: 111-252.,hr1517,,2010-01-05,,,enacted
Referred to the House Committee on Ways and Means.,hr1518,HSWM,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on Ways and Means.,hr1519,HSWM,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on Natural Resources.,hr1520,HSII,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on National Parks, Forests and Public Lands.",hr1520,,2009-01-18,,,referral
Referred to the House Committee on the Judiciary.,hr1521,HSJU,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Commercial and Administrative Law.,hr1521,,2009-01-27,,,referral
Subcommittee Hearings Held.,hr1521,,2009-01-09,,,action
Forwarded by Subcommittee to Full Committee by Voice Vote .,hr1521,,2010-01-15,,,action
"Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1522,HSVR,2009-01-16,INTRODUCED,,referral
Referred to House Veterans' Affairs,hr1522,HSVR,2009-01-16,,,referral
Referred to House Armed Services,hr1522,HSAS,2009-01-16,,,referral
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1522,,2009-01-20,,,referral
Referred to the Subcommittee on Military Personnel.,hr1522,,2009-01-27,,,referral
Subcommittee Hearings Held.,hr1522,,2009-01-21,,,action
Subcommittee Hearings Held.,hr1522,,2009-01-22,,,action
Referred to the House Committee on Energy and Commerce.,hr1523,HSIF,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr1523,,2009-01-17,,,referral
Referred to the House Committee on Financial Services.,hr1524,HSBA,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on Financial Services.,hr1525,HSBA,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on Education and Labor.,hr1526,HSED,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",hr1526,,2009-01-14,,,referral
Referred to the House Committee on Ways and Means.,hr1527,HSWM,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on Foreign Affairs.,hr1528,HSFA,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on the Judiciary.,hr1529,HSJU,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1529,HSHM,2009-01-27,,,referral
"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Ways and Means, Energy and Commerce, the Judiciary, Financial Services, Oversight and Government Reform, and Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1530,HSFA,2009-01-16,INTRODUCED,,referral
Referred to House Foreign Affairs,hr1530,HSFA,2009-01-16,,,referral
Referred to House Ways and Means,hr1530,HSWM,2009-01-16,,,referral
Referred to House Energy and Commerce,hr1530,HSIF,2009-01-16,,,referral
Referred to House Judiciary,hr1530,HSJU,2009-01-16,,,referral
Referred to House Financial Services,hr1530,HSBA,2009-01-16,,,referral
Referred to House Oversight and Government Reform,hr1530,HSGO,2009-01-16,,,referral
Referred to House Agriculture,hr1530,HSAG,2009-01-16,,,referral
"Referred to the Subcommittee on Commerce, Trade and Consumer Protection.",hr1530,,2009-01-17,,,referral
"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Ways and Means, the Judiciary, Agriculture, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1531,HSFA,2009-01-16,INTRODUCED,,referral
Referred to House Foreign Affairs,hr1531,HSFA,2009-01-16,,,referral
Referred to House Ways and Means,hr1531,HSWM,2009-01-16,,,referral
Referred to House Judiciary,hr1531,HSJU,2009-01-16,,,referral
Referred to House Agriculture,hr1531,HSAG,2009-01-16,,,referral
Referred to House Financial Services,hr1531,HSBA,2009-01-16,,,referral
Referred to the House Committee on Armed Services.,hr1532,HSAS,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Military Personnel.,hr1532,,2009-01-27,,,referral
Referred to the House Committee on Armed Services.,hr1533,HSAS,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Military Personnel.,hr1533,,2009-01-27,,,referral
Referred to the House Committee on Armed Services.,hr1534,HSAS,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Seapower and Expeditionary Forces.,hr1534,,2009-01-27,,,referral
Referred to the House Committee on Armed Services.,hr1535,HSAS,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Military Personnel.,hr1535,,2009-01-27,,,referral
Referred to the House Committee on Armed Services.,hr1536,HSAS,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Military Personnel.,hr1536,,2009-01-27,,,referral
"Referred to the Subcommittee on Terrorism, Unconventional Threats and Capabilities.",hr1536,,2009-01-22,,,referral
Referred to the House Committee on Armed Services.,hr1537,HSAS,2009-01-16,INTRODUCED,,referral
Referred to the House Committee on Small Business.,hr1538,HSSM,2009-01-16,INTRODUCED,,referral
Referred to the Subcommittee on Contracting and Technology .,hr1538,,2009-01-16,,,referral
Referred to the House Committee on Oversight and Government Reform.,hr1539,HSGO,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on Government Management, Organization, and Procurement.",hr1539,,2009-01-04,,,referral
Referred to the House Committee on the Judiciary.,hr1540,HSJU,2009-01-16,INTRODUCED,,referral
"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",hr1540,,2009-01-27,,,referral
Referred to the House Committee on Small Business.,hr1541,HSSM,2009-01-17,INTRODUCED,,referral
Ms. Velazquez moved to suspend the rules and pass the bill.,hr1541,,2009-01-17,,14:25:00,action
Considered under suspension of the rules.,hr1541,,2009-01-17,,14:26:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1541.,hr1541,,2009-01-17,,14:26:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1541,,2009-01-17,PASS_OVER:HOUSE,14:36:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1541,,2009-01-17,,14:36:00,action
"Received in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent.",hr1541,,2009-01-17,PASSED:BILL,,vote
Cleared for White House.,hr1541,,2009-01-17,,,topresident
Message on Senate action sent to the House.,hr1541,,2009-01-18,,,action
Presented to President.,hr1541,,2009-01-19,,,topresident
Signed by President.,hr1541,,2009-01-20,ENACTED:SIGNED,,signed
Became Public Law No: 111-10.,hr1541,,2009-01-20,,,enacted
Sponsor introductory remarks on measure.,hr1542,,2009-01-17,INTRODUCED,,action
Referred to the House Committee on Ways and Means.,hr1542,HSWM,2009-01-17,REFERRED,,referral
Sponsor introductory remarks on measure.,hr1543,,2009-01-17,INTRODUCED,,action
Referred to the House Committee on Ways and Means.,hr1543,HSWM,2009-01-17,REFERRED,,referral
Referred to the House Committee on Veterans' Affairs.,hr1544,HSVR,2009-01-17,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr1544,,2009-01-20,,,referral
Referred to the House Committee on Ways and Means.,hr1545,HSWM,2009-01-17,INTRODUCED,,referral
Referred to the House Committee on Veterans' Affairs.,hr1546,HSVR,2009-01-17,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr1546,,2009-01-20,,,referral
Subcommittee Hearings Held.,hr1546,,2009-01-18,,,action
Subcommittee Consideration and Mark-up Session Held.,hr1546,,2009-01-09,,,action
Forwarded by Subcommittee to Full Committee by Voice Vote .,hr1546,,2009-01-09,,,action
Referred to the House Committee on Ways and Means.,hr1547,HSWM,2009-01-17,INTRODUCED,,referral
Sponsor introductory remarks on measure.,hr1548,,2009-01-17,INTRODUCED,,action
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1548,HSIF,2009-01-17,REFERRED,,referral
Referred to House Energy and Commerce,hr1548,HSIF,2009-01-17,,,referral
Referred to House Judiciary,hr1548,HSJU,2009-01-17,,,referral
Referred to the Subcommittee on Health.,hr1548,,2009-01-18,,,referral
Sponsor introductory remarks on measure.,hr1549,,2009-01-17,INTRODUCED,,action
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1549,HSIF,2009-01-17,REFERRED,,referral
Referred to House Energy and Commerce,hr1549,HSIF,2009-01-17,,,referral
Referred to House Rules,hr1549,HSRU,2009-01-17,,,referral
Referred to the Subcommittee on Health.,hr1549,,2009-01-18,,,referral
Committee Hearings Held.,hr1549,,2009-01-13,,,action
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1550,HSIF,2009-01-17,INTRODUCED,,referral
Referred to House Energy and Commerce,hr1550,HSIF,2009-01-17,,,referral
Referred to House Transportation and Infrastructure,hr1550,HSPW,2009-01-17,,,referral
Referred to the Subcommittee on Energy and Environment.,hr1550,,2009-01-18,,,referral
Referred to the Subcommittee on Highways and Transit.,hr1550,,2009-01-18,,,referral
Referred to the House Committee on Energy and Commerce.,hr1551,HSIF,2009-01-17,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr1551,,2009-01-18,,,referral
Referred to the House Committee on Ways and Means.,hr1552,HSWM,2009-01-17,INTRODUCED,,referral
"Referred to the Committee on Financial Services, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1553,HSBA,2009-01-17,INTRODUCED,,referral
Referred to House Financial Services,hr1553,HSBA,2009-01-17,,,referral
Referred to House Judiciary,hr1553,HSJU,2009-01-17,,,referral
Referred to the Subcommittee on Courts and Competition Policy.,hr1553,,2009-01-27,,,referral
Referred to the House Committee on Natural Resources.,hr1554,HSII,2009-01-17,INTRODUCED,,referral
Committee Hearings Held.,hr1554,,2010-01-21,,,action
Committee Consideration and Mark-up Session Held.,hr1554,,2010-01-16,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr1554,,2010-01-16,REPORTED,,calendar
Reported (Amended) by the Committee on Natural Resources. H. Rept. 111-513.,hr1554,HSII,2010-01-28,,15:20:00,action
"Placed on the Union Calendar, Calendar No. 293.",hr1554,,2010-01-28,,15:20:00,calendar
"Mr. Boren moved to suspend the rules and pass the bill, as amended.",hr1554,,2010-01-29,,13:21:00,action
Considered under suspension of the rules.,hr1554,,2010-01-29,,13:21:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 1554.,hr1554,,2010-01-29,,13:21:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1554,,2010-01-29,,13:26:00,action
Considered as unfinished business.,hr1554,,2010-01-30,,15:24:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 421 - 1 (Roll no. 411).",hr1554,,2010-01-30,PASS_OVER:HOUSE,15:33:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr1554,,2010-01-30,,15:33:00,action
Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,hr1554,SSEV,2010-01-12,,,referral
"Referred to the Committee on Homeland Security, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1555,HSHM,2009-01-17,INTRODUCED,,referral
Referred to House Homeland Security,hr1555,HSHM,2009-01-17,,,referral
Referred to House Oversight and Government Reform,hr1555,HSGO,2009-01-17,,,referral
"Referred to the Subcommittee on Management, Investigations, and Oversight.",hr1555,,2009-01-24,,,referral
"Referred to the Subcommittee on Government Management, Organization, and Procurement.",hr1555,,2009-01-26,,,referral
Referred to the House Committee on Oversight and Government Reform.,hr1556,HSGO,2009-01-17,INTRODUCED,,referral
"Referred to the Subcommittee on Information Policy, Census, and National Archives.",hr1556,,2009-01-04,,,referral
"Referred to the Committee on the Budget, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1557,HSBU,2009-01-17,INTRODUCED,,referral
Referred to House Budget,hr1557,HSBU,2009-01-17,,,referral
Referred to House Rules,hr1557,HSRU,2009-01-17,,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1558,HSIF,2009-01-17,INTRODUCED,,referral
Referred to House Energy and Commerce,hr1558,HSIF,2009-01-17,,,referral
Referred to House Ways and Means,hr1558,HSWM,2009-01-17,,,referral
Referred to House Education and Labor,hr1558,HSED,2009-01-17,,,referral
Referred to the Subcommittee on Health.,hr1558,,2009-01-18,,,referral
"Referred to the Subcommittee on Health, Employment, Labor, and Pensions.",hr1558,,2009-01-14,,,referral
Referred to the House Committee on Natural Resources.,hr1559,HSII,2009-01-17,INTRODUCED,,referral
"Referred to the Subcommittee on National Parks, Forests and Public Lands.",hr1559,,2009-01-23,,,referral
Referred to the House Committee on the Judiciary.,hr1560,HSJU,2009-01-17,INTRODUCED,,referral
Referred to the Subcommittee on Commercial and Administrative Law.,hr1560,,2009-01-27,,,referral
Referred to the House Committee on Ways and Means.,hr1561,HSWM,2009-01-17,INTRODUCED,,referral
Sponsor introductory remarks on measure.,hr1562,,2009-01-17,INTRODUCED,,action
Referred to the House Committee on Natural Resources.,hr1562,HSII,2009-01-17,REFERRED,,referral
Referred to the House Committee on Veterans' Affairs.,hr1563,HSVR,2009-01-17,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr1563,,2009-01-20,,,referral
Referred to the House Committee on Foreign Affairs.,hr1564,HSFA,2009-01-17,INTRODUCED,,referral
"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1565,HSGO,2009-01-17,INTRODUCED,,referral
Referred to House Oversight and Government Reform,hr1565,HSGO,2009-01-17,,,referral
Referred to House House Administration,hr1565,HSHA,2009-01-17,,,referral
"Referred to the Subcommittee on Federal Workforce, Post Office, and the District of Columbia.",hr1565,,2009-01-26,,,referral
Referred to the House Committee on Armed Services.,hr1566,HSAS,2009-01-17,INTRODUCED,,referral
Referred to the House Committee on the Judiciary.,hr1567,HSJU,2009-01-17,INTRODUCED,,referral
"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",hr1567,,2009-01-27,,,referral
"Referred to the Committee on Education and Labor, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1568,HSED,2009-01-17,INTRODUCED,,referral
Referred to House Education and Labor,hr1568,HSED,2009-01-17,,,referral
Referred to House Judiciary,hr1568,HSJU,2009-01-17,,,referral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1568,HSHM,2009-01-27,,,referral
Referred to the Subcommittee on Healthy Families and Communities.,hr1568,,2009-01-14,,,referral
