_action_text,_bill,_committees,_date,_status,_time,_type
On motion that the House instruct conferees Agreed to by the Yeas and Nays: 403 - 0 (Roll no. 54).,hr1,,2009-01-10,,16:30:00,action
Motion to reconsider laid on the table Agreed to without objection.,hr1,,2009-01-10,,16:30:00,action
"The Speaker appointed conferees: Obey, Rangel, Waxman, Lewis (CA), and Camp.",hr1,,2009-01-10,,16:47:00,action
Conference report H. Rept. 111-16 filed.,hr1,,2009-01-12,,22:25:00,action
"Rules Committee Resolution H. Res. 168 Reported to House. Rule provides for consideration of the conference report to H.R. 1. The resolution provides 90 minutes of debate on the conference report. The resolution waives all points of order against consideration of the conference report except those arising under clause 9 of rule XXI and provides that the conference report be considered as read. The resolution waives all points of order against the conference report. The waiver does not affect the point of order available under clause 9 of rule XXI. Finally, the resolution provides one motion to recommit, if applicable.",hr1,HSRU,2009-01-13,,00:01:00,action
Rule H. Res. 168 passed House.,hr1,,2009-01-13,,11:15:00,action
Mr. Obey brought up conference report H. Rept. 111-16 for consideration under the provisions of H. Res. 168.,hr1,,2009-01-13,,11:20:00,action
"PRELIMINARY ACTION - The Chair stated that the conference report to accompany the bill (H.R. 1) contains an emergency designation for purposes of pay-as-you-go principles. Accordingly, the Chair must put the question of consideration under clause 10(c)(3) of rule 21.",hr1,,2009-01-13,,11:20:00,action
On question of consideration of conference report Agreed to by the Yeas and Nays: 232 - 195 (Roll no. 68).,hr1,,2009-01-13,,11:37:00,action
"DEBATE - Pursuant to the provisions of H. Res. 168, the House proceeded with ninety minutes of debate on the conference report to accompany H.R. 1.",hr1,,2009-01-13,,11:43:00,action
The previous question was ordered pursuant to the rule.,hr1,,2009-01-13,,13:53:00,action
Mrs. Miller (MI) moved to recommit with instructions to the conference committee.,hr1,,2009-01-13,,13:54:00,action
The previous question on the motion to recommit with instructions to conference committee was ordered without objection.,hr1,,2009-01-13,,13:54:00,action
On motion to recommit with instructions to conference committee Failed by the Yeas and Nays: 186 - 244 (Roll no. 69).,hr1,,2009-01-13,,14:16:00,action
"On agreeing to the conference report Agreed to by the Yeas and Nays: 246 - 183, 1 Present (Roll no. 70).",hr1,,2009-01-13,CONFERENCE:PASSED:HOUSE,14:24:00,vote
Motions to reconsider laid on the table Agreed to without objection.,hr1,,2009-01-13,,14:24:00,action
Conference papers: Senate report and manager's statement and message on House action held at the desk in Senate.,hr1,,2009-01-13,,,action
Conference report considered in Senate.,hr1,,2009-01-13,,,action
"Point of order that an emergency designation within the conference report violates the CBA (Sec. 204(a)(5)(A) of S.Con.Res. 21, 110th Congress) raised in Senate with respect to the conference report to accompany H.R. 1.",hr1,,2009-01-13,,,action
"Motion to waive the Budget Act (Sec. 204(a)(5)(A) of S.Con.Res. 21, 110th Congress) with respect to the conference report to accompany H.R. 1 (the section within the conference report regarding the emergency designation) agreed to in Senate by Yea-Nay Vote. 60 - 38. Record Vote Number: 63.",hr1,,2009-01-13,,,action
Senate agreed to conference report by Yea-Nay Vote. 60 - 38. Record Vote Number: 64.,hr1,,2009-01-13,PASSED:BILL,,vote
Message on Senate action sent to the House.,hr1,,2009-01-13,,,action
Cleared for White House.,hr1,,2009-01-13,,,topresident
Presented to President.,hr1,,2009-01-16,,,topresident
Signed by President.,hr1,,2009-01-17,ENACTED:SIGNED,,signed
Became Public Law No: 111-5.,hr1,,2009-01-17,,,enacted
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, and Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr2,HSIF,2009-01-13,INTRODUCED,,referral
Referred to House Energy and Commerce,hr2,HSIF,2009-01-13,,,referral
Referred to House Ways and Means,hr2,HSWM,2009-01-13,,,referral
Referred to House Education and Labor,hr2,HSED,2009-01-13,,,referral
Rules Committee Resolution H. Res. 52 Reported to House. Rule provides for consideration of H.R. 2 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. Bill is closed to amendments. The Resolution waives all points of order against consideration of the bill except those arising under clause 9 or 10 of rule XXI.,hr2,HSRU,2009-01-13,,21:20:00,action
Referred to the Subcommittee on Health.,hr2,,2009-01-14,,,referral
Rule H. Res. 52 passed House.,hr2,,2009-01-14,,12:25:00,action
Considered under the provisions of rule H. Res. 52.,hr2,,2009-01-14,,12:26:00,action
Rule provides for consideration of H.R. 2 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. Bill is closed to amendments. The Resolution waives all points of order against consideration of the bill except those arising under clause 9 or 10 of rule XXI.,hr2,,2009-01-14,,12:26:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 2.,hr2,,2009-01-14,,12:28:00,action
The previous question was ordered pursuant to the rule.,hr2,,2009-01-14,,14:00:00,action
Mr. Deal (GA) moved to recommit with instructions to Energy and Commerce.,hr2,HSIF,2009-01-14,,14:01:00,action
DEBATE - The House proceeded with 10 minutes of debate on the Deal (GA) motion to recommit with instructions. The instructions in the motion seek to report the same back to the House forthwith with amendments to determine the use of funds for the Children's Health Insurance Program.,hr2,,2009-01-14,,14:05:00,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr2,,2009-01-14,,14:11:00,action
On motion to recommit with instructions Failed by the Yeas and Nays: 179 - 247 (Roll no. 15).,hr2,,2009-01-14,,14:30:00,action
On passage Passed by recorded vote: 289 - 139 (Roll no. 16).,hr2,,2009-01-14,PASS_OVER:HOUSE,14:45:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr2,,2009-01-14,,14:45:00,action
Received in the Senate.,hr2,,2009-01-14,,,action
Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 18.,hr2,,2009-01-16,,,calendar
Measure laid before Senate by unanimous consent.,hr2,,2009-01-26,,,action
Considered by Senate.,hr2,,2009-01-27,,,action
Considered by Senate.,hr2,,2009-01-28,,,action
Considered by Senate.,hr2,,2009-01-29,,,action
Passed Senate with an amendment by Yea-Nay Vote. 66 - 32. Record Vote Number: 31.,hr2,,2009-01-29,PASS_BACK:SENATE,,vote
"Senate insists on its amendment, asks for a conference, appoints conferees Baucus; Rockefeller; Conrad; Grassley; Hatch.",hr2,,2009-01-29,,,action
Message on Senate action sent to the House.,hr2,,2009-01-30,,,action
"Rules Committee Resolution H. Res. 107 Reported to House. Upon the adoption of H. Res. 107, it shall be in order to take from the Speaker's table the bill H.R. 2 with the Senate amendment thereto, and for the Chair to entertain a motion to concur in the Senate amendment. The Senate amendment and the motion shall be considered as read. The motion shall be debatable for one hour.",hr2,HSRU,2009-01-03,,19:37:00,action
Rule H. Res. 107 passed House.,hr2,,2009-01-04,,11:15:00,action
"Pursuant to the provisions of H. Res. 107, Mr. Waxman moved to agree to the Senate amendment.",hr2,,2009-01-04,,11:17:00,action
DEBATE - The House proceeded with one hour of debate on the motion to agree to the Senate amendment to H.R. 2.,hr2,,2009-01-04,,11:17:00,action
The previous question was ordered pursuant to the rule.,hr2,,2009-01-04,,12:44:00,action
On motion that the House agree to the Senate amendment Agreed to by the Yeas and Nays: 290 - 135 (Roll No. 50).,hr2,,2009-01-04,PASSED:BILL,13:10:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr2,,2009-01-04,,13:10:00,action
Cleared for White House.,hr2,,2009-01-04,,,topresident
Presented to President.,hr2,,2009-01-04,,,topresident
Signed by President.,hr2,,2009-01-04,ENACTED:SIGNED,,signed
Became Public Law No: 111-3.,hr2,,2009-01-04,,,enacted
Referred to the House Committee on Education and Labor.,hr11,HSED,2009-01-06,INTRODUCED,,referral
Rules Committee Resolution passed by the House. Rule provides for consideration of H.R. 11 and H.R. 12. Motion to recommit allowed. H. Res.5 provides one hour of debate each for H.R. 11 and H.R. 12. Both bills are to be considered in the House.,hr11,HSRU,2009-01-06,,15:39:00,action
Considered under the provisions of rule H. Res. 5.,hr11,,2009-01-09,,10:33:00,action
Rule provides for consideration of H.R. 11 and H.R. 12. Motion to recommit allowed. H. Res.5 provides one hour of debate each for H.R. 11 and H.R. 12. Both bills are to be considered in the House.,hr11,,2009-01-09,,10:33:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 11.,hr11,,2009-01-09,,10:34:00,action
The previous question was ordered pursuant to the rule.,hr11,,2009-01-09,,11:40:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on H.R. 11, the Chair put the question on passage and by voice vote, announced that the ayes had prevailed. Mr. George Miller of California demanded the yeas and nays, and further proceedings on the question of passage were postponed until later in the legislative day.",hr11,,2009-01-09,,11:41:00,action
Considered as unfinished business.,hr11,,2009-01-09,,13:20:00,action
On passage Passed by the Yeas and Nays: 247 - 171 (Roll no. 9).,hr11,,2009-01-09,PASS_OVER:HOUSE,13:28:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr11,,2009-01-09,,13:28:00,action
Received in the Senate.,hr11,,2009-01-12,,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",hr11,SSHR,2009-01-11,,,referral
"Referred to the Subcommittee on Health, Employment, Labor, and Pensions.",hr11,,2009-01-06,,,referral
Referred to the House Committee on Education and Labor.,hr12,HSED,2009-01-06,INTRODUCED,,referral
Rules Committee Resolution passed by House. Rule provides for consideration of H.R. 11 and H.R. 12. Motion to recommit allowed. H. Res.5 provides one hour of debate each for H.R. 11 and H.R. 12. Both bills are to be considered in the House.,hr12,HSRU,2009-01-06,,15:39:00,action
Considered under the provisions of rule H. Res. 5.,hr12,,2009-01-09,,11:42:00,action
Rule provides for consideration of H.R. 11 and H.R. 12. Motion to recommit allowed. H. Res.5 provides one hour of debate each for H.R. 11 and H.R. 12. Both bills are to be considered in the House.,hr12,,2009-01-09,,11:42:00,action
DEBATE - The House proceeded with one hour of debate on H.R. 12.,hr12,,2009-01-09,,11:42:00,action
The previous question was ordered pursuant to the rule.,hr12,,2009-01-09,,12:33:00,action
Mr. Price (GA) moved to recommit with instructions to Education and Labor.,hr12,HSED,2009-01-09,,12:34:00,action
DEBATE - The House proceeded with ten minutes of debate on the motion to recommit. The instructions contained in the motion seek to require that the bill be reported back to the House with amendments inserting language which limit reasonable attorney fees.,hr12,,2009-01-09,,12:34:00,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr12,,2009-01-09,,12:43:00,action
On motion to recommit with instructions Failed by the Yeas and Nays: 178 - 240 (Roll no. 7).,hr12,,2009-01-09,,13:09:00,action
On passage Passed by recorded vote: 256 - 163 (Roll no. 8).,hr12,,2009-01-09,PASS_OVER:HOUSE,13:19:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr12,,2009-01-09,,13:19:00,action
"Pursuant to the provisions of H.Res. 5, the text of H.R. 12 as passed by the House will be appended to the end of H.R. 11 as new matter.",hr12,,2009-01-09,,13:19:00,action
"Pursuant to the provisions of H. Res. 5, H.R. 12 is laid on the table.",hr12,,2009-01-09,,13:19:00,action
Referred to the Subcommittee on Workforce Protections.,hr12,,2009-01-06,,,referral
Referred to the House Committee on Education and Labor.,hr13,HSED,2009-01-06,INTRODUCED,,referral
"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.",hr13,,2009-01-06,,,referral
"Referred to the Subcommittee on Higher Education, Lifelong Learning, and Competitiveness.",hr13,,2009-01-06,,,referral
Referred to the House Committee on Science and Technology.,hr14,HSSY,2009-01-06,INTRODUCED,,referral
Referred to the Subcommittee on Energy and Environment.,hr14,,2009-01-06,,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr15,HSIF,2009-01-06,INTRODUCED,,referral
Referred to House Energy and Commerce,hr15,HSIF,2009-01-06,,,referral
Referred to House Ways and Means,hr15,HSWM,2009-01-06,,,referral
Referred to the Subcommittee on Health.,hr15,,2009-01-14,,,referral
Referred to the House Committee on Ways and Means.,hr16,HSWM,2009-01-06,INTRODUCED,,referral
Referred to the House Committee on the Judiciary.,hr17,HSJU,2009-01-06,INTRODUCED,,referral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr17,HSHM,2009-01-09,,,referral
"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr18,HSJU,2009-01-06,INTRODUCED,,referral
Referred to House Judiciary,hr18,HSJU,2009-01-06,,,referral
Referred to House Energy and Commerce,hr18,HSIF,2009-01-06,,,referral
Referred to the Subcommittee on Health.,hr18,,2009-01-14,,,referral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr18,HSHM,2009-01-09,,,referral
Subcommittee Hearings Held.,hr18,,2009-01-21,,,action
"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr19,HSJU,2009-01-06,INTRODUCED,,referral
Referred to House Judiciary,hr19,HSJU,2009-01-06,,,referral
Referred to House Education and Labor,hr19,HSED,2009-01-06,,,referral
"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",hr19,,2009-01-09,,,referral
Referred to the Subcommittee on Workforce Protections.,hr19,,2009-01-06,,,referral
Referred to the House Committee on Energy and Commerce.,hr20,HSIF,2009-01-06,INTRODUCED,,referral
Referred to the Subcommittee on Health.,hr20,,2009-01-14,,,referral
Subcommittee on Health Discharged.,hr20,,2009-01-04,,,action
Committee Consideration and Mark-up Session Held.,hr20,,2009-01-04,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr20,,2009-01-04,REPORTED,,calendar
Reported (Amended) by the Committee on Energy and Commerce. H. Rept. 111-48.,hr20,HSIF,2009-01-23,,19:59:00,action
"Placed on the Union Calendar, Calendar No. 18.",hr20,,2009-01-23,,19:59:00,calendar
"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",hr20,,2009-01-30,,15:31:00,action
Considered under suspension of the rules.,hr20,,2009-01-30,,15:31:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 20.,hr20,,2009-01-30,,15:31:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr20,,2009-01-30,,15:42:00,action
Considered as unfinished business.,hr20,,2009-01-30,,19:12:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 391 - 8 (Roll no. 164).",hr20,,2009-01-30,PASS_OVER:HOUSE,19:20:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr20,,2009-01-30,,19:20:00,action
"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",hr20,SSHR,2009-01-31,,,referral
"Referred to the Committee on Natural Resources, and in addition to the Committee on Science and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr21,HSII,2009-01-06,INTRODUCED,,referral
Referred to House Natural Resources,hr21,HSII,2009-01-06,,,referral
Referred to House Science and Technology,hr21,HSSY,2009-01-06,,,referral
Referred to the Subcommittee on Energy and Environment.,hr21,,2009-01-06,,,referral
"Referred to the Subcommittee on Insular Affairs, Oceans and Wildlife.",hr21,,2009-01-04,,,referral
Subcommittee Hearings Held.,hr21,,2009-01-18,,,action
Referred to the House Committee on Oversight and Government Reform.,hr22,HSGO,2009-01-06,INTRODUCED,,referral
"Referred to the Subcommittee on Federal Workforce, Post Office, and the District of Columbia.",hr22,,2009-01-24,,,referral
Subcommittee Consideration and Mark-up Session Held.,hr22,,2009-01-24,,,action
Forwarded by Subcommittee to Full Committee (Amended) by Unanimous Consent .,hr22,,2009-01-24,,,action
Committee Consideration and Mark-up Session Held.,hr22,,2009-01-10,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr22,,2009-01-10,REPORTED,,calendar
Reported (Amended) by the Committee on Oversight and Government. H. Rept. 111-216.,hr22,,2009-01-21,,19:44:00,action
"Placed on the Union Calendar, Calendar No. 118.",hr22,,2009-01-21,,19:44:00,calendar
"Mr. Towns moved to suspend the rules and pass the bill, as amended.",hr22,,2009-01-15,,12:43:00,action
Considered under suspension of the rules.,hr22,,2009-01-15,,12:43:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 22.,hr22,,2009-01-15,,12:43:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr22,,2009-01-15,,13:12:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 388 - 32 (Roll no. 701).",hr22,,2009-01-15,PASS_OVER:HOUSE,17:51:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr22,,2009-01-15,,17:51:00,action
The title of the measure was amended. Agreed to without objection.,hr22,,2009-01-15,,17:51:00,action
Received in the Senate.,hr22,,2009-01-16,,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr22,SSGA,2009-01-15,,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Federal Financial Management, Government Information, Federal Services, and International Security.",hr22,SSGA,2009-01-07,,,referral
Referred to the House Committee on Veterans' Affairs.,hr23,HSVR,2009-01-06,INTRODUCED,,referral
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr23,,2009-01-09,,,referral
Subcommittee on Disability Assistance and Memorial Affairs Discharged.,hr23,,2009-01-01,,,action
Committee Consideration and Mark-up Session Held.,hr23,,2009-01-06,,,action
Ordered to be Reported (Amended) by Voice Vote.,hr23,,2009-01-06,REPORTED,,calendar
Reported (Amended) by the Committee on Veterans' Affairs. H. Rept. 111-99.,hr23,HSVR,2009-01-07,,15:58:00,action
"Placed on the Union Calendar, Calendar No. 45.",hr23,,2009-01-07,,15:58:00,calendar
"Mr. Filner moved to suspend the rules and pass the bill, as amended.",hr23,,2009-01-12,,15:13:00,action
Considered under suspension of the rules.,hr23,,2009-01-12,,15:13:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 23.,hr23,,2009-01-12,,15:13:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr23,,2009-01-12,PASS_OVER:HOUSE,15:38:00,vote
Motion to reconsider laid on the table Agreed to without objection.,hr23,,2009-01-12,,15:38:00,action
Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.,hr23,SSVA,2009-01-13,,,referral
Referred to the House Committee on Armed Services.,hr24,HSAS,2009-01-06,INTRODUCED,,referral
Mr. Heinrich moved to suspend the rules and pass the bill.,hr24,,2010-01-04,,14:58:00,action
Considered under suspension of the rules.,hr24,,2010-01-04,,14:58:00,action
DEBATE - The House proceeded with forty minutes of debate on H.R. 24.,hr24,,2010-01-04,,14:58:00,action
