_id,_sort_name,_state,_district,_title,_full_district,_last_name,_facebook,_clean_name,_party,_twitter,_twitter_followers
R000585,"Reed, Tom",NY,23,Rep,NY23,Reed,RepTomReed,Tom Reed,Republican,RepTomReed,15103
R000602,"Rice, Kathleen M.",NY,4,Rep,NY4,Rice,RepKathleenRice,Kathleen M. Rice,Democrat,RepKathleenRice,28998
R000589,"Rigell, E. Scott",VA,2,Rep,VA2,Rigell,RepScottRigell,E. Scott Rigell,Republican,RepScottRigell,15580
R000575,"Rogers, Mike D.",AL,3,Rep,AL3,Rogers,CongressmanMikeDRogers,Mike Rogers,Republican,RepMikeRogersAL,21930
R000435,"Ros-Lehtinen, Ileana",FL,27,Rep,FL27,Ros-Lehtinen,iroslehtinen,Ileana Ros-Lehtinen,Republican,RosLehtinen,117341
R000580,"Roskam, Peter J.",IL,6,Rep,IL6,Roskam,PeterRoskam,Peter J. Roskam,Republican,PeterRoskam,27556
R000593,"Ross, Dennis A.",FL,15,Rep,FL15,Ross,dennis.ross.376,Dennis A. Ross,Republican,RepDennisRoss,18275
R000486,"Roybal-Allard, Lucille",CA,40,Rep,CA40,Roybal-Allard,RepRoybalAllard,Lucille Roybal-Allard,Democrat,RepRoybalAllard,20860
R000487,"Royce, Edward R.",CA,39,Rep,CA39,Royce,EdRoyce,Edward R. Royce,Republican,RepEdRoyce,28036
R000576,"Ruppersberger, C. A. Dutch",MD,2,Rep,MD2,Ruppersberger,DutchRupp,C. A. Dutch Ruppersberger,Democrat,Call_Me_Dutch,13697
R000515,"Rush, Bobby L.",IL,1,Rep,IL1,Rush,congressmanbobbyrush,Bobby L. Rush,Democrat,RepBobbyRush,14409
R000577,"Ryan, Tim",OH,13,Rep,OH13,Ryan,timryan,Tim Ryan,Democrat,RepTimRyan,53336
S000018,"Salmon, Matt",AZ,5,Rep,AZ5,Salmon,RepMattSalmon,Matt Salmon,Republican,RepMattSalmon,0
S001168,"Sarbanes, John P.",MD,3,Rep,MD3,Sarbanes,RepSarbanes,John P. Sarbanes,Democrat,RepSarbanes,17572
S001176,"Scalise, Steve",LA,1,Rep,LA1,Scalise,RepSteveScalise,Steve Scalise,Republican,SteveScalise,276479
S001145,"Schakowsky, Janice D.",IL,9,Rep,IL9,Schakowsky,janschakowsky,Janice D. Schakowsky,Democrat,JanSchakowsky,36212
S001180,"Schrader, Kurt",OR,5,Rep,OR5,Schrader,repschrader,Kurt Schrader,Democrat,RepSchrader,22890
S001157,"Scott, David",GA,13,Rep,GA13,Scott,113303673339,David Scott,Democrat,RepDavidScott,17372
S000364,"Shimkus, John",IL,15,Rep,IL15,Shimkus,repshimkus,John Shimkus,Republican,RepShimkus,28655
S001148,"Simpson, Michael K.",ID,2,Rep,ID2,Simpson,96007744606,Michael K. Simpson,Republican,CongMikeSimpson,12799
S001191,"Sinema, Kyrsten",AZ,9,Rep,AZ9,Sinema,CongresswomanSinema,Kyrsten Sinema,Democrat,RepSinema,28723
S001165,"Sires, Albio",NJ,8,Rep,NJ8,Sires,81058818750,Albio Sires,Democrat,RepSires,16989
S001175,"Speier, Jackie",CA,14,Rep,CA14,Speier,JackieSpeier,Jackie Speier,Democrat,RepSpeier,120037
S001196,"Stefanik, Elise M.",NY,21,Rep,NY21,Stefanik,RepEliseStefanik,Elise M. Stefanik,Republican,RepStefanik,16770
S001187,"Stivers, Steve",OH,15,Rep,OH15,Stivers,116058275133542,Steve Stivers,Republican,RepSteveStivers,30044
T000473,"Takai, Mark",HI,1,Rep,HI1,Takai,repmarktakai,Mark Takai,Democrat,RepMarkTakai,2986
T000472,"Takano, Mark",CA,41,Rep,CA41,Takano,RepMarkTakano,Mark Takano,Democrat,RepMarkTakano,47052
T000462,"Tiberi, Patrick J.",OH,12,Rep,OH12,Tiberi,RepPatTiberi,Patrick J. Tiberi,Republican,pattiberi,15748
T000469,"Tonko, Paul",NY,20,Rep,NY20,Tonko,reppaultonko,Paul Tonko,Democrat,RepPaulTonko,23247
T000474,"Torres, Norma J.",CA,35,Rep,CA35,Torres,RepNormaTorres,Norma J. Torres,Democrat,NormaJTorres,11578
T000475,"Trott, David A.",MI,11,Rep,MI11,Trott,RepDaveTrott,David A. Trott,Republican,repdavetrott,12256
T000463,"Turner, Michael R.",OH,10,Rep,OH10,Turner,RepMikeTurner,Michael R. Turner,Republican,RepMikeTurner,19238
V000129,"Valadao, David G.",CA,21,Rep,CA21,Valadao,CongressmanDavidValadao,David G. Valadao,Republican,RepDavidValadao,15612
V000128,"Van Hollen, Chris",MD,8,Rep,MD8,Van Hollen,chrisvanhollen,Chris Van Hollen,Democrat,ChrisVanHollen,127718
V000130,"Vargas, Juan",CA,51,Rep,CA51,Vargas,RepJuanVargas,Juan Vargas,Democrat,RepJuanVargas,17759
V000131,"Veasey, Marc A.",TX,33,Rep,TX33,Veasey,CongressmanMarcVeasey,Marc A. Veasey,Democrat,RepVeasey,18464
V000081,"Velazquez, Nydia M.",NY,7,Rep,NY7,Velazquez,8037068318,Nydia M. Velázquez,Democrat,NydiaVelazquez,39319
W000812,"Wagner, Ann",MO,2,Rep,MO2,Wagner,RepAnnWagner,Ann Wagner,Republican,RepAnnWagner,18422
W000798,"Walberg, Tim",MI,7,Rep,MI7,Walberg,RepWalberg,Tim Walberg,Republican,RepWalberg,14994
W000791,"Walden, Greg",OR,2,Rep,OR2,Walden,repgregwalden,Greg Walden,Republican,RepGregWalden,25646
W000813,"Walorski, Jackie",IN,2,Rep,IN2,Walorski,RepJackieWalorski,Jackie Walorski,Republican,RepWalorski,15579
W000820,"Walters, Mimi",CA,45,Rep,CA45,Walters,RepMimiWalters,Mimi Walters,Republican,RepMimiWalters,12305
W000799,"Walz, Timothy J.",MN,1,Rep,MN1,Walz,,Timothy J. Walz,Democrat,RepTimWalz,28145
W000797,"Wasserman Schultz, Debbie",FL,23,Rep,FL23,Wasserman Schultz,RepDWS,Debbie Wasserman Schultz,Democrat,RepDWStweets,13008
W000187,"Waters, Maxine",CA,43,Rep,CA43,Waters,MaxineWaters,Maxine Waters,Democrat,RepMaxineWaters,746721
W000806,"Webster, Daniel",FL,10,Rep,FL10,Webster,RepWebster,Daniel Webster,Republican,RepWebster,20495
W000800,"Welch, Peter",VT,0,Rep,VT0,Welch,PeterWelch,Peter Welch,Democrat,PeterWelch,11315
W000815,"Wenstrup, Brad R.",OH,2,Rep,OH2,Wenstrup,RepBradWenstrup,Brad R. Wenstrup,Republican,RepBradWenstrup,18557
W000413,"Whitfield, Ed",KY,1,Rep,KY1,Whitfield,RepEdWhitfield,Ed Whitfield,Republican,RepEdWhitfield,8523
W000808,"Wilson, Frederica S.",FL,24,Rep,FL24,Wilson,RepWilson,Frederica S. Wilson,Democrat,RepWilson,62518
W000809,"Womack, Steve",AR,3,Rep,AR3,Womack,RepSteveWomack,Steve Womack,Republican,Rep_SteveWomack,17785
Y000062,"Yarmuth, John A.",KY,3,Rep,KY3,Yarmuth,214258646163,John A. Yarmuth,Democrat,RepJohnYarmuth,30299
Y000063,"Yoder, Kevin",KS,3,Rep,KS3,Yoder,CongressmanKevinYoder,Kevin Yoder,Republican,RepKevinYoder,28841
Y000066,"Young, David",IA,3,Rep,IA3,Young,RepDavidYoung,David Young,Republican,RepDavidYoung,11146
Z000017,"Zeldin, Lee M.",NY,1,Rep,NY1,Zeldin,RepLeeZeldin,Lee M. Zeldin,Republican,RepLeeZeldin,34996
S000522,"Smith, Christopher H.",NJ,4,Rep,NJ4,Smith,RepChrisSmith,Christopher H. Smith,Republican,RepChrisSmith,21287
A000374,"Abraham, Ralph Lee",LA,5,Rep,LA5,Abraham,CongressmanRalphAbraham,Ralph Lee Abraham,Republican,RepAbraham,12767
B001273,"Black, Diane",TN,6,Rep,TN6,Black,DianeBlackTN06,Diane Black,Republican,RepDianeBlack,26936
B000589,"Boehner, John A.",OH,8,Rep,OH8,Boehner,SpeakerJohnBoehner,John A. Boehner,Republican,SpeakerBoehner,1441035
D000533,"Duncan, John J., Jr.",TN,2,Rep,TN2,Duncan,CongressmanDuncan,"John J. Duncan, Jr.",Republican,RepJohnDuncanJr,5920
G000546,"Graves, Sam",MO,6,Rep,MO6,Graves,118514606128,Sam Graves,Republican,RepSamGraves,12486
H001053,"Hartzler, Vicky",MO,4,Rep,MO4,Hartzler,Congresswoman.Hartzler,Vicky Hartzler,Republican,RepHartzler,19443
J000290,"Jenkins, Lynn",KS,2,Rep,KS2,Jenkins,replynnjenkins,Lynn Jenkins,Republican,RepLynnJenkins,23565
L000571,"Lummis, Cynthia M.",WY,0,Rep,WY0,Lummis,152754318103332,Cynthia M. Lummis,Republican,CynthiaLummis,14150
M001184,"Massie, Thomas",KY,4,Rep,KY4,Massie,RepThomasMassie,Thomas Massie,Republican,RepThomasMassie,45986
M001165,"McCarthy, Kevin",CA,23,Rep,CA23,McCarthy,CongressmanKevinMcCarthy,Kevin McCarthy,Republican,GOPLeader,153205
P000592,"Poe, Ted",TX,2,Rep,TX2,Poe,106631626049851,Ted Poe,Republican,JudgeTedPoe,31559
R000591,"Roby, Martha",AL,2,Rep,AL2,Roby,Representative.Martha.Roby,Martha Roby,Republican,RepMarthaRoby,29289
S001189,"Scott, Austin",GA,8,Rep,GA8,Scott,RepAustinScott,Austin Scott,Republican,AustinScottGA08,17040
G000289,"Goodlatte, Bob",VA,6,Rep,VA6,Goodlatte,BobGoodlatte,Bob Goodlatte,Republican,RepGoodlatte,52161
A000369,"Amodei, Mark E.",NV,2,Rep,NV2,Amodei,MarkAmodeiNV2,Mark E. Amodei,Republican,MarkAmodeiNV2,12028
C001076,"Chaffetz, Jason",UT,3,Rep,UT3,Chaffetz,CongressmanJasonChaffetz,Jason Chaffetz,Republican,JasonInTheHouse,411790
D000191,"DeFazio, Peter A.",OR,4,Rep,OR4,DeFazio,RepPeterDeFazio,Peter A. DeFazio,Democrat,RepPeterDeFazio,24936
F000460,"Farenthold, Blake",TX,27,Rep,TX27,Farenthold,BlakeFarenthold,Blake Farenthold,Republican,Farenthold,-1
F000458,"Fincher, Stephen Lee",TN,8,Rep,TN8,Fincher,RepFincherTN08,Stephen Lee Fincher,Republican,RepFincherTN08,9120
F000445,"Forbes, J. Randy",VA,4,Rep,VA4,Forbes,randyforbes,J. Randy Forbes,Republican,Randy_Forbes,20304
H001065,"Holding, George",NC,13,Rep,NC13,Holding,CongressmanGeorgeHolding,George Holding,Republican,RepHolding,13301
H001034,"Honda, Michael M.",CA,17,Rep,CA17,Honda,RepMikeHonda,Michael M. Honda,Democrat,RepMikeHonda,24331
I000056,"Issa, Darrell E.",CA,49,Rep,CA49,Issa,darrellissa,Darrell E. Issa,Republican,DarrellIssa,294103
J000294,"Jeffries, Hakeem S.",NY,8,Rep,NY8,Jeffries,RepHakeemJeffries,Hakeem S. Jeffries,Democrat,RepJeffries,48009
L000560,"Larsen, Rick",WA,2,Rep,WA2,Larsen,RepRickLarsen,Rick Larsen,Democrat,RepRickLarsen,16925
S000583,"Smith, Lamar",TX,21,Rep,TX21,Smith,LamarSmithTX21,Lamar Smith,Republican,LamarSmithTX21,25654
S001193,"Swalwell, Eric",CA,15,Rep,CA15,Swalwell,CongressmanEricSwalwell,Eric Swalwell,Democrat,RepSwalwell,295591
T000460,"Thompson, Mike",CA,5,Rep,CA5,Thompson,RepMikeThompson,Mike Thompson,Democrat,RepThompson,21942
B001294,"Blum, Rod",IA,1,Rep,IA1,Blum,congressmanrodblum,Rod Blum,Republican,RepRodBlum,11342
C001053,"Cole, Tom",OK,4,Rep,OK4,Cole,TomColeOK04,Tom Cole,Republican,TomColeOK04,18594
D000621,"DeSantis, Ron",FL,6,Rep,FL6,DeSantis,RepDeSantis,Ron DeSantis,Republican,RepDeSantis,184839
F000372,"Frelinghuysen, Rodney P.",NJ,11,Rep,NJ11,Frelinghuysen,rfrelinghuysen,Rodney P. Frelinghuysen,Republican,USRepRodney,13719
M001182,"Mulvaney, Mick",SC,5,Rep,SC5,Mulvaney,MulvaneySC5,Mick Mulvaney,Republican,RepMickMulvaney,-1
A000370,"Adams, Alma S.",NC,12,Rep,NC12,Adams,CongresswomanAdams,Alma S. Adams,Democrat,RepAdams,10642
A000371,"Aguilar, Pete",CA,31,Rep,CA31,Aguilar,reppeteaguilar,Pete Aguilar,Democrat,reppeteaguilar,8158
B001270,"Bass, Karen",CA,37,Rep,CA37,Bass,RepKarenBass,Karen Bass,Democrat,RepKarenBass,83579
B001281,"Beatty, Joyce",OH,3,Rep,OH3,Beatty,RepJoyceBeatty,Joyce Beatty,Democrat,RepBeatty,24309
B000287,"Becerra, Xavier",CA,34,Rep,CA34,Becerra,XavierBecerra,Xavier Becerra,Democrat,RepBecerra,45
B001292,"Beyer, Donald S., Jr.",VA,8,Rep,VA8,Beyer,repdonbeyer,"Donald S. Beyer, Jr.",Democrat,repdonbeyer,59433
B000490,"Bishop, Sanford D., Jr.",GA,2,Rep,GA2,Bishop,sanfordbishop,"Sanford D. Bishop, Jr.",Democrat,SanfordBishop,16775
B000574,"Blumenauer, Earl",OR,3,Rep,OR3,Blumenauer,,Earl Blumenauer,Democrat,BlumenauerMedia,3087
C001083,"Carney, John C., Jr.",DE,0,Rep,DE0,Carney,JohnCarneyDE,John C. Carney Jr.,Democrat,JohnCarneyde,22038
C001072,"Carson, Andre",IN,7,Rep,IN7,Carson,CongressmanAndreCarson,André Carson,Democrat,RepAndreCarson,33272
C001049,"Clay, Wm. Lacy",MO,1,Rep,MO1,Clay,109135405838588,Wm. Lacy Clay,Democrat,,-1
C000537,"Clyburn, James E.",SC,6,Rep,SC6,Clyburn,jameseclyburn,James E. Clyburn,Democrat,Clyburn,56851
C001078,"Connolly, Gerald E.",VA,11,Rep,VA11,Connolly,CongressmanGerryConnolly,Gerald E. Connolly,Democrat,GerryConnolly,42781
C000714,"Conyers, John, Jr.",MI,13,Rep,MI13,Conyers,CongressmanConyers,"John Conyers, Jr.",Democrat,RepJohnConyers,43695
C001038,"Crowley, Joseph",NY,14,Rep,NY14,Crowley,repjoecrowley,Joseph Crowley,Democrat,RepJoeCrowley,29674
C001063,"Cuellar, Henry",TX,28,Rep,TX28,Cuellar,152569121550,Henry Cuellar,Democrat,RepCuellar,21160
C000984,"Cummings, Elijah E.",MD,7,Rep,MD7,Cummings,elijahcummings,Elijah E. Cummings,Democrat,RepCummings,200869
D000096,"Davis, Danny K.",IL,7,Rep,IL7,Davis,CongressmanDKDavis,Danny K. Davis,Democrat,RepDannyDavis,9695
D000216,"DeLauro, Rosa L.",CT,3,Rep,CT3,DeLauro,CongresswomanRosaDeLauro,Rosa L. DeLauro,Democrat,RosaDeLauro,35070
D000610,"Deutch, Theodore E.",FL,21,Rep,FL21,Deutch,CongressmanTedDeutch,Theodore E. Deutch,Democrat,RepTedDeutch,42937
D000399,"Doggett, Lloyd",TX,35,Rep,TX35,Doggett,lloyddoggett,Lloyd Doggett,Democrat,RepLloydDoggett,29380
E000293,"Esty, Elizabeth H.",CT,5,Rep,CT5,Esty,RepEsty,Elizabeth H. Esty,Democrat,RepEsty,22533
F000454,"Foster, Bill",IL,11,Rep,IL11,Foster,CongressmanBillFoster,Bill Foster,Democrat,RepBillFoster,48497
G000571,"Gabbard, Tulsi",HI,2,Rep,HI2,Gabbard,RepTulsiGabbard,Tulsi Gabbard,Democrat,TulsiPress,97408
G000574,"Gallego, Ruben",AZ,7,Rep,AZ7,Gallego,RepRubenGallego,Ruben Gallego,Democrat,RepRubenGallego,76757
G000575,"Graham, Gwen",FL,2,Rep,FL2,Graham,repgwengraham,Gwen Graham,Democrat,RepGwenGraham,-1
G000556,"Grayson, Alan",FL,9,Rep,FL9,Grayson,,Alan Grayson,Democrat,,-1
G000553,"Green, Al",TX,9,Rep,TX9,Green,repalgreen,Al Green,Democrat,RepAlGreen,48606
G000551,"Grijalva, Raul M.",AZ,3,Rep,AZ3,Grijalva,Rep.Grijalva,Raúl M. Grijalva,Democrat,RepraulGrijalva,31174
H001047,"Himes, James A.",CT,4,Rep,CT4,Himes,CongressmanJimHimes,James A. Himes,Democrat,JAHimes,73144
L000480,"Lowey, Nita M.",NY,17,Rep,NY17,Lowey,RepLowey,Nita M. Lowey,Democrat,NitaLowey,25318
L000580,"Lujan Grisham, Michelle",NM,1,Rep,NM1,Lujan Grisham,RepLujanGrisham,Michelle Lujan Grisham,Democrat,RepLujanGrisham,25725
L000562,"Lynch, Stephen F.",MA,8,Rep,MA8,Lynch,repstephenlynch,Stephen F. Lynch,Democrat,RepStephenLynch,16320
M001185,"Maloney, Sean Patrick",NY,18,Rep,NY18,Maloney,RepSeanMaloney,Sean Patrick Maloney,Democrat,RepSeanMaloney,25844
M001137,"Meeks, Gregory W.",NY,5,Rep,NY5,Meeks,gregorymeeksny05,Gregory W. Meeks,Democrat,GregoryMeeks,10
M001191,"Murphy, Patrick",FL,18,Rep,FL18,Murphy,CongressmanPatrickMurphy,Patrick Murphy,Democrat,RepMurphyFL,-1
N000179,"Napolitano, Grace F.",CA,32,Rep,CA32,Napolitano,RepGraceNapolitano,Grace F. Napolitano,Democrat,GraceNapolitano,28590
N000015,"Neal, Richard E.",MA,1,Rep,MA1,Neal,reprichardneal,Richard E. Neal,Democrat,RepRichardNeal,14719
N000188,"Norcross, Donald",NJ,1,Rep,NJ1,Norcross,DonaldNorcrossNJ,Donald Norcross,Democrat,DonaldNorcross,9103
P000096,"Pascrell, Bill, Jr.",NJ,9,Rep,NJ9,Pascrell,pascrell,"Bill Pascrell, Jr.",Democrat,BillPascrell,31463
P000197,"Pelosi, Nancy",CA,12,Rep,CA12,Pelosi,NancyPelosi,Nancy Pelosi,Democrat,NancyPelosi,1581519
P000597,"Pingree, Chellie",ME,1,Rep,ME1,Pingree,ChelliePingree,Chellie Pingree,Democrat,ChelliePingree,22724
P000610,"Plaskett, Stacey E.",VI,0,Rep,VI0,Plaskett,repstaceyplaskett,Stacey E. Plaskett,Democrat,staceyplaskett,5278
P000523,"Price, David E.",NC,4,Rep,NC4,Price,RepDavidEPrice,David E. Price,Democrat,RepDavidEPrice,22859
R000588,"Richmond, Cedric L.",LA,2,Rep,LA2,Richmond,RepRichmond,Cedric L. Richmond,Democrat,RepRichmond,25219
R000599,"Ruiz, Raul",CA,36,Rep,CA36,Ruiz,CongressmanRaulRuizMD,Raul Ruiz,Democrat,CongressmanRuiz,18981
S001177,"Sablan, Gregorio Kilili Camacho",MP,0,Rep,MP0,Sablan,153423912663,Gregorio Kilili Camacho Sablan,Independent,,-1
S001156,"Sanchez, Linda T.",CA,38,Rep,CA38,Sanchez,CongresswomanLindaSanchez,Linda T. Sánchez,Democrat,RepLindaSanchez,29089
S000030,"Sanchez, Loretta",CA,46,Rep,CA46,Sanchez,LorettaSanchez,Loretta Sanchez,Democrat,LorettaSanchez,19291
S001150,"Schiff, Adam B.",CA,28,Rep,CA28,Schiff,RepAdamSchiff,Adam B. Schiff,Democrat,RepAdamSchiff,913662
S000185,"Scott, Robert C. ""Bobby""",VA,3,Rep,VA3,Scott,RepBobbyScott,"Robert C. ""Bobby"" Scott",Democrat,BobbyScott,27062
S000248,"Serrano, Jose E.",NY,15,Rep,NY15,Serrano,RepJoseSerrano,José E. Serrano,Democrat,RepJoseSerrano,24235
S001185,"Sewell, Terri A.",AL,7,Rep,AL7,Sewell,RepSewell,Terri A. Sewell,Democrat,RepTerriSewell,30148
S000344,"Sherman, Brad",CA,30,Rep,CA30,Sherman,63158229861,Brad Sherman,Democrat,BradSherman,37384
S000480,"Slaughter, Louise McIntosh",NY,25,Rep,NY25,Slaughter,RepLouiseSlaughter,Louise McIntosh Slaughter,Democrat,LouiseSlaughter,25273
S000510,"Smith, Adam",WA,9,Rep,WA9,Smith,RepAdamSmith,Adam Smith,Democrat,RepAdamSmith,27795
T000193,"Thompson, Bennie G.",MS,2,Rep,MS2,Thompson,CongressmanBennieGThompson,Bennie G. Thompson,Democrat,BennieGThompson,8924
T000468,"Titus, Dina",NV,1,Rep,NV1,Titus,CongresswomanTitus,Dina Titus,Democrat,RepDinaTitus,31831
T000465,"Tsongas, Niki",MA,3,Rep,MA3,Tsongas,RepTsongas,Niki Tsongas,Democrat,NikiInTheHouse,21250
V000132,"Vela, Filemon",TX,34,Rep,TX34,Vela,USCongressmanFilemonVela,Filemon Vela,Democrat,RepFilemonVela,12496
V000108,"Visclosky, Peter J.",IN,1,Rep,IN1,Visclosky,repvisclosky,Peter J. Visclosky,Democrat,RepVisclosky,12103
W000822,"Watson Coleman, Bonnie",NJ,12,Rep,NJ12,Watson Coleman,RepBonnie,Bonnie Watson Coleman,Democrat,RepBonnie,12190
C000754,"Cooper, Jim",TN,5,Rep,TN5,Cooper,JimCooper,Jim Cooper,Democrat,RepJimCooper,21371
J000255,"Jones, Walter B., Jr.",NC,3,Rep,NC3,Jones,15083070102,Walter B. Jones,Republican,RepWalterJones,23448
S000244,"Sensenbrenner, F. James, Jr.",WI,5,Rep,WI5,Sensenbrenner,RepSensenbrenner,"F. James Sensenbrenner, Jr.",Republican,JimPressOffice,6293
B001283,"Bridenstine, Jim",OK,1,Rep,OK1,Bridenstine,CongressmanJimBridenstine,Jim Bridenstine,Republican,RepJBridenstine,22835
G000576,"Grothman, Glenn",WI,6,Rep,WI6,Grothman,RepGrothman,Glenn Grothman,Republican,RepGrothman,5080
J000289,"Jordan, Jim",OH,4,Rep,OH4,Jordan,repjimjordan,Jim Jordan,Republican,Jim_Jordan,162245
N000185,"Nugent, Richard B.",FL,11,Rep,FL11,Nugent,RepRichNugent,Richard B. Nugent,Republican,RepRichNugent,3379
P000599,"Posey, Bill",FL,8,Rep,FL8,Posey,bill.posey15,Bill Posey,Republican,CongBillPosey,19784
R000587,"Ribble, Reid J.",WI,8,Rep,WI8,Ribble,CongressmanReidRibble,Reid J. Ribble,Republican,RepRibble,10767
S001172,"Smith, Adrian",NE,3,Rep,NE3,Smith,,Adrian Smith,Republican,RepAdrianSmith,10335
B001282,"Barr, Andy",KY,6,Rep,KY6,Barr,RepAndyBarr,Andy Barr,Republican,RepAndyBarr,16816
B001290,"Brat, Dave",VA,7,Rep,VA7,Brat,RepDaveBrat,Dave Brat,Republican,RepDaveBrat,15044
B001274,"Brooks, Mo",AL,5,Rep,AL5,Brooks,RepMoBrooks,Mo Brooks,Republican,RepMoBrooks,26084
C001102,"Clawson, Curt",FL,19,Rep,FL19,Clawson,RepCurtClawson,Curt Clawson,Republican,RepCurtClawson,2914
C001087,"Crawford, Eric A. ""Rick""",AR,1,Rep,AR1,Crawford,RepRickCrawford,"Eric A. ""Rick"" Crawford",Republican,RepRickCrawford,16005
D000614,"Duffy, Sean P.",WI,7,Rep,WI7,Duffy,RepSeanDuffy,Sean P. Duffy,Republican,RepSeanDuffy,33070
E000294,"Emmer, Tom",MN,6,Rep,MN6,Emmer,reptomemmer,Tom Emmer,Republican,RepTomEmmer,10300
F000459,"Fleischmann, Charles J. ""Chuck""",TN,3,Rep,TN3,Fleischmann,repchuck,"Charles J. ""Chuck"" Fleischmann",Republican,RepChuck,13351
F000448,"Franks, Trent",AZ,8,Rep,AZ8,Franks,TrentFranks,Trent Franks,Republican,RepTrentFranks,-1
J000296,"Jolly, David",FL,13,Rep,FL13,Jolly,repdavidjolly,David W. Jolly,Republican,USRepDavidJolly,5799
K000362,"King, Steve",IA,4,Rep,IA4,King,stevekingia,Steve King,Republican,SteveKingIA,88469
L000564,"Lamborn, Doug",CO,5,Rep,CO5,Lamborn,CongressmanDougLamborn,Doug Lamborn,Republican,RepDLamborn,15747
M001193,"MacArthur, Thomas",NJ,3,Rep,NJ3,MacArthur,CongressmanTomMacArthur,Thomas MacArthur,Republican,RepTomMacArthur,14161
M001197,"McSally, Martha",AZ,2,Rep,AZ2,McSally,RepMcSally,Martha McSally,Republican,RepMcSally,32286
M001181,"Meehan, Patrick",PA,7,Rep,PA7,Meehan,CongressmanPatrickMeehan,Patrick Meehan,Republican,RepMeehan,18358
M000689,"Mica, John L.",FL,7,Rep,FL7,Mica,JohnMica,John L. Mica,Republican,,-1
N000182,"Neugebauer, Randy",TX,19,Rep,TX19,Neugebauer,rep.randy.neugebauer,Randy Neugebauer,Republican,RandyNeugebauer,14348
N000189,"Newhouse, Dan",WA,4,Rep,WA4,Newhouse,RepNewhouse,Dan Newhouse,Republican,RepNewhouse,9488
P000601,"Palazzo, Steven M.",MS,4,Rep,MS4,Palazzo,stevenpalazzo,Steven M. Palazzo,Republican,CongPalazzo,14106
R000586,"Renacci, James B.",OH,16,Rep,OH16,Renacci,repjimrenacci,James B. Renacci,Republican,RepJimRenacci,28367
R000597,"Rice, Tom",SC,7,Rep,SC7,Rice,reptomrice,Tom Rice,Republican,RepTomRice,14643
S001179,"Schock, Aaron",IL,18,Rep,IL18,Schock,RepAaronSchock,Aaron Schock,Republican,AaronSchock,27207
S001195,"Smith, Jason",MO,8,Rep,MO8,Smith,repjasonsmith,Jason Smith,Republican,RepJasonSmith,26969
S001192,"Stewart, Chris",UT,2,Rep,UT2,Stewart,RepChrisStewart,Chris Stewart,Republican,RepChrisStewart,17929
T000467,"Thompson, Glenn",PA,5,Rep,PA5,Thompson,CongressmanGT,Glenn Thompson,Republican,CongressmanGT,18682
W000796,"Westmoreland, Lynn A.",GA,3,Rep,GA3,Westmoreland,71389451419,Lynn A. Westmoreland,Republican,RepWestmoreland,-1
W000816,"Williams, Roger",TX,25,Rep,TX25,Williams,RepRogerWilliams,Roger Williams,Republican,RepRWilliams,9630
W000804,"Wittman, Robert J.",VA,1,Rep,VA1,Wittman,RepRobWittman,Robert J. Wittman,Republican,RobWittman,25826
W000810,"Woodall, Rob",GA,7,Rep,GA7,Woodall,RepRobWoodall,Rob Woodall,Republican,RepRobWoodall,9265
Y000065,"Yoho, Ted S.",FL,3,Rep,FL3,Yoho,CongressmanTedYoho,Ted S. Yoho,Republican,RepTedYoho,25072
A000367,"Amash, Justin",MI,3,Rep,MI3,Amash,repjustinamash,Justin Amash,Republican,,-1
B001260,"Buchanan, Vern",FL,16,Rep,FL16,Buchanan,CongressmanBuchanan,Vern Buchanan,Republican,VernBuchanan,26798
C001103,"Carter, Earl L. ""Buddy""",GA,1,Rep,GA1,Carter,congressmanbuddycarter,"Earl L. ""Buddy"" Carter",Republican,RepBuddyCarter,11490
C001051,"Carter, John R.",TX,31,Rep,TX31,Carter,judgecarter,John R. Carter,Republican,JudgeCarter,14392
D000615,"Duncan, Jeff",SC,3,Rep,SC3,Duncan,RepJeffDuncan,Jeff Duncan,Republican,RepJeffDuncan,55897
F000456,"Fleming, John",LA,4,Rep,LA4,Fleming,repjohnfleming,John Fleming,Republican,RepFleming,13393
G000548,"Garrett, Scott",NJ,5,Rep,NJ5,Garrett,repscottgarrett,Scott Garrett,Republican,RepGarrett,6603
G000552,"Gohmert, Louie",TX,1,Rep,TX1,Gohmert,50375006903,Louie Gohmert,Republican,RepLouieGohmert,107538
G000566,"Gowdy, Trey",SC,4,Rep,SC4,Gowdy,RepTreyGowdy,Trey Gowdy,Republican,TGowdySC,841151
G000560,"Graves, Tom",GA,14,Rep,GA14,Graves,reptomgraves,Tom Graves,Republican,RepTomGraves,17662
H001071,"Hice, Jody B.",GA,10,Rep,GA10,Hice,CongressmanJodyHice,Jody B. Hice,Republican,congressmanhice,14602
H001057,"Huelskamp, Tim",KS,1,Rep,KS1,Huelskamp,congressmanhuelskamp,Tim Huelskamp,Republican,CongHuelskamp,20185
H001073,"Hurd, Will",TX,23,Rep,TX23,Hurd,HurdOnTheHill,Will Hurd,Republican,hurdonthehill,25133
H001060,"Hurt, Robert",VA,5,Rep,VA5,Hurt,RepRobertHurt,Robert Hurt,Republican,RepRobertHurt,16652
