_bill,_district,_joined_at,_name,_state,_title,_type
s1,0,2015-01-06,"Hoeven, John",ND,Sen,sponsor
s1,0,2015-01-06,"Alexander, Lamar",TN,Sen,original cosponsor
s1,0,2015-01-06,"Alexander, Lamar",TN,Sen,original cosponsor
s1,0,2015-01-06,"Ayotte, Kelly",NH,Sen,original cosponsor
s1,0,2015-01-06,"Ayotte, Kelly",NH,Sen,original cosponsor
s1,0,2015-01-06,"Barrasso, John",WY,Sen,original cosponsor
s1,0,2015-01-06,"Barrasso, John",WY,Sen,original cosponsor
s1,0,2015-01-06,"Blunt, Roy",MO,Sen,original cosponsor
s1,0,2015-01-06,"Blunt, Roy",MO,Sen,original cosponsor
s1,0,2015-01-06,"Boozman, John",AR,Sen,original cosponsor
s1,0,2015-01-06,"Boozman, John",AR,Sen,original cosponsor
s1,0,2015-01-06,"Burr, Richard",NC,Sen,original cosponsor
s1,0,2015-01-06,"Burr, Richard",NC,Sen,original cosponsor
s1,0,2015-01-06,"Capito, Shelley Moore",WV,Sen,original cosponsor
s1,0,2015-01-06,"Capito, Shelley Moore",WV,Sen,original cosponsor
s1,0,2015-01-06,"Cassidy, Bill",LA,Sen,original cosponsor
s1,0,2015-01-06,"Cassidy, Bill",LA,Sen,original cosponsor
s1,0,2015-01-06,"Coats, Daniel",IN,Sen,original cosponsor
s1,0,2015-01-06,"Coats, Daniel",IN,Sen,original cosponsor
s1,0,2015-01-06,"Cochran, Thad",MS,Sen,original cosponsor
s1,0,2015-01-06,"Cochran, Thad",MS,Sen,original cosponsor
s1,0,2015-01-06,"Collins, Susan M.",ME,Sen,original cosponsor
s1,0,2015-01-06,"Collins, Susan M.",ME,Sen,original cosponsor
s1,0,2015-01-06,"Corker, Bob",TN,Sen,original cosponsor
s1,0,2015-01-06,"Corker, Bob",TN,Sen,original cosponsor
s1,0,2015-01-06,"Cornyn, John",TX,Sen,original cosponsor
s1,0,2015-01-06,"Cornyn, John",TX,Sen,original cosponsor
s1,0,2015-01-06,"Cotton, Tom",AR,Sen,original cosponsor
s1,0,2015-01-06,"Cotton, Tom",AR,Sen,original cosponsor
s1,0,2015-01-06,"Crapo, Mike",ID,Sen,original cosponsor
s1,0,2015-01-06,"Crapo, Mike",ID,Sen,original cosponsor
s1,0,2015-01-06,"Cruz, Ted",TX,Sen,original cosponsor
s1,0,2015-01-06,"Cruz, Ted",TX,Sen,original cosponsor
s1,0,2015-01-06,"Daines, Steve",MT,Sen,original cosponsor
s1,0,2015-01-06,"Daines, Steve",MT,Sen,original cosponsor
s1,0,2015-01-06,"Donnelly, Joe",IN,Sen,original cosponsor
s1,0,2015-01-06,"Donnelly, Joe",IN,Sen,original cosponsor
s1,0,2015-01-06,"Enzi, Michael B.",WY,Sen,original cosponsor
s1,0,2015-01-06,"Enzi, Michael B.",WY,Sen,original cosponsor
s1,0,2015-01-06,"Ernst, Joni",IA,Sen,original cosponsor
s1,0,2015-01-06,"Ernst, Joni",IA,Sen,original cosponsor
s1,0,2015-01-06,"Fischer, Deb",NE,Sen,original cosponsor
s1,0,2015-01-06,"Fischer, Deb",NE,Sen,original cosponsor
s1,0,2015-01-06,"Flake, Jeff",AZ,Sen,original cosponsor
s1,0,2015-01-06,"Flake, Jeff",AZ,Sen,original cosponsor
s1,0,2015-01-06,"Gardner, Cory",CO,Sen,original cosponsor
s1,0,2015-01-06,"Gardner, Cory",CO,Sen,original cosponsor
s1,0,2015-01-06,"Graham, Lindsey",SC,Sen,original cosponsor
s1,0,2015-01-06,"Graham, Lindsey",SC,Sen,original cosponsor
s1,0,2015-01-06,"Grassley, Chuck",IA,Sen,original cosponsor
s1,0,2015-01-06,"Grassley, Chuck",IA,Sen,original cosponsor
s1,0,2015-01-06,"Hatch, Orrin G.",UT,Sen,original cosponsor
s1,0,2015-01-06,"Hatch, Orrin G.",UT,Sen,original cosponsor
s1,0,2015-01-06,"Heitkamp, Heidi",ND,Sen,original cosponsor
s1,0,2015-01-06,"Heitkamp, Heidi",ND,Sen,original cosponsor
s1,0,2015-01-06,"Heller, Dean",NV,Sen,original cosponsor
s1,0,2015-01-06,"Heller, Dean",NV,Sen,original cosponsor
s1,0,2015-01-06,"Inhofe, James M.",OK,Sen,original cosponsor
s1,0,2015-01-06,"Inhofe, James M.",OK,Sen,original cosponsor
s1,0,2015-01-06,"Isakson, Johnny",GA,Sen,original cosponsor
s1,0,2015-01-06,"Isakson, Johnny",GA,Sen,original cosponsor
s1,0,2015-01-06,"Johnson, Ron",WI,Sen,original cosponsor
s1,0,2015-01-06,"Johnson, Ron",WI,Sen,original cosponsor
s1,0,2015-01-06,"Kirk, Mark Steven",IL,Sen,original cosponsor
s1,0,2015-01-06,"Kirk, Mark Steven",IL,Sen,original cosponsor
s1,0,2015-01-06,"Lankford, James",OK,Sen,original cosponsor
s1,0,2015-01-06,"Lankford, James",OK,Sen,original cosponsor
s1,0,2015-01-06,"Lee, Mike",UT,Sen,original cosponsor
s1,0,2015-01-06,"Lee, Mike",UT,Sen,original cosponsor
s1,0,2015-01-06,"Manchin, Joe, III",WV,Sen,original cosponsor
s1,0,2015-01-06,"Manchin, Joe, III",WV,Sen,original cosponsor
s1,0,2015-01-06,"McCain, John",AZ,Sen,original cosponsor
s1,0,2015-01-06,"McCain, John",AZ,Sen,original cosponsor
s1,0,2015-01-06,"McCaskill, Claire",MO,Sen,original cosponsor
s1,0,2015-01-06,"McCaskill, Claire",MO,Sen,original cosponsor
s1,0,2015-01-06,"McConnell, Mitch",KY,Sen,original cosponsor
s1,0,2015-01-06,"McConnell, Mitch",KY,Sen,original cosponsor
s1,0,2015-01-06,"Moran, Jerry",KS,Sen,original cosponsor
s1,0,2015-01-06,"Moran, Jerry",KS,Sen,original cosponsor
s1,0,2015-01-06,"Murkowski, Lisa",AK,Sen,original cosponsor
s1,0,2015-01-06,"Murkowski, Lisa",AK,Sen,original cosponsor
s1,0,2015-01-06,"Paul, Rand",KY,Sen,original cosponsor
s1,0,2015-01-06,"Paul, Rand",KY,Sen,original cosponsor
s1,0,2015-01-06,"Perdue, David",GA,Sen,original cosponsor
