_id,_introduced,_official_title,_passed_house,_passed_senate,_session,_short_title,_status,_top_subject,_type
1,2009-01-26 00:01:00,"Making supplemental appropriations for job preservation and creation, infrastructure investment, energy efficiency and science, assistance to the unemployed, and State and local fiscal stabilization, for fiscal year ending September 30, 2009, and for other purposes.",True,True,111,American Recovery and Reinvestment Act of 2009,ENACTED:SIGNED,Economics and public finance,hr
2,2009-01-13 00:01:00,"To amend title XXI of the Social Security Act to extend and improve the Children's Health Insurance Program, and for other purposes.",True,True,111,Children's Health Insurance Program Reauthorization Act of 2009,ENACTED:SIGNED,Health,hr
11,2009-01-06 00:01:00,"To amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminatory compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, to amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",True,False,111,Lilly Ledbetter Fair Pay Act of 2009,PASS_OVER:HOUSE,"Civil rights and liberties, minority issues",hr
12,2009-01-06 00:01:00,"To amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes.",True,False,111,Paycheck Fairness Act,PASS_OVER:HOUSE,Labor and employment,hr
13,2009-01-06 00:01:00,To amend the Higher Education Act of 1965 to expand teacher loan forgiveness.,False,False,111,TEACH for Our Future Act of 2009,REFERRED,Education,hr
14,2009-01-06 00:01:00,"To provide for ocean acidification research and monitoring, and for other purposes.",False,False,111,Federal Ocean Acidification Research And Monitoring Act of 2009,REFERRED,Environmental protection,hr
15,2009-01-06 00:01:00,"To provide a program of national health insurance, and for other purposes.",False,False,111,National Health Insurance Act,REFERRED,Health,hr
16,2009-01-06 00:01:00,To amend the Internal Revenue Code of 1986 to make permanent the deduction of State and local general sales taxes.,False,False,111,,REFERRED,Taxation,hr
17,2009-01-06 00:01:00,"To protect the right to obtain firearms for security, and to use firearms in defense of self, family, or home, and to provide for the enforcement of such right.",False,False,111,Citizens' Self-Defense Act of 2009,REFERRED,Crime and law enforcement,hr
18,2009-01-06 00:01:00,To amend the Controlled Substances Act and the Controlled Substances Import and Export Act with respect to penalties for powder cocaine and crack cocaine offenses.,False,False,111,Powder-Crack Cocaine Penalty Equalization Act of 2009,REFERRED,Crime and law enforcement,hr
19,2009-01-06 00:01:00,To require employers to conduct employment eligibility verification.,False,False,111,,REFERRED,Immigration,hr
20,2009-01-06 00:01:00,"To provide for research on, and services for individuals with, postpartum depression and psychosis.",True,False,111,"Melanie Blocker Stokes Mom's Opportunity to Access Health, Education, Research, and Support for Postpartum Depression Act",PASS_OVER:HOUSE,Health,hr
21,2009-01-06 00:01:00,"To establish a national policy for our oceans, to strengthen the National Oceanic and Atmospheric Administration, to establish a national and regional ocean governance structure, and for other purposes.",False,False,111,"Ocean Conservation, Education, and National Strategy for the 21st Century Act",REFERRED,Environmental protection,hr
22,2009-01-06 00:01:00,"To amend title 5, United States Code, to reduce the amount that the United States Postal Service is required to pay into the Postal Service Retiree Health Benefits Fund by the end of fiscal year 2009.",True,False,111,United States Postal Service Financial Relief Act of 2009,PASS_OVER:HOUSE,Government operations and politics,hr
23,2009-01-06 00:01:00,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to establish the Merchant Mariner Equity Compensation Fund to provide benefits to certain individuals who served in the United States merchant marine (including the Army Transport Service and the Naval Transport Service) during World War II.",True,False,111,Belated Thank You to the Merchant Mariners of World War II Act of 2009,PASS_OVER:HOUSE,Armed forces and national security,hr
24,2009-01-06 00:01:00,To redesignate the Department of the Navy as the Department of the Navy and Marine Corps.,True,False,111,,PASS_OVER:HOUSE,Armed forces and national security,hr
25,2009-01-06 00:01:00,"To promote freedom, fairness, and economic opportunity by repealing the income tax and other taxes, abolishing the Internal Revenue Service, and enacting a national sales tax to be administered primarily by the States.",False,False,111,Fair Tax Act of 2009,REFERRED,Taxation,hr
26,2009-01-06 00:01:00,"To amend title V of the Elementary and Secondary Education Act of 1965 to raise awareness of eating disorders and to create educational programs concerning the same, and for other purposes.",False,False,111,"Eating Disorders Awareness, Prevention, and Education Act of 2009",REFERRED,Education,hr
27,2009-01-06 00:01:00,"To amend title XVIII of the Social Security Act to establish additional provisions to combat waste, fraud, and abuse within the Medicare Program, and for other purposes.",False,False,111,Medicare Fraud Prevention and Enforcement Act of 2009,REFERRED,Health,hr
