_action_text,_bill,_committees,_date,_status,_time,_type
Introduced in Senate,s1089,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1089,SSFI,2015-01-27,REFERRED,,referral
Introduced in Senate,s1090,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1090,SSGA,2015-01-27,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s1090,SSGA,2015-01-24,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 114-142.,s1090,SSGA,2015-01-15,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 227.,s1090,,2015-01-15,,,calendar
Passed Senate without amendment by Unanimous Consent.,s1090,,2015-01-17,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1090,,2015-01-17,,,action
Received in the House.,s1090,,2015-01-17,,19:01:59,action
Referred to the House Committee on Transportation and Infrastructure.,s1090,HSPW,2015-01-17,,,referral
"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",s1090,HSPW,2015-01-18,,,referral
Mr. Costello (PA) moved to suspend the rules and pass the bill.,s1090,,2015-01-16,,09:40:04,action
Considered under suspension of the rules.,s1090,,2015-01-16,,09:40:22,action
DEBATE - The House proceeded with forty minutes of debate on S. 1090.,s1090,,2015-01-16,,09:40:24,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s1090,,2015-01-16,,09:44:53,action
Considered as unfinished business.,s1090,,2015-01-16,,10:45:20,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 420 - 1 (Roll no. 697).,s1090,,2015-01-16,PASSED:BILL,10:54:30,vote
Motion to reconsider laid on the table Agreed to without objection.,s1090,,2015-01-16,,10:54:30,action
Presented to President.,s1090,,2015-01-17,,,topresident
Signed by President.,s1090,,2015-01-18,ENACTED:SIGNED,,signed
Became Public Law No: 114-111.,s1090,,2015-01-18,,,enacted
Introduced in Senate,s1091,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1091,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1092,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1092,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1093,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1093,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1094,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1094,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1095,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1095,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1096,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1096,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1097,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1097,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1098,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1098,SSJU,2015-01-27,REFERRED,,referral
Introduced in Senate,s1099,,2015-01-27,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1099,SSHR,2015-01-27,REFERRED,,referral
Committee on Small Business and Entrepreneurship. Hearings held.,s1099,SSSB,2016-01-18,,,hearings
Introduced in Senate,s1100,,2015-01-27,INTRODUCED,,action
"Read twice and referred sequentially to the Committee on Agriculture, Nutrition, and Forestry by unanimous consent with instructions that if the bill is reported by that Committee, the bill be referred to the Committee on Energy and Natural Resources.",s1100,SSAF,2015-01-27,REFERRED,,referral
"Committee on Agriculture, Nutrition, and Forestry. Hearings held.",s1100,SSAF,2015-01-16,,,hearings
Introduced in Senate,s1101,,2015-01-27,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1101,SSHR,2015-01-27,REFERRED,,referral
"Committee on Health, Education, Labor, and Pensions. Ordered to be reported with an amendment in the nature of a substitute favorably.",s1101,SSHR,2016-01-09,REPORTED,,calendar
"Committee on Health, Education, Labor, and Pensions. Reported by Senator Alexander with an amendment in the nature of a substitute and an amendment to the title. Without written report.",s1101,SSHR,2016-01-04,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 409.,s1101,,2016-01-04,,,calendar
Introduced in Senate,s1102,,2015-01-27,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1102,SSHR,2015-01-27,REFERRED,,referral
Introduced in Senate,s1103,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1103,SSEG,2015-01-27,REFERRED,,referral
Committee on Energy and Natural Resources. Hearings held.,s1103,SSEG,2015-01-19,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s1103,SSEG,2015-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 114-132.,s1103,SSEG,2015-01-09,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 212.,s1103,,2015-01-09,,,calendar
Introduced in Senate,s1104,,2015-01-27,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1104,SSEG,2015-01-27,REFERRED,,referral
Committee on Energy and Natural Resources. Hearings held.,s1104,SSEG,2015-01-19,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s1104,SSEG,2015-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 114-133.,s1104,SSEG,2015-01-09,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 213.,s1104,,2015-01-09,,,calendar
Introduced in Senate,s1105,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1105,SSVA,2015-01-28,REFERRED,,referral
Introduced in Senate,s1106,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1106,SSHR,2015-01-28,REFERRED,,referral
Introduced in Senate,s1107,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1107,SSCM,2015-01-28,REFERRED,,referral
Introduced in Senate,s1108,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1108,SSJU,2015-01-28,REFERRED,,referral
Introduced in Senate,s1109,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1109,SSGA,2015-01-28,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s1109,SSGA,2015-01-06,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 114-76.,s1109,SSGA,2015-01-07,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 140.,s1109,,2015-01-07,,,calendar
Measure laid before Senate by unanimous consent.,s1109,,2015-01-21,,,action
Passed Senate with amendments by Unanimous Consent.,s1109,,2015-01-21,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1109,,2015-01-22,,,action
Received in the House.,s1109,,2015-01-22,,16:05:34,action
Referred to the House Committee on Oversight and Government Reform.,s1109,HSGO,2015-01-22,,,referral
Committee Consideration and Mark-up Session Held.,s1109,HSGO,2016-01-01,,,action
Ordered to be Reported by Unanimous Consent.,s1109,HSGO,2016-01-01,,,calendar
Reported by the Committee on Oversight and Government Reform. H. Rept. 114-613.,s1109,HSGO,2016-01-09,,,action
"Placed on the Union Calendar, Calendar No. 476.",s1109,,2016-01-09,,,calendar
Introduced in Senate,s1110,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s1110,SSAF,2015-01-28,REFERRED,,referral
"Committee on Agriculture, Nutrition, and Forestry. Hearings held.",s1110,SSAF,2015-01-16,,,hearings
Introduced in Senate,s1111,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s1111,SSAF,2015-01-28,REFERRED,,referral
Introduced in Senate,s1112,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1112,SSHR,2015-01-28,REFERRED,,referral
Introduced in Senate,s1113,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1113,SSJU,2015-01-28,REFERRED,,referral
Introduced in Senate,s1114,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1114,SSCM,2015-01-28,REFERRED,,referral
Introduced in Senate,s1115,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1115,SSGA,2015-01-28,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1115,SSGA,2015-01-24,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute and an amendment to the title. With written report No. 114-169.,s1115,SSGA,2015-01-30,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 303.,s1115,,2015-01-30,,,calendar
Measure laid before Senate by unanimous consent.,s1115,,2015-01-18,,,action
The committee substitute withdrawn by Unanimous Consent.,s1115,,2015-01-18,,,action
Passed Senate with an amendment and an amendment to the Title by Unanimous Consent.,s1115,,2015-01-18,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1115,,2015-01-18,,,action
Received in the House.,s1115,,2016-01-04,,12:02:41,action
Held at the desk.,s1115,,2016-01-04,,12:19:09,action
Mr. Chaffetz moved to suspend the rules and pass the bill.,s1115,,2016-01-11,,16:55:25,action
Considered under suspension of the rules.,s1115,,2016-01-11,,16:55:34,action
DEBATE - The House proceeded with forty minutes of debate on S. 1115.,s1115,,2016-01-11,,16:55:35,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s1115,,2016-01-11,PASSED:BILL,17:03:42,vote
Motion to reconsider laid on the table Agreed to without objection.,s1115,,2016-01-11,,17:03:44,action
Presented to President.,s1115,,2016-01-19,,,topresident
Signed by President.,s1115,,2016-01-28,ENACTED:SIGNED,,signed
Became Public Law No: 114-117.,s1115,,2016-01-28,,,enacted
Introduced in Senate,s1116,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1116,SSGA,2015-01-28,REFERRED,,referral
Introduced in Senate,s1117,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1117,SSVA,2015-01-28,REFERRED,,referral
Committee on Veterans' Affairs. Hearings held.,s1117,SSVA,2015-01-24,,,hearings
Introduced in Senate,s1118,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s1118,SSAS,2015-01-28,REFERRED,,referral
Introduced in Senate,s1119,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1119,SSJU,2015-01-28,REFERRED,,referral
Introduced in Senate,s1120,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure:CR S2478-2479)),s1120,SSJU,2015-01-28,REFERRED,,referral
Introduced in Senate,s1121,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1121,SSCM,2015-01-28,REFERRED,,referral
Introduced in Senate,s1122,,2015-01-28,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1122,SSHR,2015-01-28,REFERRED,,referral
Introduced in Senate,s1123,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1123,SSJU,2015-01-28,REFERRED,,referral
Introduced in Senate,s1124,,2015-01-28,INTRODUCED,,action
"Committee on Health, Education, Labor, and Pensions. Original measure reported to Senate by Senator Alexander. Without written report.",s1124,SSHR,2015-01-28,,,action
Placed on Senate Legislative Calendar under General Orders. Calendar No. 61.,s1124,,2015-01-28,REPORTED,,calendar
Measure laid before Senate by unanimous consent.,s1124,,2015-01-06,,,action
Passed Senate with an amendment by Unanimous Consent.,s1124,,2015-01-06,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1124,,2015-01-07,,,action
Received in the House.,s1124,,2015-01-08,,11:08:35,action
Referred to the House Committee on Education and the Workforce.,s1124,HSED,2015-01-08,,,referral
Ms. Foxx asked unanimous consent to discharge from committee and consider.,s1124,,2015-01-12,,19:44:10,action
Committee on Education and the Workforce discharged.,s1124,HSED,2015-01-12,,,action
Considered by unanimous consent.,s1124,,2015-01-12,,19:44:15,action
On passage Passed without objection.,s1124,,2015-01-12,PASSED:BILL,19:44:30,vote
Motion to reconsider laid on the table Agreed to without objection.,s1124,,2015-01-12,,19:44:32,action
Presented to President.,s1124,,2015-01-14,,,topresident
Signed by President.,s1124,,2015-01-22,ENACTED:SIGNED,,signed
Became Public Law No: 114-18.,s1124,,2015-01-22,,,enacted
Introduced in Senate,s1125,,2015-01-28,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s1125,SLIA,2015-01-28,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1125,SLIA,2016-01-03,REPORTED,,calendar
Introduced in Senate,s1126,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s1126,SSAS,2015-01-29,REFERRED,,referral
Introduced in Senate,s1127,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1127,SSFI,2015-01-29,REFERRED,,referral
Introduced in Senate,s1128,,2015-01-29,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1128,SSHR,2015-01-29,REFERRED,,referral
Introduced in Senate,s1129,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1129,SSFI,2015-01-29,REFERRED,,referral
Introduced in Senate,s1130,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s1130,SSAS,2015-01-29,REFERRED,,referral
Introduced in Senate,s1131,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1131,SSFI,2015-01-29,REFERRED,,referral
Introduced in Senate,s1132,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1132,SSFI,2015-01-29,REFERRED,,referral
Introduced in Senate,s1133,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1133,SSJU,2015-01-29,REFERRED,,referral
Introduced in Senate,s1134,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1134,SSJU,2015-01-29,REFERRED,,referral
Introduced in Senate,s1135,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1135,SSFI,2015-01-29,REFERRED,,referral
Introduced in Senate,s1136,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s1136,SSAS,2015-01-29,REFERRED,,referral
Introduced in Senate,s1137,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1137,SSJU,2015-01-29,REFERRED,,referral
Committee on the Judiciary. Hearings held.,s1137,SSJU,2015-01-07,,,hearings
Committee on the Judiciary. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1137,SSJU,2015-01-04,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Grassley with an amendment in the nature of a substitute. Without written report.,s1137,SSJU,2015-01-08,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 203.,s1137,,2015-01-08,,,calendar
Committee on Small Business and Entrepreneurship. Hearings held.,s1137,SSSB,2016-01-25,,,hearings
Introduced in Senate,s1138,,2015-01-29,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1138,SSJU,2015-01-29,REFERRED,,referral
Introduced in Senate,s1139,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Rules and Administration.,s1139,SSRA,2015-01-30,REFERRED,,referral
Introduced in Senate,s1140,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1140,SSEV,2015-01-30,REFERRED,,referral
"Committee on Environment and Public Works Senate Subcommittee on Fisheries, Water, and Wildlife. Hearings held. With printed Hearing: S.Hrg. 114-27.",s1140,SSEV,2015-01-19,,,hearings
Committee on Environment and Public Works. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1140,SSEV,2015-01-10,REPORTED,,calendar
Committee on Environment and Public Works. Reported by Senator Inhofe with an amendment in the nature of a substitute. With written report No. 114-84. Minority views filed.,s1140,SSEV,2015-01-16,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 153.,s1140,,2015-01-16,,,calendar
Motion to proceed to consideration of measure made in Senate.,s1140,,2015-01-30,,,action
Cloture motion on the motion to proceed to the measure presented in Senate.,s1140,,2015-01-30,,,action
Motion to proceed to measure considered in Senate.,s1140,,2015-01-03,,,action
Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 57 - 41. Record Vote Number: 295.,s1140,,2015-01-03,PROV_KILL:CLOTUREFAILED,,vote-aux
Motion to proceed to consideration of measure withdrawn in Senate.,s1140,,2015-01-03,,,action
Introduced in Senate,s1141,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1141,SSFI,2015-01-30,REFERRED,,referral
Introduced in Senate,s1142,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1142,SSEV,2015-01-30,REFERRED,,referral
Introduced in Senate,s1143,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1143,SSCM,2015-01-30,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s1143,SSCM,2015-01-18,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune without amendment. With written report No. 114-260.",s1143,SSCM,2016-01-23,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.,s1143,,2016-01-23,,,calendar
Introduced in Senate,s1144,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1144,SSGA,2015-01-30,REFERRED,,referral
Introduced in Senate,s1145,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1145,SSHR,2015-01-30,REFERRED,,referral
Introduced in Senate,s1146,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s1146,SSAF,2015-01-30,REFERRED,,referral
Introduced in Senate,s1147,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s1147,SSEV,2015-01-30,REFERRED,,referral
Introduced in Senate,s1148,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1148,SSFI,2015-01-30,REFERRED,,referral
Introduced in Senate,s1149,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1149,SSFI,2015-01-30,REFERRED,,referral
Introduced in Senate,s1150,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1150,SSHR,2015-01-30,REFERRED,,referral
Introduced in Senate,s1151,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1151,SSFI,2015-01-30,REFERRED,,referral
Introduced in Senate,s1152,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s1152,SSVA,2015-01-30,REFERRED,,referral
Introduced in Senate,s1153,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1153,SSEG,2015-01-30,REFERRED,,referral
Introduced in Senate,s1154,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1154,SSEG,2015-01-30,REFERRED,,referral
Introduced in Senate,s1155,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1155,SSEG,2015-01-30,REFERRED,,referral
Introduced in Senate,s1156,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1156,SSJU,2015-01-30,REFERRED,,referral
Introduced in Senate,s1157,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1157,SSGA,2015-01-30,REFERRED,,referral
Introduced in Senate,s1158,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1158,SSJU,2015-01-30,REFERRED,,referral
Introduced in Senate,s1159,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1159,SSFI,2015-01-30,REFERRED,,referral
Introduced in Senate,s1160,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1160,SSEG,2015-01-30,REFERRED,,referral
Introduced in Senate,s1161,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s1161,SSCM,2015-01-30,REFERRED,,referral
Introduced in Senate,s1162,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1162,SSJU,2015-01-30,REFERRED,,referral
Introduced in Senate,s1163,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s1163,SLIA,2015-01-30,REFERRED,,referral
Committee on Indian Affairs. Hearings held. Hearings printed: S.Hrg. 114-192.,s1163,SLIA,2015-01-18,,,hearings
Committee on Indian Affairs. Ordered to be reported without amendment favorably.,s1163,SLIA,2016-01-11,REPORTED,,calendar
Introduced in Senate,s1164,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1164,SSFI,2015-01-30,REFERRED,,referral
Introduced in Senate,s1165,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1165,SSHR,2015-01-30,REFERRED,,referral
Introduced in Senate,s1166,,2015-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s1166,SSHR,2015-01-30,REFERRED,,referral
Introduced in Senate,s1167,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1167,SSEG,2015-01-30,REFERRED,,referral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held.",s1167,SSEG,2016-01-21,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment favorably.,s1167,SSEG,2016-01-13,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment. With written report No. 114-315.,s1167,SSEG,2016-01-06,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 588.,s1167,,2016-01-06,,,calendar
Introduced in Senate,s1168,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s1168,SSFI,2015-01-30,REFERRED,,referral
Senate Committee on Finance discharged by Unanimous Consent.,s1168,SSFI,2016-01-10,,,action
Measure laid before Senate by unanimous consent.,s1168,,2016-01-10,,,action
Passed Senate with an amendment by Unanimous Consent.,s1168,,2016-01-10,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1168,,2016-01-12,,,action
Received in the House.,s1168,,2016-01-12,,15:05:18,action
Held at the desk.,s1168,,2016-01-12,,16:50:05,action
Introduced in Senate,s1169,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s1169,SSJU,2015-01-30,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported with an amendment in the nature of a substitute favorably.,s1169,SSJU,2015-01-23,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Grassley with an amendment in the nature of a substitute. With written report No. 114-181.,s1169,SSJU,2015-01-15,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 325.,s1169,,2015-01-15,,,calendar
Introduced in Senate,s1170,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1170,SSGA,2015-01-30,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s1170,SSGA,2015-01-29,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 114-144.,s1170,SSGA,2015-01-17,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 233.,s1170,,2015-01-17,,,calendar
Passed Senate without amendment by Unanimous Consent.,s1170,,2015-01-22,PASS_OVER:SENATE,,vote
Received in the House.,s1170,,2015-01-24,,13:02:31,action
Message on Senate action sent to the House.,s1170,,2015-01-24,,,action
Referred to House Oversight and Government Reform,s1170,HSGO,2015-01-24,,,referral
"Referred to the Committee on Oversight and Government Reform, and in addition to the Committees on Energy and Commerce, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s1170,,2015-01-24,,,referral
Referred to House Energy and Commerce,s1170,HSIF,2015-01-24,,,referral
Referred to House Armed Services,s1170,HSAS,2015-01-24,,,referral
Referred to the Subcommittee on Health.,s1170,HSIF,2015-01-25,,,referral
Referred to the Subcommittee on Military Personnel.,s1170,HSAS,2015-01-23,,,referral
Mr. Chaffetz moved to suspend the rules and pass the bill.,s1170,,2015-01-30,,19:09:59,action
Considered under suspension of the rules.,s1170,,2015-01-30,,19:10:13,action
DEBATE - The House proceeded with forty minutes of debate on S. 1170.,s1170,,2015-01-30,,19:10:15,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s1170,,2015-01-30,,19:23:08,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 422 - 1 (Roll no. 648).,s1170,,2015-01-01,PASSED:BILL,14:11:25,vote
Motion to reconsider laid on the table Agreed to without objection.,s1170,,2015-01-01,,14:11:25,action
Presented to President.,s1170,,2015-01-03,,,topresident
Signed by President.,s1170,,2015-01-11,ENACTED:SIGNED,,signed
Became Public Law No: 114-99.,s1170,,2015-01-11,,,enacted
Introduced in Senate,s1171,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s1171,SSEG,2015-01-30,REFERRED,,referral
Introduced in Senate,s1172,,2015-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s1172,SSGA,2015-01-30,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with amendments favorably.,s1172,SSGA,2015-01-06,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with amendments. With written report No. 114-94.,s1172,SSGA,2015-01-27,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 166.,s1172,,2015-01-27,,,calendar
Measure laid before Senate by unanimous consent.,s1172,,2015-01-30,,,action
The committee amendments agreed to by Unanimous Consent.,s1172,,2015-01-30,,,action
Passed Senate with amendments by Unanimous Consent.,s1172,,2015-01-30,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s1172,,2015-01-31,,,action
Received in the House.,s1172,,2015-01-31,,13:02:06,action
Referred to House Oversight and Government Reform,s1172,HSGO,2015-01-31,,,referral
"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s1172,,2015-01-31,,,referral
Referred to House Homeland Security,s1172,HSHM,2015-01-31,,,referral
Referred to the Subcommittee on Oversight and Management Efficiency.,s1172,HSHM,2015-01-08,,,referral
