_action_text,_bill,_committees,_date,_status,_time,_type
Placed on Senate Legislative Calendar under General Orders. Calendar No. 23.,s178,,2017-01-23,,,calendar
Measure laid before Senate by unanimous consent.,s178,,2017-01-01,,,action
Passed Senate with amendments by Voice Vote.,s178,,2017-01-01,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s178,,2017-01-02,,,action
Received in the House.,s178,,2017-01-04,,13:04:47,action
"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s178,HSJU,2017-01-04,,,referral
"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s178,HSIF,2017-01-04,,,referral
Referred to the Subcommittee on Digital Commerce and Consumer Protection.,s178,HSIF,2017-01-11,,,referral
Mr. Goodlatte moved to suspend the rules and pass the bill.,s178,,2017-01-03,,15:47:14,action
Considered under suspension of the rules.,s178,,2017-01-03,,15:47:28,action
DEBATE - The House proceeded with forty minutes of debate on S. 178.,s178,,2017-01-03,,15:47:29,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s178,,2017-01-03,PASSED:BILL,15:56:31,vote
Motion to reconsider laid on the table Agreed to without objection.,s178,,2017-01-03,,15:56:32,action
Presented to President.,s178,,2017-01-06,,,topresident
Signed by President.,s178,,2017-01-18,ENACTED:SIGNED,,signed
Became Public Law No: 115-70.,s178,,2017-01-18,,,enacted
Introduced in Senate,s179,,2017-01-20,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s179,SSJU,2017-01-20,REFERRED,,referral
Introduced in Senate,s180,,2017-01-20,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s180,SSJU,2017-01-20,REFERRED,,referral
Introduced in Senate,s181,,2017-01-20,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s181,SSGA,2017-01-20,REFERRED,,referral
Introduced in Senate,s182,,2017-01-20,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s182,SSJU,2017-01-20,REFERRED,,referral
Introduced in Senate,s183,,2017-01-20,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s183,SSHR,2017-01-20,REFERRED,,referral
Introduced in Senate,s184,,2017-01-20,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s184,SSFI,2017-01-20,REFERRED,,referral
Introduced in Senate,s185,,2017-01-23,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s185,SSHR,2017-01-23,REFERRED,,referral
Introduced in Senate,s186,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s186,SSEG,2017-01-23,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held.,s186,SSEG,2017-01-03,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment favorably.,s186,SSEG,2018-01-08,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment. With written report No. 115-278.,s186,SSEG,2018-01-18,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 469.,s186,,2018-01-18,,,calendar
Introduced in Senate,s187,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s187,SSJU,2017-01-23,REFERRED,,referral
Introduced in Senate,s188,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s188,SSGA,2017-01-23,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s188,SSGA,2017-01-15,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 115-28.,s188,SSGA,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 37.,s188,,2017-01-24,,,calendar
Passed Senate without amendment by Unanimous Consent.,s188,,2017-01-18,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s188,,2017-01-19,,,action
Received in the House.,s188,,2017-01-21,,11:02:13,action
Held at the desk.,s188,,2017-01-21,,11:33:25,action
"Mr. Blum moved to suspend the rules and pass the bill, as amended.",s188,,2018-01-06,,15:46:53,action
Considered under suspension of the rules.,s188,,2018-01-06,,15:47:06,action
DEBATE - The House proceeded with forty minutes of debate on S. 188.,s188,,2018-01-06,,15:47:07,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",s188,,2018-01-06,PASS_BACK:HOUSE,15:51:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s188,,2018-01-06,,15:51:02,action
The title of the measure was amended. Agreed to without objection.,s188,,2018-01-06,,15:51:06,action
Message on House action received in Senate and at desk: House amendments to Senate bill.,s188,,2018-01-07,,,action
Senate agreed to the House amendments to the Senate bill by Unanimous Consent.,s188,,2018-01-14,PASSED:BILL,,vote
Message on Senate action sent to the House.,s188,,2018-01-15,,,action
Presented to President.,s188,,2018-01-19,,,topresident
Signed by President.,s188,,2018-01-27,ENACTED:SIGNED,,signed
Became Public Law No: 115-158.,s188,,2018-01-27,,,enacted
Introduced in Senate,s189,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s189,SSEG,2017-01-23,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s189,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 115-37.,s189,SSEG,2017-01-03,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 51.,s189,,2017-01-03,,,calendar
Introduced in Senate,s190,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s190,SSEG,2017-01-23,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s190,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-76.,s190,SSEG,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 95.,s190,,2017-01-24,,,calendar
Passed Senate without amendment by Unanimous Consent.,s190,,2017-01-01,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s190,,2017-01-02,,,action
Received in the House.,s190,,2017-01-04,,13:04:46,action
Held at the desk.,s190,,2017-01-04,,14:31:11,action
Mr. Olson moved to suspend the rules and pass the bill.,s190,,2017-01-11,,14:46:14,action
Considered under suspension of the rules.,s190,,2017-01-11,,14:46:26,action
DEBATE - The House proceeded with forty minutes of debate on S. 190.,s190,,2017-01-11,,14:46:27,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s190,,2017-01-11,PASSED:BILL,14:52:51,vote
Motion to reconsider laid on the table Agreed to without objection.,s190,,2017-01-11,,14:52:53,action
Presented to President.,s190,,2017-01-24,,,topresident
Signed by President.,s190,,2017-01-02,ENACTED:SIGNED,,signed
Became Public Law No: 115-78.,s190,,2017-01-02,,,enacted
Introduced in Senate,s191,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s191,SSFI,2017-01-23,REFERRED,,referral
Introduced in Senate,s192,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s192,SSEG,2017-01-23,REFERRED,,referral
Introduced in Senate,s193,,2017-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s193,SSFI,2017-01-23,REFERRED,,referral
Introduced in Senate,s194,,2017-01-23,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s194,SSHR,2017-01-23,REFERRED,,referral
Introduced in Senate,s195,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s195,SSEV,2017-01-24,REFERRED,,referral
Introduced in Senate,s196,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s196,SSHR,2017-01-24,REFERRED,,referral
Introduced in Senate,s197,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s197,SSJU,2017-01-24,REFERRED,,referral
Committee on the Judiciary. Hearings held.,s197,SSJU,2018-01-27,,,hearings
Introduced in Senate,s198,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s198,SSFR,2017-01-24,REFERRED,,referral
Introduced in Senate,s199,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s199,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s199,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-96.,s199,SSEG,2017-01-08,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 126.,s199,,2017-01-08,,,calendar
Introduced in Senate,s200,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s200,SSFR,2017-01-24,REFERRED,,referral
Introduced in Senate,s201,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s201,SSFI,2017-01-24,REFERRED,,referral
Introduced in Senate,s202,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s202,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s203,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s203,SSEV,2017-01-24,REFERRED,,referral
Committee on Small Business and Entrepreneurship. Hearings held. Hearings printed: S.Hrg. 115-58.,s203,SSSB,2017-01-26,,,hearings
Committee on Environment and Public Works Senate Subcommittee on Clean Air and Nuclear Safety. Hearings held. With printed Hearing: S.Hrg. 115-127.,s203,SSEV,2017-01-14,,,hearings
Introduced in Senate,s204,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s204,SSHR,2017-01-24,REFERRED,,referral
"Senate Committee on Health, Education, Labor, and Pensions discharged by Unanimous Consent.",s204,SSHR,2017-01-03,,,action
Measure laid before Senate by unanimous consent.,s204,,2017-01-03,,,action
Passed Senate with an amendment by Unanimous Consent.,s204,,2017-01-03,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s204,,2017-01-03,,,action
Received in the House.,s204,,2017-01-04,,13:05:19,action
Referred to the House Committee on Energy and Commerce.,s204,HSIF,2017-01-04,,,referral
Referred to the Subcommittee on Health.,s204,HSIF,2017-01-11,,,referral
"Rules Committee Resolution H. Res. 905 Reported to House. Rule provides for consideration of H.R. 5515, S. 204 and S. 2155. The resolution provides for one hour of general debate on H.R. 5515, S. 204 and S. 2155. The resolution provides for consideration of S. 2155 and S. 204 under a closed rule. Also, the resolution provides for consideration of H.R. 5515 under a structured rule and makes an amendment in the nature of a substitute consisting of the text of Rules Committee Print 115-70 considered as adopted.",s204,,2018-01-21,,21:28:11,action
Considered under the provisions of rule H. Res. 905.,s204,,2018-01-22,,15:52:15,action
"Rule provides for consideration of H.R. 5515, S. 204 and S. 2155. The resolution provides for one hour of general debate on H.R. 5515, S. 204 and S. 2155. The resolution provides for consideration of S. 2155 and S. 204 under a closed rule. Also, the resolution provides for consideration of H.R. 5515 under a structured rule and makes an amendment in the nature of a substitute consisting of the text of Rules Committee Print 115-70 considered as adopted.",s204,,2018-01-22,,15:52:20,action
DEBATE - The House proceeded with one hour of debate on S. 204.,s204,,2018-01-22,,15:52:52,action
The previous question was ordered pursuant to the rule.,s204,,2018-01-22,,16:42:53,action
Ms. Schakowsky moved to recommit with instructions to the Committee on Energy and Commerce.,s204,HSIF,2018-01-22,,16:43:31,action
DEBATE - The House proceeded with 10 minutes of debate on the motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to strike everything after section 1 and insert a completely new text.,s204,,2018-01-22,,16:43:45,action
The previous question on the motion to recommit with instructions was ordered without objection.,s204,,2018-01-22,,16:50:56,action
On motion to recommit with instructions Failed by the Yeas and Nays: 187 - 231 (Roll no. 213).,s204,HSIF,2018-01-22,,17:19:02,action
On passage Passed by recorded vote: 250 - 169 (Roll no. 214).,s204,,2018-01-22,PASSED:BILL,17:26:52,vote
Motion to reconsider laid on the table Agreed to without objection.,s204,,2018-01-22,,17:26:54,action
Presented to President.,s204,,2018-01-24,,,topresident
Signed by President.,s204,,2018-01-30,ENACTED:SIGNED,,signed
Became Public Law No: 115-176.,s204,,2018-01-30,,,enacted
Introduced in Senate,s205,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s205,SSFI,2017-01-24,REFERRED,,referral
Introduced in Senate,s206,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s206,SSHR,2017-01-24,REFERRED,,referral
Introduced in Senate,s207,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s207,SSJU,2017-01-24,REFERRED,,referral
Committee on the Judiciary Subcommittee on Crime and Terrorism. Hearings held.,s207,SSJU,2018-01-11,,,hearings
Committee on the Judiciary. Ordered to be reported without amendment favorably.,s207,SSJU,2018-01-24,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Grassley without amendment. Without written report.,s207,SSJU,2018-01-19,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 472.,s207,,2018-01-19,,,calendar
Introduced in Senate,s208,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s208,SSFI,2017-01-24,REFERRED,,referral
Introduced in Senate,s209,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s209,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s210,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s210,SSFR,2017-01-24,REFERRED,,referral
Introduced in Senate,s211,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s211,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s212,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s212,SSCM,2017-01-24,REFERRED,,referral
Introduced in Senate,s213,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s213,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s213,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-108.,s213,SSEG,2017-01-14,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 145.,s213,,2017-01-14,,,calendar
Introduced in Senate,s214,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s214,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s214,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-105.,s214,SSEG,2017-01-13,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 141.,s214,,2017-01-13,,,calendar
Introduced in Senate,s215,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s215,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s215,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-77.,s215,SSEG,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 96.,s215,,2017-01-24,,,calendar
Passed Senate without amendment by Unanimous Consent.,s215,,2018-01-28,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s215,,2018-01-29,,,action
Received in the House.,s215,,2018-01-03,,11:37:17,action
Referred to the House Committee on Energy and Commerce.,s215,HSIF,2018-01-03,,,referral
Introduced in Senate,s216,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s216,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s216,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-97.,s216,SSEG,2017-01-08,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 127.,s216,,2017-01-08,,,calendar
Introduced in Senate,s217,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s217,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s217,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-109.,s217,SSEG,2017-01-14,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 146.,s217,,2017-01-14,,,calendar
Introduced in Senate,s218,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s218,SSGA,2017-01-24,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment favorably.,s218,SSGA,2017-01-15,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with amendments. With written report No. 115-62.,s218,SSGA,2017-01-15,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 79.,s218,,2017-01-15,,,calendar
Introduced in Senate,s219,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s219,SSEV,2017-01-24,REFERRED,,referral
Introduced in Senate,s220,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s220,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s221,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s221,SSHR,2017-01-24,REFERRED,,referral
Introduced in Senate,s222,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s222,SSFI,2017-01-24,REFERRED,,referral
Introduced in Senate,s223,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s223,SSBK,2017-01-24,REFERRED,,referral
Introduced in Senate,s224,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s224,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s225,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s225,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s225,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-52.,s225,SSEG,2017-01-09,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 65.,s225,,2017-01-09,,,calendar
Introduced in Senate,s226,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s226,SSEG,2017-01-24,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s226,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-78.,s226,SSEG,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 97.,s226,,2017-01-24,,,calendar
Passed Senate without amendment by Voice Vote.,s226,,2017-01-24,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s226,,2017-01-25,,,action
Received in the House.,s226,,2017-01-25,,12:04:31,action
Held at the desk.,s226,,2017-01-25,,14:57:02,action
Introduced in Senate,s227,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s227,SSBK,2017-01-24,REFERRED,,referral
Introduced in Senate,s228,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s228,SSCM,2017-01-24,REFERRED,,referral
Introduced in Senate,s229,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s229,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s230,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s230,SSFI,2017-01-24,REFERRED,,referral
Introduced in Senate,s231,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s231,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s232,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s232,SSJU,2017-01-24,REFERRED,,referral
Introduced in Senate,s233,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s233,SSVA,2017-01-24,REFERRED,,referral
Introduced in Senate,s234,,2017-01-24,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s234,SSFI,2017-01-24,REFERRED,,referral
Introduced in Senate,s235,,2017-01-24,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s235,SSHR,2017-01-24,REFERRED,,referral
Introduced in Senate,s236,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s236,SSFI,2017-01-30,REFERRED,,referral
Introduced in Senate,s237,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s237,SSJU,2017-01-30,REFERRED,,referral
Committee on the Judiciary. Hearings held.,s237,SSJU,2017-01-08,,,hearings
Introduced in Senate,s238,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s238,SSAS,2017-01-30,REFERRED,,referral
Introduced in Senate,s239,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s239,SSEG,2017-01-30,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s239,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 115-79.,s239,SSEG,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 98.,s239,,2017-01-24,,,calendar
Introduced in Senate,s240,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s240,SSJU,2017-01-30,REFERRED,,referral
Introduced in Senate,s241,,2017-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s241,SSHR,2017-01-30,REFERRED,,referral
Introduced in Senate,s242,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s242,SSVA,2017-01-30,REFERRED,,referral
Introduced in Senate,s243,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s243,SSFI,2017-01-30,REFERRED,,referral
Introduced in Senate,s244,,2017-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s244,SSHR,2017-01-30,REFERRED,,referral
Introduced in Senate,s245,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s245,SLIA,2017-01-30,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported favorably.,s245,SLIA,2017-01-08,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 115-84.,s245,SLIA,2017-01-24,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 104.,s245,,2017-01-24,,,calendar
Passed Senate without amendment by Unanimous Consent.,s245,,2017-01-29,PASS_OVER:SENATE,,vote
Received in the House.,s245,,2017-01-30,,14:55:36,action
Message on Senate action sent to the House.,s245,,2017-01-30,,,action
"Referred to the Committee on Natural Resources, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s245,HSII,2017-01-30,,,referral
"Referred to the Committee on Natural Resources, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s245,HSIF,2017-01-30,,,referral
Referred to the Subcommittee on Energy.,s245,HSIF,2017-01-01,,,referral
"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs.",s245,HSII,2017-01-04,,,referral
Referred to the Subcommittee on Energy and Mineral Resources.,s245,HSII,2017-01-04,,,referral
Introduced in Senate,s246,,2017-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s246,SSHR,2017-01-30,REFERRED,,referral
Introduced in Senate,s247,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s247,SSFI,2017-01-30,REFERRED,,referral
Introduced in Senate,s248,,2017-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s248,SSJU,2017-01-30,REFERRED,,referral
Introduced in Senate,s249,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s249,SLIA,2017-01-01,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported favorably.,s249,SLIA,2017-01-08,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 115-8.,s249,SLIA,2017-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 22.,s249,,2017-01-22,,,calendar
Passed Senate without amendment by Unanimous Consent.,s249,,2017-01-08,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s249,,2017-01-09,,,action
Received in the House.,s249,,2017-01-11,,14:03:26,action
Referred to the House Committee on Natural Resources.,s249,HSII,2017-01-11,,,referral
"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs.",s249,HSII,2017-01-16,,,referral
Subcommittee Hearings Held.,s249,HSII,2017-01-07,,,action
Committee Consideration and Mark-up Session Held.,s249,HSII,2017-01-27,,,action
Ordered to be Reported by Unanimous Consent.,s249,HSII,2017-01-27,,,calendar
Reported by the Committee on Natural Resources. H. Rept. 115-242.,s249,HSII,2017-01-24,,,action
"Placed on the Union Calendar, Calendar No. 174.",s249,,2017-01-24,,,calendar
Introduced in Senate,s250,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s250,SSAS,2017-01-01,REFERRED,,referral
Introduced in Senate,s251,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s251,SSFI,2017-01-01,REFERRED,,referral
Introduced in Senate,s252,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s252,SSFI,2017-01-01,REFERRED,,referral
Introduced in Senate,s253,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s253,SSFI,2017-01-01,REFERRED,,referral
Introduced in Senate,s254,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s254,SLIA,2017-01-01,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported favorably.,s254,SLIA,2017-01-08,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 115-23.,s254,SLIA,2017-01-04,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 30.,s254,,2017-01-04,,,calendar
Measure laid before Senate by unanimous consent.,s254,,2017-01-29,,,action
Passed Senate with an amendment by Unanimous Consent.,s254,,2017-01-29,PASS_OVER:SENATE,,vote
Received in the House.,s254,,2017-01-30,,14:55:37,action
Message on Senate action sent to the House.,s254,,2017-01-30,,,action
Referred to the House Committee on Education and the Workforce.,s254,HSED,2017-01-30,,,referral
Introduced in Senate,s255,,2017-01-01,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s255,SSGA,2017-01-01,REFERRED,,referral
Introduced in Senate,s256,,2017-01-01,INTRODUCED,,action
