_action_text,_bill,_committees,_date,_status,_time,_type
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s34,SSGA,2017-01-17,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 115-164. Minority views filed.,s34,SSGA,2017-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 233.,s34,,2017-01-05,,,calendar
Introduced in Senate,s35,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s35,SSEG,2017-01-05,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s35,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 115-35.,s35,SSEG,2017-01-03,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 49.,s35,,2017-01-03,,,calendar
Passed Senate with an amendment by Voice Vote.,s35,,2017-01-21,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s35,,2017-01-22,,,action
Received in the House.,s35,,2017-01-22,,14:05:47,action
Held at the desk.,s35,,2017-01-22,,15:19:10,action
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,s35,HSVR,2018-01-07,,,referral
"Referred to the Committee on Natural Resources, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s35,HSII,2018-01-07,,,referral
"Referred to the Committee on Natural Resources, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s35,HSVR,2018-01-07,,,referral
Committee Consideration and Mark-up Session Held.,s35,HSII,2018-01-14,,,action
Ordered to be Reported by Unanimous Consent.,s35,HSII,2018-01-14,,,calendar
"Reported by the Committee on Natural Resources. H. Rept. 115-626, Part I.",s35,HSII,2018-01-10,,,action
Committee on Veterans' Affairs discharged.,s35,HSVR,2018-01-10,,,action
"Placed on the Union Calendar, Calendar No. 479.",s35,,2018-01-10,,,calendar
Mr. Bishop (UT) moved to suspend the rules and pass the bill.,s35,,2018-01-15,,17:17:32,action
Considered under suspension of the rules.,s35,,2018-01-15,,17:17:40,action
DEBATE - The House proceeded with forty minutes of debate on S. 35.,s35,,2018-01-15,,17:17:42,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s35,,2018-01-15,,17:24:11,action
Considered as unfinished business.,s35,,2018-01-16,,15:03:28,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 407 - 0 (Roll no. 187).,s35,,2018-01-16,PASSED:BILL,15:11:04,vote
Motion to reconsider laid on the table Agreed to without objection.,s35,,2018-01-16,,15:11:05,action
Presented to President.,s35,,2018-01-21,,,topresident
Signed by President.,s35,,2018-01-25,ENACTED:SIGNED,,signed
Became Public Law No: 115-175.,s35,,2018-01-25,,,enacted
Introduced in Senate,s36,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s36,SSJU,2017-01-05,REFERRED,,referral
Introduced in Senate,s37,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s37,SSJU,2017-01-05,REFERRED,,referral
Introduced in Senate,s38,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s38,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s39,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s39,SLIA,2017-01-05,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported favorably.,s39,SLIA,2017-01-08,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 115-75.,s39,SLIA,2017-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 94.,s39,,2017-01-22,,,calendar
Introduced in Senate,s40,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s40,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s41,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s41,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s42,,2017-01-05,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s42,SSCM,2017-01-05,REFERRED,,referral
Introduced in Senate,s43,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s43,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s44,,2017-01-05,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s44,SSHR,2017-01-05,REFERRED,,referral
Introduced in Senate,s45,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s45,SSJU,2017-01-05,REFERRED,,referral
Introduced in Senate,s46,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s46,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s47,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s47,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s48,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s48,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s49,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s49,SSEG,2017-01-05,REFERRED,,referral
Introduced in Senate,s50,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s50,SSFI,2017-01-05,REFERRED,,referral
Introduced in Senate,s51,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s51,SSJU,2017-01-05,REFERRED,,referral
Introduced in Senate,s52,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s52,SSJU,2017-01-05,REFERRED,,referral
Introduced in Senate,s53,,2017-01-05,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s53,SSCM,2017-01-05,REFERRED,,referral
Introduced in Senate,s54,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s54,SSJU,2017-01-05,REFERRED,,referral
Introduced in Senate,s55,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s55,SSEG,2017-01-05,REFERRED,,referral
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s55,SSEG,2017-01-30,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 115-104.,s55,SSEG,2017-01-13,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 140.,s55,,2017-01-13,,,calendar
Introduced in Senate,s56,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s56,SSGA,2017-01-05,REFERRED,,referral
Introduced in Senate,s57,,2017-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s57,SSVA,2017-01-05,REFERRED,,referral
Introduced in Senate,s58,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s58,SSFI,2017-01-09,REFERRED,,referral
Introduced in Senate,s59,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s59,SSFI,2017-01-09,REFERRED,,referral
Introduced in Senate,s60,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s60,SSEV,2017-01-09,REFERRED,,referral
Introduced in Senate,s61,,2017-01-09,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s61,SSCM,2017-01-09,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s61,SSCM,2017-01-05,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune without amendment. With written report No. 115-88.",s61,SSCM,2017-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 111.,s61,,2017-01-05,,,calendar
Introduced in Senate,s62,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s62,SSEG,2017-01-09,REFERRED,,referral
Introduced in Senate,s63,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s63,SLIA,2017-01-09,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported favorably.,s63,SLIA,2017-01-08,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 115-3.,s63,SLIA,2017-01-17,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 9.,s63,,2017-01-17,,,calendar
Introduced in Senate,s64,,2017-01-09,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s64,SSHR,2017-01-09,REFERRED,,referral
Introduced in Senate,s65,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s65,SSGA,2017-01-09,REFERRED,,referral
Introduced in Senate,s66,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s66,SSAS,2017-01-09,REFERRED,,referral
Introduced in Senate,s67,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s67,SSFR,2017-01-09,REFERRED,,referral
Introduced in Senate,s68,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s68,SSFR,2017-01-09,REFERRED,,referral
Introduced in Senate,s69,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s69,SSGA,2017-01-09,REFERRED,,referral
Introduced in Senate,s70,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s70,SSEG,2017-01-09,REFERRED,,referral
Introduced in Senate,s71,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s71,SSFI,2017-01-09,REFERRED,,referral
Introduced in Senate,s72,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s72,SSJU,2017-01-09,REFERRED,,referral
Introduced in Senate,s73,,2017-01-09,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s73,SSBK,2017-01-09,REFERRED,,referral
Introduced in Senate,s74,,2017-01-09,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s74,SSCM,2017-01-09,REFERRED,,referral
Introduced in Senate,s75,,2017-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s75,SSVA,2017-01-09,REFERRED,,referral
Committee on Veterans' Affairs. Hearings held.,s75,SSVA,2017-01-15,,,hearings
Introduced in Senate,s76,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s76,SSFI,2017-01-10,REFERRED,,referral
Introduced in Senate,s77,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s77,SSAF,2017-01-10,REFERRED,,referral
Introduced in Senate,s78,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s78,SSGA,2017-01-10,REFERRED,,referral
Introduced in Senate,s79,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s79,SSEG,2017-01-10,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held. With printed Hearing: S.Hrg. 115-262.,s79,SSEG,2017-01-28,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s79,SSEG,2018-01-08,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 115-246.,s79,SSEG,2018-01-10,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 410.,s79,,2018-01-10,,,calendar
Introduced in Senate,s80,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s80,SSEV,2017-01-10,REFERRED,,referral
Introduced in Senate,s81,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s81,SSCM,2017-01-10,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s81,SSCM,2017-01-24,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune without amendment. With written report No. 115-141.",s81,SSCM,2017-01-01,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 191.,s81,,2017-01-01,,,calendar
Passed Senate without amendment by Unanimous Consent.,s81,,2017-01-02,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s81,,2017-01-03,,,action
Received in the House.,s81,,2017-01-04,,13:05:00,action
Referred to the House Committee on Energy and Commerce.,s81,HSIF,2017-01-04,,,referral
Referred to the Subcommittee on Digital Commerce and Consumer Protection.,s81,HSIF,2017-01-11,,,referral
Introduced in Senate,s82,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s82,SSFI,2017-01-10,REFERRED,,referral
Introduced in Senate,s83,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s83,SSCM,2017-01-10,REFERRED,,referral
Introduced in Senate,s84,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s84,SSAS,2017-01-10,REFERRED,,referral
Committee on Armed Services. Ordered to be reported without amendment favorably.,s84,SSAS,2017-01-12,REPORTED,,calendar
Committee on Armed Services. Reported by Senator McCain without amendment. Without written report.,s84,SSAS,2017-01-12,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 2.,s84,,2017-01-12,,,calendar
Motion to proceed to consideration of measure made in Senate.,s84,,2017-01-12,,,action
Motion to proceed to consideration of measure agreed to in Senate by Voice Vote.,s84,,2017-01-12,,,action
Measure laid before Senate by motion.,s84,,2017-01-12,,,action
"Passed Senate, having achieved 60 votes in the affirmative (pursuant to H.R. 2028, 114th Congress), without amendment by Yea-Nay Vote. 81 - 17. Record Vote Number: 27.",s84,,2017-01-12,PASS_OVER:SENATE,,vote
Received in the House.,s84,,2017-01-12,,15:52:21,action
Message on Senate action sent to the House.,s84,,2017-01-12,,,action
Held at the desk.,s84,,2017-01-12,,16:09:09,action
"Rules Committee Resolution H. Res. 48 Reported to House. Rule provides for consideration of S. Con. Res. 3 and S. 84. The resolution provides for two hours of general debate on S. Con. Res. 3 under a structured rule, and ninety minutes of debate on S.84. The resolution also provides for one motion to commit on S. 84.",s84,,2017-01-12,,20:38:54,action
Rule H. Res. 48 passed House.,s84,,2017-01-13,,10:54:29,action
Considered under the provisions of rule H. Res. 48.,s84,,2017-01-13,,13:50:01,action
"Rule provides for consideration of S. Con. Res. 3 and S. 84. The resolution provides for two hours of general debate on S. Con. Res. 3 under a structured rule, and ninety minutes of debate on S.84. The resolution also provides for one motion to commit on S. 84.",s84,,2017-01-13,,13:50:06,action
DEBATE - The House proceeded with 90 minutes of debate on S. 84.,s84,,2017-01-13,,13:50:25,action
The previous question was ordered pursuant to the rule.,s84,,2017-01-13,,15:00:48,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on S. 84, the Chair put the question on passge and by voice vote announced that the ayes had prevailed. Mr. Smith (WA) demanded a recorded vote, and the Chair postponed further proceedings on passage of S. 84 until later in the legislative day.",s84,,2017-01-13,,15:01:22,action
Considered as unfinished business.,s84,,2017-01-13,,15:32:19,action
"On passage Passed by recorded vote: 268 - 151, 1 Present (Roll no. 59).",s84,,2017-01-13,PASSED:BILL,15:38:46,vote
Motion to reconsider laid on the table Agreed to without objection.,s84,,2017-01-13,,15:38:48,action
Presented to President.,s84,,2017-01-20,,,topresident
Signed by President.,s84,,2017-01-20,ENACTED:SIGNED,,signed
Became Public Law No: 115-2.,s84,,2017-01-20,,,enacted
Introduced in Senate,s85,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s85,SSFI,2017-01-10,REFERRED,,referral
Introduced in Senate,s86,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s86,SSVA,2017-01-10,REFERRED,,referral
Introduced in Senate,s87,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s87,SSJU,2017-01-10,REFERRED,,referral
Introduced in Senate,s88,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s88,SSCM,2017-01-10,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s88,SSCM,2017-01-24,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune without amendment. With written report No. 115-90.",s88,SSCM,2017-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 113.,s88,,2017-01-05,,,calendar
Measure laid before Senate by unanimous consent.,s88,,2017-01-03,,,action
Passed Senate with an amendment by Voice Vote.,s88,,2017-01-03,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s88,,2017-01-04,,,action
Received in the House.,s88,,2017-01-04,,13:06:33,action
Referred to the House Committee on Energy and Commerce.,s88,HSIF,2017-01-04,,,referral
Referred to the Subcommittee on Communications and Technology.,s88,HSIF,2017-01-11,,,referral
Introduced in Senate,s89,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s89,SSCM,2017-01-10,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s89,SSCM,2017-01-24,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune without amendment. With written report No. 115-5.",s89,SSCM,2017-01-21,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 18.,s89,,2017-01-21,,,calendar
Measure laid before Senate by unanimous consent.,s89,,2017-01-03,,,action
Passed Senate without amendment by Yea-Nay Vote. 85 - 12. Record Vote Number: 102.,s89,,2017-01-03,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s89,,2017-01-04,,,action
Received in the House.,s89,,2017-01-04,,12:27:01,action
Held at the desk.,s89,,2017-01-04,,12:54:48,action
Introduced in Senate,s90,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s90,SSJU,2017-01-10,REFERRED,,referral
Senate Committee on the Judiciary discharged by Unanimous Consent.,s90,SSJU,2017-01-28,,,action
Referred to the Committee on Energy and Natural Resources.,s90,SSEG,2017-01-28,,,referral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held.",s90,SSEG,2017-01-26,,,hearings
Introduced in Senate,s91,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s91,SLIA,2017-01-10,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported favorably.,s91,SLIA,2017-01-08,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Hoeven without amendment. With written report No. 115-26.,s91,SLIA,2017-01-06,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 32.,s91,,2017-01-06,,,calendar
Star Print ordered on report 115-26.,s91,,2017-01-25,,,action
Introduced in Senate,s92,,2017-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s92,SSHR,2017-01-10,REFERRED,,referral
Introduced in Senate,s93,,2017-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s93,SSFI,2017-01-10,REFERRED,,referral
Introduced in Senate,s94,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s94,SSFR,2017-01-11,REFERRED,,referral
"Committee on Banking, Housing, and Urban Affairs. Hearings held. Hearings printed: S.Hrg. 115-55.",s94,SSBK,2017-01-27,,,hearings
Introduced in Senate,s95,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s95,SSEV,2017-01-11,REFERRED,,referral
Introduced in Senate,s96,,2017-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s96,SSCM,2017-01-11,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s96,SSCM,2017-01-24,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Thune without amendment. With written report No. 115-6.",s96,SSCM,2017-01-21,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 19.,s96,,2017-01-21,,,calendar
Passed Senate without amendment by Unanimous Consent.,s96,,2017-01-03,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s96,,2017-01-04,,,action
Received in the House.,s96,,2017-01-04,,13:06:29,action
Held at the desk.,s96,,2017-01-04,,14:32:06,action
Mr. Lance moved to suspend the rules and pass the bill.,s96,,2018-01-08,,12:17:59,action
Considered under suspension of the rules.,s96,,2018-01-08,,12:18:13,action
DEBATE - The House proceeded with forty minutes of debate on S. 96.,s96,,2018-01-08,,12:18:17,action
"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Mr. Lance objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was considered as withdrawn.",s96,,2018-01-08,,12:29:56,action
Considered as unfinished business.,s96,,2018-01-09,,04:40:17,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s96,,2018-01-09,PASSED:BILL,04:40:39,vote
Motion to reconsider laid on the table Agreed to without objection.,s96,,2018-01-09,,04:40:41,action
Presented to President.,s96,,2018-01-14,,,topresident
Signed by President.,s96,,2018-01-26,ENACTED:SIGNED,,signed
Became Public Law No: 115-129.,s96,,2018-01-26,,,enacted
Introduced in Senate,s97,,2017-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s97,SSEG,2017-01-11,REFERRED,,referral
