_bill,_district,_joined_at,_name,_state,_title,_type
s3,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s3,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s3,0,2009-01-06,"Mikulski, Barbara A.",MD,Sen,cosponsor
s3,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s3,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s3,0,2009-01-06,"Wyden, Ron",OR,Sen,cosponsor
s4,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s4,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s4,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s4,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s4,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s4,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s4,0,2009-01-06,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s4,0,2009-01-06,"Dodd, Christopher J.",CT,Sen,cosponsor
s4,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s4,0,2009-01-06,"Harkin, Tom",IA,Sen,cosponsor
s4,0,2009-01-21,"Inouye, Daniel K.",HI,Sen,cosponsor
s4,0,2009-01-06,"Kennedy, Edward M.",MA,Sen,cosponsor
s4,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s4,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s4,0,2009-01-06,"Lautenberg, Frank R.",NJ,Sen,cosponsor
s4,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s4,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s4,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s4,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s4,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s5,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s5,0,2009-01-06,"Akaka, Daniel K.",HI,Sen,cosponsor
s5,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s5,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s5,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s5,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s5,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s5,0,2009-01-06,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s5,0,2009-01-06,"Dodd, Christopher J.",CT,Sen,cosponsor
s5,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s5,0,2009-01-06,"Harkin, Tom",IA,Sen,cosponsor
s5,0,2009-01-06,"Kennedy, Edward M.",MA,Sen,cosponsor
s5,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s5,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s5,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s5,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s5,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s5,0,2009-01-06,"Mikulski, Barbara A.",MD,Sen,cosponsor
s5,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s5,0,2009-01-06,"Shaheen, Jeanne",NH,Sen,cosponsor
s5,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s6,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s6,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s6,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s6,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s6,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s6,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s6,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s6,0,2009-01-06,"Feinstein, Dianne",CA,Sen,cosponsor
s6,0,2009-01-06,"Kennedy, Edward M.",MA,Sen,cosponsor
s6,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s6,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s6,0,2009-01-06,"Lautenberg, Frank R.",NJ,Sen,cosponsor
s6,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s6,0,2009-01-06,"Lieberman, Joseph I.",CT,Sen,cosponsor
s6,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s6,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s6,0,2009-01-06,"Mikulski, Barbara A.",MD,Sen,cosponsor
s6,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s6,0,2009-01-06,"Shaheen, Jeanne",NH,Sen,cosponsor
s6,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s7,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s7,0,2009-01-06,"Akaka, Daniel K.",HI,Sen,cosponsor
s7,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s7,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s7,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s7,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s7,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s7,0,2009-01-06,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s7,0,2009-01-06,"Dodd, Christopher J.",CT,Sen,cosponsor
s7,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s7,0,2009-01-06,"Kennedy, Edward M.",MA,Sen,cosponsor
s7,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s7,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s7,0,2009-01-06,"Lautenberg, Frank R.",NJ,Sen,cosponsor
s7,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s7,0,2009-01-06,"Lieberman, Joseph I.",CT,Sen,cosponsor
s7,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s7,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s7,0,2009-01-06,"Mikulski, Barbara A.",MD,Sen,cosponsor
s7,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s7,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s8,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s8,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s8,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s8,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s8,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s8,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s8,0,2009-01-06,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s8,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s8,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s8,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s8,0,2009-01-06,"Lautenberg, Frank R.",NJ,Sen,cosponsor
s8,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s8,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s8,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s8,0,2009-01-06,"Mikulski, Barbara A.",MD,Sen,cosponsor
s8,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s8,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s9,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s9,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s9,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s9,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s9,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s9,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s9,0,2009-01-06,"Kennedy, Edward M.",MA,Sen,cosponsor
s9,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s9,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s9,0,2009-01-06,"Leahy, Patrick J.",VT,Sen,cosponsor
s9,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s9,0,2009-01-06,"Lieberman, Joseph I.",CT,Sen,cosponsor
s9,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s9,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s10,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s10,0,2009-01-06,"Begich, Mark",AK,Sen,cosponsor
s10,0,2009-01-06,"Bingaman, Jeff",NM,Sen,cosponsor
s10,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s10,0,2009-01-07,"Brown, Sherrod",OH,Sen,cosponsor
s10,0,2009-01-06,"Carper, Thomas R.",DE,Sen,cosponsor
s10,0,2009-01-06,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s10,0,2009-01-06,"Conrad, Kent",ND,Sen,cosponsor
s10,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s10,0,2009-01-06,"Klobuchar, Amy",MN,Sen,cosponsor
s10,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s10,0,2009-01-06,"McCaskill, Claire",MO,Sen,cosponsor
s10,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s10,0,2009-01-06,"Mikulski, Barbara A.",MD,Sen,cosponsor
s10,0,2009-01-06,"Schumer, Charles E.",NY,Sen,cosponsor
s10,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s11,0,2010-09-28,"Brown, Scott P.",MA,Sen,sponsor
s11,0,2010-09-28,"Alexander, Lamar",TN,Sen,cosponsor
s11,0,2010-09-28,"Bennett, Robert F.",UT,Sen,cosponsor
s11,0,2010-09-28,"Chambliss, Saxby",GA,Sen,cosponsor
s11,0,2010-09-28,"Collins, Susan M.",ME,Sen,cosponsor
s11,0,2010-09-28,"Corker, Bob",TN,Sen,cosponsor
s11,0,2010-09-28,"Snowe, Olympia J.",ME,Sen,cosponsor
s11,0,2010-09-28,"Voinovich, George V.",OH,Sen,cosponsor
s12,0,2010-09-29,"Isakson, Johnny",GA,Sen,sponsor
s12,0,2010-09-29,"Chambliss, Saxby",GA,Sen,cosponsor
s13,0,2010-09-29,"Isakson, Johnny",GA,Sen,sponsor
s13,0,2010-09-29,"Chambliss, Saxby",GA,Sen,cosponsor
s14,0,2010-09-29,"Johanns, Mike",NE,Sen,sponsor
s14,0,2010-09-29,"Bennett, Robert F.",UT,Sen,cosponsor
s14,0,2010-09-29,"Brownback, Sam",KS,Sen,cosponsor
s14,0,2010-09-29,"Burr, Richard",NC,Sen,cosponsor
s14,0,2010-09-29,"Coburn, Tom",OK,Sen,cosponsor
s14,0,2010-09-29,"Crapo, Mike",ID,Sen,cosponsor
s14,0,2010-09-29,"DeMint, Jim",SC,Sen,cosponsor
s14,0,2010-09-29,"Ensign, John",NV,Sen,cosponsor
s14,0,2010-09-29,"Enzi, Michael B.",WY,Sen,cosponsor
s14,0,2010-09-29,"Graham, Lindsey",SC,Sen,cosponsor
s14,0,2010-09-29,"Hatch, Orrin G.",UT,Sen,cosponsor
s14,0,2010-09-29,"Isakson, Johnny",GA,Sen,cosponsor
s14,0,2010-09-29,"Kyl, Jon",AZ,Sen,cosponsor
s14,0,2010-09-29,"McCain, John",AZ,Sen,cosponsor
s14,0,2010-09-29,"Risch, James E.",ID,Sen,cosponsor
s14,0,2010-09-29,"Roberts, Pat",KS,Sen,cosponsor
s14,0,2010-09-29,"Thune, John",SD,Sen,cosponsor
s14,0,2010-09-29,"Vitter, David",LA,Sen,cosponsor
s14,0,2010-09-29,"Wicker, Roger F.",MS,Sen,cosponsor
s15,0,2010-09-29,"Brownback, Sam",KS,Sen,sponsor
s16,0,2010-09-29,"Voinovich, George V.",OH,Sen,sponsor
s17,0,2010-09-29,"Graham, Lindsey",SC,Sen,sponsor
s18,0,2010-09-29,"Brown, Scott P.",MA,Sen,sponsor
s19,0,2010-09-29,"Graham, Lindsey",SC,Sen,sponsor
s19,0,2010-09-29,"Chambliss, Saxby",GA,Sen,cosponsor
s20,0,2010-09-29,"Graham, Lindsey",SC,Sen,sponsor
s21,0,2009-01-06,"Reid, Harry",NV,Sen,sponsor
s21,0,2009-01-06,"Akaka, Daniel K.",HI,Sen,cosponsor
s21,0,2009-01-06,"Baucus, Max",MT,Sen,cosponsor
s21,0,2009-02-03,"Bingaman, Jeff",NM,Sen,cosponsor
s21,0,2009-01-06,"Boxer, Barbara",CA,Sen,cosponsor
s21,0,2009-07-20,"Burris, Roland",IL,Sen,cosponsor
s21,0,2009-07-20,"Cantwell, Maria",WA,Sen,cosponsor
s21,0,2009-01-06,"Carper, Thomas R.",DE,Sen,cosponsor
s21,0,2009-01-06,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s21,0,2009-03-26,"Collins, Susan M.",ME,Sen,cosponsor
s21,0,2009-11-10,"Dodd, Christopher J.",CT,Sen,cosponsor
s21,0,2009-01-06,"Feinstein, Dianne",CA,Sen,cosponsor
s21,0,2009-07-07,"Hagan, Kay R.",NC,Sen,cosponsor
s21,0,2009-03-18,"Harkin, Tom",IA,Sen,cosponsor
s21,0,2009-01-06,"Inouye, Daniel K.",HI,Sen,cosponsor
s21,0,2009-03-26,"Kennedy, Edward M.",MA,Sen,cosponsor
s21,0,2009-01-06,"Kerry, John F.",MA,Sen,cosponsor
s21,0,2009-01-06,"Lautenberg, Frank R.",NJ,Sen,cosponsor
s21,0,2009-01-29,"Leahy, Patrick J.",VT,Sen,cosponsor
s21,0,2009-01-06,"Levin, Carl",MI,Sen,cosponsor
s21,0,2009-01-06,"Menendez, Robert",NJ,Sen,cosponsor
s21,0,2009-05-13,"Mikulski, Barbara A.",MD,Sen,cosponsor
s21,0,2009-01-06,"Murray, Patty",WA,Sen,cosponsor
s21,0,2010-06-07,"Reed, Jack",RI,Sen,cosponsor
s21,0,2009-02-09,"Sanders, Bernard",VT,Sen,cosponsor
s21,0,2009-02-26,"Schumer, Charles E.",NY,Sen,cosponsor
s21,0,2009-01-06,"Stabenow, Debbie",MI,Sen,cosponsor
s21,0,2009-01-07,"Tester, Jon",MT,Sen,cosponsor
s21,0,2009-01-06,"Whitehouse, Sheldon",RI,Sen,cosponsor
s21,0,2009-04-20,"Wyden, Ron",OR,Sen,cosponsor
s22,0,2009-01-07,"Bingaman, Jeff",NM,Sen,sponsor
s23,0,2009-01-07,"Cantwell, Maria",WA,Sen,sponsor
s23,0,2009-01-07,"Alexander, Lamar",TN,Sen,cosponsor
s23,0,2009-09-08,"Corker, Bob",TN,Sen,cosponsor
s23,0,2009-01-07,"Ensign, John",NV,Sen,cosponsor
s23,0,2009-01-07,"Murray, Patty",WA,Sen,cosponsor
s23,0,2009-01-07,"Nelson, Bill",FL,Sen,cosponsor
s23,0,2009-01-07,"Reid, Harry",NV,Sen,cosponsor
s24,0,2009-01-07,"Kerry, John F.",MA,Sen,sponsor
s24,0,2009-01-07,"Rockefeller, John D., IV",WV,Sen,cosponsor
s25,0,2009-01-07,"Sanders, Bernard",VT,Sen,sponsor
s26,0,2009-01-07,"Lincoln, Blanche L.",AR,Sen,sponsor
s26,0,2009-03-24,"Snowe, Olympia J.",ME,Sen,cosponsor
s27,0,2009-01-07,"Schumer, Charles E.",NY,Sen,sponsor
s27,0,2009-01-07,"Clinton, Hillary Rodham",NY,Sen,cosponsor
s27,0,2009-04-02,"Conrad, Kent",ND,Sen,cosponsor
s27,0,2009-03-23,"Dorgan, Byron L.",ND,Sen,cosponsor
s27,0,2009-01-07,"Kennedy, Edward M.",MA,Sen,cosponsor
s28,0,2009-01-07,"Schumer, Charles E.",NY,Sen,sponsor
s28,0,2010-05-19,"Bayh, Evan",IN,Sen,cosponsor
s28,0,2010-07-22,"Feingold, Russell D.",WI,Sen,cosponsor
s28,0,2010-12-15,"Franken, Al",MN,Sen,cosponsor
s28,0,2010-07-15,"Lieberman, Joseph I.",CT,Sen,cosponsor
s28,0,2010-06-24,"Feinstein, Dianne",CA,Sen,cosponsor
s29,0,2009-01-07,"Brown, Sherrod",OH,Sen,sponsor
s30,0,2009-01-07,"Nelson, Bill",FL,Sen,sponsor
s30,0,2009-01-07,"Klobuchar, Amy",MN,Sen,cosponsor
s30,0,2009-01-07,"McCaskill, Claire",MO,Sen,cosponsor
s30,0,2009-01-07,"Snowe, Olympia J.",ME,Sen,cosponsor
s31,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s32,0,2009-01-06,"Specter, Arlen",PA,Sen,sponsor
s32,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s33,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s34,0,2009-01-06,"DeMint, Jim",SC,Sen,sponsor
s34,0,2009-01-06,"Alexander, Lamar",TN,Sen,cosponsor
s34,0,2009-01-06,"Barrasso, John",WY,Sen,cosponsor
s34,0,2009-02-25,"Bennett, Robert F.",UT,Sen,cosponsor
s34,0,2009-01-06,"Bond, Christopher S.",MO,Sen,cosponsor
s34,0,2009-01-06,"Brownback, Sam",KS,Sen,cosponsor
s34,0,2009-02-11,"Bunning, Jim",KY,Sen,cosponsor
s34,0,2009-01-12,"Burr, Richard",NC,Sen,cosponsor
s34,0,2009-01-06,"Chambliss, Saxby",GA,Sen,cosponsor
s34,0,2009-01-06,"Coburn, Tom",OK,Sen,cosponsor
s34,0,2009-01-12,"Cochran, Thad",MS,Sen,cosponsor
s34,0,2009-01-08,"Corker, Bob",TN,Sen,cosponsor
s34,0,2009-01-06,"Cornyn, John",TX,Sen,cosponsor
s34,0,2009-01-06,"Crapo, Mike",ID,Sen,cosponsor
s34,0,2009-01-06,"Ensign, John",NV,Sen,cosponsor
s34,0,2009-01-06,"Enzi, Michael B.",WY,Sen,cosponsor
s34,0,2009-01-06,"Graham, Lindsey",SC,Sen,cosponsor
s34,0,2009-01-06,"Hutchison, Kay Bailey",TX,Sen,cosponsor
s34,0,2009-01-06,"Inhofe, James M.",OK,Sen,cosponsor
s34,0,2009-01-06,"Isakson, Johnny",GA,Sen,cosponsor
s34,0,2009-01-08,"Johanns, Mike",NE,Sen,cosponsor
s34,0,2009-01-06,"Kyl, Jon",AZ,Sen,cosponsor
s34,0,2009-01-06,"Lugar, Richard G.",IN,Sen,cosponsor
s34,0,2009-01-06,"Martinez, Mel",FL,Sen,cosponsor
s34,0,2009-01-06,"McConnell, Mitch",KY,Sen,cosponsor
s34,0,2009-04-29,"Risch, James E.",ID,Sen,cosponsor
s34,0,2009-01-06,"Roberts, Pat",KS,Sen,cosponsor
s34,0,2009-01-06,"Sessions, Jeff",AL,Sen,cosponsor
s34,0,2009-01-06,"Thune, John",SD,Sen,cosponsor
s34,0,2009-01-06,"Vitter, David",LA,Sen,cosponsor
s34,0,2009-01-06,"Voinovich, George V.",OH,Sen,cosponsor
s34,0,2009-01-06,"Wicker, Roger F.",MS,Sen,cosponsor
s35,0,2009-01-06,"Hutchison, Kay Bailey",TX,Sen,sponsor
s35,0,2009-01-06,"Alexander, Lamar",TN,Sen,cosponsor
s35,0,2009-09-10,"Corker, Bob",TN,Sen,cosponsor
s35,0,2009-01-06,"Cornyn, John",TX,Sen,cosponsor
s35,0,2009-01-06,"Ensign, John",NV,Sen,cosponsor
s35,0,2009-01-07,"Enzi, Michael B.",WY,Sen,cosponsor
s35,0,2009-01-06,"Martinez, Mel",FL,Sen,cosponsor
s35,0,2009-01-07,"Thune, John",SD,Sen,cosponsor
s36,0,2009-01-06,"McCain, John",AZ,Sen,sponsor
s36,0,2009-01-06,"Ensign, John",NV,Sen,cosponsor
s37,0,2009-01-06,"McCain, John",AZ,Sen,sponsor
s38,0,2009-01-06,"McCain, John",AZ,Sen,sponsor
s38,0,2009-01-06,"Dorgan, Byron L.",ND,Sen,cosponsor
s39,0,2009-01-06,"McCain, John",AZ,Sen,sponsor
s39,0,2009-01-06,"Kyl, Jon",AZ,Sen,cosponsor
s40,0,2009-01-06,"McCain, John",AZ,Sen,sponsor
s40,0,2009-01-06,"Kyl, Jon",AZ,Sen,cosponsor
s41,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s42,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s42,0,2009-07-10,"Barrasso, John",WY,Sen,cosponsor
s42,0,2009-01-06,"Bond, Christopher S.",MO,Sen,cosponsor
s42,0,2009-01-06,"Burr, Richard",NC,Sen,cosponsor
s42,0,2009-01-09,"Chambliss, Saxby",GA,Sen,cosponsor
s42,0,2009-01-06,"Cornyn, John",TX,Sen,cosponsor
s42,0,2009-01-06,"Enzi, Michael B.",WY,Sen,cosponsor
s42,0,2009-03-30,"Inhofe, James M.",OK,Sen,cosponsor
s42,0,2009-01-06,"Isakson, Johnny",GA,Sen,cosponsor
s42,0,2009-01-07,"Roberts, Pat",KS,Sen,cosponsor
s42,0,2009-01-06,"Vitter, David",LA,Sen,cosponsor
s43,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s43,0,2009-01-14,"McCain, John",AZ,Sen,cosponsor
s44,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s45,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s45,0,2009-01-07,"Alexander, Lamar",TN,Sen,cosponsor
s45,0,2009-01-06,"Burr, Richard",NC,Sen,cosponsor
s45,0,2009-01-06,"Coburn, Tom",OK,Sen,cosponsor
s45,0,2009-01-06,"Cornyn, John",TX,Sen,cosponsor
s45,0,2009-01-07,"DeMint, Jim",SC,Sen,cosponsor
s45,0,2009-09-10,"Grassley, Chuck",IA,Sen,cosponsor
s45,0,2009-01-06,"Gregg, Judd",NH,Sen,cosponsor
s45,0,2009-01-06,"Inhofe, James M.",OK,Sen,cosponsor
s45,0,2009-01-06,"McConnell, Mitch",KY,Sen,cosponsor
s45,0,2009-01-22,"Sessions, Jeff",AL,Sen,cosponsor
s45,0,2009-01-07,"Thune, John",SD,Sen,cosponsor
s45,0,2009-01-06,"Vitter, David",LA,Sen,cosponsor
s45,0,2009-01-06,"Voinovich, George V.",OH,Sen,cosponsor
s46,0,2009-01-06,"Ensign, John",NV,Sen,sponsor
s46,0,2009-01-06,"Akaka, Daniel K.",HI,Sen,cosponsor
s46,0,2009-10-15,"Bennett, Robert F.",UT,Sen,cosponsor
s46,0,2009-11-18,"Bingaman, Jeff",NM,Sen,cosponsor
s46,0,2009-04-27,"Brown, Sherrod",OH,Sen,cosponsor
s46,0,2009-03-03,"Burr, Richard",NC,Sen,cosponsor
s46,0,2009-06-15,"Cantwell, Maria",WA,Sen,cosponsor
s46,0,2009-01-06,"Cardin, Benjamin L.",MD,Sen,cosponsor
s46,0,2009-01-06,"Casey, Robert P., Jr.",PA,Sen,cosponsor
s46,0,2009-10-15,"Chambliss, Saxby",GA,Sen,cosponsor
s46,0,2009-01-06,"Collins, Susan M.",ME,Sen,cosponsor
s46,0,2010-04-26,"Dodd, Christopher J.",CT,Sen,cosponsor
s46,0,2009-01-06,"Durbin, Richard",IL,Sen,cosponsor
s46,0,2010-06-07,"Franken, Al",MN,Sen,cosponsor
s46,0,2009-01-06,"Graham, Lindsey",SC,Sen,cosponsor
s46,0,2009-01-07,"Harkin, Tom",IA,Sen,cosponsor
s46,0,2009-06-08,"Inouye, Daniel K.",HI,Sen,cosponsor
s46,0,2009-01-07,"Johnson, Tim",SD,Sen,cosponsor
s46,0,2010-04-12,"Kerry, John F.",MA,Sen,cosponsor
s46,0,2009-11-18,"Klobuchar, Amy",MN,Sen,cosponsor
s46,0,2010-07-19,"Lautenberg, Frank R.",NJ,Sen,cosponsor
s46,0,2009-01-06,"Leahy, Patrick J.",VT,Sen,cosponsor
s46,0,2009-06-15,"Lieberman, Joseph I.",CT,Sen,cosponsor
