_query_time,_type,_id,_session,_status,_short_title,_official_title,_passed_house,_passed_senate,_introduced,_top_subject,_sponsor_id,_sponsor_name,_sponsor_party,_n_cosponsors,_n_dem_cosponsors,_n_rep_cosponsors,_n_withdrawn_cosponsors
2021-02-26_12-42-43,s,24,116,PARSED,Government Employee Fair Treatment Act of 2019,A bill to provide for the compensation of Federal and other government employees affected by lapses in appropriations.,True,True,2019-01-03,Government Operations and Politics,C000141,Benjamin L. Cardin,D,44,40,2,0
2021-02-26_12-42-44,s,25,116,PARSED,EL CHAPO Act,"A bill to reserve any amounts forfeited to the United States Government as a result of the criminal prosecution of Joaquin Archivaldo Guzman Loera (commonly known as ""El Chapo""), or of other felony convictions involving the transportation of controlled substances into the United States, for security measures along the Southern border, including the completion of a border wall.",False,False,2019-01-03,Crime and Law Enforcement,C001098,Ted Cruz,R,5,0,5,0
2021-02-26_12-42-44,s,26,116,PARSED,Vote By Mail Act of 2019,"A bill to amend the Help America Vote Act of 2002 to allow all eligible voters to vote by mail in Federal elections, to amend the National Voter Registration Act of 1993 to provide for automatic voter registration.",False,False,2019-01-03,Government Operations and Politics,W000779,Ron Wyden,D,16,15,0,0
2021-02-26_12-42-45,s,27,116,PARSED,American Miners Act of 2019,"A bill to amend the Surface Mining Control and Reclamation Act of 1977 to transfer certain funds to the 1974 United Mine Workers of America Pension Plan, and for other purposes.",False,False,2019-01-03,Labor and Employment,M001183,Joe Manchin III,D,15,14,0,0
2021-02-26_12-42-46,s,28,116,PARSED,United States-Jordan Defense Cooperation Extension Act,"A bill to reauthorize the United States-Jordan Defense Cooperation Act of 2015, and for other purposes.",False,False,2019-01-04,International Affairs,M000355,Mitch McConnell,R,0,0,0,0
2021-02-26_12-42-46,s,29,116,PARSED,"A bill to establish the Office of Critical Technologies and Security, and for other purposes.","A bill to establish the Office of Critical Technologies and Security, and for other purposes.",False,False,2019-01-04,Government Operations and Politics,W000805,Mark Warner,D,9,5,4,0
2021-02-26_12-42-47,s,30,116,PARSED,Chiropractic Health Parity for Military Beneficiaries Act,A bill to require the Secretary of Defense to develop and implement a plan to provide chiropractic health care services for certain covered beneficiaries as part of the TRICARE program.,False,False,2019-01-08,Armed Forces and National Security,B001230,Tammy Baldwin,D,8,6,2,0
2021-02-26_12-42-48,s,31,116,PARSED,Abraham Lincoln National Heritage Area Amendment Act,"A bill to include Livingston County, the city of Jonesboro in Union County, and the city of Freeport in Stephenson County, Illinois, to the Lincoln National Heritage Area, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,D000622,Tammy Duckworth,D,1,1,0,0
2021-02-26_12-42-48,s,32,116,PARSED,Mill Springs Battlefield National Monument Act,"A bill to establish the Mill Springs Battlefield National Monument in the State of Kentucky as a unit of the National Park System, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,M000355,Mitch McConnell,R,0,0,0,0
2021-02-26_12-42-49,s,33,116,PARSED,"A bill to update the map of, and modify the maximum acreage available for inclusion in, the Florissant Fossil Beds National Monument.","A bill to update the map of, and modify the maximum acreage available for inclusion in, the Florissant Fossil Beds National Monument.",False,False,2019-01-08,Public Lands and Natural Resources,G000562,Cory Gardner,R,1,1,0,0
2021-02-26_12-42-49,s,34,116,PARSED,Cambodia Trade Act of 2019,A bill to require a report on the continuing participation of Cambodia in the Generalized System of Preferences.,False,False,2019-01-08,Foreign Trade and International Finance,C001098,Ted Cruz,R,3,3,0,0
2021-02-26_12-42-50,s,35,116,PARSED,Amache Study Act,"A bill to authorize the Secretary of the Interior to conduct a special resource study of the site known as ""Amache"" in the State of Colorado.",False,False,2019-01-08,Public Lands and Natural Resources,G000562,Cory Gardner,R,1,1,0,0
2021-02-26_12-42-51,s,36,116,PARSED,"Crags, Colorado Land Exchange Act","A bill to authorize, direct, expedite, and facilitate a land exchange in El Paso and Teller Counties, Colorado, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,G000562,Cory Gardner,R,1,1,0,0
2021-02-26_12-42-51,s,37,116,PARSED,Bolts Ditch Access and Use Act,"A bill to ensure adequate use and access to the existing Bolts Ditch headgate and ditch segment within the Holy Cross Wilderness in Eagle County, Colorado, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,G000562,Cory Gardner,R,1,1,0,0
2021-02-26_12-42-52,s,38,116,PARSED,Endangered Fish Recovery Programs Extension Act of 2019,"A bill to maintain annual base funding for the Upper Colorado and San Juan fish recovery programs through fiscal year 2023, to require a report on the implementation of those programs, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,G000562,Cory Gardner,R,1,1,0,0
2021-02-26_12-42-52,s,39,116,PARSED,"No Budget, No Pay Act",A bill to provide that Members of Congress may not receive pay after October 1 of any fiscal year in which Congress has not approved a concurrent resolution on the budget and passed the regular appropriations bills.,False,False,2019-01-08,Congress,B001310,Mike Braun,R,16,4,12,0
2021-02-26_12-42-53,s,40,116,PARSED,Bureau of Reclamation Transparency Act,A bill to require the Secretary of the Interior to submit to Congress a report on the efforts of the Bureau of Reclamation to manage its infrastructure assets.,False,False,2019-01-08,Water Resources Development,B001261,John Barrasso,R,1,1,0,0
2021-02-26_12-42-53,s,41,116,PARSED,Red River Gradient Boundary Survey Act,"A bill to survey the gradient boundary along the Red River in the States of Oklahoma and Texas, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,C001056,John Cornyn,R,1,0,1,0
2021-02-26_12-42-54,s,42,116,PARSED,Background Check Expansion Act,A bill to require a background check for every firearm sale.,False,False,2019-01-08,Crime and Law Enforcement,M001169,Christopher S. Murphy,D,41,40,0,0
2021-02-26_12-42-55,s,43,116,PARSED,Lake Fannin Recreation Area Conveyance Act,A bill to require the Secretary of Agriculture to transfer certain National Forest System land in the States of Texas.,False,False,2019-01-08,Public Lands and Natural Resources,C001056,John Cornyn,R,1,0,1,0
2021-02-26_12-42-56,s,44,116,PARSED,Balanced Budget Accountability Act,"A bill to reduce a portion of the annual pay of Members of Congress for the failure to adopt a concurrent resolution on the budget which does not provide for a balanced budget, and for other purposes.",False,False,2019-01-08,Congress,D000618,Steve Daines,R,0,0,0,0
2021-02-26_12-42-56,s,45,116,PARSED,Wood-Pawcatuck Watershed Wild and Scenic River Act,"A bill to amend the Wild and Scenic Rivers Act to designate certain river segments within the Wood-Pawcatuck watershed as components of the National Wild and Scenic Rivers System, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,R000122,Jack Reed,D,3,3,0,0
2021-02-26_12-42-57,s,46,116,PARSED,Klamath Tribe Judgment Fund Repeal Act,A bill to repeal the Klamath Tribe Judgment Fund Act.,False,True,2019-01-08,Native Americans,M001176,Jeff Merkley,D,1,1,0,0
2021-02-26_12-42-57,s,47,116,PARSED,"John D. Dingell, Jr. Conservation, Management, and Recreation Act","A bill to provide for the management of the natural resources of the United States, and for other purposes.",True,True,2019-01-08,Public Lands and Natural Resources,M001153,Lisa Murkowski,R,15,7,7,0
2021-02-26_12-42-58,s,48,116,PARSED,Cottonwood Land Exchange Act of 2019,"A bill to authorize, direct, expedite, and facilitate a land exchange in Yavapai County, Arizona, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,M001197,Martha McSally,R,1,1,0,0
2021-02-26_12-42-59,s,49,116,PARSED,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.","A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",True,True,2019-01-08,Armed Forces and National Security,L000577,Mike Lee,R,1,0,1,0
2021-02-26_12-43-00,s,50,116,PARSED,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,"A bill to authorize the Secretary of the Interior to assess sanitation and safety conditions at Bureau of Indian Affairs facilities that were constructed to provide affected Columbia River Treaty tribes access to traditional fishing grounds and expend funds on construction of facilities and structures to improve those conditions, and for other purposes.",True,True,2019-01-08,Native Americans,M001176,Jeff Merkley,D,3,3,0,0
2021-02-26_12-43-00,s,51,116,PARSED,Little Shell Tribe of Chippewa Indians Restoration Act of 2019,"A bill to extend the Federal recognition to the Little Shell Tribe of Chippewa Indians of Montana, and for other purposes.",False,False,2019-01-08,Native Americans,T000464,Jon Tester,D,1,0,1,0
2021-02-26_12-43-01,s,52,116,PARSED,Caesar Syria Civilian Protection Act of 2019,"A bill to halt the wholesale slaughter of the Syrian people, encourage a negotiated political settlement, and hold Syrian human rights abusers accountable for their crimes.",False,False,2019-01-08,International Affairs,R000584,Jim Risch,R,3,1,2,0
2021-02-26_12-43-01,s,53,116,PARSED,WALL Act of 2019,"A bill to appropriate $25,000,000,000 for the construction of a border wall between the United States and Mexico, and for other purposes.",False,False,2019-01-08,Immigration,I000024,James M. Inhofe,R,5,0,5,0
2021-02-26_12-43-02,s,54,116,PARSED,La Paz County Land Conveyance Act of 2019,"A bill to authorize the Secretary of the Interior to convey certain land to La Paz County, Arizona, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,M001197,Martha McSally,R,1,1,0,0
2021-02-26_12-43-03,s,55,116,PARSED,Udall Park Land Exchange Completion Act,"A bill to provide for the unencumbering of title to non-Federal land owned by the city of Tucson, Arizona, for purposes of economic development by conveyance of the Federal reversionary interest to the City.",False,False,2019-01-08,Public Lands and Natural Resources,M001197,Martha McSally,R,1,1,0,0
2021-02-26_12-43-03,s,56,116,PARSED,"A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.","A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.",False,False,2019-01-08,Armed Forces and National Security,T000476,Thom Tillis,R,0,0,0,0
2021-02-26_12-43-04,s,57,116,PARSED,Pike National Historic Trail Study Act,A bill to amend the National Trails System Act to provide for the study of the Pike National Historic Trail.,False,False,2019-01-08,Public Lands and Natural Resources,B001267,Michael Bennet,D,1,0,1,0
2021-02-26_12-43-04,s,58,116,PARSED,Fowler and Boskoff Peaks Designation Act,"A bill to designate certain mountain peaks in the State of Colorado as ""Fowler Peak"" and ""Boskoff Peak"".",False,False,2019-01-08,Public Lands and Natural Resources,B001267,Michael Bennet,D,1,0,1,0
2021-02-26_12-43-05,s,59,116,PARSED,Arapaho National Forest Boundary Adjustment Act of 2019,"A bill to adjust the boundary of the Arapaho National Forest, Colorado, and for other purposes.",False,False,2019-01-08,Public Lands and Natural Resources,B001267,Michael Bennet,D,1,0,1,0
2021-02-26_12-43-06,s,60,116,PARSED,Yellowstone Gateway Protection Act,"A bill to withdraw certain National Forest System land in the Emigrant Crevice area located in the Custer Gallatin National Forest, Park County, Montana, from the mining and mineral leasing laws of the United States, and for other purposes.",False,False,2019-01-09,Public Lands and Natural Resources,T000464,Jon Tester,D,1,0,1,0
2021-02-26_12-43-06,s,61,116,PARSED,Safe and Affordable Drugs from Canada Act of 2019,"A bill to amend the Federal Food, Drug, and Cosmetic Act to allow for the personal importation of safe and affordable drugs from approved pharmacies in Canada.",False,False,2019-01-09,Health,G000386,Charles E. Grassley,R,12,10,1,0
2021-02-26_12-43-07,s,62,116,PARSED,Empowering Medicare Seniors to Negotiate Drug Prices Act of 2019,A bill to amend title XVIII of the Social Security Act to allow the Secretary of Health and Human Services to negotiate fair prescription drug prices under part D of the Medicare program.,False,False,2019-01-09,Health,K000367,Amy Klobuchar,D,34,33,0,0
2021-02-26_12-43-08,s,63,116,PARSED,Bipartisan Budget and Appropriations Reform Act of 2019,A bill to implement the recommendations of the Joint Select Committee on Budget and Appropriations Process Reform.,False,False,2019-01-09,Economics and Public Finance,W000802,Sheldon Whitehouse,D,7,2,4,0
2021-02-26_12-43-09,s,64,116,PARSED,Preserve Access to Affordable Generics and Biosimilars Act,"A bill to prohibit brand name drug companies from compensating generic drug companies to delay the entry of a generic drug into the market, and to prohibit biological product manufacturers from compensating biosimilar and interchangeable companies to delay the entry of biosimilar biological products and interchangeable biological products.",False,False,2019-01-09,Health,K000367,Amy Klobuchar,D,7,3,4,0
2021-02-26_12-43-09,s,65,116,PARSED,Ensuring Diverse Leadership Act of 2019,"A bill to amend the Federal Reserve Act to require Federal Reserve banks to interview at least one individual reflective of gender diversity and one individual reflective of racial or ethnic diversity when appointing Federal Reserve bank presidents, and for other purposes.",False,False,2019-01-09,Finance and Financial Sector,H001075,Kamala Harris,D,4,4,0,0
2021-02-26_12-43-10,s,66,116,PARSED,Assault Weapons Ban of 2019,"A bill to regulate assault weapons, to ensure that the right to keep and bear arms is not unlimited, and for other purposes.",False,False,2019-01-09,Crime and Law Enforcement,F000062,Dianne Feinstein,D,34,33,0,0
2021-02-26_12-43-11,s,67,116,PARSED,California Desert Protection and Recreation Act of 2019,"A bill to provide for conservation, enhanced recreation opportunities, and development of renewable energy in the California Desert Conservation Area, and for other purposes.",False,False,2019-01-09,Public Lands and Natural Resources,F000062,Dianne Feinstein,D,1,1,0,0
2021-02-26_12-43-11,s,68,116,PARSED,Smart Choices Act,"A bill to require the Medicaid and CHIP Payment and Access Commission to publish an annual report on the estimated impact in each State of the Medicaid expansion added by the Patient Protection and Affordable Care Act, including the estimated impact that adopting such expansion would have in States that have not expanded their Medicaid coverage.",False,False,2019-01-09,Health,J000300,Doug Jones,D,5,4,0,0
2021-02-26_12-43-12,s,69,116,PARSED,Constitutional Concealed Carry Reciprocity Act of 2019,A bill to allow reciprocity for the carrying of certain concealed firearms.,False,False,2019-01-09,Crime and Law Enforcement,C001056,John Cornyn,R,38,0,38,0
2021-02-26_12-43-13,s,70,116,PARSED,Medgar and Myrlie Evers Home National Monument Act,"A bill to establish the Medgar and Myrlie Evers Home National Monument in the State of Mississippi, and for other purposes.",False,False,2019-01-09,Public Lands and Natural Resources,W000437,Roger Wicker,R,2,1,1,0
2021-02-26_12-43-13,s,71,116,PARSED,Special Counsel Independence and Integrity Act,"A bill to ensure independent investigations and judicial review of the removal of a special counsel, and for other purposes.",False,False,2019-01-09,Crime and Law Enforcement,G000359,Lindsey Graham,R,5,3,2,0
2021-02-26_12-43-14,s,72,116,PARSED,Federal Employees Civil Relief Act,"A bill to suspend the enforcement of certain civil liabilities of Federal employees and contractors during a lapse in appropriations, and for other purposes.",False,False,2019-01-09,Government Operations and Politics,S001194,Brian Schatz,D,31,30,0,0
2021-02-26_12-43-15,s,73,116,PARSED,End Taxpayer Subsidies for Drug Ads Act,A bill to amend the Internal Revenue Code of 1986 to deny the deduction for advertising and promotional expenses for prescription drugs.,False,False,2019-01-10,Taxation,S001181,Jeanne Shaheen,D,22,20,0,0
2021-02-26_12-43-16,s,74,116,PARSED,"No Work, No Pay Act of 2019","A bill to prohibit paying Members of Congress during periods during which a Government shutdown is in effect, and for other purposes.",False,False,2019-01-10,Congress,D000618,Steve Daines,R,6,2,4,0
2021-02-26_12-43-16,s,75,116,PARSED,Preventing SBA Assistance from Going to China Act of 2019,"A bill to prohibit certain business concerns from receiving assistance from the Small Business Administration, and for other purposes.",False,False,2019-01-10,Commerce,R000595,Marco Rubio,R,3,0,3,0
2021-02-26_12-43-17,s,76,116,PARSED,Saint-Gaudens National Historical Park Redesignation Act,"A bill to redesignate the Saint-Gaudens National Historic Site as the ""Saint-Gaudens National Historical Park"", and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,S001181,Jeanne Shaheen,D,1,1,0,0
2021-02-26_12-43-17,s,77,116,PARSED,Small Business Relief From Disease Induced Economic Hardship Act of 2019,A bill to amend the Small Business Act to ensure small businesses affected by the onset of transmissible diseases are eligible for disaster relief.,False,False,2019-01-10,Commerce,R000595,Marco Rubio,R,0,0,0,0
2021-02-26_12-43-18,s,78,116,PARSED,Hearing Small Businesses Act of 2019,A bill to ensure a complete analysis of the potential impacts of rules on small entities.,False,False,2019-01-10,Government Operations and Politics,R000595,Marco Rubio,R,2,0,2,0
2021-02-26_12-43-19,s,79,116,PARSED,"A bill to authorize the Secretary of Agriculture to maintain or replace certain facilities and structures for commercial recreation services at Smith Gulch in Idaho, and for other purposes.","A bill to authorize the Secretary of Agriculture to maintain or replace certain facilities and structures for commercial recreation services at Smith Gulch in Idaho, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,R000584,Jim Risch,R,1,0,1,0
2021-02-26_12-43-19,s,80,116,PARSED,Jobs and Premium Protection Act,A bill to repeal the annual fee on health insurance providers enacted by the Patient Protection and Affordable Care Act.,False,False,2019-01-10,Taxation,B001261,John Barrasso,R,6,1,5,0
2021-02-26_12-43-20,s,81,116,PARSED,Crooked River Ranch Fire Protection Act,"A bill to adjust the eastern boundary of the Deschutes Canyon-Steelhead Falls Wilderness Study Area in the State of Oregon, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,W000779,Ron Wyden,D,1,1,0,0
2021-02-26_12-43-21,s,82,116,PARSED,Frank and Jeanne Moore Wild Steelhead Special Management Area Designation Act,A bill to designate the Frank and Jeanne Moore Wild Steelhead Special Management Area in the State of Oregon.,False,False,2019-01-10,Public Lands and Natural Resources,W000779,Ron Wyden,D,1,1,0,0
2021-02-26_12-43-21,s,83,116,PARSED,Advocacy Empowerment Act of 2019,"A bill to amend section 203 of Public Law 94-305 to ensure proper authority for the Office of Advocacy of the Small Business Administration, and for other purposes.",False,False,2019-01-10,Commerce,R000595,Marco Rubio,R,4,0,4,0
2021-02-26_12-43-22,s,84,116,PARSED,Small Business Credit Protection Act,"A bill to amend the Small Business Act to require that consumer reporting agencies and other credit reporting companies provide certain protections to small businesses, and for other purposes.",False,False,2019-01-10,Commerce,R000595,Marco Rubio,R,4,2,2,0
2021-02-26_12-43-23,s,85,116,PARSED,A bill to reauthorize the Family Violence Prevention and Services Act.,A bill to reauthorize the Family Violence Prevention and Services Act.,False,False,2019-01-10,Families,G000386,Charles E. Grassley,R,3,1,2,0
2021-02-26_12-43-23,s,86,116,PARSED,Oregon Wildlands Act,"A bill to designate certain land administered by the Bureau of Land Management and the Forest Service in the State of Oregon as wilderness and national recreation areas and to make additional wild and scenic river designations in the State of Oregon, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,W000779,Ron Wyden,D,1,1,0,0
2021-02-26_12-43-24,s,87,116,PARSED,Kennesaw Mountain National Battlefield Park Boundary Adjustment Act,"A bill to adjust the boundary of the Kennesaw Mountain National Battlefield Park to include the Wallis House and Harriston Hill, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,I000055,Johnny Isakson,R,1,0,1,0
2021-02-26_12-43-25,s,88,116,PARSED,Ocmulgee Mounds National Historical Park Boundary Revision Act,"A bill to redesignate Ocmulgee National Monument in the State of Georgia and revise its boundary, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,I000055,Johnny Isakson,R,1,0,1,0
2021-02-26_12-43-26,s,89,116,PARSED,Fort Frederica National Monument Boundary Expansion Act,"A bill to expand the boundary of Fort Frederica National Monument in the State of Georgia, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,I000055,Johnny Isakson,R,0,0,0,0
2021-02-26_12-43-26,s,90,116,PARSED,Protect Utah's Rural Economy Act,A bill to limit the establishment or extension of national monuments in the State of Utah.,False,False,2019-01-10,Public Lands and Natural Resources,L000577,Mike Lee,R,2,0,2,0
2021-02-26_12-43-27,s,91,116,PARSED,Creating a Reliable Environment for Veterans' Dependents Act of 2019,"A bill to amend title 38, United States Code, to authorize per diem payments under comprehensive service programs for homeless veterans to furnish care to dependents of homeless veterans, and for other purposes.",False,False,2019-01-10,Armed Forces and National Security,G000562,Cory Gardner,R,24,18,6,0
2021-02-26_12-43-28,s,92,116,PARSED,Regulations from the Executive in Need of Scrutiny Act of 2019,"A bill to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law.",False,False,2019-01-10,Government Operations and Politics,P000603,Rand Paul,R,42,0,42,0
2021-02-26_12-43-29,s,93,116,PARSED,Contra Costa Canal Transfer Act,A bill to authorize the Secretary of the Interior to convey certain land and facilities of the Central Valley Project.,False,False,2019-01-10,Water Resources Development,F000062,Dianne Feinstein,D,1,1,0,0
2021-02-26_12-43-29,s,94,116,PARSED,Target Practice and Marksmanship Training Support Act,A bill to amend the Pittman-Robertson Wildlife Restoration Act to facilitate the establishment of additional or expanded public target ranges in certain States.,False,True,2019-01-10,Public Lands and Natural Resources,C001047,Shelley Moore Capito,R,14,4,9,0
2021-02-26_12-43-30,s,95,116,PARSED,Veterans Access to Care Act,"A bill to amend the Public Health Service Act to designate certain medical facilities of the Department of Veterans Affairs as health professional shortage areas, and for other purposes.",False,False,2019-01-10,Health,K000367,Amy Klobuchar,D,1,0,1,0
2021-02-26_12-43-31,s,96,116,PARSED,North Country National Scenic Trail Route Adjustment Act,"A bill to revise the authorized route of the North Country National Scenic Trail in northeastern Minnesota and to extend the trail into Vermont to connect with the Appalachian National Scenic Trail, and for other purposes.",False,False,2019-01-10,Public Lands and Natural Resources,K000367,Amy Klobuchar,D,10,7,2,0
