_action_text,_bill,_committees,_date,_status,_time,_type
"Motion by Senator Reid to commit to Senate Committee on Energy and Natural Resources with instructions to report back forthwith, with the following amendment (SA 17) made in Senate.",s22,SSEG,2009-01-12,,,action
Cloture motion on the measure presented in Senate.,s22,,2009-01-12,,,action
Considered by Senate.,s22,,2009-01-13,,,action
Considered by Senate.,s22,,2009-01-14,,,action
Cloture on the measure invoked in Senate by Yea-Nay Vote. 68 - 24. Record Vote Number: 2.,s22,,2009-01-14,,,action
"Motion by Senator Reid to commit to Senate Committee on Energy and Natural Resources with instructions to report back forthwith, with the following amendment (SA 17) withdrawn in Senate by Unanimous Consent.",s22,SSEG,2009-01-14,,,action
Considered by Senate.,s22,,2009-01-15,,,action
Passed Senate with amendments by Yea-Nay Vote. 73 - 21. Record Vote Number: 3.,s22,,2009-01-15,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s22,,2009-01-16,,,action
Received in the House.,s22,,2009-01-16,,16:06:00,action
Held at the desk.,s22,,2009-01-16,,16:07:00,action
"Mr. Rahall moved to suspend the rules and pass the bill, as amended.",s22,,2009-01-11,,10:29:00,action
Considered under suspension of the rules.,s22,,2009-01-11,,10:30:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 22.,s22,,2009-01-11,,10:30:00,action
"WORDS TAKEN DOWN - During the course of debate, exception was taken to certain words used and a demand was made to have words taken down. Mr. Culberson asked unanimous consent to withdraw the words. Without objection the words were withdrawn. The House resumed debate on S. 22.",s22,,2009-01-11,,10:51:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s22,,2009-01-11,,11:24:00,action
Considered as unfinished business.,s22,,2009-01-11,,12:32:00,action
"On motion to suspend the rules and pass the bill, as amended Failed by the Yeas and Nays: (2/3 required): 282 - 144 (Roll no. 117).",s22,,2009-01-11,PROV_KILL:SUSPENSIONFAILED,12:39:00,vote
Read twice and referred to the Committee on Finance.,s23,SSFI,2009-01-07,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s24,,2009-01-07,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s24,SSFI,2009-01-07,REFERRED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s25,SSCM,2009-01-07,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s26,,2009-01-07,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s26,SSFI,2009-01-07,REFERRED,,referral
Read twice and referred to the Committee on Rules and Administration.,s27,SSRA,2009-01-07,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s28,SSJU,2009-01-07,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s29,SSFI,2009-01-07,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s30,,2009-01-07,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s30,SSCM,2009-01-07,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s30,SSCM,2009-01-05,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Rockefeller without amendment. With written report No. 111-96.",s30,SSCM,2009-01-02,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 194.,s30,,2009-01-02,,,calendar
Measure laid before Senate by unanimous consent.,s30,,2010-01-23,,,action
Passed Senate with amendments by Unanimous Consent.,s30,,2010-01-23,PASS_OVER:SENATE,,vote
Received in the House.,s30,,2010-01-24,,10:09:00,action
Message on Senate action sent to the House.,s30,,2010-01-24,,,action
Referred to the House Committee on Energy and Commerce.,s30,HSIF,2010-01-24,,,referral
Mr. Boucher moved to suspend the rules and pass the bill.,s30,,2010-01-15,,12:15:00,action
Considered under suspension of the rules.,s30,,2010-01-15,,12:15:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 30.,s30,,2010-01-15,,12:15:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s30,,2010-01-15,PASSED:BILL,12:41:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s30,,2010-01-15,,12:41:00,action
Cleared for White House.,s30,,2010-01-15,,,topresident
Presented to President.,s30,,2010-01-17,,,topresident
Signed by President.,s30,,2010-01-22,ENACTED:SIGNED,,signed
Became Public Law No: 111-331.,s30,,2010-01-22,,,enacted
Read twice and referred to the Committee on Finance.,s31,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s32,SSEG,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s32,,2009-01-07,,,action
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s33,,2009-01-06,INTRODUCED,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 11.,s33,,2009-01-07,REPORTED,,calendar
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s34,,2009-01-06,INTRODUCED,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 12.,s34,,2009-01-07,REPORTED,,calendar
Sponsor introductory remarks on measure.,s35,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s35,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s36,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s36,SSCM,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s37,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s37,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s38,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s38,SSCM,2009-01-06,REFERRED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s38,SSCM,2009-01-20,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Rockefeller without amendment. With written report No. 111-157.",s38,SSCM,2010-01-04,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 307.,s38,,2010-01-04,,,calendar
Sponsor introductory remarks on measure.,s39,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s39,SLIA,2009-01-06,REFERRED,,referral
Senate Committee on Indian Affairs discharged by Unanimous Consent.,s39,SLIA,2009-01-12,,,action
Passed Senate without amendment by Unanimous Consent.,s39,,2009-01-12,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s39,,2009-01-13,,,action
Received in the House.,s39,,2009-01-16,,14:03:00,action
Referred to the House Committee on Natural Resources.,s39,HSII,2009-01-16,,,referral
Mrs. Christensen moved to suspend the rules and pass the bill.,s39,,2009-01-21,,15:00:00,action
Considered under suspension of the rules.,s39,,2009-01-21,,15:00:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 39.,s39,,2009-01-21,,15:00:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s39,,2009-01-21,PASSED:BILL,15:08:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s39,,2009-01-21,,15:08:00,action
Cleared for White House.,s39,,2009-01-21,,,topresident
Presented to President.,s39,,2009-01-28,,,topresident
Signed by President.,s39,,2009-01-08,ENACTED:SIGNED,,signed
Became Public Law No: 111-18.,s39,,2009-01-08,,,enacted
Sponsor introductory remarks on measure.,s40,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s40,SSEG,2009-01-06,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s41,SSJU,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s42,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s43,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s44,SSFI,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s45,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s46,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s47,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s48,SSRA,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s49,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s49,SSJU,2009-01-06,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported with an amendment in the nature of a substitute favorably.,s49,SSJU,2009-01-12,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy with an amendment in the nature of a substitute. Without written report.,s49,SSJU,2009-01-12,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 32.,s49,,2009-01-12,,,calendar
Sponsor introductory remarks on measure.,s50,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s50,SSGA,2009-01-06,REFERRED,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia.",s50,SSGA,2009-01-20,,,referral
Sponsor introductory remarks on measure.,s51,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s51,SSAS,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s52,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s52,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s53,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s53,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s54,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s54,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s55,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s55,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s56,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s56,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s57,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s57,SSHR,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s58,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s58,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s59,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s59,SSHR,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s60,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Rules and Administration.,s60,SSRA,2009-01-06,REFERRED,,referral
Senate Committee on Rules and Administration discharged by Unanimous Consent.,s60,SSRA,2009-01-13,,,action
Passed Senate without amendment by Unanimous Consent.,s60,,2009-01-13,PASS_OVER:SENATE,,vote
Received in the House.,s60,,2009-01-14,,10:04:00,action
Message on Senate action sent to the House.,s60,,2009-01-14,,,action
Referred to the House Committee on the Judiciary.,s60,HSJU,2009-01-14,,,referral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",s60,HSHM,2009-01-09,,,referral
Sponsor introductory remarks on measure.,s61,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s61,SSJU,2009-01-06,REFERRED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s62,SSCM,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s63,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s63,SSFI,2009-01-06,REFERRED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s64,SSBK,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s65,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s65,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s66,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s66,SSAS,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s67,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s67,SSAS,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s68,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s68,SSVA,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s69,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s69,SSGA,2009-01-06,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s69,SSGA,2009-01-11,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Lieberman without amendment. With written report No. 111-112.,s69,SSGA,2009-01-23,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 250.,s69,,2009-01-23,,,calendar
Sponsor introductory remarks on measure.,s70,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s70,SSJU,2009-01-06,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s71,SSFI,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s72,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s72,SLIA,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s73,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s73,SSBK,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s74,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s74,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s75,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s75,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s76,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s76,SLIA,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s77,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s77,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s78,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s78,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s79,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s79,SSFI,2009-01-06,REFERRED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s80,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s81,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s82,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s83,SSFI,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s84,SSBK,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s85,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on the Budget.,s86,SSBU,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s87,SSHR,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s88,SSHR,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s89,SSBK,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s90,SSGA,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Foreign Relations.,s91,SSFR,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s92,SSHR,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s93,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s94,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s95,SSJU,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s96,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s97,SSFI,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s98,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s99,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s100,SSFI,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s101,SSFI,2009-01-06,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s102,SSHR,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s103,SSRA,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s104,SSRA,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s105,SSGA,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s106,SSJU,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s107,SSJU,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s108,SSJU,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s109,SSEG,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s110,SSEG,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s111,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s111,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s112,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s112,SSFI,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s113,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s113,SSHR,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s114,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s114,SSHR,2009-01-06,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s115,SSFI,2009-01-06,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s116,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s116,SSBK,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s117,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s117,SSBK,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s118,,2009-01-06,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s118,SSBK,2009-01-06,REFERRED,,referral
"Committee on Banking, Housing, and Urban Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.",s118,SSBK,2010-01-30,REPORTED,,calendar
"Committee on Banking, Housing, and Urban Affairs. Reported by Senator Dodd with an amendment in the nature of a substitute. Without written report.",s118,SSBK,2010-01-30,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 657.,s118,,2010-01-30,,,calendar
Measure laid before Senate by unanimous consent.,s118,,2010-01-18,,,action
The committee substitute as amended agreed to by Unanimous Consent.,s118,,2010-01-18,,,action
Passed Senate with an amendment by Unanimous Consent.,s118,,2010-01-18,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s118,,2010-01-20,,,action
Received in the House.,s118,,2010-01-21,,10:34:00,action
Mr. Lynch moved to suspend the rules and pass the bill.,s118,,2010-01-21,,11:12:00,action
Considered under suspension of the rules.,s118,,2010-01-21,,11:12:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 118.,s118,,2010-01-21,,11:12:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s118,,2010-01-21,PASSED:BILL,11:25:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s118,,2010-01-21,,11:25:00,action
Cleared for White House.,s118,,2010-01-21,,,topresident
Presented to President.,s118,,2010-01-28,,,topresident
Signed by President.,s118,,2011-01-04,ENACTED:SIGNED,,signed
Became Public Law No: 111-372.,s118,,2011-01-04,,,enacted
Sponsor introductory remarks on measure.,s119,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s119,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s120,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s120,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s121,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s121,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s122,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s122,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s123,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s123,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s124,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s124,SSJU,2009-01-06,REFERRED,,referral
Senate Committee on the Judiciary discharged by Unanimous Consent.,s124,SSJU,2010-01-03,,,action
Passed Senate without amendment by Unanimous Consent.,s124,,2010-01-03,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s124,,2010-01-03,,,action
Received in the House.,s124,,2010-01-07,,14:04:00,action
Referred to the House Committee on the Judiciary.,s124,HSJU,2010-01-07,,,referral
"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",s124,,2010-01-20,,,referral
Sponsor introductory remarks on measure.,s125,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s125,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s126,,2009-01-06,INTRODUCED,,action
Referred to the Committee on the Judiciary.,s126,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s127,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s127,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s128,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s128,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s129,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s129,SSJU,2009-01-06,REFERRED,,referral
Sponsor introductory remarks on measure.,s130,,2009-01-06,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s130,SSJU,2009-01-06,REFERRED,,referral
