_action_text,_bill,_committees,_date,_status,_time,_type
Committee on Energy and Natural Resources Senate Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 111-645.,s349,SSEG,2010-01-19,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s349,SSEG,2010-01-21,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman with an amendment in the nature of a substitute. With written report No. 111-303.,s349,SSEG,2010-01-27,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 589.,s349,,2010-01-27,,,calendar
Committee on Finance ordered to be reported an original measure.,s350,SSFI,2009-01-27,INTRODUCED,,calendar
Committee on Finance. Original measure reported to Senate by Senator Baucus. Without written report.,s350,SSFI,2009-01-29,,,action
Placed on Senate Legislative Calendar under General Orders. Calendar No. 20.,s350,,2009-01-29,,,calendar
Star Print ordered on the bill.,s350,,2009-01-30,,,action
Read twice and referred to the Committee on Foreign Relations.,s351,SSFR,2009-01-29,INTRODUCED,,referral
"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent.",s352,,2009-01-29,INTRODUCED,,vote
Message on Senate action sent to the House.,s352,,2009-01-30,,,action
Received in the House.,s352,,2009-01-02,,14:03:00,action
Held at the desk.,s352,,2009-01-02,,15:11:00,action
Rules Committee Resolution H. Res. 108 Reported to House. Rule provides for consideration of S. 352 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions. Measure will be considered read. Bill is closed to amendments.,s352,HSRU,2009-01-03,,19:40:00,action
Rule H. Res. 108 passed House.,s352,,2009-01-04,,14:19:00,action
Considered under the provisions of rule H. Res. 108.,s352,,2009-01-04,,14:20:00,action
Rule provides for consideration of S. 352 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions. Measure will be considered read. Bill is closed to amendments.,s352,,2009-01-04,,14:20:00,action
DEBATE - The House proceeded with one hour of debate on S. 352.,s352,,2009-01-04,,14:21:00,action
Mr. Barton (TX) moved to commit with instructions to Energy and Commerce.,s352,HSIF,2009-01-04,,15:28:00,action
"DEBATE - The House proceeded with 10 minutes of debate on the Barton(TX) motion to commit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House adding a new section pertaining to Clearance of Public Safety Spectrum, Adjacent Channels, and other Channels Causing Interference.",s352,,2009-01-04,,15:28:00,action
The previous question on the motion to commit with instructions was ordered without objection.,s352,,2009-01-04,,15:38:00,action
On motion to commit with instructions Failed by the Yeas and Nays: 180 - 242 (Roll no. 51).,s352,,2009-01-04,,16:04:00,action
On passage Passed by the Yeas and Nays: 264 - 158 (Roll no. 52).,s352,,2009-01-04,PASSED:BILL,16:13:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s352,,2009-01-04,,16:13:00,action
Cleared for White House.,s352,,2009-01-04,,,topresident
Presented to President.,s352,,2009-01-09,,,topresident
Signed by President.,s352,,2009-01-11,ENACTED:SIGNED,,signed
Became Public Law No: 111-4.,s352,,2009-01-11,,,enacted
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s353,SSHR,2009-01-29,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s354,SSGA,2009-01-29,INTRODUCED,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia.",s354,SSGA,2009-01-20,,,referral
Sponsor introductory remarks on measure.,s355,,2009-01-29,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s355,SSFR,2009-01-29,REFERRED,,referral
Sponsor introductory remarks on measure.,s356,,2009-01-29,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s356,SSBK,2009-01-29,REFERRED,,referral
Sponsor introductory remarks on measure.,s357,,2009-01-30,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s357,SSJU,2009-01-30,REFERRED,,referral
Read twice and referred to the Committee on Armed Services.,s358,SSAS,2009-01-30,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s359,,2009-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s359,SSEG,2009-01-30,REFERRED,,referral
Sponsor introductory remarks on measure.,s360,,2009-01-30,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s360,SSBK,2009-01-30,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s361,SSJU,2009-01-30,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s362,,2009-01-30,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s362,SSVA,2009-01-30,REFERRED,,referral
Sponsor introductory remarks on measure.,s363,,2009-01-02,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s363,SSFI,2009-01-02,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s364,SSJU,2009-01-03,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s365,SSJU,2009-01-03,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s366,,2009-01-03,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s366,SSFI,2009-01-03,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s367,SSJU,2009-01-03,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s368,SSJU,2009-01-03,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s369,,2009-01-03,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s369,SSJU,2009-01-03,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported with an amendment in the nature of a substitute favorably.,s369,SSJU,2009-01-15,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy with an amendment in the nature of a substitute. Without written report.,s369,SSJU,2009-01-15,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 183.,s369,,2009-01-15,,,calendar
By Senator Leahy from Committee on the Judiciary filed written report. Report No. 111-123. Minority views filed.,s369,SSJU,2010-01-02,,,action
Read twice and referred to the Committee on Armed Services.,s370,SSAS,2009-01-03,INTRODUCED,,referral
Star Print ordered on the bill.,s370,,2009-01-29,,,action
Read twice and referred to the Committee on the Judiciary.,s371,SSJU,2009-01-03,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s372,,2009-01-03,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s372,SSGA,2009-01-03,REFERRED,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia.",s372,SSGA,2009-01-20,,,referral
"Committee on Homeland Security and Governmental Affairs Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia. Hearings held. With printed Hearing: S.Hrg. 111-299.",s372,SSGA,2009-01-11,,,hearings
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s372,SSGA,2009-01-29,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Lieberman with an amendment in the nature of a substitute. With written report No. 111-101.,s372,SSGA,2009-01-03,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 219.,s372,,2009-01-03,,,calendar
Measure laid before Senate by unanimous consent.,s372,,2010-01-10,,,action
The committee substitute as amended agreed to by Unanimous Consent.,s372,,2010-01-10,,,action
Passed Senate with an amendment by Unanimous Consent.,s372,,2010-01-10,PASS_OVER:SENATE,,vote
Received in the House.,s372,,2010-01-14,,15:09:00,action
Message on Senate action sent to the House.,s372,,2010-01-14,,,action
Held at the desk.,s372,,2010-01-14,,16:24:00,action
Mr. Van Hollen asked unanimous consent to take from the Speaker's table and consider.,s372,,2010-01-22,,17:36:00,action
Considered by unanimous consent.,s372,,2010-01-22,,17:38:00,action
On passage Passed without objection.,s372,,2010-01-22,PASSED:BILL,17:39:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s372,,2010-01-22,,17:39:00,action
Message on House action received in Senate and at desk: House amendments to Senate bill.,s372,,2010-01-22,,,action
Sponsor introductory remarks on measure.,s373,,2009-01-03,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s373,SSEV,2009-01-03,REFERRED,,referral
Committee on Environment and Public Works Subcommittee on Water and Wildlife. Hearings held.,s373,SSEV,2009-01-03,,,hearings
Committee on Environment and Public Works. Ordered to be reported with an amendment in the nature of a substitute favorably.,s373,SSEV,2009-01-10,REPORTED,,calendar
Committee on Environment and Public Works. Reported by Senator Boxer with an amendment in the nature of a substitute. With written report No. 111-180. Minority views filed.,s373,SSEV,2010-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 365.,s373,,2010-01-05,,,calendar
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s374,SSCM,2009-01-04,INTRODUCED,,referral
Read twice and referred to the Committee on Indian Affairs.,s375,SLIA,2009-01-04,INTRODUCED,,referral
Committee on Indian Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s375,SLIA,2009-01-10,REPORTED,,calendar
Committee on Indian Affairs. Reported by Senator Dorgan with an amendment in the nature of a substitute. With written report No. 111-118.,s375,SLIA,2010-01-21,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 259.,s375,,2010-01-21,,,calendar
Sponsor introductory remarks on measure.,s376,,2009-01-04,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s376,SSBK,2009-01-04,REFERRED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s377,SSEV,2009-01-04,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s378,SSJU,2009-01-04,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s378,,2009-01-10,,,action
Sponsor introductory remarks on measure.,s379,,2009-01-04,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s379,SSJU,2009-01-04,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported with an amendment favorably.,s379,SSJU,2009-01-15,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy with amendments. Without written report.,s379,SSJU,2009-01-15,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 181.,s379,,2009-01-15,,,calendar
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s380,SSCM,2009-01-04,INTRODUCED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment favorably.",s380,SSCM,2009-01-20,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Rockefeller with amendments. With written report No. 111-65.",s380,SSCM,2009-01-04,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 148.,s380,,2009-01-04,,,calendar
Sponsor introductory remarks on measure.,s381,,2009-01-04,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s381,SLIA,2009-01-04,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s382,SSFI,2009-01-04,INTRODUCED,,referral
"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent.",s383,,2009-01-04,INTRODUCED,,vote
Message on Senate action sent to the House.,s383,,2009-01-05,,,action
Received in the House.,s383,,2009-01-09,,14:03:00,action
"Referred to the Committee on Financial Services, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s383,HSBA,2009-01-09,,,referral
Referred to House Financial Services,s383,HSBA,2009-01-09,,,referral
Referred to House Oversight and Government Reform,s383,HSGO,2009-01-09,,,referral
Committee Consideration and Mark-up Session Held.,s383,,2009-01-12,,,action
Ordered to be Reported by Voice Vote.,s383,,2009-01-12,,,calendar
"Reported by the Committee on Financial Services. H. Rept. 111-41, Part I.",s383,HSBA,2009-01-19,,17:30:00,action
Committee on Oversight and Government discharged.,s383,,2009-01-19,,17:45:00,action
"Placed on the Union Calendar, Calendar No. 12.",s383,,2009-01-19,,17:49:00,calendar
Mr. Moore (KS) moved to suspend the rules and pass the bill.,s383,,2009-01-25,,11:19:00,action
Considered under suspension of the rules.,s383,,2009-01-25,,11:19:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 383.,s383,,2009-01-25,,11:19:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s383,,2009-01-25,,11:45:00,action
Considered as unfinished business.,s383,,2009-01-25,,12:20:00,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 423 - 0 (Roll no. 152).,s383,,2009-01-25,PASSED:BILL,12:25:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s383,,2009-01-25,,12:25:00,action
Cleared for White House.,s383,,2009-01-25,,,topresident
Presented to President.,s383,,2009-01-14,,,topresident
Signed by President.,s383,,2009-01-24,ENACTED:SIGNED,,signed
Became Public Law No: 111-15.,s383,,2009-01-24,,,enacted
Sponsor introductory remarks on measure.,s384,,2009-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s384,SSFR,2009-01-05,REFERRED,,referral
Committee on Foreign Relations. Ordered to be reported with an amendment favorably.,s384,SSFR,2009-01-31,REPORTED,,calendar
Committee on Foreign Relations. Reported by Senator Kerry with amendments. With written report No. 111-19.,s384,SSFR,2009-01-13,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 60.,s384,,2009-01-13,,,calendar
Sponsor introductory remarks on measure.,s385,,2009-01-05,INTRODUCED,,action
Read twice and referred to the Select Committee on Intelligence.,s385,HLIG,2009-01-05,REFERRED,,referral
Sponsor introductory remarks on measure.,s386,,2009-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s386,SSJU,2009-01-05,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported with an amendment favorably.,s386,SSJU,2009-01-05,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy with an amendment in the nature of a substitute. Without written report.,s386,SSJU,2009-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 28.,s386,,2009-01-05,,,calendar
By Senator Leahy from Committee on the Judiciary filed written report. Report No. 111-10.,s386,SSJU,2009-01-23,,,action
Cloture motion on the motion to proceed to the measure presented in Senate.,s386,,2009-01-03,,,action
Motion to proceed to measure considered in Senate.,s386,,2009-01-20,,,action
Cloture motion on the motion to proceed to the measure withdrawn by unanimous consent in Senate.,s386,,2009-01-21,,,action
Measure laid before Senate by unanimous consent.,s386,,2009-01-22,,,action
Considered by Senate.,s386,,2009-01-23,,,action
Cloture motion on the committee substitute amendment presented in Senate.,s386,,2009-01-23,,,action
Considered by Senate.,s386,,2009-01-27,,,action
Cloture on the committee substitute amendment invoked in Senate by Yea-Nay Vote. 84 - 4. Record Vote Number: 170.,s386,,2009-01-27,,,action
Point of order raised against pending amendments en bloc.,s386,,2009-01-27,,,action
The committee substitute as amended agreed to by Unanimous Consent Vote.,s386,,2009-01-27,,,action
Considered by Senate.,s386,,2009-01-28,,,action
Passed Senate with an amendment by Yea-Nay Vote. 92 - 4. Record Vote Number: 171.,s386,,2009-01-28,PASS_OVER:SENATE,,vote
Received in the House.,s386,,2009-01-28,,15:57:00,action
Message on Senate action sent to the House.,s386,,2009-01-28,,,action
Held at the desk.,s386,,2009-01-28,,17:17:00,action
"Mr. Scott (VA) moved to suspend the rules and pass the bill, as amended.",s386,,2009-01-06,,14:22:00,action
Considered under suspension of the rules.,s386,,2009-01-06,,14:22:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 386.,s386,,2009-01-06,,14:22:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s386,,2009-01-06,,15:01:00,action
Considered as unfinished business.,s386,,2009-01-06,,15:30:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 367 - 59, 1 Present (Roll no. 235).",s386,,2009-01-06,PASS_BACK:HOUSE,15:39:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s386,,2009-01-06,,15:39:00,action
The title of the measure was amended. Agreed to without objection.,s386,,2009-01-06,,15:39:00,action
Message on House action received in Senate and at desk: House amendments to Senate bill.,s386,,2009-01-06,,,action
Senate concurred in House amendment with an amendment (SA 1128) by Unanimous Consent.,s386,,2009-01-14,PASS_BACK:SENATE,,vote
Senate concurred in the House amendment to the title by Unanimous Consent.,s386,,2009-01-14,PASSED:BILL,,vote
Message on Senate action sent to the House.,s386,,2009-01-15,,,action
Mr. Scott (VA) moved that the House suspend the rules and agree to the Senate amendment to the House amendments.,s386,,2009-01-18,,15:13:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 386.,s386,,2009-01-18,,15:15:00,action
"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Mr. Burgess objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was withdrawn.",s386,,2009-01-18,,15:22:00,action
On motion that the House suspend the rules and agree to the Senate amendment to the House amendments Agreed to by the Yeas and Nays: (2/3 required): 338 - 52 (Roll no. 268).,s386,,2009-01-18,PASSED:BILL,19:09:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s386,,2009-01-18,,19:09:00,action
Cleared for White House.,s386,,2009-01-19,,,topresident
Presented to President.,s386,,2009-01-19,,,topresident
Signed by President.,s386,,2009-01-20,ENACTED:SIGNED,,signed
Became Public Law No: 111-21.,s386,,2009-01-20,,,enacted
Sponsor introductory remarks on measure.,s387,,2009-01-05,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s387,SSEV,2009-01-05,REFERRED,,referral
Senate Committee on Environment and Public Works discharged by Unanimous Consent.,s387,SSEV,2009-01-26,,,action
Passed Senate without amendment by Unanimous Consent.,s387,,2009-01-26,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s387,,2009-01-27,,,action
Message on Senate action sent to the House.,s387,,2009-01-27,,,action
Received in the House.,s387,,2009-01-02,,14:25:00,action
Referred to the House Committee on Transportation and Infrastructure.,s387,HSPW,2009-01-02,,,referral
"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",s387,,2009-01-03,,,referral
For further action see P.L. 111-14.,s387,,2009-01-23,,,action
Sponsor introductory remarks on measure.,s388,,2009-01-05,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s388,SSJU,2009-01-05,REFERRED,,referral
Sponsor introductory remarks on measure.,s389,,2009-01-05,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s389,SSCM,2009-01-05,REFERRED,,referral
Read twice and referred to the Committee on Armed Services.,s390,SSAS,2009-01-05,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s391,SSFI,2009-01-05,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s392,SSBK,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s393,SSJU,2009-01-06,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s394,SSFI,2009-01-09,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s395,,2009-01-09,INTRODUCED,,action
Read twice and referred to the Committee on Rules and Administration.,s395,SSRA,2009-01-09,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s396,SSJU,2009-01-09,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s397,SSJU,2009-01-09,INTRODUCED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s398,SSEV,2009-01-09,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s399,SSBK,2009-01-09,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s400,SSBK,2009-01-09,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s401,SSHR,2009-01-09,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s402,,2009-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s402,SSVA,2009-01-10,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s403,SSJU,2009-01-10,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s404,,2009-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s404,SSVA,2009-01-10,REFERRED,,referral
Sponsor introductory remarks on measure.,s405,,2009-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s405,SSFI,2009-01-10,REFERRED,,referral
Sponsor introductory remarks on measure.,s406,,2009-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s406,SSFI,2009-01-10,REFERRED,,referral
Sponsor introductory remarks on measure.,s407,,2009-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s407,SSVA,2009-01-10,REFERRED,,referral
Committee on Veterans' Affairs. Hearings held.,s407,SSVA,2009-01-29,,,hearings
Committee on Veterans' Affairs. Ordered to be reported without amendment favorably.,s407,SSVA,2009-01-21,REPORTED,,calendar
Committee on Veterans' Affairs. Reported by Senator Akaka with an amendment in the nature of a substitute and an amendment to the title. With written report No. 111-24.,s407,SSVA,2009-01-04,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 70.,s407,,2009-01-04,,,calendar
Passed Senate with an amendment and an amendment to the Title by Unanimous Consent.,s407,,2009-01-10,PASS_OVER:SENATE,,vote
Received in the House.,s407,,2009-01-11,,15:35:00,action
Message on Senate action sent to the House.,s407,,2009-01-11,,,action
Held at the desk.,s407,,2009-01-11,,17:32:00,action
Mr. Filner moved to suspend the rules and pass the bill.,s407,,2009-01-23,,12:10:00,action
Considered under suspension of the rules.,s407,,2009-01-23,,12:11:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 407.,s407,,2009-01-23,,12:11:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s407,,2009-01-23,,12:17:00,action
Considered as unfinished business.,s407,,2009-01-23,,18:32:00,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 403 - 0 (Roll no. 419).,s407,,2009-01-23,PASSED:BILL,18:57:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s407,,2009-01-23,,18:57:00,action
Cleared for White House.,s407,,2009-01-23,,,topresident
Presented to President.,s407,,2009-01-25,,,topresident
Signed by President.,s407,,2009-01-30,ENACTED:SIGNED,,signed
Became Public Law No: 111-37.,s407,,2009-01-30,,,enacted
Sponsor introductory remarks on measure.,s408,,2009-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s408,SSHR,2009-01-10,REFERRED,,referral
Sponsor introductory remarks on measure.,s409,,2009-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s409,SSEG,2009-01-11,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 111-65.,s409,SSEG,2009-01-17,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s409,SSEG,2009-01-16,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman with an amendment in the nature of a substitute. With written report No. 111-129.,s409,SSEG,2010-01-02,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 279.,s409,,2010-01-02,,,calendar
Read twice and referred to the Committee on Finance.,s410,SSFI,2009-01-11,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s411,,2009-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s411,SSCM,2009-01-11,REFERRED,,referral
Sponsor introductory remarks on measure.,s412,,2009-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s412,SSGA,2009-01-11,REFERRED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s413,SSHR,2009-01-11,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s414,,2009-01-11,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s414,SSBK,2009-01-11,REFERRED,,referral
"Committee on Banking, Housing, and Urban Affairs. Ordered to be reported with amendments favorably.",s414,SSBK,2009-01-31,REPORTED,,calendar
"Committee on Banking, Housing, and Urban Affairs. Reported by Senator Dodd with an amendment in the nature of a substitute. Without written report.",s414,SSBK,2009-01-29,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 54.,s414,,2009-01-29,,,calendar
"By Senator Dodd from Committee on Banking, Housing, and Urban Affairs filed written report. Report No. 111-16.",s414,SSBK,2009-01-04,,,action
Read twice and referred to the Committee on the Judiciary.,s415,SSJU,2009-01-11,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s416,,2009-01-11,INTRODUCED,,action
Read twice and referred to the Committee on Foreign Relations.,s416,SSFR,2009-01-11,REFERRED,,referral
Sponsor introductory remarks on measure.,s417,,2009-01-11,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s417,SSJU,2009-01-11,REFERRED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s418,SSCM,2009-01-11,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s419,SSJU,2009-01-12,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s420,SSJU,2009-01-12,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s421,,2009-01-12,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s421,SSFI,2009-01-12,REFERRED,,referral
Sponsor introductory remarks on measure.,s422,,2009-01-12,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s422,SSHR,2009-01-12,REFERRED,,referral
Sponsor introductory remarks on measure.,s423,,2009-01-12,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s423,SSVA,2009-01-12,REFERRED,,referral
Committee on Veterans' Affairs. Ordered to be reported without amendment favorably.,s423,SSVA,2009-01-21,REPORTED,,calendar
Committee on Veterans' Affairs. Reported by Senator Akaka without amendment. With written report No. 111-41.,s423,SSVA,2009-01-08,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 101.,s423,,2009-01-08,,,calendar
Measure laid before Senate by unanimous consent.,s423,,2009-01-06,,,action
The bill was read the third time.,s423,,2009-01-06,,,action
Senate incorporated this measure in H.R. 1016 as an amendment.,s423,,2009-01-06,,,action
Senate passed companion measure H.R. 1016 in lieu of this measure by Unanimous Consent.,s423,,2009-01-06,,,action
Returned to the Calendar. Calendar No. 101.,s423,,2009-01-06,,,action
See also H.R. 1016.,s423,,2009-01-06,,,action
Sponsor introductory remarks on measure.,s424,,2009-01-12,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s424,SSJU,2009-01-12,REFERRED,,referral
Sponsor introductory remarks on measure.,s425,,2009-01-12,INTRODUCED,,action
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s425,HSAG,2009-01-12,REFERRED,,referral
Sponsor introductory remarks on measure.,s426,,2009-01-12,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s426,SSFI,2009-01-12,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s427,SSFI,2009-01-12,INTRODUCED,,referral
Read twice and referred to the Committee on Foreign Relations.,s428,SSFR,2009-01-12,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s429,,2009-01-12,INTRODUCED,,action
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s429,HSAG,2009-01-12,REFERRED,,referral
Sponsor introductory remarks on measure.,s430,,2009-01-12,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s430,SSEV,2009-01-12,REFERRED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s431,SSBK,2009-01-12,INTRODUCED,,referral
