_bill,_district,_id,_joined_at,_name,_state,_title,_type
hr7,32,S000250,2015-01-21,"Sessions, Pete",TX,Rep,original cosponsor
hr7,2,W000812,2015-01-21,"Wagner, Ann",MO,Rep,original cosponsor
hr7,2,W000813,2015-01-21,"Walorski, Jackie",IN,Rep,original cosponsor
hr7,45,W000820,2015-01-21,"Walters, Mimi",CA,Rep,original cosponsor
hr8,6,U000031,2015-09-16,"Upton, Fred",MI,Rep,sponsor
hr9,6,G000289,2015-02-05,"Goodlatte, Bob",VA,Rep,sponsor
hr9,2,A000369,2015-05-19,"Amodei, Mark E.",NV,Rep,cosponsor
hr9,1,C000266,2015-02-05,"Chabot, Steve",OH,Rep,original cosponsor
hr9,3,C001076,2015-02-05,"Chaffetz, Jason",UT,Rep,original cosponsor
hr9,5,C001061,2015-06-09,"Cleaver, Emanuel",MO,Rep,cosponsor
hr9,7,C001048,2015-06-15,"Culberson, John Abney",TX,Rep,cosponsor
hr9,4,D000191,2015-02-05,"DeFazio, Peter A.",OR,Rep,original cosponsor
hr9,18,E000215,2015-02-05,"Eshoo, Anna G.",CA,Rep,original cosponsor
hr9,27,F000460,2015-02-05,"Farenthold, Blake",TX,Rep,original cosponsor
hr9,8,F000458,2015-05-19,"Fincher, Stephen Lee",TN,Rep,cosponsor
hr9,4,F000445,2015-02-05,"Forbes, J. Randy",VA,Rep,original cosponsor
hr9,4,H001070,2015-06-02,"Hardy, Cresent",NV,Rep,cosponsor
hr9,13,H001065,2015-02-05,"Holding, George",NC,Rep,original cosponsor
hr9,17,H001034,2015-02-05,"Honda, Michael M.",CA,Rep,original cosponsor
hr9,2,H001068,2015-02-05,"Huffman, Jared",CA,Rep,original cosponsor
hr9,49,I000056,2015-02-05,"Issa, Darrell E.",CA,Rep,original cosponsor
hr9,8,J000294,2015-02-05,"Jeffries, Hakeem S.",NY,Rep,original cosponsor
hr9,6,J000292,2015-02-05,"Johnson, Bill",OH,Rep,original cosponsor
hr9,2,L000560,2015-02-05,"Larsen, Rick",WA,Rep,original cosponsor
hr9,19,L000397,2015-02-05,"Lofgren, Zoe",CA,Rep,original cosponsor
hr9,10,M001179,2015-02-05,"Marino, Tom",PA,Rep,original cosponsor
hr9,10,N000002,2015-02-05,"Nadler, Jerrold",NY,Rep,original cosponsor
hr9,2,P000588,2015-04-13,"Pearce, Stevan",NM,Rep,cosponsor
hr9,0,P000596,2015-02-05,"Pierluisi, Pedro R.",PR,Rep,original cosponsor
hr9,32,S000250,2015-04-15,"Sessions, Pete",TX,Rep,cosponsor
hr9,21,S000583,2015-02-05,"Smith, Lamar",TX,Rep,original cosponsor
hr9,15,S001193,2015-02-11,"Swalwell, Eric",CA,Rep,cosponsor
hr9,5,T000460,2015-02-05,"Thompson, Mike",CA,Rep,original cosponsor
hr10,8,B000589,2015-10-05,"Boehner, John A.",OH,Rep,sponsor
hr10,1,B001250,2015-10-06,"Bishop, Rob",UT,Rep,cosponsor
hr10,1,B001294,2015-10-07,"Blum, Rod",IA,Rep,cosponsor
hr10,3,C001076,2015-10-05,"Chaffetz, Jason",UT,Rep,original cosponsor
hr10,4,C001053,2015-10-06,"Cole, Tom",OK,Rep,cosponsor
hr10,10,C001105,2015-10-06,"Comstock, Barbara",VA,Rep,cosponsor
hr10,6,D000621,2015-10-06,"DeSantis, Ron",FL,Rep,cosponsor
hr10,5,F000450,2015-10-06,"Foxx, Virginia",NC,Rep,cosponsor
hr10,11,F000372,2015-10-05,"Frelinghuysen, Rodney P.",NJ,Rep,original cosponsor
hr10,2,K000363,2015-10-05,"Kline, John",MN,Rep,original cosponsor
hr10,3,L000563,2015-10-05,"Lipinski, Daniel",IL,Rep,original cosponsor
hr10,11,M001187,2015-10-08,"Meadows, Mark",NC,Rep,cosponsor
hr10,6,M001189,2015-10-05,"Messer, Luke",IN,Rep,original cosponsor
hr10,5,M001182,2015-10-07,"Mulvaney, Mick",SC,Rep,cosponsor
hr10,4,R000592,2015-10-05,"Rokita, Todd",IN,Rep,original cosponsor
hr12,5,L000287,2015-03-19,"Lewis, John",GA,Rep,sponsor
hr12,12,A000370,2015-03-19,"Adams, Alma S.",NC,Rep,original cosponsor
hr12,31,A000371,2015-03-19,"Aguilar, Pete",CA,Rep,original cosponsor
hr12,2,A000373,2015-03-19,"Ashford, Brad",NE,Rep,original cosponsor
hr12,37,B001270,2015-03-19,"Bass, Karen",CA,Rep,original cosponsor
hr12,3,B001281,2015-03-19,"Beatty, Joyce",OH,Rep,original cosponsor
hr12,34,B000287,2015-03-19,"Becerra, Xavier",CA,Rep,original cosponsor
hr12,7,B001287,2015-05-21,"Bera, Ami",CA,Rep,cosponsor
hr12,8,B001292,2015-03-19,"Beyer, Donald S., Jr.",VA,Rep,original cosponsor
hr12,2,B000490,2015-03-19,"Bishop, Sanford D., Jr.",GA,Rep,original cosponsor
hr12,3,B000574,2015-03-19,"Blumenauer, Earl",OR,Rep,original cosponsor
hr12,1,B001278,2015-03-19,"Bonamici, Suzanne",OR,Rep,original cosponsor
hr12,0,B001245,2015-03-19,"Bordallo, Madeleine Z.",GU,Rep,original cosponsor
hr12,13,B001296,2015-03-19,"Boyle, Brendan F.",PA,Rep,original cosponsor
hr12,1,B001227,2015-03-19,"Brady, Robert A.",PA,Rep,original cosponsor
hr12,5,B000911,2015-03-19,"Brown, Corrine",FL,Rep,original cosponsor
hr12,26,B001285,2015-03-19,"Brownley, Julia",CA,Rep,original cosponsor
hr12,17,B001286,2015-03-19,"Bustos, Cheri",IL,Rep,original cosponsor
hr12,1,B001251,2015-03-19,"Butterfield, G. K.",NC,Rep,original cosponsor
hr12,24,C001036,2015-03-19,"Capps, Lois",CA,Rep,original cosponsor
hr12,7,C001037,2016-04-26,"Capuano, Michael E.",MA,Rep,cosponsor
hr12,29,C001097,2015-03-19,"Cardenas, Tony",CA,Rep,original cosponsor
hr12,0,C001083,2015-03-19,"Carney, John C., Jr.",DE,Rep,original cosponsor
hr12,7,C001072,2015-03-19,"Carson, Andre",IN,Rep,original cosponsor
hr12,17,C001090,2015-03-19,"Cartwright, Matt",PA,Rep,original cosponsor
hr12,14,C001066,2015-03-19,"Castor, Kathy",FL,Rep,original cosponsor
hr12,20,C001091,2015-03-19,"Castro, Joaquin",TX,Rep,original cosponsor
hr12,27,C001080,2015-03-19,"Chu, Judy",CA,Rep,original cosponsor
hr12,1,C001084,2015-03-19,"Cicilline, David N.",RI,Rep,original cosponsor
hr12,5,C001101,2015-03-19,"Clark, Katherine M.",MA,Rep,original cosponsor
hr12,9,C001067,2015-03-19,"Clarke, Yvette D.",NY,Rep,original cosponsor
hr12,1,C001049,2015-03-19,"Clay, Wm. Lacy",MO,Rep,original cosponsor
hr12,5,C001061,2015-03-19,"Cleaver, Emanuel",MO,Rep,original cosponsor
hr12,6,C000537,2015-03-19,"Clyburn, James E.",SC,Rep,original cosponsor
hr12,9,C001068,2015-03-19,"Cohen, Steve",TN,Rep,original cosponsor
hr12,11,C001078,2015-03-19,"Connolly, Gerald E.",VA,Rep,original cosponsor
hr12,13,C000714,2015-03-19,"Conyers, John, Jr.",MI,Rep,original cosponsor
hr12,16,C001059,2015-03-19,"Costa, Jim",CA,Rep,original cosponsor
hr12,2,C001069,2015-03-19,"Courtney, Joe",CT,Rep,original cosponsor
hr12,14,C001038,2015-03-19,"Crowley, Joseph",NY,Rep,original cosponsor
hr12,28,C001063,2015-03-19,"Cuellar, Henry",TX,Rep,original cosponsor
hr12,7,C000984,2015-03-19,"Cummings, Elijah E.",MD,Rep,original cosponsor
hr12,7,D000096,2015-03-19,"Davis, Danny K.",IL,Rep,original cosponsor
hr12,53,D000598,2015-03-25,"Davis, Susan A.",CA,Rep,cosponsor
hr12,4,D000191,2015-03-19,"DeFazio, Peter A.",OR,Rep,original cosponsor
hr12,1,D000197,2015-03-19,"DeGette, Diana",CO,Rep,original cosponsor
hr12,6,D000620,2016-04-26,"Delaney, John K.",MD,Rep,cosponsor
hr12,3,D000216,2015-03-19,"DeLauro, Rosa L.",CT,Rep,original cosponsor
hr12,1,D000617,2015-03-19,"DelBene, Suzan K.",WA,Rep,original cosponsor
hr12,11,D000623,2015-03-19,"DeSaulnier, Mark",CA,Rep,original cosponsor
hr12,21,D000610,2015-03-19,"Deutch, Theodore E.",FL,Rep,original cosponsor
hr12,12,D000624,2015-03-19,"Dingell, Debbie",MI,Rep,original cosponsor
hr12,35,D000399,2015-03-19,"Doggett, Lloyd",TX,Rep,original cosponsor
hr12,14,D000482,2015-03-19,"Doyle, Michael F.",PA,Rep,original cosponsor
hr12,8,D000622,2015-03-19,"Duckworth, Tammy",IL,Rep,original cosponsor
hr12,4,E000290,2015-03-19,"Edwards, Donna F.",MD,Rep,original cosponsor
hr12,5,E000288,2015-03-19,"Ellison, Keith",MN,Rep,original cosponsor
hr12,16,E000179,2015-03-25,"Engel, Eliot L.",NY,Rep,cosponsor
hr12,18,E000215,2016-06-14,"Eshoo, Anna G.",CA,Rep,cosponsor
hr12,5,E000293,2015-03-19,"Esty, Elizabeth H.",CT,Rep,original cosponsor
hr12,20,F000030,2015-04-16,"Farr, Sam",CA,Rep,cosponsor
hr12,2,F000043,2015-03-19,"Fattah, Chaka",PA,Rep,original cosponsor
hr12,11,F000454,2015-03-19,"Foster, Bill",IL,Rep,original cosponsor
hr12,22,F000462,2015-03-19,"Frankel, Lois",FL,Rep,original cosponsor
hr12,11,F000455,2015-03-19,"Fudge, Marcia L.",OH,Rep,original cosponsor
hr12,2,G000571,2015-03-25,"Gabbard, Tulsi",HI,Rep,cosponsor
hr12,7,G000574,2015-03-19,"Gallego, Ruben",AZ,Rep,original cosponsor
hr12,3,G000559,2015-03-19,"Garamendi, John",CA,Rep,original cosponsor
hr12,2,G000575,2015-04-16,"Graham, Gwen",FL,Rep,cosponsor
hr12,9,G000556,2015-03-19,"Grayson, Alan",FL,Rep,original cosponsor
hr12,9,G000553,2015-03-19,"Green, Al",TX,Rep,original cosponsor
hr12,29,G000410,2015-03-19,"Green, Gene",TX,Rep,original cosponsor
hr12,3,G000551,2015-03-19,"Grijalva, Raul M.",AZ,Rep,original cosponsor
hr12,4,G000535,2015-03-19,"Gutierrez, Luis V.",IL,Rep,original cosponsor
hr12,44,H001063,2015-03-19,"Hahn, Janice",CA,Rep,original cosponsor
hr12,20,H000324,2015-03-19,"Hastings, Alcee L.",FL,Rep,original cosponsor
hr12,10,H001064,2015-03-19,"Heck, Denny",WA,Rep,original cosponsor
hr12,26,H001038,2015-03-19,"Higgins, Brian",NY,Rep,original cosponsor
hr12,4,H001047,2016-05-27,"Himes, James A.",CT,Rep,cosponsor
hr12,15,H000636,2016-07-14,"Hinojosa, Ruben",TX,Rep,cosponsor
hr12,17,H001034,2015-03-19,"Honda, Michael M.",CA,Rep,original cosponsor
hr12,5,H000874,2015-03-19,"Hoyer, Steny H.",MD,Rep,original cosponsor
hr12,2,H001068,2015-03-19,"Huffman, Jared",CA,Rep,original cosponsor
hr12,3,I000057,2016-06-14,"Israel, Steve",NY,Rep,cosponsor
hr12,18,J000032,2015-03-19,"Jackson Lee, Sheila",TX,Rep,original cosponsor
hr12,8,J000294,2015-03-19,"Jeffries, Hakeem S.",NY,Rep,original cosponsor
hr12,30,J000126,2015-03-19,"Johnson, Eddie Bernice",TX,Rep,original cosponsor
hr12,4,J000288,2015-03-19,"Johnson, Henry C. ""Hank,"" Jr.",GA,Rep,original cosponsor
hr12,9,K000009,2015-03-19,"Kaptur, Marcy",OH,Rep,original cosponsor
hr12,9,K000375,2015-03-19,"Keating, William R.",MA,Rep,original cosponsor
hr12,2,K000385,2015-03-19,"Kelly, Robin L.",IL,Rep,original cosponsor
hr12,4,K000379,2015-03-19,"Kennedy, Joseph P., III",MA,Rep,original cosponsor
hr12,5,K000380,2015-03-19,"Kildee, Daniel T.",MI,Rep,original cosponsor
hr12,6,K000381,2015-03-19,"Kilmer, Derek",WA,Rep,original cosponsor
hr12,3,K000188,2015-03-19,"Kind, Ron",WI,Rep,original cosponsor
hr12,1,K000368,2015-03-19,"Kirkpatrick, Ann",AZ,Rep,original cosponsor
hr12,2,L000559,2015-03-19,"Langevin, James R.",RI,Rep,original cosponsor
hr12,2,L000560,2015-03-19,"Larsen, Rick",WA,Rep,original cosponsor
hr12,1,L000557,2015-03-19,"Larson, John B.",CT,Rep,original cosponsor
hr12,14,L000581,2015-03-19,"Lawrence, Brenda L.",MI,Rep,original cosponsor
hr12,13,L000551,2015-03-19,"Lee, Barbara",CA,Rep,original cosponsor
hr12,9,L000263,2015-06-23,"Levin, Sander M.",MI,Rep,cosponsor
hr12,33,L000582,2015-03-19,"Lieu, Ted",CA,Rep,original cosponsor
hr12,2,L000565,2015-03-19,"Loebsack, David",IA,Rep,original cosponsor
hr12,19,L000397,2015-03-19,"Lofgren, Zoe",CA,Rep,original cosponsor
hr12,47,L000579,2015-03-19,"Lowenthal, Alan S.",CA,Rep,original cosponsor
hr12,17,L000480,2015-03-19,"Lowey, Nita M.",NY,Rep,original cosponsor
hr12,1,L000580,2015-03-19,"Lujan Grisham, Michelle",NM,Rep,original cosponsor
hr12,3,L000570,2015-03-19,"Lujan, Ben Ray",NM,Rep,original cosponsor
hr12,8,L000562,2015-03-19,"Lynch, Stephen F.",MA,Rep,original cosponsor
hr12,12,M000087,2015-03-19,"Maloney, Carolyn B.",NY,Rep,original cosponsor
hr12,18,M001185,2015-03-19,"Maloney, Sean Patrick",NY,Rep,original cosponsor
hr12,6,M001163,2015-03-19,"Matsui, Doris O.",CA,Rep,original cosponsor
hr12,4,M001143,2015-03-19,"McCollum, Betty",MN,Rep,original cosponsor
hr12,7,M000404,2015-03-19,"McDermott, Jim",WA,Rep,original cosponsor
hr12,2,M000312,2015-03-19,"McGovern, James P.",MA,Rep,original cosponsor
hr12,9,M001166,2015-03-19,"McNerney, Jerry",CA,Rep,original cosponsor
hr12,5,M001137,2015-03-19,"Meeks, Gregory W.",NY,Rep,original cosponsor
hr12,6,M001188,2015-03-19,"Meng, Grace",NY,Rep,original cosponsor
hr12,4,M001160,2015-03-19,"Moore, Gwen",WI,Rep,original cosponsor
hr12,6,M001196,2015-03-19,"Moulton, Seth",MA,Rep,original cosponsor
hr12,18,M001191,2015-03-19,"Murphy, Patrick",FL,Rep,original cosponsor
hr12,10,N000002,2015-03-19,"Nadler, Jerrold",NY,Rep,original cosponsor
hr12,32,N000179,2015-03-19,"Napolitano, Grace F.",CA,Rep,original cosponsor
hr12,1,N000015,2015-03-19,"Neal, Richard E.",MA,Rep,original cosponsor
hr12,8,N000127,2015-03-19,"Nolan, Richard M.",MN,Rep,original cosponsor
hr12,1,N000188,2015-03-19,"Norcross, Donald",NJ,Rep,original cosponsor
hr12,0,N000147,2015-03-19,"Norton, Eleanor Holmes",DC,Rep,original cosponsor
hr12,16,O000170,2015-03-19,"O'Rourke, Beto",TX,Rep,original cosponsor
hr12,6,P000034,2015-03-19,"Pallone, Frank, Jr.",NJ,Rep,original cosponsor
hr12,9,P000096,2015-03-19,"Pascrell, Bill, Jr.",NJ,Rep,original cosponsor
hr12,10,P000604,2015-03-19,"Payne, Donald M., Jr.",NJ,Rep,original cosponsor
hr12,12,P000197,2015-03-19,"Pelosi, Nancy",CA,Rep,original cosponsor
hr12,7,P000593,2015-03-19,"Perlmutter, Ed",CO,Rep,original cosponsor
hr12,52,P000608,2015-03-19,"Peters, Scott H.",CA,Rep,original cosponsor
hr12,0,P000596,2015-03-19,"Pierluisi, Pedro R.",PR,Rep,original cosponsor
hr12,1,P000597,2015-03-19,"Pingree, Chellie",ME,Rep,original cosponsor
hr12,0,P000610,2015-03-19,"Plaskett, Stacey E.",VI,Rep,original cosponsor
hr12,2,P000607,2015-03-19,"Pocan, Mark",WI,Rep,original cosponsor
hr12,2,P000598,2015-03-19,"Polis, Jared",CO,Rep,original cosponsor
hr12,4,P000523,2015-03-19,"Price, David E.",NC,Rep,original cosponsor
hr12,5,Q000023,2015-03-19,"Quigley, Mike",IL,Rep,original cosponsor
hr12,13,R000053,2015-03-19,"Rangel, Charles B.",NY,Rep,original cosponsor
hr12,4,R000602,2015-03-19,"Rice, Kathleen M.",NY,Rep,original cosponsor
hr12,2,R000588,2015-03-19,"Richmond, Cedric L.",LA,Rep,original cosponsor
hr12,40,R000486,2015-03-19,"Roybal-Allard, Lucille",CA,Rep,original cosponsor
hr12,36,R000599,2015-03-19,"Ruiz, Raul",CA,Rep,original cosponsor
hr12,2,R000576,2015-03-19,"Ruppersberger, C. A. Dutch",MD,Rep,original cosponsor
hr12,1,R000515,2015-03-19,"Rush, Bobby L.",IL,Rep,original cosponsor
hr12,13,R000577,2016-05-27,"Ryan, Tim",OH,Rep,cosponsor
hr12,0,S001177,2015-03-19,"Sablan, Gregorio Kilili Camacho",MP,Rep,original cosponsor
hr12,38,S001156,2015-03-19,"Sanchez, Linda T.",CA,Rep,original cosponsor
hr12,46,S000030,2015-03-19,"Sanchez, Loretta",CA,Rep,original cosponsor
hr12,3,S001168,2015-03-19,"Sarbanes, John P.",MD,Rep,original cosponsor
hr12,9,S001145,2015-03-19,"Schakowsky, Janice D.",IL,Rep,original cosponsor
hr12,28,S001150,2015-03-19,"Schiff, Adam B.",CA,Rep,original cosponsor
hr12,5,S001180,2015-03-19,"Schrader, Kurt",OR,Rep,original cosponsor
hr12,13,S001157,2015-03-19,"Scott, David",GA,Rep,original cosponsor
hr12,3,S000185,2015-03-19,"Scott, Robert C. ""Bobby""",VA,Rep,original cosponsor
hr12,15,S000248,2015-03-19,"Serrano, Jose E.",NY,Rep,original cosponsor
hr12,7,S001185,2015-03-19,"Sewell, Terri A.",AL,Rep,original cosponsor
hr12,30,S000344,2015-03-19,"Sherman, Brad",CA,Rep,original cosponsor
hr12,8,S001165,2015-03-19,"Sires, Albio",NJ,Rep,original cosponsor
hr12,25,S000480,2015-03-19,"Slaughter, Louise McIntosh",NY,Rep,original cosponsor
hr12,9,S000510,2015-03-19,"Smith, Adam",WA,Rep,original cosponsor
hr12,14,S001175,2015-03-19,"Speier, Jackie",CA,Rep,original cosponsor
hr12,15,S001193,2015-03-19,"Swalwell, Eric",CA,Rep,original cosponsor
hr12,1,T000473,2015-03-19,"Takai, Mark",HI,Rep,original cosponsor
hr12,41,T000472,2016-04-12,"Takano, Mark",CA,Rep,cosponsor
hr12,2,T000193,2015-03-19,"Thompson, Bennie G.",MS,Rep,original cosponsor
hr12,5,T000460,2015-03-19,"Thompson, Mike",CA,Rep,original cosponsor
hr12,1,T000468,2015-03-19,"Titus, Dina",NV,Rep,original cosponsor
hr12,20,T000469,2015-03-19,"Tonko, Paul",NY,Rep,original cosponsor
hr12,35,T000474,2015-03-19,"Torres, Norma J.",CA,Rep,original cosponsor
hr12,3,T000465,2015-03-19,"Tsongas, Niki",MA,Rep,original cosponsor
hr12,8,V000128,2015-03-19,"Van Hollen, Chris",MD,Rep,original cosponsor
hr12,51,V000130,2015-03-19,"Vargas, Juan",CA,Rep,original cosponsor
hr12,33,V000131,2015-03-19,"Veasey, Marc A.",TX,Rep,original cosponsor
hr12,34,V000132,2015-03-25,"Vela, Filemon",TX,Rep,cosponsor
hr12,7,V000081,2015-03-19,"Velazquez, Nydia M.",NY,Rep,original cosponsor
hr12,1,V000108,2015-03-19,"Visclosky, Peter J.",IN,Rep,original cosponsor
hr12,1,W000799,2015-03-25,"Walz, Timothy J.",MN,Rep,cosponsor
hr12,23,W000797,2015-03-19,"Wasserman Schultz, Debbie",FL,Rep,original cosponsor
hr12,43,W000187,2015-03-19,"Waters, Maxine",CA,Rep,original cosponsor
hr12,12,W000822,2015-03-19,"Watson Coleman, Bonnie",NJ,Rep,original cosponsor
hr12,0,W000800,2015-03-19,"Welch, Peter",VT,Rep,original cosponsor
hr12,24,W000808,2015-03-19,"Wilson, Frederica S.",FL,Rep,original cosponsor
hr12,3,Y000062,2015-03-19,"Yarmuth, John A.",KY,Rep,original cosponsor
hr20,3,S001168,2015-01-21,"Sarbanes, John P.",MD,Rep,sponsor
hr20,12,A000370,2015-01-21,"Adams, Alma S.",NC,Rep,original cosponsor
hr20,31,A000371,2015-07-07,"Aguilar, Pete",CA,Rep,cosponsor
hr20,2,A000373,2016-04-13,"Ashford, Brad",NE,Rep,cosponsor
hr20,37,B001270,2015-06-24,"Bass, Karen",CA,Rep,cosponsor
hr20,3,B001281,2015-01-21,"Beatty, Joyce",OH,Rep,original cosponsor
hr20,34,B000287,2015-01-21,"Becerra, Xavier",CA,Rep,original cosponsor
hr20,7,B001287,2015-01-21,"Bera, Ami",CA,Rep,original cosponsor
hr20,8,B001292,2015-01-21,"Beyer, Donald S., Jr.",VA,Rep,original cosponsor
hr20,3,B000574,2015-01-21,"Blumenauer, Earl",OR,Rep,original cosponsor
hr20,1,B001278,2015-01-21,"Bonamici, Suzanne",OR,Rep,original cosponsor
hr20,13,B001296,2015-03-19,"Boyle, Brendan F.",PA,Rep,cosponsor
hr20,1,B001227,2015-01-21,"Brady, Robert A.",PA,Rep,original cosponsor
hr20,5,B000911,2015-01-21,"Brown, Corrine",FL,Rep,original cosponsor
hr20,26,B001285,2015-01-21,"Brownley, Julia",CA,Rep,original cosponsor
hr20,17,B001286,2015-01-21,"Bustos, Cheri",IL,Rep,original cosponsor
hr20,1,B001251,2015-01-21,"Butterfield, G. K.",NC,Rep,original cosponsor
hr20,24,C001036,2015-01-21,"Capps, Lois",CA,Rep,original cosponsor
hr20,7,C001037,2015-01-21,"Capuano, Michael E.",MA,Rep,original cosponsor
hr20,0,C001083,2015-01-21,"Carney, John C., Jr.",DE,Rep,original cosponsor
hr20,7,C001072,2015-01-21,"Carson, Andre",IN,Rep,original cosponsor
hr20,17,C001090,2015-01-21,"Cartwright, Matt",PA,Rep,original cosponsor
hr20,14,C001066,2015-04-23,"Castor, Kathy",FL,Rep,cosponsor
hr20,20,C001091,2015-01-21,"Castro, Joaquin",TX,Rep,original cosponsor
hr20,27,C001080,2015-01-21,"Chu, Judy",CA,Rep,original cosponsor
hr20,1,C001084,2015-01-21,"Cicilline, David N.",RI,Rep,original cosponsor
hr20,5,C001101,2015-01-21,"Clark, Katherine M.",MA,Rep,original cosponsor
hr20,9,C001067,2015-01-21,"Clarke, Yvette D.",NY,Rep,original cosponsor
hr20,1,C001049,2015-09-28,"Clay, Wm. Lacy",MO,Rep,cosponsor
hr20,6,C000537,2015-01-21,"Clyburn, James E.",SC,Rep,original cosponsor
hr20,9,C001068,2015-01-21,"Cohen, Steve",TN,Rep,original cosponsor
hr20,11,C001078,2015-01-21,"Connolly, Gerald E.",VA,Rep,original cosponsor
hr20,13,C000714,2015-01-21,"Conyers, John, Jr.",MI,Rep,original cosponsor
hr20,5,C000754,2015-01-21,"Cooper, Jim",TN,Rep,original cosponsor
hr20,2,C001069,2015-01-21,"Courtney, Joe",CT,Rep,original cosponsor
hr20,14,C001038,2015-01-21,"Crowley, Joseph",NY,Rep,original cosponsor
hr20,7,C000984,2015-01-21,"Cummings, Elijah E.",MD,Rep,original cosponsor
hr20,7,D000096,2015-01-21,"Davis, Danny K.",IL,Rep,original cosponsor
hr20,53,D000598,2015-01-21,"Davis, Susan A.",CA,Rep,original cosponsor
hr20,4,D000191,2015-01-21,"DeFazio, Peter A.",OR,Rep,original cosponsor
hr20,1,D000197,2015-01-21,"DeGette, Diana",CO,Rep,original cosponsor
hr20,6,D000620,2015-01-21,"Delaney, John K.",MD,Rep,original cosponsor
hr20,3,D000216,2015-01-21,"DeLauro, Rosa L.",CT,Rep,original cosponsor
hr20,1,D000617,2015-01-21,"DelBene, Suzan K.",WA,Rep,original cosponsor
hr20,11,D000623,2015-01-21,"DeSaulnier, Mark",CA,Rep,original cosponsor
hr20,21,D000610,2015-01-21,"Deutch, Theodore E.",FL,Rep,original cosponsor
hr20,12,D000624,2015-01-21,"Dingell, Debbie",MI,Rep,original cosponsor
hr20,35,D000399,2015-02-13,"Doggett, Lloyd",TX,Rep,cosponsor
hr20,14,D000482,2016-04-27,"Doyle, Michael F.",PA,Rep,cosponsor
hr20,8,D000622,2015-02-03,"Duckworth, Tammy",IL,Rep,cosponsor
hr20,4,E000290,2015-01-21,"Edwards, Donna F.",MD,Rep,original cosponsor
hr20,5,E000288,2015-01-21,"Ellison, Keith",MN,Rep,original cosponsor
hr20,16,E000179,2015-01-21,"Engel, Eliot L.",NY,Rep,original cosponsor
hr20,18,E000215,2015-09-08,"Eshoo, Anna G.",CA,Rep,cosponsor
hr20,5,E000293,2015-01-21,"Esty, Elizabeth H.",CT,Rep,original cosponsor
hr20,20,F000030,2015-01-21,"Farr, Sam",CA,Rep,original cosponsor
hr20,11,F000454,2015-01-21,"Foster, Bill",IL,Rep,original cosponsor
hr20,22,F000462,2015-01-21,"Frankel, Lois",FL,Rep,original cosponsor
hr20,11,F000455,2015-01-21,"Fudge, Marcia L.",OH,Rep,original cosponsor
hr20,2,G000571,2015-03-26,"Gabbard, Tulsi",HI,Rep,cosponsor
hr20,7,G000574,2015-01-21,"Gallego, Ruben",AZ,Rep,original cosponsor
hr20,2,G000575,2016-11-15,"Graham, Gwen",FL,Rep,cosponsor
hr20,9,G000556,2015-01-21,"Grayson, Alan",FL,Rep,original cosponsor
hr20,9,G000553,2015-01-21,"Green, Al",TX,Rep,original cosponsor
hr20,29,G000410,2015-01-21,"Green, Gene",TX,Rep,original cosponsor
hr20,3,G000551,2015-01-21,"Grijalva, Raul M.",AZ,Rep,original cosponsor
hr20,4,G000535,2015-01-21,"Gutierrez, Luis V.",IL,Rep,original cosponsor
hr20,44,H001063,2015-01-21,"Hahn, Janice",CA,Rep,original cosponsor
hr20,20,H000324,2015-01-21,"Hastings, Alcee L.",FL,Rep,original cosponsor
hr20,10,H001064,2015-01-21,"Heck, Denny",WA,Rep,original cosponsor
hr20,4,H001047,2015-01-21,"Himes, James A.",CT,Rep,original cosponsor
hr20,15,H000636,2016-07-13,"Hinojosa, Ruben",TX,Rep,cosponsor
hr20,17,H001034,2015-01-21,"Honda, Michael M.",CA,Rep,original cosponsor
hr20,5,H000874,2015-01-21,"Hoyer, Steny H.",MD,Rep,original cosponsor
hr20,2,H001068,2015-01-21,"Huffman, Jared",CA,Rep,original cosponsor
hr20,3,I000057,2015-01-21,"Israel, Steve",NY,Rep,original cosponsor
hr20,18,J000032,2015-06-12,"Jackson Lee, Sheila",TX,Rep,cosponsor
hr20,8,J000294,2015-09-08,"Jeffries, Hakeem S.",NY,Rep,cosponsor
hr20,30,J000126,2015-01-21,"Johnson, Eddie Bernice",TX,Rep,original cosponsor
hr20,4,J000288,2015-01-21,"Johnson, Henry C. ""Hank,"" Jr.",GA,Rep,original cosponsor
hr20,3,J000255,2015-01-21,"Jones, Walter B., Jr.",NC,Rep,original cosponsor
hr20,9,K000009,2015-01-21,"Kaptur, Marcy",OH,Rep,original cosponsor
hr20,9,K000375,2016-04-13,"Keating, William R.",MA,Rep,cosponsor
hr20,2,K000385,2015-01-21,"Kelly, Robin L.",IL,Rep,original cosponsor
hr20,4,K000379,2015-01-21,"Kennedy, Joseph P., III",MA,Rep,original cosponsor
hr20,5,K000380,2015-10-27,"Kildee, Daniel T.",MI,Rep,cosponsor
hr20,6,K000381,2015-01-21,"Kilmer, Derek",WA,Rep,original cosponsor
hr20,3,K000188,2015-01-21,"Kind, Ron",WI,Rep,original cosponsor
hr20,1,K000368,2015-01-21,"Kirkpatrick, Ann",AZ,Rep,original cosponsor
hr20,2,K000382,2015-01-21,"Kuster, Ann M.",NH,Rep,original cosponsor
hr20,2,L000559,2015-01-21,"Langevin, James R.",RI,Rep,original cosponsor
hr20,2,L000560,2015-01-21,"Larsen, Rick",WA,Rep,original cosponsor
hr20,1,L000557,2015-01-21,"Larson, John B.",CT,Rep,original cosponsor
