_bill,_district,_id,_joined_at,_name,_state,_title,_type
hr20,14,L000581,2015-09-08,"Lawrence, Brenda L.",MI,Rep,cosponsor
hr20,13,L000551,2015-01-21,"Lee, Barbara",CA,Rep,original cosponsor
hr20,5,L000287,2015-01-21,"Lewis, John",GA,Rep,original cosponsor
hr20,33,L000582,2015-01-21,"Lieu, Ted",CA,Rep,original cosponsor
hr20,2,L000565,2015-01-21,"Loebsack, David",IA,Rep,original cosponsor
hr20,19,L000397,2015-01-21,"Lofgren, Zoe",CA,Rep,original cosponsor
hr20,47,L000579,2015-01-21,"Lowenthal, Alan S.",CA,Rep,original cosponsor
hr20,17,L000480,2015-01-21,"Lowey, Nita M.",NY,Rep,original cosponsor
hr20,1,L000580,2015-01-21,"Lujan Grisham, Michelle",NM,Rep,original cosponsor
hr20,3,L000570,2015-01-21,"Lujan, Ben Ray",NM,Rep,original cosponsor
hr20,8,L000562,2015-01-21,"Lynch, Stephen F.",MA,Rep,original cosponsor
hr20,12,M000087,2015-01-21,"Maloney, Carolyn B.",NY,Rep,original cosponsor
hr20,18,M001185,2015-01-21,"Maloney, Sean Patrick",NY,Rep,original cosponsor
hr20,6,M001163,2015-01-21,"Matsui, Doris O.",CA,Rep,original cosponsor
hr20,4,M001143,2015-01-21,"McCollum, Betty",MN,Rep,original cosponsor
hr20,7,M000404,2015-01-21,"McDermott, Jim",WA,Rep,original cosponsor
hr20,2,M000312,2015-01-21,"McGovern, James P.",MA,Rep,original cosponsor
hr20,9,M001166,2015-01-21,"McNerney, Jerry",CA,Rep,original cosponsor
hr20,5,M001137,2015-01-21,"Meeks, Gregory W.",NY,Rep,original cosponsor
hr20,6,M001188,2015-01-21,"Meng, Grace",NY,Rep,original cosponsor
hr20,4,M001160,2015-01-21,"Moore, Gwen",WI,Rep,original cosponsor
hr20,6,M001196,2015-06-24,"Moulton, Seth",MA,Rep,cosponsor
hr20,18,M001191,2015-01-21,"Murphy, Patrick",FL,Rep,original cosponsor
hr20,10,N000002,2015-01-21,"Nadler, Jerrold",NY,Rep,original cosponsor
hr20,32,N000179,2015-01-21,"Napolitano, Grace F.",CA,Rep,original cosponsor
hr20,8,N000127,2015-01-21,"Nolan, Richard M.",MN,Rep,original cosponsor
hr20,1,N000188,2015-03-16,"Norcross, Donald",NJ,Rep,cosponsor
hr20,0,N000147,2015-01-21,"Norton, Eleanor Holmes",DC,Rep,original cosponsor
hr20,16,O000170,2015-01-21,"O'Rourke, Beto",TX,Rep,original cosponsor
hr20,6,P000034,2015-01-21,"Pallone, Frank, Jr.",NJ,Rep,original cosponsor
hr20,9,P000096,2015-01-21,"Pascrell, Bill, Jr.",NJ,Rep,original cosponsor
hr20,12,P000197,2015-01-21,"Pelosi, Nancy",CA,Rep,original cosponsor
hr20,7,P000593,2015-01-21,"Perlmutter, Ed",CO,Rep,original cosponsor
hr20,52,P000608,2015-01-21,"Peters, Scott H.",CA,Rep,original cosponsor
hr20,1,P000597,2015-01-21,"Pingree, Chellie",ME,Rep,original cosponsor
hr20,2,P000607,2015-01-21,"Pocan, Mark",WI,Rep,original cosponsor
hr20,2,P000598,2015-01-21,"Polis, Jared",CO,Rep,original cosponsor
hr20,5,Q000023,2015-01-21,"Quigley, Mike",IL,Rep,original cosponsor
hr20,13,R000053,2015-01-21,"Rangel, Charles B.",NY,Rep,original cosponsor
hr20,4,R000602,2015-01-21,"Rice, Kathleen M.",NY,Rep,original cosponsor
hr20,40,R000486,2015-01-21,"Roybal-Allard, Lucille",CA,Rep,original cosponsor
hr20,2,R000576,2015-01-21,"Ruppersberger, C. A. Dutch",MD,Rep,original cosponsor
hr20,1,R000515,2015-01-21,"Rush, Bobby L.",IL,Rep,original cosponsor
hr20,13,R000577,2015-03-03,"Ryan, Tim",OH,Rep,cosponsor
hr20,38,S001156,2015-11-30,"Sanchez, Linda T.",CA,Rep,cosponsor
hr20,9,S001145,2015-01-21,"Schakowsky, Janice D.",IL,Rep,original cosponsor
hr20,5,S001180,2015-01-21,"Schrader, Kurt",OR,Rep,original cosponsor
hr20,3,S000185,2015-01-21,"Scott, Robert C. ""Bobby""",VA,Rep,original cosponsor
hr20,15,S000248,2015-01-21,"Serrano, Jose E.",NY,Rep,original cosponsor
hr20,7,S001185,2015-01-21,"Sewell, Terri A.",AL,Rep,original cosponsor
hr20,30,S000344,2015-01-21,"Sherman, Brad",CA,Rep,original cosponsor
hr20,8,S001165,2015-01-21,"Sires, Albio",NJ,Rep,original cosponsor
hr20,25,S000480,2015-01-21,"Slaughter, Louise McIntosh",NY,Rep,original cosponsor
hr20,9,S000510,2015-01-21,"Smith, Adam",WA,Rep,original cosponsor
hr20,14,S001175,2015-01-21,"Speier, Jackie",CA,Rep,original cosponsor
hr20,15,S001193,2015-01-21,"Swalwell, Eric",CA,Rep,original cosponsor
hr20,1,T000473,2015-01-21,"Takai, Mark",HI,Rep,original cosponsor
hr20,41,T000472,2015-01-21,"Takano, Mark",CA,Rep,original cosponsor
hr20,5,T000460,2015-01-21,"Thompson, Mike",CA,Rep,original cosponsor
hr20,20,T000469,2015-01-21,"Tonko, Paul",NY,Rep,original cosponsor
hr20,3,T000465,2015-01-21,"Tsongas, Niki",MA,Rep,original cosponsor
hr20,8,V000128,2015-01-21,"Van Hollen, Chris",MD,Rep,original cosponsor
hr20,51,V000130,2015-01-21,"Vargas, Juan",CA,Rep,original cosponsor
hr20,33,V000131,2015-01-27,"Veasey, Marc A.",TX,Rep,cosponsor
hr20,1,W000799,2015-01-21,"Walz, Timothy J.",MN,Rep,original cosponsor
hr20,23,W000797,2015-01-21,"Wasserman Schultz, Debbie",FL,Rep,original cosponsor
hr20,12,W000822,2015-01-21,"Watson Coleman, Bonnie",NJ,Rep,original cosponsor
hr20,0,W000800,2015-01-21,"Welch, Peter",VT,Rep,original cosponsor
hr20,24,W000808,2015-01-21,"Wilson, Frederica S.",FL,Rep,original cosponsor
hr20,3,Y000062,2015-01-21,"Yarmuth, John A.",KY,Rep,original cosponsor
hr21,5,S000244,2015-01-06,"Sensenbrenner, F. James, Jr.",WI,Rep,sponsor
hr21,1,B001283,2015-01-27,"Bridenstine, Jim",OK,Rep,cosponsor
hr21,4,D000191,2015-03-13,"DeFazio, Peter A.",OR,Rep,cosponsor
hr21,15,D000604,2015-06-24,"Dent, Charles W.",PA,Rep,cosponsor
hr21,4,G000565,2016-09-21,"Gosar, Paul A.",AZ,Rep,cosponsor
hr21,6,G000576,2015-06-11,"Grothman, Glenn",WI,Rep,cosponsor
hr21,3,J000255,2015-01-27,"Jones, Walter B., Jr.",NC,Rep,cosponsor
hr21,4,J000289,2015-01-28,"Jordan, Jim",OH,Rep,cosponsor
hr21,4,M001160,2015-03-13,"Moore, Gwen",WI,Rep,cosponsor
hr21,32,N000179,2015-04-21,"Napolitano, Grace F.",CA,Rep,cosponsor
hr21,11,N000185,2015-01-27,"Nugent, Richard B.",FL,Rep,cosponsor
hr21,4,P000605,2015-01-27,"Perry, Scott",PA,Rep,cosponsor
hr21,8,P000599,2015-02-03,"Posey, Bill",FL,Rep,cosponsor
hr21,8,R000587,2015-05-19,"Ribble, Reid J.",WI,Rep,cosponsor
hr21,5,S000018,2015-03-24,"Salmon, Matt",AZ,Rep,cosponsor
hr21,3,S001172,2015-04-28,"Smith, Adrian",NE,Rep,cosponsor
hr21,7,W000798,2015-01-27,"Walberg, Tim",MI,Rep,cosponsor
hr22,13,D000619,2015-01-06,"Davis, Rodney",IL,Rep,sponsor
hr22,2,A000369,2015-01-06,"Amodei, Mark E.",NV,Rep,original cosponsor
hr22,2,A000369,2015-01-06,"Amodei, Mark E.",NV,Rep,original cosponsor
hr22,2,A000373,2015-01-06,"Ashford, Brad",NE,Rep,original cosponsor
hr22,2,A000373,2015-01-06,"Ashford, Brad",NE,Rep,original cosponsor
hr22,36,B001291,2015-01-06,"Babin, Brian",TX,Rep,original cosponsor
hr22,36,B001291,2015-01-06,"Babin, Brian",TX,Rep,original cosponsor
hr22,11,B001269,2015-01-06,"Barletta, Lou",PA,Rep,original cosponsor
hr22,11,B001269,2015-01-06,"Barletta, Lou",PA,Rep,original cosponsor
hr22,6,B001282,2015-01-06,"Barr, Andy",KY,Rep,original cosponsor
hr22,6,B001282,2015-01-06,"Barr, Andy",KY,Rep,original cosponsor
hr22,1,B001271,2015-01-06,"Benishek, Dan",MI,Rep,original cosponsor
hr22,1,B001271,2015-01-06,"Benishek, Dan",MI,Rep,original cosponsor
hr22,12,B001257,2015-01-06,"Bilirakis, Gus M.",FL,Rep,original cosponsor
hr22,12,B001257,2015-01-06,"Bilirakis, Gus M.",FL,Rep,original cosponsor
hr22,6,B001273,2015-01-06,"Black, Diane",TN,Rep,original cosponsor
hr22,6,B001273,2015-01-06,"Black, Diane",TN,Rep,original cosponsor
hr22,7,B001243,2015-01-06,"Blackburn, Marsha",TN,Rep,original cosponsor
hr22,7,B001243,2015-01-06,"Blackburn, Marsha",TN,Rep,original cosponsor
hr22,12,B001295,2015-01-06,"Bost, Mike",IL,Rep,original cosponsor
hr22,12,B001295,2015-01-06,"Bost, Mike",IL,Rep,original cosponsor
hr22,3,B001255,2015-01-06,"Boustany, Charles W., Jr.",LA,Rep,original cosponsor
hr22,3,B001255,2015-01-06,"Boustany, Charles W., Jr.",LA,Rep,original cosponsor
hr22,8,B000755,2015-01-06,"Brady, Kevin",TX,Rep,original cosponsor
hr22,8,B000755,2015-01-06,"Brady, Kevin",TX,Rep,original cosponsor
hr22,7,B001290,2015-01-06,"Brat, Dave",VA,Rep,original cosponsor
hr22,7,B001290,2015-01-06,"Brat, Dave",VA,Rep,original cosponsor
hr22,5,B001274,2015-01-06,"Brooks, Mo",AL,Rep,original cosponsor
hr22,5,B001274,2015-01-06,"Brooks, Mo",AL,Rep,original cosponsor
hr22,42,C000059,2015-01-06,"Calvert, Ken",CA,Rep,original cosponsor
hr22,42,C000059,2015-01-06,"Calvert, Ken",CA,Rep,original cosponsor
hr22,1,C000266,2015-01-06,"Chabot, Steve",OH,Rep,original cosponsor
hr22,1,C000266,2015-01-06,"Chabot, Steve",OH,Rep,original cosponsor
hr22,19,C001102,2015-01-06,"Clawson, Curt",FL,Rep,original cosponsor
hr22,19,C001102,2015-01-06,"Clawson, Curt",FL,Rep,original cosponsor
hr22,6,C001077,2015-01-06,"Coffman, Mike",CO,Rep,original cosponsor
hr22,6,C001077,2015-01-06,"Coffman, Mike",CO,Rep,original cosponsor
hr22,4,C001053,2015-01-06,"Cole, Tom",OK,Rep,original cosponsor
hr22,4,C001053,2015-01-06,"Cole, Tom",OK,Rep,original cosponsor
hr22,10,C001105,2015-01-06,"Comstock, Barbara",VA,Rep,original cosponsor
hr22,10,C001105,2015-01-06,"Comstock, Barbara",VA,Rep,original cosponsor
hr22,8,C001094,2015-01-06,"Cook, Paul",CA,Rep,original cosponsor
hr22,8,C001094,2015-01-06,"Cook, Paul",CA,Rep,original cosponsor
hr22,6,C001106,2015-01-06,"Costello, Ryan A.",PA,Rep,original cosponsor
hr22,6,C001106,2015-01-06,"Costello, Ryan A.",PA,Rep,original cosponsor
hr22,0,C001096,2015-01-06,"Cramer, Kevin",ND,Rep,original cosponsor
hr22,0,C001096,2015-01-06,"Cramer, Kevin",ND,Rep,original cosponsor
hr22,1,C001087,2015-01-06,"Crawford, Eric A. ""Rick""",AR,Rep,original cosponsor
hr22,1,C001087,2015-01-06,"Crawford, Eric A. ""Rick""",AR,Rep,original cosponsor
hr22,26,C001107,2015-01-06,"Curbelo, Carlos",FL,Rep,original cosponsor
hr22,26,C001107,2015-01-06,"Curbelo, Carlos",FL,Rep,original cosponsor
hr22,10,D000612,2015-01-06,"Denham, Jeff",CA,Rep,original cosponsor
hr22,10,D000612,2015-01-06,"Denham, Jeff",CA,Rep,original cosponsor
hr22,7,D000614,2015-01-06,"Duffy, Sean P.",WI,Rep,original cosponsor
hr22,7,D000614,2015-01-06,"Duffy, Sean P.",WI,Rep,original cosponsor
hr22,2,D000533,2015-01-06,"Duncan, John J., Jr.",TN,Rep,original cosponsor
hr22,2,D000533,2015-01-06,"Duncan, John J., Jr.",TN,Rep,original cosponsor
hr22,2,E000291,2015-01-06,"Ellmers, Renee L.",NC,Rep,original cosponsor
hr22,2,E000291,2015-01-06,"Ellmers, Renee L.",NC,Rep,original cosponsor
hr22,6,E000294,2015-01-06,"Emmer, Tom",MN,Rep,original cosponsor
hr22,6,E000294,2015-01-06,"Emmer, Tom",MN,Rep,original cosponsor
hr22,27,F000460,2015-01-06,"Farenthold, Blake",TX,Rep,original cosponsor
hr22,27,F000460,2015-01-06,"Farenthold, Blake",TX,Rep,original cosponsor
hr22,8,F000458,2015-01-06,"Fincher, Stephen Lee",TN,Rep,original cosponsor
hr22,8,F000458,2015-01-06,"Fincher, Stephen Lee",TN,Rep,original cosponsor
hr22,8,F000451,2015-01-06,"Fitzpatrick, Michael G.",PA,Rep,original cosponsor
hr22,8,F000451,2015-01-06,"Fitzpatrick, Michael G.",PA,Rep,original cosponsor
hr22,3,F000459,2015-01-06,"Fleischmann, Charles J. ""Chuck""",TN,Rep,original cosponsor
hr22,3,F000459,2015-01-06,"Fleischmann, Charles J. ""Chuck""",TN,Rep,original cosponsor
hr22,8,F000448,2015-01-06,"Franks, Trent",AZ,Rep,original cosponsor
hr22,8,F000448,2015-01-06,"Franks, Trent",AZ,Rep,original cosponsor
hr22,2,G000571,2015-01-06,"Gabbard, Tulsi",HI,Rep,original cosponsor
hr22,2,G000571,2015-01-06,"Gabbard, Tulsi",HI,Rep,original cosponsor
hr22,7,G000563,2015-01-06,"Gibbs, Bob",OH,Rep,original cosponsor
hr22,7,G000563,2015-01-06,"Gibbs, Bob",OH,Rep,original cosponsor
hr22,19,G000564,2015-01-06,"Gibson, Christopher P.",NY,Rep,original cosponsor
hr22,19,G000564,2015-01-06,"Gibson, Christopher P.",NY,Rep,original cosponsor
hr22,6,G000289,2015-01-06,"Goodlatte, Bob",VA,Rep,original cosponsor
hr22,6,G000289,2015-01-06,"Goodlatte, Bob",VA,Rep,original cosponsor
hr22,4,G000565,2015-01-06,"Gosar, Paul A.",AZ,Rep,original cosponsor
hr22,4,G000565,2015-01-06,"Gosar, Paul A.",AZ,Rep,original cosponsor
hr22,9,G000568,2015-01-06,"Griffith, H. Morgan",VA,Rep,original cosponsor
hr22,9,G000568,2015-01-06,"Griffith, H. Morgan",VA,Rep,original cosponsor
hr22,1,G000570,2015-01-06,"Guinta, Frank C.",NH,Rep,original cosponsor
hr22,1,G000570,2015-01-06,"Guinta, Frank C.",NH,Rep,original cosponsor
hr22,22,H001051,2015-01-06,"Hanna, Richard L.",NY,Rep,original cosponsor
hr22,22,H001051,2015-01-06,"Hanna, Richard L.",NY,Rep,original cosponsor
hr22,4,H001070,2015-01-06,"Hardy, Cresent",NV,Rep,original cosponsor
hr22,4,H001070,2015-01-06,"Hardy, Cresent",NV,Rep,original cosponsor
hr22,4,H001053,2015-01-06,"Hartzler, Vicky",MO,Rep,original cosponsor
hr22,4,H001053,2015-01-06,"Hartzler, Vicky",MO,Rep,original cosponsor
hr22,2,H001072,2015-01-06,"Hill, J. French",AR,Rep,original cosponsor
hr22,2,H001072,2015-01-06,"Hill, J. French",AR,Rep,original cosponsor
hr22,8,H001067,2015-01-06,"Hudson, Richard",NC,Rep,original cosponsor
hr22,8,H001067,2015-01-06,"Hudson, Richard",NC,Rep,original cosponsor
hr22,2,H001058,2015-01-06,"Huizenga, Bill",MI,Rep,original cosponsor
hr22,2,H001058,2015-01-06,"Huizenga, Bill",MI,Rep,original cosponsor
hr22,14,H001059,2015-01-06,"Hultgren, Randy",IL,Rep,original cosponsor
hr22,14,H001059,2015-01-06,"Hultgren, Randy",IL,Rep,original cosponsor
hr22,50,H001048,2015-01-06,"Hunter, Duncan D.",CA,Rep,original cosponsor
hr22,50,H001048,2015-01-06,"Hunter, Duncan D.",CA,Rep,original cosponsor
hr22,3,J000297,2015-01-06,"Jenkins, Evan H.",WV,Rep,original cosponsor
hr22,3,J000297,2015-01-06,"Jenkins, Evan H.",WV,Rep,original cosponsor
hr22,2,J000290,2015-01-06,"Jenkins, Lynn",KS,Rep,original cosponsor
hr22,2,J000290,2015-01-06,"Jenkins, Lynn",KS,Rep,original cosponsor
hr22,6,J000292,2015-01-06,"Johnson, Bill",OH,Rep,original cosponsor
hr22,6,J000292,2015-01-06,"Johnson, Bill",OH,Rep,original cosponsor
hr22,13,J000296,2015-01-06,"Jolly, David",FL,Rep,original cosponsor
hr22,13,J000296,2015-01-06,"Jolly, David",FL,Rep,original cosponsor
hr22,3,J000255,2015-01-06,"Jones, Walter B., Jr.",NC,Rep,original cosponsor
hr22,3,J000255,2015-01-06,"Jones, Walter B., Jr.",NC,Rep,original cosponsor
hr22,14,J000295,2015-01-06,"Joyce, David P.",OH,Rep,original cosponsor
hr22,14,J000295,2015-01-06,"Joyce, David P.",OH,Rep,original cosponsor
hr22,3,K000376,2015-01-06,"Kelly, Mike",PA,Rep,original cosponsor
hr22,3,K000376,2015-01-06,"Kelly, Mike",PA,Rep,original cosponsor
hr22,4,K000362,2015-01-06,"King, Steve",IA,Rep,original cosponsor
hr22,4,K000362,2015-01-06,"King, Steve",IA,Rep,original cosponsor
hr22,16,K000378,2015-01-06,"Kinzinger, Adam",IL,Rep,original cosponsor
hr22,16,K000378,2015-01-06,"Kinzinger, Adam",IL,Rep,original cosponsor
hr22,2,K000363,2015-01-06,"Kline, John",MN,Rep,original cosponsor
hr22,2,K000363,2015-01-06,"Kline, John",MN,Rep,original cosponsor
hr22,1,L000578,2015-01-06,"LaMalfa, Doug",CA,Rep,original cosponsor
hr22,1,L000578,2015-01-06,"LaMalfa, Doug",CA,Rep,original cosponsor
hr22,5,L000564,2015-01-06,"Lamborn, Doug",CO,Rep,original cosponsor
hr22,5,L000564,2015-01-06,"Lamborn, Doug",CO,Rep,original cosponsor
hr22,5,L000566,2015-01-06,"Latta, Robert E.",OH,Rep,original cosponsor
hr22,5,L000566,2015-01-06,"Latta, Robert E.",OH,Rep,original cosponsor
hr22,3,L000563,2015-01-06,"Lipinski, Daniel",IL,Rep,original cosponsor
hr22,3,L000563,2015-01-06,"Lipinski, Daniel",IL,Rep,original cosponsor
hr22,7,L000576,2015-01-06,"Long, Billy",MO,Rep,original cosponsor
hr22,7,L000576,2015-01-06,"Long, Billy",MO,Rep,original cosponsor
hr22,3,M001193,2015-01-06,"MacArthur, Thomas",NJ,Rep,original cosponsor
hr22,3,M001193,2015-01-06,"MacArthur, Thomas",NJ,Rep,original cosponsor
hr22,10,M001179,2015-01-06,"Marino, Tom",PA,Rep,original cosponsor
hr22,10,M001179,2015-01-06,"Marino, Tom",PA,Rep,original cosponsor
hr22,10,M001157,2015-01-06,"McCaul, Michael T.",TX,Rep,original cosponsor
hr22,10,M001157,2015-01-06,"McCaul, Michael T.",TX,Rep,original cosponsor
hr22,4,M001177,2015-01-06,"McClintock, Tom",CA,Rep,original cosponsor
hr22,4,M001177,2015-01-06,"McClintock, Tom",CA,Rep,original cosponsor
hr22,1,M001180,2015-01-06,"McKinley, David B.",WV,Rep,original cosponsor
hr22,1,M001180,2015-01-06,"McKinley, David B.",WV,Rep,original cosponsor
hr22,2,M001197,2015-01-06,"McSally, Martha",AZ,Rep,original cosponsor
hr22,2,M001197,2015-01-06,"McSally, Martha",AZ,Rep,original cosponsor
hr22,7,M001181,2015-01-06,"Meehan, Patrick",PA,Rep,original cosponsor
hr22,7,M001181,2015-01-06,"Meehan, Patrick",PA,Rep,original cosponsor
hr22,6,M001189,2015-01-06,"Messer, Luke",IN,Rep,original cosponsor
hr22,6,M001189,2015-01-06,"Messer, Luke",IN,Rep,original cosponsor
hr22,7,M000689,2015-01-06,"Mica, John L.",FL,Rep,original cosponsor
hr22,7,M000689,2015-01-06,"Mica, John L.",FL,Rep,original cosponsor
hr22,10,M001150,2015-01-06,"Miller, Candice S.",MI,Rep,original cosponsor
hr22,10,M001150,2015-01-06,"Miller, Candice S.",MI,Rep,original cosponsor
hr22,1,M001144,2015-01-06,"Miller, Jeff",FL,Rep,original cosponsor
hr22,1,M001144,2015-01-06,"Miller, Jeff",FL,Rep,original cosponsor
hr22,2,M001190,2015-01-06,"Mullin, Markwayne",OK,Rep,original cosponsor
hr22,2,M001190,2015-01-06,"Mullin, Markwayne",OK,Rep,original cosponsor
hr22,19,N000182,2015-01-06,"Neugebauer, Randy",TX,Rep,original cosponsor
hr22,19,N000182,2015-01-06,"Neugebauer, Randy",TX,Rep,original cosponsor
hr22,4,N000189,2015-01-06,"Newhouse, Dan",WA,Rep,original cosponsor
hr22,4,N000189,2015-01-06,"Newhouse, Dan",WA,Rep,original cosponsor
hr22,11,N000185,2015-01-06,"Nugent, Richard B.",FL,Rep,original cosponsor
hr22,11,N000185,2015-01-06,"Nugent, Richard B.",FL,Rep,original cosponsor
hr22,4,P000601,2015-01-06,"Palazzo, Steven M.",MS,Rep,original cosponsor
hr22,4,P000601,2015-01-06,"Palazzo, Steven M.",MS,Rep,original cosponsor
hr22,2,P000588,2015-01-06,"Pearce, Stevan",NM,Rep,original cosponsor
hr22,2,P000588,2015-01-06,"Pearce, Stevan",NM,Rep,original cosponsor
hr22,9,P000606,2015-01-06,"Pittenger, Robert",NC,Rep,original cosponsor
hr22,9,P000606,2015-01-06,"Pittenger, Robert",NC,Rep,original cosponsor
hr22,4,R000601,2015-01-06,"Ratcliffe, John",TX,Rep,original cosponsor
hr22,4,R000601,2015-01-06,"Ratcliffe, John",TX,Rep,original cosponsor
hr22,23,R000585,2015-01-06,"Reed, Tom",NY,Rep,original cosponsor
hr22,23,R000585,2015-01-06,"Reed, Tom",NY,Rep,original cosponsor
hr22,16,R000586,2015-01-06,"Renacci, James B.",OH,Rep,original cosponsor
hr22,16,R000586,2015-01-06,"Renacci, James B.",OH,Rep,original cosponsor
hr22,7,R000597,2015-01-06,"Rice, Tom",SC,Rep,original cosponsor
hr22,7,R000597,2015-01-06,"Rice, Tom",SC,Rep,original cosponsor
hr22,2,R000589,2015-01-06,"Rigell, E. Scott",VA,Rep,original cosponsor
hr22,2,R000589,2015-01-06,"Rigell, E. Scott",VA,Rep,original cosponsor
hr22,1,R000582,2015-01-06,"Roe, David P.",TN,Rep,original cosponsor
hr22,1,R000582,2015-01-06,"Roe, David P.",TN,Rep,original cosponsor
hr22,4,R000592,2015-01-06,"Rokita, Todd",IN,Rep,original cosponsor
hr22,4,R000592,2015-01-06,"Rokita, Todd",IN,Rep,original cosponsor
hr22,6,R000580,2015-01-06,"Roskam, Peter J.",IL,Rep,original cosponsor
hr22,6,R000580,2015-01-06,"Roskam, Peter J.",IL,Rep,original cosponsor
hr22,15,R000593,2015-01-06,"Ross, Dennis A.",FL,Rep,original cosponsor
hr22,15,R000593,2015-01-06,"Ross, Dennis A.",FL,Rep,original cosponsor
hr22,7,R000603,2015-01-06,"Rouzer, David",NC,Rep,original cosponsor
hr22,7,R000603,2015-01-06,"Rouzer, David",NC,Rep,original cosponsor
hr22,36,R000599,2015-01-06,"Ruiz, Raul",CA,Rep,original cosponsor
hr22,36,R000599,2015-01-06,"Ruiz, Raul",CA,Rep,original cosponsor
hr22,18,S001179,2015-01-06,"Schock, Aaron",IL,Rep,original cosponsor
hr22,18,S001179,2015-01-06,"Schock, Aaron",IL,Rep,original cosponsor
hr22,5,S000244,2015-01-06,"Sensenbrenner, F. James, Jr.",WI,Rep,original cosponsor
hr22,5,S000244,2015-01-06,"Sensenbrenner, F. James, Jr.",WI,Rep,original cosponsor
hr22,32,S000250,2015-01-06,"Sessions, Pete",TX,Rep,original cosponsor
hr22,32,S000250,2015-01-06,"Sessions, Pete",TX,Rep,original cosponsor
hr22,15,S000364,2015-01-06,"Shimkus, John",IL,Rep,original cosponsor
hr22,15,S000364,2015-01-06,"Shimkus, John",IL,Rep,original cosponsor
hr22,8,S001195,2015-01-06,"Smith, Jason",MO,Rep,original cosponsor
hr22,8,S001195,2015-01-06,"Smith, Jason",MO,Rep,original cosponsor
hr22,2,S001192,2015-01-06,"Stewart, Chris",UT,Rep,original cosponsor
hr22,2,S001192,2015-01-06,"Stewart, Chris",UT,Rep,original cosponsor
hr22,15,S001187,2015-01-06,"Stivers, Steve",OH,Rep,original cosponsor
hr22,15,S001187,2015-01-06,"Stivers, Steve",OH,Rep,original cosponsor
hr22,5,T000467,2015-01-06,"Thompson, Glenn",PA,Rep,original cosponsor
hr22,5,T000467,2015-01-06,"Thompson, Glenn",PA,Rep,original cosponsor
hr22,12,T000462,2015-01-06,"Tiberi, Patrick J.",OH,Rep,original cosponsor
hr22,12,T000462,2015-01-06,"Tiberi, Patrick J.",OH,Rep,original cosponsor
hr22,21,V000129,2015-01-06,"Valadao, David G.",CA,Rep,original cosponsor
hr22,21,V000129,2015-01-06,"Valadao, David G.",CA,Rep,original cosponsor
hr22,2,W000812,2015-01-06,"Wagner, Ann",MO,Rep,original cosponsor
hr22,2,W000812,2015-01-06,"Wagner, Ann",MO,Rep,original cosponsor
hr22,7,W000798,2015-01-06,"Walberg, Tim",MI,Rep,original cosponsor
hr22,7,W000798,2015-01-06,"Walberg, Tim",MI,Rep,original cosponsor
hr22,2,W000791,2015-01-06,"Walden, Greg",OR,Rep,original cosponsor
hr22,2,W000791,2015-01-06,"Walden, Greg",OR,Rep,original cosponsor
hr22,2,W000813,2015-01-06,"Walorski, Jackie",IN,Rep,original cosponsor
hr22,2,W000813,2015-01-06,"Walorski, Jackie",IN,Rep,original cosponsor
hr22,4,W000821,2015-01-06,"Westerman, Bruce",AR,Rep,original cosponsor
hr22,4,W000821,2015-01-06,"Westerman, Bruce",AR,Rep,original cosponsor
hr22,3,W000796,2015-01-06,"Westmoreland, Lynn A.",GA,Rep,original cosponsor
hr22,3,W000796,2015-01-06,"Westmoreland, Lynn A.",GA,Rep,original cosponsor
hr22,1,W000413,2015-01-06,"Whitfield, Ed",KY,Rep,original cosponsor
hr22,1,W000413,2015-01-06,"Whitfield, Ed",KY,Rep,original cosponsor
hr22,25,W000816,2015-01-06,"Williams, Roger",TX,Rep,original cosponsor
hr22,25,W000816,2015-01-06,"Williams, Roger",TX,Rep,original cosponsor
hr22,1,W000804,2015-01-06,"Wittman, Robert J.",VA,Rep,original cosponsor
hr22,1,W000804,2015-01-06,"Wittman, Robert J.",VA,Rep,original cosponsor
hr22,3,W000809,2015-01-06,"Womack, Steve",AR,Rep,original cosponsor
hr22,3,W000809,2015-01-06,"Womack, Steve",AR,Rep,original cosponsor
hr22,7,W000810,2015-01-06,"Woodall, Rob",GA,Rep,original cosponsor
hr22,7,W000810,2015-01-06,"Woodall, Rob",GA,Rep,original cosponsor
hr22,3,Y000065,2015-01-06,"Yoho, Ted S.",FL,Rep,original cosponsor
hr22,3,Y000065,2015-01-06,"Yoho, Ted S.",FL,Rep,original cosponsor
hr22,1,Z000017,2015-01-06,"Zeldin, Lee M.",NY,Rep,original cosponsor
hr22,1,Z000017,2015-01-06,"Zeldin, Lee M.",NY,Rep,original cosponsor
hr22,0,Z000018,2015-01-06,"Zinke, Ryan K.",MT,Rep,original cosponsor
hr22,0,Z000018,2015-01-06,"Zinke, Ryan K.",MT,Rep,original cosponsor
hr23,19,N000182,2015-01-06,"Neugebauer, Randy",TX,Rep,sponsor
hr23,8,B001275,2015-01-06,"Bucshon, Larry",IN,Rep,original cosponsor
hr23,8,B001275,2015-01-06,"Bucshon, Larry",IN,Rep,original cosponsor
hr23,5,E000293,2015-01-06,"Esty, Elizabeth H.",CT,Rep,original cosponsor
hr23,5,E000293,2015-01-06,"Esty, Elizabeth H.",CT,Rep,original cosponsor
hr23,14,H001059,2015-01-06,"Hultgren, Randy",IL,Rep,original cosponsor
