_query_time,_bill_type,_bill_id,_session_id,_cosponsor_type,_cosponsor_name,_cosponsor_id,_cosponsor_state,_cosponsor_title,_cosponsor_party,_cosponsor_date
2021-02-26_00-39-00,hr,hr2501-116,116,sponsor,Jim McGovern,M000312,MA,Rep.,D,2019-05-02
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Jaime Herrera Beutler,H001056,WA,Rep.,R,2019-05-02
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Brian Fitzpatrick,F000466,PA,Rep.,R,2019-05-02
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Joseph P. Kennedy III,K000379,MA,Rep.,D,2019-05-02
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Andy Levin,L000592,MI,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Gwen Moore,M001160,WI,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ron Kind,K000188,WI,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Jamie Raskin,R000606,MD,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Max Rose,R000613,NY,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ilhan Omar,O000173,MN,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Mark Pocan,P000607,WI,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Alcee L. Hastings,H000324,FL,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,John Lewis,L000287,GA,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Chellie Pingree,P000597,ME,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Scott Tipton,T000470,CO,Rep.,R,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Raja Krishnamoorthi,K000391,IL,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Bennie Thompson,T000193,MS,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Susan Wild,W000826,PA,Rep.,D,2019-05-28
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ayanna Pressley,P000617,MA,Rep.,D,2019-06-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Jared Golden,G000592,ME,Rep.,D,2019-06-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ed Perlmutter,P000593,CO,Rep.,D,2019-06-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Suzan K. DelBene,D000617,WA,Rep.,D,2019-06-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Brian Higgins,H001038,NY,Rep.,D,2019-06-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Tim Ryan,R000577,OH,Rep.,D,2019-06-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Tom Cole,C001053,OK,Rep.,R,2019-06-19
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ben McAdams,M001209,UT,Rep.,D,2019-06-19
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Thomas Suozzi,S001201,NY,Rep.,D,2019-07-09
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Lauren Underwood,U000040,IL,Rep.,D,2019-07-09
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Andy Kim,K000394,NJ,Rep.,D,2019-07-09
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Debbie Dingell,D000624,MI,Rep.,D,2019-07-15
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Hank Johnson,J000288,GA,Rep.,D,2019-07-15
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Barbara Lee,L000551,CA,Rep.,D,2019-07-15
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Kendra Horn,H001083,OK,Rep.,D,2019-07-24
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Joe Neguse,N000191,CO,Rep.,D,2019-07-30
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Chris Stewart,S001192,UT,Rep.,R,2019-08-20
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Earl Blumenauer,B000574,OR,Rep.,D,2019-08-20
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Kim Schrier,S001216,WA,Rep.,D,2019-09-06
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Dean Phillips,P000616,MN,Rep.,D,2019-09-06
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,John Moolenaar,M001194,MI,Rep.,R,2019-09-06
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Rick Larsen,L000560,WA,Rep.,D,2019-09-10
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,John Rutherford,R000609,FL,Rep.,R,2019-09-11
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Lucille Roybal-Allard,R000486,CA,Rep.,D,2019-10-04
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Abby Finkenauer,F000467,IA,Rep.,D,2019-10-17
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ed Case,C001055,HI,Rep.,D,2019-10-18
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Madeleine Dean,D000631,PA,Rep.,D,2019-10-21
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Grace F. Napolitano,N000179,CA,Rep.,D,2019-10-21
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Mike Simpson,S001148,ID,Rep.,R,2019-10-29
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Darren Soto,S001200,FL,Rep.,D,2019-10-31
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,TJ Cox,C001124,CA,Rep.,D,2019-11-14
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,David Trone,T000483,MD,Rep.,D,2019-12-04
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Ann McLane Kuster,K000382,NH,Rep.,D,2019-12-04
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Sanford D. Bishop Jr.,B000490,GA,Rep.,D,2019-12-10
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Harley Rouda,R000616,CA,Rep.,D,2020-01-07
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Steve Cohen,C001068,TN,Rep.,D,2020-01-24
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Conor Lamb,L000588,PA,Rep.,D,2020-01-24
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Don Bacon,B001298,NE,Rep.,R,2020-01-24
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Susan Brooks,B001284,IN,Rep.,R,2020-01-30
2021-02-26_00-39-00,hr,hr2501-116,116,cosponsor,Tom Malinowski,M001203,NJ,Rep.,D,2020-03-03
