_query_time,_type,_id,_session,_status,_short_title,_official_title,_passed_house,_passed_senate,_introduced,_top_subject,_sponsor_id,_sponsor_name,_sponsor_party,_n_cosponsors,_n_dem_cosponsors,_n_rep_cosponsors,_n_withdrawn_cosponsors
2021-02-26_00-38-39,hr,1501,116,PARSED,Police Officers Protecting Children Act,To allow certain off-duty law enforcement officers and retired law enforcement officers to carry a concealed firearm to protect children in a school zone.,False,False,2019-03-05,Crime and Law Enforcement,H001053,Vicky Hartzler,R,1,0,1,0
2021-02-26_00-38-40,hr,1502,116,PARSED,PURPA Modernization Act of 2019,"To modernize the Public Utility Regulatory Policies Act of 1978, and for other purposes.",False,False,2019-03-05,Energy,W000798,Tim Walberg,R,3,0,3,0
2021-02-26_00-38-40,hr,1503,116,PARSED,Orange Book Transparency Act of 2020,"To amend the Federal Food, Drug, and Cosmetic Act regarding the list under section 505(j)(7) of the Federal Food, Drug, and Cosmetic Act, and for other purposes.",True,True,2019-03-05,Health,K000385,Robin Kelly,D,13,12,1,0
2021-02-26_00-38-42,hr,1504,116,PARSED,Know Your Polling Place Act,To amend the Help America Vote Act of 2002 to establish minimum notification requirements for voters affected by polling place changes.,False,False,2019-03-05,Government Operations and Politics,A000376,Colin Allred,D,7,7,0,0
2021-02-26_00-38-43,hr,1505,116,PARSED,Protecting Family Resources and Training Options Act,"To amend title IV-A of the Social Security Act, and for other purposes.",False,False,2019-03-05,Social Welfare,A000375,Jodey Arrington,R,0,0,0,0
2021-02-26_00-38-43,hr,1506,116,PARSED,FAIR Generics Act,"To amend the Federal Food, Drug, and Cosmetic Act to ensure that valid generic drugs may enter the market.",False,False,2019-03-05,Health,B001300,Nanette Barragán,D,0,0,0,0
2021-02-26_00-38-44,hr,1507,116,PARSED,Bicycle Commuter Act of 2019,To amend the Internal Revenue Code of 1986 to modify employer-provided fringe benefits for bicycle commuting.,False,False,2019-03-05,Taxation,B000574,Earl Blumenauer,D,49,48,1,0
2021-02-26_00-38-45,hr,1508,116,PARSED,Move America Act of 2019,To amend the Internal Revenue Code of 1986 to provide for Move America bonds and Move America credits.,False,False,2019-03-05,Taxation,B000574,Earl Blumenauer,D,5,2,3,0
2021-02-26_00-38-45,hr,1509,116,PARSED,SAFE Lending Act of 2019,"To amend the Truth in Lending Act to address certain issues relating to the extension of consumer credit, and for other purposes.",False,False,2019-03-05,Finance and Financial Sector,B001278,Suzanne Bonamici,D,1,1,0,0
2021-02-26_00-38-46,hr,1510,116,PARSED,Premium Relief Act of 2019,To amend the Public Health Service Act to provide for a Patient and State Stability Fund.,False,False,2019-03-05,Health,B001248,Michael C. Burgess,R,1,0,1,0
2021-02-26_00-38-47,hr,1511,116,PARSED,Stop Underrides Act,"To reduce the number of preventable deaths and injuries caused by underride crashes, to improve motor carrier and passenger motor vehicle safety, and for other purposes.",False,False,2019-03-05,Transportation and Public Works,C001068,Steve Cohen,D,29,29,0,0
2021-02-26_00-38-48,hr,1512,116,PARSED,FAST Voting Act of 2019,"To provide funds to give States incentives to invest in practices and technology designed to expedite voting at the polls and simplify voter registration, improve voting system security, and promote automatic voter registration, and for other purposes.",False,False,2019-03-05,Government Operations and Politics,C001078,Gerald E. Connolly,D,2,2,0,0
2021-02-26_00-38-48,hr,1513,116,PARSED,Count the Vote Act,"To amend the Help America Vote Act of 2002 to enhance enforcement of the Act, and for other purposes.",False,False,2019-03-05,Government Operations and Politics,D000629,Sharice Davids,D,0,0,0,0
2021-02-26_00-38-49,hr,1514,116,PARSED,"To sever United States Government relations with the Creek Nation of Oklahoma until such time as the Creek Nation of Oklahoma restores full Tribal citizenship to the Creek Freedmen disenfranchised in the October 6, 1979, Creek Nation vote and fulfills all","To sever United States Government relations with the Creek Nation of Oklahoma until such time as the Creek Nation of Oklahoma restores full Tribal citizenship to the Creek Freedmen disenfranchised in the October 6, 1979, Creek Nation vote and fulfills all its treaty obligations with the Government of the United States, and for other purposes.",False,False,2019-03-05,Native Americans,D000096,Danny K. Davis,D,0,0,0,0
