_sort_name,_state,_district,_title,_full_district,_last_name,_facebook,_clean_name,_party,_twitter,_twitter_followers
"Wasserman Schultz, Debbie",FL,20,Rep,FL20,Wasserman Schultz,RepDWS,Debbie Wasserman Schultz,Democrat,RepDWStweets,-1
"Weiner, Anthony D.",NY,9,Rep,NY9,Weiner,AnthonyDWeiner,Anthony Weiner,Democrat,anthonyweiner,-1
"Welch, Peter",VT,0,Rep,VT0,Welch,PeterWelch,Peter Welch,Democrat,PeterWelch,-1
"Ackerman, Gary L.",NY,5,Rep,NY5,Ackerman,,Gary L. Ackerman,Democrat,,-1
"Adler, John H.",NJ,3,Rep,NJ3,Adler,,John Adler,Democrat,,-1
"Andrews, Robert E.",NJ,1,Rep,NJ1,Andrews,,Robert E. Andrews,Democrat,,-1
"Arcuri, Michael A.",NY,24,Rep,NY24,Arcuri,,Michael Arcuri,Democrat,,-1
"Baca, Joe",CA,43,Rep,CA43,Baca,,Joe Baca,Democrat,,-1
"Baird, Brian",WA,3,Rep,WA3,Baird,,Brian Baird,Democrat,,-1
"Baldwin, Tammy",WI,2,Rep,WI2,Baldwin,senatortammybaldwin,Tammy Baldwin,Democrat,SenatorBaldwin,-1
"Becerra, Xavier",CA,31,Rep,CA31,Becerra,XavierBecerra,Xavier Becerra,Democrat,RepBecerra,-1
"Berkley, Shelley",NV,1,Rep,NV1,Berkley,,Shelley Berkley,Democrat,,-1
"Berman, Howard L.",CA,28,Rep,CA28,Berman,,Howard L. Berman,Democrat,,-1
"Berry, Marion",AR,1,Rep,AR1,Berry,,Robert Berry,Democrat,,-1
"Bishop, Timothy H.",NY,1,Rep,NY1,Bishop,,Timothy H. Bishop,Democrat,,-1
"Blumenauer, Earl",OR,3,Rep,OR3,Blumenauer,,Earl Blumenauer,Democrat,BlumenauerMedia,-1
"Boccieri, John A.",OH,16,Rep,OH16,Boccieri,,John Boccieri,Democrat,,-1
"Bordallo, Madeleine Z.",GU,0,Rep,GU0,Bordallo,madeleine.bordallo,Madeleine Z. Bordallo,Democrat,,-1
"Boswell, Leonard L.",IA,3,Rep,IA3,Boswell,,Leonard L. Boswell,Democrat,,-1
"Brady, Robert A.",PA,1,Rep,PA1,Brady,RepRobertBrady,Robert A. Brady,Democrat,RepBrady,-1
"Brown, Corrine",FL,3,Rep,FL3,Brown,congresswomanbrown,Corrine Brown,Democrat,RepCorrineBrown,-1
"Butterfield, G. K.",NC,1,Rep,NC1,Butterfield,congressmangkbutterfield,G. K. Butterfield,Democrat,GKButterfield,-1
"Capuano, Michael E.",MA,8,Rep,MA8,Capuano,RepMichaelCapuano,Michael E. Capuano,Democrat,RepMikeCapuano,-1
"Carnahan, Russ",MO,3,Rep,MO3,Carnahan,,Russ Carnahan,Democrat,,-1
"Carson, Andre",IN,7,Rep,IN7,Carson,CongressmanAndreCarson,André Carson,Democrat,RepAndreCarson,-1
"Christensen, Donna M.",VI,0,Rep,VI0,Christensen,,Donna M. Christensen,Democrat,,-1
"Clarke, Yvette D.",NY,11,Rep,NY11,Clarke,repyvettedclarke,Yvette D. Clarke,Democrat,RepYvetteClarke,-1
"Clay, Wm. Lacy",MO,1,Rep,MO1,Clay,109135405838588,Wm. Lacy Clay,Democrat,,-1
"Cleaver, Emanuel",MO,5,Rep,MO5,Cleaver,emanuelcleaverii,Emanuel Cleaver,Democrat,RepCleaver,-1
"Clyburn, James E.",SC,6,Rep,SC6,Clyburn,jameseclyburn,James E. Clyburn,Democrat,Clyburn,-1
"Cohen, Steve",TN,9,Rep,TN9,Cohen,CongressmanSteveCohen,Steve Cohen,Democrat,RepCohen,-1
"Conyers, John, Jr.",MI,14,Rep,MI14,Conyers,CongressmanConyers,"John Conyers, Jr.",Democrat,RepJohnConyers,-1
"Cooper, Jim",TN,5,Rep,TN5,Cooper,JimCooper,Jim Cooper,Democrat,RepJimCooper,-1
"Costello, Jerry F.",IL,12,Rep,IL12,Costello,,Jerry F. Costello,Democrat,,-1
"Courtney, Joe",CT,2,Rep,CT2,Courtney,joecourtney,Joe Courtney,Democrat,RepJoeCourtney,-1
"Cummings, Elijah E.",MD,7,Rep,MD7,Cummings,elijahcummings,Elijah E. Cummings,Democrat,RepCummings,-1
"Davis, Artur",AL,7,Rep,AL7,Davis,,Artur Davis,Democrat,ArturDavis,-1
"Davis, Danny K.",IL,7,Rep,IL7,Davis,CongressmanDKDavis,Danny K. Davis,Democrat,RepDannyDavis,-1
"Davis, Susan A.",CA,53,Rep,CA53,Davis,RepSusanDavis,Susan A. Davis,Democrat,RepSusanDavis,-1
"DeFazio, Peter A.",OR,4,Rep,OR4,DeFazio,RepPeterDeFazio,Peter A. DeFazio,Democrat,RepPeterDeFazio,-1
"DeLauro, Rosa L.",CT,3,Rep,CT3,DeLauro,CongresswomanRosaDeLauro,Rosa L. DeLauro,Democrat,RosaDeLauro,-1
"Dicks, Norman D.",WA,6,Rep,WA6,Dicks,,Norman D. Dicks,Democrat,,-1
"Doggett, Lloyd",TX,25,Rep,TX25,Doggett,lloyddoggett,Lloyd Doggett,Democrat,RepLloydDoggett,-1
"Doyle, Michael F.",PA,14,Rep,PA14,Doyle,usrepmikedoyle,Michael F. Doyle,Democrat,USRepMikeDoyle,-1
"Driehaus, Steve",OH,1,Rep,OH1,Driehaus,,Steve Driehaus,Democrat,,-1
"Edwards, Donna F.",MD,4,Rep,MD4,Edwards,107297211756,Donna F. Edwards,Democrat,RepDonnaEdwards,-1
"Ellison, Keith",MN,5,Rep,MN5,Ellison,Keith.Ellison,Keith Ellison,Democrat,KeithEllison,-1
"Farr, Sam",CA,17,Rep,CA17,Farr,RepSamFarr,Sam Farr,Democrat,RepSamFarr,-1
"Fattah, Chaka",PA,2,Rep,PA2,Fattah,repfattah,Chaka Fattah,Democrat,ChakaFattah,-1
"Filner, Bob",CA,51,Rep,CA51,Filner,,Bob Filner,Democrat,,-1
"Fudge, Marcia L.",OH,11,Rep,OH11,Fudge,RepMarciaLFudge,Marcia L. Fudge,Democrat,RepMarciaFudge,-1
"Giffords, Gabrielle",AZ,8,Rep,AZ8,Giffords,GGiffords,Gabrielle Giffords,Democrat,GabbyGiffords,-1
"Gillibrand, Kirsten E.",NY,20,Rep,NY20,Gillibrand,,,,,-1
"Gonzalez, Charles A.",TX,20,Rep,TX20,Gonzalez,,Charles A. Gonzalez,Democrat,,-1
"Grayson, Alan",FL,8,Rep,FL8,Grayson,,Alan Grayson,Democrat,,-1
"Green, Al",TX,9,Rep,TX9,Green,repalgreen,Al Green,Democrat,RepAlGreen,-1
"Grijalva, Raul M.",AZ,7,Rep,AZ7,Grijalva,Rep.Grijalva,Raúl M. Grijalva,Democrat,RepraulGrijalva,-1
"Gutierrez, Luis V.",IL,4,Rep,IL4,Gutierrez,RepGutierrez,Luis V. Gutiérrez,Democrat,RepGutierrez,-1
"Hall, John J.",NY,19,Rep,NY19,Hall,,John Hall,Democrat,,-1
"Halvorson, Deborah L.",IL,11,Rep,IL11,Halvorson,,Deborah Halvorson,Democrat,,-1
"Hare, Phil",IL,17,Rep,IL17,Hare,,Phil Hare,Democrat,,-1
"Hastings, Alcee L.",FL,23,Rep,FL23,Hastings,95696782238,Alcee L. Hastings,Democrat,RepHastingsFL,-1
"Heinrich, Martin",NM,1,Rep,NM1,Heinrich,MartinHeinrich,Martin Heinrich,Democrat,MartinHeinrich,-1
"Higgins, Brian",NY,27,Rep,NY27,Higgins,RepBrianHiggins,Brian Higgins,Democrat,RepBrianHiggins,-1
"Himes, James A.",CT,4,Rep,CT4,Himes,CongressmanJimHimes,James A. Himes,Democrat,JAHimes,-1
"Hinchey, Maurice D.",NY,22,Rep,NY22,Hinchey,,Maurice D. Hinchey,Democrat,,-1
"Hirono, Mazie K.",HI,2,Rep,HI2,Hirono,senatorhirono,Mazie K. Hirono,Democrat,MazieHirono,-1
"Hodes, Paul W.",NH,2,Rep,NH2,Hodes,,Paul Hodes,Democrat,,-1
"Holt, Rush",NJ,12,Rep,NJ12,Holt,,Rush Holt,Democrat,,-1
"Honda, Michael M.",CA,15,Rep,CA15,Honda,RepMikeHonda,Michael M. Honda,Democrat,RepMikeHonda,-1
"Hoyer, Steny H.",MD,5,Rep,MD5,Hoyer,WhipHoyer,Steny H. Hoyer,Democrat,WhipHoyer,-1
"Israel, Steve",NY,2,Rep,NY2,Israel,RepSteveIsrael,Steve Israel,Democrat,RepSteveIsrael,-1
"Jackson, Jesse L., Jr.",IL,2,Rep,IL2,Jackson,,Jesse L. Jackson Jr.,Democrat,,-1
"Jackson-Lee, Sheila",TX,18,Rep,TX18,Jackson-Lee,,,,,-1
"Johnson, Eddie Bernice",TX,30,Rep,TX30,Johnson,CongresswomanEBJtx30,Eddie Bernice Johnson,Democrat,RepEBJ,-1
"Kaptur, Marcy",OH,9,Rep,OH9,Kaptur,RepresentativeMarcyKaptur,Marcy Kaptur,Democrat,RepMarcyKaptur,-1
"Kennedy, Patrick J.",RI,1,Rep,RI1,Kennedy,,Patrick Kennedy,Democrat,,-1
"Kildee, Dale E.",MI,5,Rep,MI5,Kildee,,Dale E. Kildee,Democrat,,-1
"Kind, Ron",WI,3,Rep,WI3,Kind,repronkind,Ron Kind,Democrat,RepRonKind,-1
"Kucinich, Dennis J.",OH,10,Rep,OH10,Kucinich,,Dennis J. Kucinich,Democrat,dennis_kucinich,-1
"Langevin, James R.",RI,2,Rep,RI2,Langevin,CongressmanJimLangevin,James R. Langevin,Democrat,JimLangevin,-1
"Larsen, Rick",WA,2,Rep,WA2,Larsen,RepRickLarsen,Rick Larsen,Democrat,RepRickLarsen,-1
"Larson, John B.",CT,1,Rep,CT1,Larson,RepJohnLarson,John B. Larson,Democrat,RepJohnLarson,-1
"Lee, Barbara",CA,9,Rep,CA9,Lee,RepBarbaraLee,Barbara Lee,Democrat,RepBarbaraLee,-1
"Levin, Sander M.",MI,12,Rep,MI12,Levin,RepSandyLevin,Sander M. Levin,Democrat,RepSandyLevin,-1
"Lewis, John",GA,5,Rep,GA5,Lewis,RepJohnLewis,John Lewis,Democrat,RepJohnLewis,-1
"Lipinski, Daniel",IL,3,Rep,IL3,Lipinski,repdanlipinski,Daniel Lipinski,Democrat,RepLipinski,-1
"Loebsack, David",IA,2,Rep,IA2,Loebsack,DaveLoebsack,David Loebsack,Democrat,DaveLoebsack,-1
"Lofgren, Zoe",CA,16,Rep,CA16,Lofgren,zoelofgren,Zoe Lofgren,Democrat,RepZoeLofgren,-1
"Lowey, Nita M.",NY,18,Rep,NY18,Lowey,RepLowey,Nita M. Lowey,Democrat,NitaLowey,-1
"Lynch, Stephen F.",MA,9,Rep,MA9,Lynch,repstephenlynch,Stephen F. Lynch,Democrat,RepStephenLynch,-1
"Maloney, Carolyn B.",NY,14,Rep,NY14,Maloney,RepCarolynMaloney,Carolyn B. Maloney,Democrat,RepMaloney,-1
"Marshall, Jim",GA,8,Rep,GA8,Marshall,,Jim Marshall,Democrat,,-1
"McCarthy, Carolyn",NY,4,Rep,NY4,McCarthy,,Carolyn McCarthy,Democrat,,-1
"McCollum, Betty",MN,4,Rep,MN4,McCollum,repbettymccollum,Betty McCollum,Democrat,BettyMcCollum04,-1
"McDermott, Jim",WA,7,Rep,WA7,McDermott,CongressmanJimMcDermott,Jim McDermott,Democrat,RepJimMcDermott,-1
"Meek, Kendrick B.",FL,17,Rep,FL17,Meek,,Kendrick Meek,Democrat,,-1
"Michaud, Michael H.",ME,2,Rep,ME2,Michaud,,Michael H. Michaud,Democrat,,-1
"Miller, Brad",NC,13,Rep,NC13,Miller,,Brad Miller,Democrat,,-1
"Moore, Dennis",KS,3,Rep,KS3,Moore,,Dennis Moore,Democrat,,-1
"Moore, Gwen",WI,4,Rep,WI4,Moore,GwenSMoore,Gwen Moore,Democrat,RepGwenMoore,-1
"Moran, James P.",VA,8,Rep,VA8,Moran,,James P. Moran,Democrat,,-1
"Murphy, Patrick J.",PA,8,Rep,PA8,Murphy,,Patrick Murphy,Democrat,,-1
"Murtha, John P.",PA,12,Rep,PA12,Murtha,,John Murtha,Democrat,,-1
"Nadler, Jerrold",NY,8,Rep,NY8,Nadler,CongressmanNadler,Jerrold Nadler,Democrat,RepJerryNadler,-1
"Norton, Eleanor Holmes",DC,0,Rep,DC0,Norton,CongresswomanNorton,Eleanor Holmes Norton,Democrat,EleanorNorton,-1
"Nye, Glenn C.",VA,2,Rep,VA2,Nye,,Glenn Nye,Democrat,,-1
"Olver, John W.",MA,1,Rep,MA1,Olver,,John W. Olver,Democrat,,-1
"Ortiz, Solomon P.",TX,27,Rep,TX27,Ortiz,,Solomon Ortiz,Democrat,,-1
"Pastor, Ed",AZ,4,Rep,AZ4,Pastor,,Ed Pastor,Democrat,,-1
"Payne, Donald M.",NJ,10,Rep,NJ10,Payne,,Donald Payne,Democrat,,-1
"Perriello, Thomas S.P.",VA,5,Rep,VA5,Perriello,,Thomas Perriello,Democrat,,-1
"Peters, Gary C.",MI,9,Rep,MI9,Peters,SenGaryPeters,Gary C. Peters,Democrat,SenGaryPeters,-1
"Pierluisi, Pedro R.",PR,0,Rep,PR0,Pierluisi,pedropierluisi,Pedro R. Pierluisi,Democrat,PedroPierluisi,-1
"Pingree, Chellie",ME,1,Rep,ME1,Pingree,ChelliePingree,Chellie Pingree,Democrat,ChelliePingree,-1
"Polis, Jared",CO,2,Rep,CO2,Polis,jaredpolis,Jared Polis,Democrat,RepJaredPolis,-1
"Pomeroy, Earl",ND,0,Rep,ND0,Pomeroy,,Earl Pomeroy,Democrat,,-1
"Price, David E.",NC,4,Rep,NC4,Price,RepDavidEPrice,David E. Price,Democrat,RepDavidEPrice,-1
"Reyes, Silvestre",TX,16,Rep,TX16,Reyes,,Silvestre Reyes,Democrat,,-1
"Richardson, Laura",CA,37,Rep,CA37,Richardson,,Laura Richardson,Democrat,,-1
"Rodriguez, Ciro D.",TX,23,Rep,TX23,Rodriguez,,Ciro Rodriguez,Democrat,,-1
"Rothman, Steven R.",NJ,9,Rep,NJ9,Rothman,,Steven R. Rothman,Democrat,,-1
"Roybal-Allard, Lucille",CA,34,Rep,CA34,Roybal-Allard,RepRoybalAllard,Lucille Roybal-Allard,Democrat,RepRoybalAllard,-1
"Ruppersberger, C. A. Dutch",MD,2,Rep,MD2,Ruppersberger,DutchRupp,C. A. Dutch Ruppersberger,Democrat,Call_Me_Dutch,-1
"Rush, Bobby L.",IL,1,Rep,IL1,Rush,congressmanbobbyrush,Bobby L. Rush,Democrat,RepBobbyRush,-1
"Ryan, Tim",OH,17,Rep,OH17,Ryan,timryan,Tim Ryan,Democrat,RepTimRyan,-1
"Sanchez, Linda T.",CA,39,Rep,CA39,Sanchez,CongresswomanLindaSanchez,Linda T. Sánchez,Democrat,RepLindaSanchez,-1
"Sanchez, Loretta",CA,47,Rep,CA47,Sanchez,LorettaSanchez,Loretta Sanchez,Democrat,LorettaSanchez,-1
"Sarbanes, John P.",MD,3,Rep,MD3,Sarbanes,RepSarbanes,John P. Sarbanes,Democrat,RepSarbanes,-1
"Schiff, Adam B.",CA,29,Rep,CA29,Schiff,RepAdamSchiff,Adam B. Schiff,Democrat,RepAdamSchiff,-1
"Schwartz, Allyson Y.",PA,13,Rep,PA13,Schwartz,,Allyson Y. Schwartz,Democrat,,-1
"Scott, David",GA,13,Rep,GA13,Scott,113303673339,David Scott,Democrat,RepDavidScott,-1
"Scott, Robert C. ""Bobby""",VA,3,Rep,VA3,Scott,RepBobbyScott,"Robert C. ""Bobby"" Scott",Democrat,BobbyScott,-1
"Serrano, Jose E.",NY,16,Rep,NY16,Serrano,RepJoseSerrano,José E. Serrano,Democrat,RepJoseSerrano,-1
"Sestak, Joe",PA,7,Rep,PA7,Sestak,,Joe Sestak,Democrat,,-1
"Shea-Porter, Carol",NH,1,Rep,NH1,Shea-Porter,repsheaporter,Carol Shea-Porter,Democrat,repsheaporter,-1
"Sires, Albio",NJ,13,Rep,NJ13,Sires,81058818750,Albio Sires,Democrat,RepSires,-1
"Skelton, Ike",MO,4,Rep,MO4,Skelton,,Ike Skelton,Democrat,,-1
"Slaughter, Louise McIntosh",NY,28,Rep,NY28,Slaughter,RepLouiseSlaughter,Louise McIntosh Slaughter,Democrat,LouiseSlaughter,-1
"Speier, Jackie",CA,12,Rep,CA12,Speier,JackieSpeier,Jackie Speier,Democrat,RepSpeier,-1
"Tauscher, Ellen O.",CA,10,Rep,CA10,Tauscher,,Ellen Tauscher,Democrat,,-1
"Teague, Harry",NM,2,Rep,NM2,Teague,,Harry Teague,Democrat,,-1
"Thompson, Bennie G.",MS,2,Rep,MS2,Thompson,CongressmanBennieGThompson,Bennie G. Thompson,Democrat,BennieGThompson,-1
"Thompson, Mike",CA,1,Rep,CA1,Thompson,RepMikeThompson,Mike Thompson,Democrat,RepThompson,-1
"Tierney, John F.",MA,6,Rep,MA6,Tierney,,John F. Tierney,Democrat,,-1
"Titus, Dina",NV,3,Rep,NV3,Titus,CongresswomanTitus,Dina Titus,Democrat,RepDinaTitus,-1
"Van Hollen, Chris",MD,8,Rep,MD8,Van Hollen,chrisvanhollen,Chris Van Hollen,Democrat,ChrisVanHollen,-1
"Visclosky, Peter J.",IN,1,Rep,IN1,Visclosky,repvisclosky,Peter J. Visclosky,Democrat,RepVisclosky,-1
"Walz, Timothy J.",MN,1,Rep,MN1,Walz,,Timothy J. Walz,Democrat,RepTimWalz,-1
"Waters, Maxine",CA,35,Rep,CA35,Waters,MaxineWaters,Maxine Waters,Democrat,RepMaxineWaters,-1
"Watson, Diane E.",CA,33,Rep,CA33,Watson,,Diane Watson,Democrat,,-1
"Watt, Melvin L.",NC,12,Rep,NC12,Watt,,Melvin L. Watt,Democrat,,-1
"Wexler, Robert",FL,19,Rep,FL19,Wexler,,Robert Wexler,Democrat,,-1
"Woolsey, Lynn C.",CA,6,Rep,CA6,Woolsey,,Lynn C. Woolsey,Democrat,,-1
"Wu, David",OR,1,Rep,OR1,Wu,,David Wu,Democrat,,-1
"Yarmuth, John A.",KY,3,Rep,KY3,Yarmuth,214258646163,John A. Yarmuth,Democrat,RepJohnYarmuth,-1
"Bishop, Sanford D., Jr.",GA,2,Rep,GA2,Bishop,sanfordbishop,"Sanford D. Bishop, Jr.",Democrat,SanfordBishop,-1
"Cardoza, Dennis A.",CA,18,Rep,CA18,Cardoza,,Dennis Cardoza,Democrat,,-1
"Mitchell, Harry E.",AZ,5,Rep,AZ5,Mitchell,,Harry Mitchell,Democrat,,-1
"Peterson, Collin C.",MN,7,Rep,MN7,Peterson,,Collin C. Peterson,Democrat,,-1
"Shuler, Heath",NC,11,Rep,NC11,Shuler,,Heath Shuler,Democrat,,-1
"Diaz-Balart, Lincoln",FL,21,Rep,FL21,Diaz-Balart,,Lincoln Diaz-Balart,Republican,,-1
"Diaz-Balart, Mario",FL,25,Rep,FL25,Diaz-Balart,mdiazbalart,Mario Diaz-Balart,Republican,MarioDB,-1
"Griffith, Parker",AL,5,Rep,AL5,Griffith,,Parker Griffith,Republican,,-1
"Kilpatrick, Carolyn C.",MI,13,Rep,MI13,Kilpatrick,,Carolyn Kilpatrick,Democrat,,-1
"McGovern, James P.",MA,3,Rep,MA3,McGovern,RepJimMcGovern,James P. McGovern,Democrat,RepMcGovern,-1
"Meeks, Gregory W.",NY,6,Rep,NY6,Meeks,gregorymeeksny05,Gregory W. Meeks,Democrat,RepGregoryMeeks,-1
"Murphy, Tim",PA,18,Rep,PA18,Murphy,reptimmurphy,Tim Murphy,Republican,RepTimMurphy,-1
"Platts, Todd Russell",PA,19,Rep,PA19,Platts,,Todd Russell Platts,Republican,,-1
"Ros-Lehtinen, Ileana",FL,18,Rep,FL18,Ros-Lehtinen,iroslehtinen,Ileana Ros-Lehtinen,Republican,RosLehtinen,-1
"Sablan, Gregorio Kilili Camacho",MP,0,Rep,MP0,Sablan,153423912663,Gregorio Kilili Camacho Sablan,Democrat,Kilili_Sablan,-1
"Taylor, Gene",MS,4,Rep,MS4,Taylor,,Gene Taylor,Democrat,,-1
"Tonko, Paul",NY,21,Rep,NY21,Tonko,reppaultonko,Paul Tonko,Democrat,RepPaulTonko,-1
"Young, Don",AK,0,Rep,AK0,Young,RepDonYoung,Don Young,Republican,RepDonYoung,-1
"Ehlers, Vernon J.",MI,3,Rep,MI3,Ehlers,,Vernon Ehlers,Republican,,-1
"Inslee, Jay",WA,1,Rep,WA1,Inslee,,Jay Inslee,Democrat,,-1
"Barton, Joe",TX,6,Rep,TX6,Barton,RepJoeBarton,Joe Barton,Republican,RepJoeBarton,-1
"Blackburn, Marsha",TN,7,Rep,TN7,Blackburn,marshablackburn,Marsha Blackburn,Republican,MarshaBlackburn,-1
"Brady, Kevin",TX,8,Rep,TX8,Brady,kevinbrady,Kevin Brady,Republican,RepKevinBrady,-1
"Brown-Waite, Ginny",FL,5,Rep,FL5,Brown-Waite,,Ginny Brown-Waite,Republican,,-1
"Buchanan, Vern",FL,13,Rep,FL13,Buchanan,CongressmanBuchanan,Vern Buchanan,Republican,VernBuchanan,-1
"Burgess, Michael C.",TX,26,Rep,TX26,Burgess,michaelcburgess,Michael C. Burgess,Republican,MichaelCBurgess,-1
"Conaway, K. Michael",TX,11,Rep,TX11,Conaway,mike.conaway,K. Michael Conaway,Republican,ConawayTX11,-1
"Crenshaw, Ander",FL,4,Rep,FL4,Crenshaw,200388204657,Ander Crenshaw,Republican,AnderCrenshaw,-1
"Culberson, John Abney",TX,7,Rep,TX7,Culberson,CongressmanCulberson,John Abney Culberson,Republican,CongCulberson,-1
"Davis, Lincoln",TN,4,Rep,TN4,Davis,,Lincoln Davis,Democrat,,-1
"Duncan, John J., Jr.",TN,2,Rep,TN2,Duncan,CongressmanDuncan,"John J. Duncan, Jr.",Republican,RepJohnDuncanJr,-1
"Granger, Kay",TX,12,Rep,TX12,Granger,RepKayGranger,Kay Granger,Republican,RepKayGranger,-1
"Hall, Ralph M.",TX,4,Rep,TX4,Hall,,Ralph M. Hall,Republican,,-1
"Hastings, Doc",WA,4,Rep,WA4,Hastings,,Doc Hastings,Republican,,-1
"Heller, Dean",NV,2,Rep,NV2,Heller,SenDeanHeller,Dean Heller,Republican,SenDeanHeller,-1
"Hensarling, Jeb",TX,5,Rep,TX5,Hensarling,RepHensarling,Jeb Hensarling,Republican,RepHensarling,-1
