_sort_name,_state,_district,_title,_full_district,_last_name,_facebook,_clean_name,_party,_twitter,_twitter_followers
"Hinojosa, Ruben",TX,15,Rep,TX15,Hinojosa,CongressmanRubenHinojosa,Rubén Hinojosa,Democrat,USRepRHinojosa,-1
"Kelly, Mike",PA,3,Rep,PA3,Kelly,191056827594903,Mike Kelly,Republican,MikeKellyPA,-1
"Palazzo, Steven M.",MS,4,Rep,MS4,Palazzo,stevenpalazzo,Steven M. Palazzo,Republican,CongPalazzo,-1
"Renacci, James B.",OH,16,Rep,OH16,Renacci,repjimrenacci,James B. Renacci,Republican,RepJimRenacci,-1
"Ryan, Tim",OH,13,Rep,OH13,Ryan,timryan,Tim Ryan,Democrat,RepTimRyan,-1
"Schweikert, David",AZ,6,Rep,AZ6,Schweikert,repdavidschweikert,David Schweikert,Republican,RepDavid,-1
"Turner, Michael R.",OH,10,Rep,OH10,Turner,RepMikeTurner,Michael R. Turner,Republican,RepMikeTurner,-1
"Smith, Christopher H.",NJ,4,Rep,NJ4,Smith,RepChrisSmith,Christopher H. Smith,Republican,RepChrisSmith,-1
"Aderholt, Robert B.",AL,4,Rep,AL4,Aderholt,RobertAderholt,Robert B. Aderholt,Republican,Robert_Aderholt,-1
"Alexander, Rodney",LA,5,Rep,LA5,Alexander,,Rodney Alexander,Republican,,-1
"Amash, Justin",MI,3,Rep,MI3,Amash,repjustinamash,Justin Amash,Republican,,-1
"Barr, Andy",KY,6,Rep,KY6,Barr,RepAndyBarr,Andy Barr,Republican,RepAndyBarr,-1
"Benishek, Dan",MI,1,Rep,MI1,Benishek,CongressmanDan,Dan Benishek,Republican,CongressmanDan,-1
"Bordallo, Madeleine Z.",GU,0,Rep,GU0,Bordallo,madeleine.bordallo,Madeleine Z. Bordallo,Democrat,,-1
"Brady, Kevin",TX,8,Rep,TX8,Brady,kevinbrady,Kevin Brady,Republican,RepKevinBrady,-1
"Buchanan, Vern",FL,16,Rep,FL16,Buchanan,CongressmanBuchanan,Vern Buchanan,Republican,VernBuchanan,-1
"Byrne, Bradley",AL,1,Rep,AL1,Byrne,RepByrne,Bradley Byrne,Republican,RepByrne,-1
"Calvert, Ken",CA,42,Rep,CA42,Calvert,70063393423,Ken Calvert,Republican,KenCalvert,-1
"Cole, Tom",OK,4,Rep,OK4,Cole,TomColeOK04,Tom Cole,Republican,TomColeOK04,-1
"Collins, Doug",GA,9,Rep,GA9,Collins,RepresentativeDougCollins,Doug Collins,Republican,RepDougCollins,-1
"Cook, Paul",CA,8,Rep,CA8,Cook,RepPaulCook,Paul Cook,Republican,RepPaulCook,-1
"Cotton, Tom",AR,4,Rep,AR4,Cotton,SenatorTomCotton,Tom Cotton,Republican,SenTomCotton,-1
"Crenshaw, Ander",FL,4,Rep,FL4,Crenshaw,200388204657,Ander Crenshaw,Republican,AnderCrenshaw,-1
"DesJarlais, Scott",TN,4,Rep,TN4,DesJarlais,ScottDesJarlaisTN04,Scott DesJarlais,Republican,DesJarlaisTN04,-1
"Diaz-Balart, Mario",FL,25,Rep,FL25,Diaz-Balart,mdiazbalart,Mario Diaz-Balart,Republican,MarioDB,-1
"Duffy, Sean P.",WI,7,Rep,WI7,Duffy,RepSeanDuffy,Sean P. Duffy,Republican,RepSeanDuffy,-1
"Duncan, John J., Jr.",TN,2,Rep,TN2,Duncan,CongressmanDuncan,"John J. Duncan, Jr.",Republican,RepJohnDuncanJr,-1
"Fleming, John",LA,4,Rep,LA4,Fleming,repjohnfleming,John Fleming,Republican,RepFleming,-1
"Fortenberry, Jeff",NE,1,Rep,NE1,Fortenberry,jefffortenberry,Jeff Fortenberry,Republican,JeffFortenberry,-1
"Garrett, Scott",NJ,5,Rep,NJ5,Garrett,repscottgarrett,Scott Garrett,Republican,RepGarrett,-1
"Gibbs, Bob",OH,7,Rep,OH7,Gibbs,RepBobGibbs,Bob Gibbs,Republican,RepBobGibbs,-1
"Gowdy, Trey",SC,4,Rep,SC4,Gowdy,RepTreyGowdy,Trey Gowdy,Republican,TGowdySC,-1
"Holding, George",NC,13,Rep,NC13,Holding,CongressmanGeorgeHolding,George Holding,Republican,RepHolding,-1
"Hudson, Richard",NC,8,Rep,NC8,Hudson,RepRichHudson,Richard Hudson,Republican,RepRichHudson,-1
"Hultgren, Randy",IL,14,Rep,IL14,Hultgren,RepHultgren,Randy Hultgren,Republican,RepHultgren,-1
"Jordan, Jim",OH,4,Rep,OH4,Jordan,repjimjordan,Jim Jordan,Republican,Jim_Jordan,-1
"King, Peter T.",NY,2,Rep,NY2,King,reppeteking,Peter T. King,Republican,RepPeteKing,-1
"King, Steve",IA,4,Rep,IA4,King,stevekingia,Steve King,Republican,SteveKingIA,-1
"Labrador, Raul R.",ID,1,Rep,ID1,Labrador,raul.r.labrador,Raúl R. Labrador,Republican,Raul_Labrador,-1
"LaMalfa, Doug",CA,1,Rep,CA1,LaMalfa,RepLaMalfa,Doug LaMalfa,Republican,RepLaMalfa,-1
"Lipinski, Daniel",IL,3,Rep,IL3,Lipinski,repdanlipinski,Daniel Lipinski,Democrat,RepLipinski,-1
"Massie, Thomas",KY,4,Rep,KY4,Massie,RepThomasMassie,Thomas Massie,Republican,RepThomasMassie,-1
"McAllister, Vance M.",LA,5,Rep,LA5,McAllister,,Vance M. McAllister,Republican,,-1
"Nugent, Richard B.",FL,11,Rep,FL11,Nugent,RepRichNugent,Richard B. Nugent,Republican,RepRichNugent,-1
"Peterson, Collin C.",MN,7,Rep,MN7,Peterson,,Collin C. Peterson,Democrat,,-1
"Price, Tom",GA,6,Rep,GA6,Price,reptomprice,Tom Price,Republican,RepTomPrice,-1
"Rahall, Nick J., II",WV,3,Rep,WV3,Rahall,,Nick J. Rahall II,Democrat,,-1
"Rogers, Harold",KY,5,Rep,KY5,Rogers,CongressmanHalRogers,Harold Rogers,Republican,RepHalRogers,-1
"Rogers, Mike D.",AL,3,Rep,AL3,Rogers,CongressmanMikeDRogers,Mike Rogers,Republican,RepMikeRogersAL,-1
"Ros-Lehtinen, Ileana",FL,27,Rep,FL27,Ros-Lehtinen,iroslehtinen,Ileana Ros-Lehtinen,Republican,RosLehtinen,-1
"Roskam, Peter J.",IL,6,Rep,IL6,Roskam,PeterRoskam,Peter J. Roskam,Republican,PeterRoskam,-1
"Ross, Dennis A.",FL,15,Rep,FL15,Ross,dennis.ross.376,Dennis A. Ross,Republican,RepDennisRoss,-1
"Scott, Austin",GA,8,Rep,GA8,Scott,RepAustinScott,Austin Scott,Republican,AustinScottGA08,-1
"Sensenbrenner, F. James, Jr.",WI,5,Rep,WI5,Sensenbrenner,RepSensenbrenner,"F. James Sensenbrenner, Jr.",Republican,JimPressOffice,-1
"Smith, Adrian",NE,3,Rep,NE3,Smith,,Adrian Smith,Republican,RepAdrianSmith,-1
"Smith, Jason",MO,8,Rep,MO8,Smith,repjasonsmith,Jason Smith,Republican,RepJasonSmith,-1
"Southerland, Steve II",FL,2,Rep,FL2,Southerland,,Steve Southerland II,Republican,,-1
"Stockman, Steve",TX,36,Rep,TX36,Stockman,,Steve Stockman,Republican,,-1
"Stutzman, Marlin A.",IN,3,Rep,IN3,Stutzman,CongressmanMarlinStutzman,Marlin A. Stutzman,Republican,RepStutzman,-1
"Tiberi, Patrick J.",OH,12,Rep,OH12,Tiberi,RepPatTiberi,Patrick J. Tiberi,Republican,pattiberi,-1
"Wittman, Robert J.",VA,1,Rep,VA1,Wittman,RepRobWittman,Robert J. Wittman,Republican,RobWittman,-1
"Wolf, Frank R.",VA,10,Rep,VA10,Wolf,,Frank R. Wolf,Republican,,-1
"Yoder, Kevin",KS,3,Rep,KS3,Yoder,CongressmanKevinYoder,Kevin Yoder,Republican,RepKevinYoder,-1
"Yoho, Ted S.",FL,3,Rep,FL3,Yoho,CongressmanTedYoho,Ted S. Yoho,Republican,RepTedYoho,-1
"Young, Todd C.",IN,9,Rep,IN9,Young,SenatorToddYoung,Todd Young,Republican,SenToddYoung,-1
"Miller, George",CA,11,Rep,CA11,Miller,,George Miller,Democrat,,-1
"Peters, Scott H.",CA,52,Rep,CA52,Peters,RepScottPeters,Scott H. Peters,Democrat,RepScottPeters,-1
"Polis, Jared",CO,2,Rep,CO2,Polis,jaredpolis,Jared Polis,Democrat,RepJaredPolis,-1
"Moore, Gwen",WI,4,Rep,WI4,Moore,GwenSMoore,Gwen Moore,Democrat,RepGwenMoore,-1
"Andrews, Robert E.",NJ,1,Rep,NJ1,Andrews,,Robert E. Andrews,Democrat,,-1
"Barber, Ron",AZ,2,Rep,AZ2,Barber,,Ron Barber,Democrat,,-1
"Bass, Karen",CA,37,Rep,CA37,Bass,RepKarenBass,Karen Bass,Democrat,RepKarenBass,-1
"Beatty, Joyce",OH,3,Rep,OH3,Beatty,RepJoyceBeatty,Joyce Beatty,Democrat,RepBeatty,-1
"Becerra, Xavier",CA,34,Rep,CA34,Becerra,XavierBecerra,Xavier Becerra,Democrat,RepBecerra,-1
"Bera, Ami",CA,7,Rep,CA7,Bera,RepAmiBera,Ami Bera,Democrat,RepBera,-1
"Bishop, Sanford D., Jr.",GA,2,Rep,GA2,Bishop,sanfordbishop,"Sanford D. Bishop, Jr.",Democrat,SanfordBishop,-1
"Bishop, Timothy H.",NY,1,Rep,NY1,Bishop,,Timothy H. Bishop,Democrat,,-1
"Blumenauer, Earl",OR,3,Rep,OR3,Blumenauer,,Earl Blumenauer,Democrat,BlumenauerMedia,-1
"Bonamici, Suzanne",OR,1,Rep,OR1,Bonamici,congresswomanbonamici,Suzanne Bonamici,Democrat,RepBonamici,-1
"Brady, Robert A.",PA,1,Rep,PA1,Brady,RepRobertBrady,Robert A. Brady,Democrat,RepBrady,-1
"Braley, Bruce L.",IA,1,Rep,IA1,Braley,,Bruce L. Braley,Democrat,,-1
"Brown, Corrine",FL,5,Rep,FL5,Brown,congresswomanbrown,Corrine Brown,Democrat,RepCorrineBrown,-1
"Brownley, Julia",CA,26,Rep,CA26,Brownley,RepJuliaBrownley,Julia Brownley,Democrat,JuliaBrownley26,-1
