_id,_name_x,_state,_district,_title,_clean_name,_facebook,_name_y,_party,_sort_name,_twitter,_twitter_followers
M001156,"McHenry, Patrick T.",NC,10,Rep,"McHenry, Patrick",CongressmanMcHenry,Patrick T. McHenry,Republican,"McHenry, Patrick",PatrickMcHenry,23390
M001180,"McKinley, David B.",WV,1,Rep,"McKinley, David",RepMcKinley,David B. McKinley,Republican,"McKinley, David",RepMcKinley,27976
M001159,"McMorris Rodgers, Cathy",WA,5,Rep,"McMorris Rodgers, Cathy",mcmorrisrodgers,Cathy McMorris Rodgers,Republican,"McMorris Rodgers, Cathy",CathyMcMorris,45138
M001166,"McNerney, Jerry",CA,9,Rep,"McNerney, Jerry",jerrymcnerney,Jerry McNerney,Democrat,"McNerney, Jerry",RepMcNerney,19949
M001187,"Meadows, Mark",NC,11,Rep,"Meadows, Mark",Repmarkmeadows,Mark Meadows,Republican,"Meadows, Mark",RepMarkMeadows,89750
M001188,"Meng, Grace",NY,6,Rep,"Meng, Grace",repgracemeng,Grace Meng,Democrat,"Meng, Grace",RepGraceMeng,22101
M001160,"Moore, Gwen",WI,4,Rep,"Moore, Gwen",GwenSMoore,Gwen Moore,Democrat,"Moore, Gwen",RepGwenMoore,30864
M001196,"Moulton, Seth",MA,6,Rep,"Moulton, Seth",CongressmanSethMoulton,Seth Moulton,Democrat,"Moulton, Seth",teammoulton,7194
M001151,"Murphy, Tim",PA,18,Rep,"Murphy, Tim",reptimmurphy,Tim Murphy,Republican,"Murphy, Tim",RepTimMurphy,-1
N000002,"Nadler, Jerrold",NY,10,Rep,"Nadler, Jerrold",CongressmanNadler,Jerrold Nadler,Democrat,"Nadler, Jerrold",RepJerryNadler,51663
N000127,"Nolan, Richard M.",MN,8,Rep,"Nolan, Richard",UsRepRickNolan,Richard M. Nolan,Democrat,"Nolan, Richard",USRepRickNolan,11828
N000147,"Norton, Eleanor Holmes",DC,0,Rep,"Norton, Eleanor Holmes",,,,,,-1
O000170,"O'Rourke, Beto",TX,16,Rep,"O'Rourke, Beto",,,,,,-1
O000168,"Olson, Pete",TX,22,Rep,"Olson, Pete",Rep.PeteOlson,Pete Olson,Republican,"Olson, Pete",RepPeteOlson,8827
P000594,"Paulsen, Erik",MN,3,Rep,"Paulsen, Erik",CongressmanErikPaulsen,Erik Paulsen,Republican,"Paulsen, Erik",RepErikPaulsen,19720
P000604,"Payne, Donald M., Jr.",NJ,10,Rep,"Payne, Donald",DonaldPayneJr,"Donald M. Payne, Jr.",Democrat,"Payne, Donald",RepDonaldPayne,12204
P000605,"Perry, Scott",PA,4,Rep,"Perry, Scott",repscottperry,Scott Perry,Republican,"Perry, Scott",RepScottPerry,13747
P000608,"Peters, Scott H.",CA,52,Rep,"Peters, Scott",RepScottPeters,Scott H. Peters,Democrat,"Peters, Scott",RepScottPeters,22001
P000596,"Pierluisi, Pedro R.",PR,0,Rep,"Pierluisi, Pedro",pedropierluisi,Pedro R. Pierluisi,Democrat,"Pierluisi, Pedro",PedroPierluisi,47886
P000606,"Pittenger, Robert",NC,9,Rep,"Pittenger, Robert",congressmanpittenger,Robert Pittenger,Republican,"Pittenger, Robert",RepPittenger,13358
P000607,"Pocan, Mark",WI,2,Rep,"Pocan, Mark",repmarkpocan,Mark Pocan,Democrat,"Pocan, Mark",RepMarkPocan,75429
P000598,"Polis, Jared",CO,2,Rep,"Polis, Jared",jaredpolis,Jared Polis,Democrat,"Polis, Jared",RepJaredPolis,14266
P000602,"Pompeo, Mike",KS,4,Rep,"Pompeo, Mike",CongressmanPompeo,Mike Pompeo,Republican,"Pompeo, Mike",RepMikePompeo,-1
Q000023,"Quigley, Mike",IL,5,Rep,"Quigley, Mike",repmikequigley,Mike Quigley,Democrat,"Quigley, Mike",RepMikeQuigley,37520
R000053,"Rangel, Charles B.",NY,13,Rep,"Rangel, Charles",CBRangel,Charles B. Rangel,Democrat,"Rangel, Charles",CBRangel,29385
R000585,"Reed, Tom",NY,23,Rep,"Reed, Tom",RepTomReed,Tom Reed,Republican,"Reed, Tom",RepTomReed,15101
R000602,"Rice, Kathleen M.",NY,4,Rep,"Rice, Kathleen",RepKathleenRice,Kathleen M. Rice,Democrat,"Rice, Kathleen",RepKathleenRice,28977
R000589,"Rigell, E. Scott",VA,2,Rep,"Rigell, Scott",,,,,,-1
R000575,"Rogers, Mike D.",AL,3,Rep,"Rogers, Mike",CongressmanMikeDRogers,Mike Rogers,Republican,"Rogers, Mike",RepMikeRogersAL,21931
R000435,"Ros-Lehtinen, Ileana",FL,27,Rep,"Ros-Lehtinen, Ileana",iroslehtinen,Ileana Ros-Lehtinen,Republican,"Ros-Lehtinen, Ileana",RosLehtinen,117341
R000580,"Roskam, Peter J.",IL,6,Rep,"Roskam, Peter",PeterRoskam,Peter J. Roskam,Republican,"Roskam, Peter",PeterRoskam,27557
R000593,"Ross, Dennis A.",FL,15,Rep,"Ross, Dennis",dennis.ross.376,Dennis A. Ross,Republican,"Ross, Dennis",RepDennisRoss,18275
R000486,"Roybal-Allard, Lucille",CA,40,Rep,"Roybal-Allard, Lucille",RepRoybalAllard,Lucille Roybal-Allard,Democrat,"Roybal-Allard, Lucille",RepRoybalAllard,20857
R000487,"Royce, Edward R.",CA,39,Rep,"Royce, Edward",EdRoyce,Edward R. Royce,Republican,"Royce, Edward",RepEdRoyce,28037
R000576,"Ruppersberger, C. A. Dutch",MD,2,Rep,"Ruppersberger, Dutch",,,,,,-1
R000515,"Rush, Bobby L.",IL,1,Rep,"Rush, Bobby",congressmanbobbyrush,Bobby L. Rush,Democrat,"Rush, Bobby",RepBobbyRush,14410
R000577,"Ryan, Tim",OH,13,Rep,"Ryan, Tim",timryan,Tim Ryan,Democrat,"Ryan, Tim",RepTimRyan,53334
S000018,"Salmon, Matt",AZ,5,Rep,"Salmon, Matt",RepMattSalmon,Matt Salmon,Republican,"Salmon, Matt",RepMattSalmon,0
S001168,"Sarbanes, John P.",MD,3,Rep,"Sarbanes, John",RepSarbanes,John P. Sarbanes,Democrat,"Sarbanes, John",RepSarbanes,17573
S001176,"Scalise, Steve",LA,1,Rep,"Scalise, Steve",RepSteveScalise,Steve Scalise,Republican,"Scalise, Steve",SteveScalise,276476
S001145,"Schakowsky, Janice D.",IL,9,Rep,"Schakowsky, Janice",janschakowsky,Janice D. Schakowsky,Democrat,"Schakowsky, Janice",JanSchakowsky,36213
S001180,"Schrader, Kurt",OR,5,Rep,"Schrader, Kurt",repschrader,Kurt Schrader,Democrat,"Schrader, Kurt",RepSchrader,22889
S001157,"Scott, David",GA,13,Rep,"Scott, David",113303673339,David Scott,Democrat,"Scott, David",RepDavidScott,17371
S000364,"Shimkus, John",IL,15,Rep,"Shimkus, John",repshimkus,John Shimkus,Republican,"Shimkus, John",RepShimkus,28652
S001148,"Simpson, Michael K.",ID,2,Rep,"Simpson, Michael",96007744606,Michael K. Simpson,Republican,"Simpson, Michael",CongMikeSimpson,12797
S001191,"Sinema, Kyrsten",AZ,9,Rep,"Sinema, Kyrsten",CongresswomanSinema,Kyrsten Sinema,Democrat,"Sinema, Kyrsten",RepSinema,28721
S001165,"Sires, Albio",NJ,8,Rep,"Sires, Albio",81058818750,Albio Sires,Democrat,"Sires, Albio",RepSires,16987
S001175,"Speier, Jackie",CA,14,Rep,"Speier, Jackie",JackieSpeier,Jackie Speier,Democrat,"Speier, Jackie",RepSpeier,120036
S001196,"Stefanik, Elise M.",NY,21,Rep,"Stefanik, Elise",RepEliseStefanik,Elise M. Stefanik,Republican,"Stefanik, Elise",RepStefanik,16768
S001187,"Stivers, Steve",OH,15,Rep,"Stivers, Steve",116058275133542,Steve Stivers,Republican,"Stivers, Steve",RepSteveStivers,30041
T000473,"Takai, Mark",HI,1,Rep,"Takai, Mark",repmarktakai,Mark Takai,Democrat,"Takai, Mark",RepMarkTakai,2986
T000472,"Takano, Mark",CA,41,Rep,"Takano, Mark",RepMarkTakano,Mark Takano,Democrat,"Takano, Mark",RepMarkTakano,47058
T000462,"Tiberi, Patrick J.",OH,12,Rep,"Tiberi, Patrick",RepPatTiberi,Patrick J. Tiberi,Republican,"Tiberi, Patrick",pattiberi,15748
T000469,"Tonko, Paul",NY,20,Rep,"Tonko, Paul",reppaultonko,Paul Tonko,Democrat,"Tonko, Paul",RepPaulTonko,23247
T000474,"Torres, Norma J.",CA,35,Rep,"Torres, Norma",RepNormaTorres,Norma J. Torres,Democrat,"Torres, Norma",NormaJTorres,11578
T000475,"Trott, David A.",MI,11,Rep,"Trott, David",,,,,,-1
T000463,"Turner, Michael R.",OH,10,Rep,"Turner, Michael",RepMikeTurner,Michael R. Turner,Republican,"Turner, Michael",RepMikeTurner,19237
V000129,"Valadao, David G.",CA,21,Rep,"Valadao, David",CongressmanDavidValadao,David G. Valadao,Republican,"Valadao, David",RepDavidValadao,15612
V000128,"Van Hollen, Chris",MD,8,Rep,"Van Hollen, Chris",chrisvanhollen,Chris Van Hollen,Democrat,"Van Hollen, Chris",ChrisVanHollen,127629
V000130,"Vargas, Juan",CA,51,Rep,"Vargas, Juan",RepJuanVargas,Juan Vargas,Democrat,"Vargas, Juan",RepJuanVargas,17757
V000131,"Veasey, Marc A.",TX,33,Rep,"Veasey, Marc",CongressmanMarcVeasey,Marc A. Veasey,Democrat,"Veasey, Marc",RepVeasey,18464
V000081,"Velazquez, Nydia M.",NY,7,Rep,"Velazquez, Nydia",,,,,,-1
W000812,"Wagner, Ann",MO,2,Rep,"Wagner, Ann",RepAnnWagner,Ann Wagner,Republican,"Wagner, Ann",RepAnnWagner,18420
W000798,"Walberg, Tim",MI,7,Rep,"Walberg, Tim",RepWalberg,Tim Walberg,Republican,"Walberg, Tim",RepWalberg,14992
W000791,"Walden, Greg",OR,2,Rep,"Walden, Greg",repgregwalden,Greg Walden,Republican,"Walden, Greg",RepGregWalden,25648
W000813,"Walorski, Jackie",IN,2,Rep,"Walorski, Jackie",RepJackieWalorski,Jackie Walorski,Republican,"Walorski, Jackie",RepWalorski,15578
W000820,"Walters, Mimi",CA,45,Rep,"Walters, Mimi",RepMimiWalters,Mimi Walters,Republican,"Walters, Mimi",RepMimiWalters,12305
W000799,"Walz, Timothy J.",MN,1,Rep,"Walz, Timothy",,Timothy J. Walz,Democrat,"Walz, Timothy",RepTimWalz,28145
W000797,"Wasserman Schultz, Debbie",FL,23,Rep,"Wasserman Schultz, Debbie",RepDWS,Debbie Wasserman Schultz,Democrat,"Wasserman Schultz, Debbie",RepDWStweets,13008
W000187,"Waters, Maxine",CA,43,Rep,"Waters, Maxine",MaxineWaters,Maxine Waters,Democrat,"Waters, Maxine",RepMaxineWaters,746692
W000806,"Webster, Daniel",FL,10,Rep,"Webster, Daniel",RepWebster,Daniel Webster,Republican,"Webster, Daniel",RepWebster,20494
W000800,"Welch, Peter",VT,0,Rep,"Welch, Peter",PeterWelch,Peter Welch,Democrat,"Welch, Peter",PeterWelch,11314
W000815,"Wenstrup, Brad R.",OH,2,Rep,"Wenstrup, Brad",RepBradWenstrup,Brad R. Wenstrup,Republican,"Wenstrup, Brad",RepBradWenstrup,18559
W000413,"Whitfield, Ed",KY,1,Rep,"Whitfield, Ed",RepEdWhitfield,Ed Whitfield,Republican,"Whitfield, Ed",RepEdWhitfield,8524
W000808,"Wilson, Frederica S.",FL,24,Rep,"Wilson, Frederica",RepWilson,Frederica S. Wilson,Democrat,"Wilson, Frederica",RepWilson,62523
W000809,"Womack, Steve",AR,3,Rep,"Womack, Steve",RepSteveWomack,Steve Womack,Republican,"Womack, Steve",Rep_SteveWomack,17784
Y000062,"Yarmuth, John A.",KY,3,Rep,"Yarmuth, John",214258646163,John A. Yarmuth,Democrat,"Yarmuth, John",RepJohnYarmuth,30300
Y000063,"Yoder, Kevin",KS,3,Rep,"Yoder, Kevin",CongressmanKevinYoder,Kevin Yoder,Republican,"Yoder, Kevin",RepKevinYoder,28839
Y000066,"Young, David",IA,3,Rep,"Young, David",RepDavidYoung,David Young,Republican,"Young, David",RepDavidYoung,11143
Z000017,"Zeldin, Lee M.",NY,1,Rep,"Zeldin, Lee",RepLeeZeldin,Lee M. Zeldin,Republican,"Zeldin, Lee",RepLeeZeldin,34992
S000522,"Smith, Christopher H.",NJ,4,Rep,"Smith, Christopher",RepChrisSmith,Christopher H. Smith,Republican,"Smith, Christopher",RepChrisSmith,21279
A000374,"Abraham, Ralph Lee",LA,5,Rep,"Abraham, Ralph Lee",,,,,,-1
B001273,"Black, Diane",TN,6,Rep,"Black, Diane",DianeBlackTN06,Diane Black,Republican,"Black, Diane",RepDianeBlack,26935
B000589,"Boehner, John A.",OH,8,Rep,"Boehner, John",SpeakerJohnBoehner,John A. Boehner,Republican,"Boehner, John",SpeakerBoehner,1441061
D000533,"Duncan, John J., Jr.",TN,2,Rep,"Duncan, John",CongressmanDuncan,"John J. Duncan, Jr.",Republican,"Duncan, John",RepJohnDuncanJr,5920
G000546,"Graves, Sam",MO,6,Rep,"Graves, Sam",118514606128,Sam Graves,Republican,"Graves, Sam",RepSamGraves,12486
H001053,"Hartzler, Vicky",MO,4,Rep,"Hartzler, Vicky",Congresswoman.Hartzler,Vicky Hartzler,Republican,"Hartzler, Vicky",RepHartzler,19441
J000290,"Jenkins, Lynn",KS,2,Rep,"Jenkins, Lynn",replynnjenkins,Lynn Jenkins,Republican,"Jenkins, Lynn",RepLynnJenkins,23564
L000571,"Lummis, Cynthia M.",WY,0,Rep,"Lummis, Cynthia",152754318103332,Cynthia M. Lummis,Republican,"Lummis, Cynthia",CynthiaLummis,14150
M001184,"Massie, Thomas",KY,4,Rep,"Massie, Thomas",RepThomasMassie,Thomas Massie,Republican,"Massie, Thomas",RepThomasMassie,45979
M001165,"McCarthy, Kevin",CA,23,Rep,"McCarthy, Kevin",CongressmanKevinMcCarthy,Kevin McCarthy,Republican,"McCarthy, Kevin",GOPLeader,153196
P000592,"Poe, Ted",TX,2,Rep,"Poe, Ted",106631626049851,Ted Poe,Republican,"Poe, Ted",JudgeTedPoe,31559
R000591,"Roby, Martha",AL,2,Rep,"Roby, Martha",Representative.Martha.Roby,Martha Roby,Republican,"Roby, Martha",RepMarthaRoby,29289
S001189,"Scott, Austin",GA,8,Rep,"Scott, Austin",RepAustinScott,Austin Scott,Republican,"Scott, Austin",AustinScottGA08,17038
G000289,"Goodlatte, Bob",VA,6,Rep,"Goodlatte, Bob",BobGoodlatte,Bob Goodlatte,Republican,"Goodlatte, Bob",RepGoodlatte,52162
A000369,"Amodei, Mark E.",NV,2,Rep,"Amodei, Mark",MarkAmodeiNV2,Mark E. Amodei,Republican,"Amodei, Mark",MarkAmodeiNV2,12027
C001076,"Chaffetz, Jason",UT,3,Rep,"Chaffetz, Jason",CongressmanJasonChaffetz,Jason Chaffetz,Republican,"Chaffetz, Jason",JasonInTheHouse,411793
D000191,"DeFazio, Peter A.",OR,4,Rep,"DeFazio, Peter",RepPeterDeFazio,Peter A. DeFazio,Democrat,"DeFazio, Peter",RepPeterDeFazio,24936
F000460,"Farenthold, Blake",TX,27,Rep,"Farenthold, Blake",BlakeFarenthold,Blake Farenthold,Republican,"Farenthold, Blake",Farenthold,-1
F000458,"Fincher, Stephen Lee",TN,8,Rep,"Fincher, Stephen Lee",,,,,,-1
F000445,"Forbes, J. Randy",VA,4,Rep,"Forbes, Randy",,,,,,-1
H001065,"Holding, George",NC,13,Rep,"Holding, George",CongressmanGeorgeHolding,George Holding,Republican,"Holding, George",RepHolding,13301
H001034,"Honda, Michael M.",CA,17,Rep,"Honda, Michael",RepMikeHonda,Michael M. Honda,Democrat,"Honda, Michael",RepMikeHonda,24331
I000056,"Issa, Darrell E.",CA,49,Rep,"Issa, Darrell",darrellissa,Darrell E. Issa,Republican,"Issa, Darrell",DarrellIssa,294109
J000294,"Jeffries, Hakeem S.",NY,8,Rep,"Jeffries, Hakeem",RepHakeemJeffries,Hakeem S. Jeffries,Democrat,"Jeffries, Hakeem",RepJeffries,48008
L000560,"Larsen, Rick",WA,2,Rep,"Larsen, Rick",RepRickLarsen,Rick Larsen,Democrat,"Larsen, Rick",RepRickLarsen,16924
S000583,"Smith, Lamar",TX,21,Rep,"Smith, Lamar",LamarSmithTX21,Lamar Smith,Republican,"Smith, Lamar",LamarSmithTX21,25652
S001193,"Swalwell, Eric",CA,15,Rep,"Swalwell, Eric",CongressmanEricSwalwell,Eric Swalwell,Democrat,"Swalwell, Eric",RepSwalwell,295550
T000460,"Thompson, Mike",CA,5,Rep,"Thompson, Mike",RepMikeThompson,Mike Thompson,Democrat,"Thompson, Mike",RepThompson,21941
B001294,"Blum, Rod",IA,1,Rep,"Blum, Rod",congressmanrodblum,Rod Blum,Republican,"Blum, Rod",RepRodBlum,11340
C001053,"Cole, Tom",OK,4,Rep,"Cole, Tom",TomColeOK04,Tom Cole,Republican,"Cole, Tom",TomColeOK04,18590
D000621,"DeSantis, Ron",FL,6,Rep,"DeSantis, Ron",RepDeSantis,Ron DeSantis,Republican,"DeSantis, Ron",RepDeSantis,184752
F000372,"Frelinghuysen, Rodney P.",NJ,11,Rep,"Frelinghuysen, Rodney",rfrelinghuysen,Rodney P. Frelinghuysen,Republican,"Frelinghuysen, Rodney",USRepRodney,13719
M001182,"Mulvaney, Mick",SC,5,Rep,"Mulvaney, Mick",MulvaneySC5,Mick Mulvaney,Republican,"Mulvaney, Mick",RepMickMulvaney,-1
A000370,"Adams, Alma S.",NC,12,Rep,"Adams, Alma",CongresswomanAdams,Alma S. Adams,Democrat,"Adams, Alma",RepAdams,10642
A000371,"Aguilar, Pete",CA,31,Rep,"Aguilar, Pete",reppeteaguilar,Pete Aguilar,Democrat,"Aguilar, Pete",reppeteaguilar,8157
B001270,"Bass, Karen",CA,37,Rep,"Bass, Karen",RepKarenBass,Karen Bass,Democrat,"Bass, Karen",RepKarenBass,83557
B001281,"Beatty, Joyce",OH,3,Rep,"Beatty, Joyce",RepJoyceBeatty,Joyce Beatty,Democrat,"Beatty, Joyce",RepBeatty,24310
B000287,"Becerra, Xavier",CA,34,Rep,"Becerra, Xavier",XavierBecerra,Xavier Becerra,Democrat,"Becerra, Xavier",RepBecerra,45
B001292,"Beyer, Donald S., Jr.",VA,8,Rep,"Beyer, Donald",repdonbeyer,"Donald S. Beyer, Jr.",Democrat,"Beyer, Donald",repdonbeyer,59433
B000490,"Bishop, Sanford D., Jr.",GA,2,Rep,"Bishop, Sanford",sanfordbishop,"Sanford D. Bishop, Jr.",Democrat,"Bishop, Sanford",SanfordBishop,16775
B000574,"Blumenauer, Earl",OR,3,Rep,"Blumenauer, Earl",,Earl Blumenauer,Democrat,"Blumenauer, Earl",BlumenauerMedia,3087
C001083,"Carney, John C., Jr.",DE,0,Rep,"Carney, John",JohnCarneyDE,John C. Carney Jr.,Democrat,"Carney, John",JohnCarneyde,22038
C001072,"Carson, Andre",IN,7,Rep,"Carson, Andre",,,,,,-1
C001049,"Clay, Wm. Lacy",MO,1,Rep,"Clay, Wm. Lacy",,,,,,-1
C000537,"Clyburn, James E.",SC,6,Rep,"Clyburn, James",jameseclyburn,James E. Clyburn,Democrat,"Clyburn, James",Clyburn,56850
C001078,"Connolly, Gerald E.",VA,11,Rep,"Connolly, Gerald",CongressmanGerryConnolly,Gerald E. Connolly,Democrat,"Connolly, Gerald",GerryConnolly,42793
C000714,"Conyers, John, Jr.",MI,13,Rep,"Conyers, John",CongressmanConyers,"John Conyers, Jr.",Democrat,"Conyers, John",RepJohnConyers,43698
C001038,"Crowley, Joseph",NY,14,Rep,"Crowley, Joseph",repjoecrowley,Joseph Crowley,Democrat,"Crowley, Joseph",RepJoeCrowley,29675
C001063,"Cuellar, Henry",TX,28,Rep,"Cuellar, Henry",152569121550,Henry Cuellar,Democrat,"Cuellar, Henry",RepCuellar,21158
C000984,"Cummings, Elijah E.",MD,7,Rep,"Cummings, Elijah",elijahcummings,Elijah E. Cummings,Democrat,"Cummings, Elijah",RepCummings,200863
D000096,"Davis, Danny K.",IL,7,Rep,"Davis, Danny",CongressmanDKDavis,Danny K. Davis,Democrat,"Davis, Danny",RepDannyDavis,9691
D000216,"DeLauro, Rosa L.",CT,3,Rep,"DeLauro, Rosa",CongresswomanRosaDeLauro,Rosa L. DeLauro,Democrat,"DeLauro, Rosa",RosaDeLauro,35070
D000610,"Deutch, Theodore E.",FL,21,Rep,"Deutch, Theodore",CongressmanTedDeutch,Theodore E. Deutch,Democrat,"Deutch, Theodore",RepTedDeutch,42929
D000399,"Doggett, Lloyd",TX,35,Rep,"Doggett, Lloyd",lloyddoggett,Lloyd Doggett,Democrat,"Doggett, Lloyd",RepLloydDoggett,29380
E000293,"Esty, Elizabeth H.",CT,5,Rep,"Esty, Elizabeth",RepEsty,Elizabeth H. Esty,Democrat,"Esty, Elizabeth",RepEsty,22533
F000454,"Foster, Bill",IL,11,Rep,"Foster, Bill",CongressmanBillFoster,Bill Foster,Democrat,"Foster, Bill",RepBillFoster,48453
G000571,"Gabbard, Tulsi",HI,2,Rep,"Gabbard, Tulsi",RepTulsiGabbard,Tulsi Gabbard,Democrat,"Gabbard, Tulsi",TulsiPress,97411
G000574,"Gallego, Ruben",AZ,7,Rep,"Gallego, Ruben",RepRubenGallego,Ruben Gallego,Democrat,"Gallego, Ruben",RepRubenGallego,76764
G000575,"Graham, Gwen",FL,2,Rep,"Graham, Gwen",repgwengraham,Gwen Graham,Democrat,"Graham, Gwen",RepGwenGraham,-1
G000556,"Grayson, Alan",FL,9,Rep,"Grayson, Alan",,Alan Grayson,Democrat,"Grayson, Alan",,-1
G000553,"Green, Al",TX,9,Rep,"Green, Al",repalgreen,Al Green,Democrat,"Green, Al",RepAlGreen,48608
G000551,"Grijalva, Raul M.",AZ,3,Rep,"Grijalva, Raul",,,,,,-1
H001047,"Himes, James A.",CT,4,Rep,"Himes, James",CongressmanJimHimes,James A. Himes,Democrat,"Himes, James",JAHimes,73143
L000480,"Lowey, Nita M.",NY,17,Rep,"Lowey, Nita",RepLowey,Nita M. Lowey,Democrat,"Lowey, Nita",NitaLowey,25318
L000580,"Lujan Grisham, Michelle",NM,1,Rep,"Lujan Grisham, Michelle",RepLujanGrisham,Michelle Lujan Grisham,Democrat,"Lujan Grisham, Michelle",RepLujanGrisham,25726
L000562,"Lynch, Stephen F.",MA,8,Rep,"Lynch, Stephen",repstephenlynch,Stephen F. Lynch,Democrat,"Lynch, Stephen",RepStephenLynch,16320
M001185,"Maloney, Sean Patrick",NY,18,Rep,"Maloney, Sean Patrick",,,,,,-1
M001137,"Meeks, Gregory W.",NY,5,Rep,"Meeks, Gregory",gregorymeeksny05,Gregory W. Meeks,Democrat,"Meeks, Gregory",GregoryMeeks,10
M001191,"Murphy, Patrick",FL,18,Rep,"Murphy, Patrick",CongressmanPatrickMurphy,Patrick Murphy,Democrat,"Murphy, Patrick",RepMurphyFL,-1
N000179,"Napolitano, Grace F.",CA,32,Rep,"Napolitano, Grace",RepGraceNapolitano,Grace F. Napolitano,Democrat,"Napolitano, Grace",GraceNapolitano,28590
N000015,"Neal, Richard E.",MA,1,Rep,"Neal, Richard",reprichardneal,Richard E. Neal,Democrat,"Neal, Richard",RepRichardNeal,14719
N000188,"Norcross, Donald",NJ,1,Rep,"Norcross, Donald",DonaldNorcrossNJ,Donald Norcross,Democrat,"Norcross, Donald",DonaldNorcross,9103
P000096,"Pascrell, Bill, Jr.",NJ,9,Rep,"Pascrell, Bill",pascrell,"Bill Pascrell, Jr.",Democrat,"Pascrell, Bill",BillPascrell,31462
P000197,"Pelosi, Nancy",CA,12,Rep,"Pelosi, Nancy",NancyPelosi,Nancy Pelosi,Democrat,"Pelosi, Nancy",NancyPelosi,1581541
P000597,"Pingree, Chellie",ME,1,Rep,"Pingree, Chellie",ChelliePingree,Chellie Pingree,Democrat,"Pingree, Chellie",ChelliePingree,22724
P000610,"Plaskett, Stacey E.",VI,0,Rep,"Plaskett, Stacey",repstaceyplaskett,Stacey E. Plaskett,Democrat,"Plaskett, Stacey",staceyplaskett,5278
P000523,"Price, David E.",NC,4,Rep,"Price, David",RepDavidEPrice,David E. Price,Democrat,"Price, David",RepDavidEPrice,22859
R000588,"Richmond, Cedric L.",LA,2,Rep,"Richmond, Cedric",RepRichmond,Cedric L. Richmond,Democrat,"Richmond, Cedric",RepRichmond,25216
R000599,"Ruiz, Raul",CA,36,Rep,"Ruiz, Raul",CongressmanRaulRuizMD,Raul Ruiz,Democrat,"Ruiz, Raul",CongressmanRuiz,18981
S001177,"Sablan, Gregorio Kilili Camacho",MP,0,Rep,"Sablan, Gregorio Kilili Camacho",,,,,,-1
S001156,"Sanchez, Linda T.",CA,38,Rep,"Sanchez, Linda",,,,,,-1
S000030,"Sanchez, Loretta",CA,46,Rep,"Sanchez, Loretta",LorettaSanchez,Loretta Sanchez,Democrat,"Sanchez, Loretta",LorettaSanchez,19292
S001150,"Schiff, Adam B.",CA,28,Rep,"Schiff, Adam",RepAdamSchiff,Adam B. Schiff,Democrat,"Schiff, Adam",RepAdamSchiff,913595
S000185,"Scott, Robert C. ""Bobby""",VA,3,Rep,"Scott, Robert",RepBobbyScott,"Robert C. ""Bobby"" Scott",Democrat,"Scott, Robert",BobbyScott,27060
S000248,"Serrano, Jose E.",NY,15,Rep,"Serrano, Jose",,,,,,-1
S001185,"Sewell, Terri A.",AL,7,Rep,"Sewell, Terri",RepSewell,Terri A. Sewell,Democrat,"Sewell, Terri",RepTerriSewell,30149
S000344,"Sherman, Brad",CA,30,Rep,"Sherman, Brad",63158229861,Brad Sherman,Democrat,"Sherman, Brad",BradSherman,37383
S000480,"Slaughter, Louise McIntosh",NY,25,Rep,"Slaughter, Louise McIntosh",,,,,,-1
S000510,"Smith, Adam",WA,9,Rep,"Smith, Adam",RepAdamSmith,Adam Smith,Democrat,"Smith, Adam",RepAdamSmith,27794
T000193,"Thompson, Bennie G.",MS,2,Rep,"Thompson, Bennie",CongressmanBennieGThompson,Bennie G. Thompson,Democrat,"Thompson, Bennie",BennieGThompson,8922
T000468,"Titus, Dina",NV,1,Rep,"Titus, Dina",CongresswomanTitus,Dina Titus,Democrat,"Titus, Dina",RepDinaTitus,31829
T000465,"Tsongas, Niki",MA,3,Rep,"Tsongas, Niki",RepTsongas,Niki Tsongas,Democrat,"Tsongas, Niki",NikiInTheHouse,21251
V000132,"Vela, Filemon",TX,34,Rep,"Vela, Filemon",USCongressmanFilemonVela,Filemon Vela,Democrat,"Vela, Filemon",RepFilemonVela,12496
V000108,"Visclosky, Peter J.",IN,1,Rep,"Visclosky, Peter",repvisclosky,Peter J. Visclosky,Democrat,"Visclosky, Peter",RepVisclosky,12100
W000822,"Watson Coleman, Bonnie",NJ,12,Rep,"Watson Coleman, Bonnie",RepBonnie,Bonnie Watson Coleman,Democrat,"Watson Coleman, Bonnie",RepBonnie,12190
C000754,"Cooper, Jim",TN,5,Rep,"Cooper, Jim",JimCooper,Jim Cooper,Democrat,"Cooper, Jim",RepJimCooper,21373
J000255,"Jones, Walter B., Jr.",NC,3,Rep,"Jones, Walter",15083070102,Walter B. Jones,Republican,"Jones, Walter",RepWalterJones,23448
S000244,"Sensenbrenner, F. James, Jr.",WI,5,Rep,"Sensenbrenner, James",,,,,,-1
B001283,"Bridenstine, Jim",OK,1,Rep,"Bridenstine, Jim",CongressmanJimBridenstine,Jim Bridenstine,Republican,"Bridenstine, Jim",RepJBridenstine,22834
G000576,"Grothman, Glenn",WI,6,Rep,"Grothman, Glenn",RepGrothman,Glenn Grothman,Republican,"Grothman, Glenn",RepGrothman,5080
J000289,"Jordan, Jim",OH,4,Rep,"Jordan, Jim",repjimjordan,Jim Jordan,Republican,"Jordan, Jim",Jim_Jordan,162228
