_id,_introduced,_official_title,_passed_house,_passed_senate,_session,_short_title,_status,_top_subject,_type
1,2011-01-25 00:01:00,A bill to strengthen the economic competitiveness of the United States.,False,False,112,American Competitiveness Act,REFERRED,Economics and public finance,s
2,2011-01-25 00:01:00,A bill to help middle class families succeed.,False,False,112,Middle Class Success Act,REFERRED,Economics and public finance,s
3,2011-01-25 00:01:00,A bill to promote fiscal responsibility and control spending.,False,False,112,Fiscal Responsibility and Spending Control Act,REFERRED,Economics and public finance,s
4,2011-01-25 00:01:00,A bill to make America the world's leader in clean energy.,False,False,112,Make America the World's Leader in Clean Energy Act,REFERRED,Energy,s
5,2011-01-25 00:01:00,A bill to reform schools and give America's children the tools they need to succeed.,False,False,112,Reform America's Schools to Educate the Leaders of the Future Act,REFERRED,Education,s
6,2011-01-25 00:01:00,A bill to reform America's broken immigration system.,False,False,112,Reform America's Broken Immigration System Act,REFERRED,Immigration,s
7,2011-01-25 00:01:00,A bill to reform the Federal tax code.,False,False,112,Comprehensive and Fair Tax Reform Act,REFERRED,Taxation,s
8,2011-01-25 00:01:00,A bill to strengthen America's national security.,False,False,112,Tough and Smart National Security Act,REFERRED,Armed forces and national security,s
9,2011-01-25 00:01:00,A bill to reform America's political system and eliminate gridlock that blocks progress.,False,False,112,Political Reform and Gridlock Elimination Act,REFERRED,Government operations and politics,s
10,2011-01-25 00:01:00,A bill to ensure equity for women and address rising pressures on American families.,False,False,112,Family Economic Success Act,REFERRED,Labor and employment,s
11,2011-01-25 00:01:00,A bill to provide permanent tax relief from the marriage penalty.,False,False,112,Permanent Marriage Penalty Relief Act of 2011,REFERRED,Taxation,s
12,2011-01-25 00:01:00,"A bill to amend the Internal Revenue Code of 1986 to provide additional tax relief for private sector job creation, and for other purposes.",False,False,112,Job Creation Act of 2011,REFERRED,Economics and public finance,s
13,2011-01-25 00:01:00,"A bill to promote freedom, fairness, and economic opportunity by repealing the income tax and other taxes, abolishing the Internal Revenue Service, and enacting a national sales tax to be administered primarily by the States.",False,False,112,Fair Tax Act of 2011,REFERRED,Taxation,s
14,2011-01-25 00:01:00,A bill to establish a Commission on Congressional Budgetary Accountability and Review of Federal Agencies.,False,False,112,,REFERRED,Government operations and politics,s
15,2011-01-25 00:01:00,"A bill to prohibit the regulation of carbon dioxide emissions in the United States until China, India, and Russia implement similar reductions.",False,False,112,,REFERRED,Environmental protection,s
16,2011-01-25 00:01:00,A bill to repeal the Patient Protection and Affordable Care Act.,False,False,112,Patient Choice Restoration Act,REFERRED,Health,s
17,2011-01-25 00:01:00,A bill to repeal the job-killing tax on medical devices to ensure continued access to life-saving medical devices for patients and maintain the standing of United States as the world leader in medical device innovation.,False,False,112,Medical Device Access and Innovation Protection Act,REFERRED,Taxation,s
18,2011-01-25 00:01:00,A bill to repeal the expansion of information reporting requirements for payments of $600 or more to corporations and for other purposes.,False,False,112,Small Business Paperwork Mandate Elimination Act,REFERRED,Taxation,s
19,2011-01-25 00:01:00,A bill to restore American's individual liberty by striking the Federal mandate to purchase insurance.,False,False,112,American Liberty Restoration Act,REFERRED,Health,s
20,2011-01-25 00:01:00,A bill to protect American job creation by striking the job-killing Federal employer mandate.,False,False,112,American Job Protection Act,REFERRED,Health,s
21,2011-01-25 00:01:00,"A bill to secure the United States against cyber attack, to enhance American competitiveness and create jobs in the information technology industry, and to protect the identities and sensitive information of American citizens and businesses.",False,False,112,Cyber Security and American Cyber Competitiveness Act of 2011,REFERRED,Government operations and politics,s
22,2011-01-25 00:01:00,A bill to amend the Internal Revenue Code of 1986 to permanently extend and expand the additional standard deduction for real property taxes for nonitemizers.,False,False,112,Homeowner Tax Fairness Act of 2011,REFERRED,Taxation,s
23,2011-01-25 00:01:00,"A bill to amend title 35, United States Code, to provide for patent reform.",False,True,112,America Invents Act,PASS_OVER:SENATE,Commerce,s
24,2011-01-25 00:01:00,A bill to amend the Internal Revenue Code of 1986 to permanently extend the election to deduct State and local sales taxes.,False,False,112,,REFERRED,Taxation,s
25,2011-01-25 00:01:00,"A bill to phase out the Federal sugar program, and for other purposes.",False,False,112,Stop Unfair Giveaways and Restrictions Act of 2011,REFERRED,Agriculture and food,s
26,2011-01-25 00:01:00,"A bill to amend the Internal Revenue Code of 1986 to repeal the percentage depletion allowance for certain hardrock mines, and to use the resulting revenues from such repeal for deficit reduction.",False,False,112,Elimination of Double Subsidies for the Hardrock Mining Industry Act of 2011,REFERRED,Taxation,s
27,2011-01-25 00:01:00,A bill to prohibit brand name drug companies from compensating generic drug companies to delay the entry of a generic drug into the market.,False,False,112,Preserve Access to Affordable Generics Act,REPORTED,Commerce,s
28,2011-01-25 00:01:00,"A bill to amend the Communications Act of 1934 to provide public safety providers an additional 10 megahertz of spectrum to support a national, interoperable wireless broadband network and authorize the Federal Communications Commission to hold incentive auctions to provide funding to support such a network, and for other purposes.",False,False,112,Public Safety Spectrum and Wireless Innovation Act,REFERRED,"Science, technology, communications",s
29,2011-01-25 00:01:00,A bill to establish the Sacramento-San Joaquin Delta National Heritage Area.,False,False,112,Sacramento-San Joaquin Delta National Heritage Area Establishment Act,REFERRED,Public lands and natural resources,s
30,2011-01-25 00:01:00,A bill to amend the Internal Revenue code of 1986 to provide an additional year for the extension of the placed in service date for the low-income housing credit rules applicable to the GO Zone.,False,False,112,,REFERRED,Taxation,s
31,2011-01-25 00:01:00,A bill to amend part D of title XVIII of the Social Security Act to authorize the Secretary of Health and Human Services to negotiate for lower prices for Medicare prescription drugs.,False,False,112,Prescription Drug and Health Improvement Act of 2011,REFERRED,Health,s
32,2011-01-25 00:01:00,"A bill to prohibit the transfer or possession of large capacity ammunition feeding devices, and for other purposes.",False,False,112,Large Capacity Ammunition Feeding Device Act,REFERRED,Crime and law enforcement,s
33,2011-01-25 00:01:00,A bill to designate a portion of the Arctic National Wildlife Refuge as wilderness.,False,False,112,,REFERRED,Public lands and natural resources,s
34,2011-01-25 00:01:00,A bill to increase public safety by permitting the Attorney General to deny the transfer of firearms or the issuance of firearms and explosives licenses to known or suspected dangerous terrorists.,False,False,112,Denying Firearms and Explosives to Dangerous Terrorists Act of 2011,REFERRED,Crime and law enforcement,s
35,2011-01-25 00:01:00,A bill to establish background check procedures for gun shows.,False,False,112,Gun Show Background Check Act of 2011,REFERRED,Crime and law enforcement,s
36,2011-01-25 00:01:00,A bill to amend title XIX of the Social Security Act to provide 100 percent reimbursement for medical assistance provided to a Native Hawaiian through a Federally-qualified health center or a Native Hawaiian health care system.,False,False,112,Native Hawaiian Medicaid Coverage Act of 2011,REFERRED,Health,s
37,2011-01-25 00:01:00,A bill to amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under the care of a physician.,False,False,112,Autonomy for Psychologists and Social Workers Act of 2011,REFERRED,Health,s
38,2011-01-25 00:01:00,A bill to amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the Medicare program.,False,False,112,Equity for Clinical Social Workers Act of 2011,REFERRED,Health,s
39,2011-01-25 00:01:00,A bill to amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs.,False,False,112,Strengthen the Public Health Service Act,REFERRED,Health,s
40,2011-01-25 00:01:00,A bill to amend the Public Health Service Act to promote mental and behavioral health services for underserved populations.,False,False,112,Graduate Psychology Education Act of 2011,REFERRED,Health,s
41,2011-01-25 00:01:00,A bill to amend the Public Health Service Act to provide for the establishment of a National Office for Social Work Research.,False,False,112,National Office for Social Work Research Act,REFERRED,Health,s
42,2011-01-25 00:01:00,"A bill to amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under certain programs that would assist individuals in pursuing health careers or for grants for training projects in geriatrics, and to establish a social work training program.",False,False,112,Strengthen Social Work Workforce Act of 2011,REFERRED,Health,s
43,2011-01-25 00:01:00,"A bill to amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes.",False,False,112,Psychologists in the Service of the Public Act of 2011,REFERRED,Health,s
44,2011-01-25 00:01:00,A bill to amend part D of title XVIII of the Social Security Act to require the Secretary of Health and Human Services to negotiate covered part D drug prices on behalf of Medicare beneficiaries.,False,False,112,Medicare Prescription Drug Price Negotiation Act of 2011,REFERRED,Health,s
45,2011-01-25 00:01:00,A bill to amend the Internal Revenue Code of 1986 to provide for the taxation of income of controlled foreign corporations attributable for imported property.,False,False,112,Offshoring Prevention Act,REFERRED,Taxation,s
46,2011-01-25 00:01:00,"A bill to reauthorize the Coral Reef Conservation Act of 2000, and for other purposes.",False,False,112,Coral Reef Conservation Amendments Act of 2011,REPORTED,Public lands and natural resources,s
47,2011-01-25 00:01:00,"A bill to amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses.",False,False,112,Clinical Social Workers' Recognition Act of 2011,REFERRED,Government operations and politics,s
48,2011-01-25 00:01:00,"A bill to amend the Public Health Service Act to provide for the participation of pharmacists in National Health Services Corps programs, and for other purposes.",False,False,112,Pharmacist Student Loan Repayment Eligibility Act of 2011,REFERRED,Health,s
49,2011-01-25 00:01:00,A bill to amend the Federal antitrust laws to provide expanded coverage and to eliminate exemptions from such laws that are contrary to the public interest with respect to railroads.,False,False,112,Railroad Antitrust Enforcement Act of 2011,REPORTED,Commerce,s
