_query_time,_type,_id,_session,_status,_short_title,_official_title,_passed_house,_passed_senate,_introduced,_top_subject,_sponsor_id,_sponsor_name,_sponsor_party,_n_cosponsors,_n_dem_cosponsors,_n_rep_cosponsors,_n_withdrawn_cosponsors
2021-02-26_00-56-26,hr,3511,116,PARSED,Transforming Student Debt to Home Equity Act of 2019,"To direct the Secretary of the Department of Housing and Urban Development and the Director of the Federal Housing Finance Agency to develop a program to provide assistance to creditworthy borrowers with Federal student debt in purchasing certain foreclosed homes owned by the Federal Government, the Federal National Mortgage Association, the Federal Home Loan Mortgage Corporation, and local land banks, and for other purposes.",False,False,2019-06-26,Housing and Community Development,K000009,Marcy Kaptur,D,12,12,0,0
2021-02-26_00-56-26,hr,3512,116,PARSED,Preventing Risky Operations from Threatening the Education and Career Trajectories of Students Act of 2019,"To protect students of institutions of higher education and the taxpayer investment in institutions of higher education by improving oversight and accountability of institutions of higher education, particularly for-profit colleges, improving protections for students and borrowers, and ensuring the integrity of postsecondary education programs, and for other purposes.",False,False,2019-06-26,Education,L000590,Susie Lee,D,22,22,0,0
2021-02-26_00-56-27,hr,3513,116,PARSED,Patsy T. Mink and Louise M. Slaughter Gender Equity in Education Act of 2019,"To support educational entities in fully implementing title IX and reducing and preventing sex discrimination in all areas of education, and for other purposes.",False,False,2019-06-26,"Civil Rights and Liberties, Minority Issues",M001163,Doris Matsui,D,9,9,0,0
2021-02-26_00-56-28,hr,3514,116,PARSED,"To amend the Magnuson-Stevens Fishery Conservation and Management Act to provide fisheries disaster relief for commercial fishery failures that are due to certain duties, and for other purposes.","To amend the Magnuson-Stevens Fishery Conservation and Management Act to provide fisheries disaster relief for commercial fishery failures that are due to certain duties, and for other purposes.",False,False,2019-06-26,Public Lands and Natural Resources,M001196,Seth Moulton,D,2,2,0,0
2021-02-26_00-56-28,hr,3515,116,PARSED,Wage Increase Fairness Act,"To amend the Fair Labor Standards Act of 1938 to prohibit States and municipalities from adopting certain laws and ordinances, and for other purposes.",False,False,2019-06-26,Labor and Employment,P000608,Scott Peters,D,17,4,13,0
2021-02-26_00-56-29,hr,3516,116,PARSED,Fair Housing Improvement Act of 2019,"To amend the Fair Housing Act to prohibit discrimination based on source of income, veteran status, or military status.",False,False,2019-06-26,Housing and Community Development,P000608,Scott Peters,D,17,17,0,0
2021-02-26_00-56-30,hr,3517,116,PARSED,Restore Honor to Service Members Act,"To direct the Secretary of Defense to review the discharge characterization of former members of the Armed Forces who were discharged by reason of the sexual orientation of the member, and for other purposes.",False,False,2019-06-26,Armed Forces and National Security,P000607,Mark Pocan,D,110,110,0,0
2021-02-26_00-56-33,hr,3518,116,PARSED,To prohibit the payment of death gratuities to the surviving heirs of deceased Members of Congress.,To prohibit the payment of death gratuities to the surviving heirs of deceased Members of Congress.,False,False,2019-06-26,Congress,P000599,Bill Posey,R,0,0,0,0
2021-02-26_00-56-33,hr,3519,116,PARSED,Better Service to Borrowers Act of 2019,To direct the Secretary of Education to develop a common manual for loan servicers to ensure quality of practice and increase borrower satisfaction.,False,False,2019-06-26,Education,S001216,Kim Schrier,D,4,4,0,0
2021-02-26_00-56-34,hr,3520,116,PARSED,Stem Cell Therapeutic and Research Reauthorization Act of 2019,"To reauthorize the Stem Cell Therapeutic and Research Act of 2005, and for other purposes.",False,False,2019-06-26,Health,S000522,Christopher H. Smith,R,3,1,2,0
2021-02-26_00-56-35,hr,3521,116,PARSED,Wastewater Infrastructure Workforce Investment Act,"To amend the Federal Water Pollution Control Act with respect to wastewater infrastructure workforce development, and for other purposes.",False,False,2019-06-26,Environmental Protection,S001211,Greg Stanton,D,0,0,0,0
2021-02-26_00-56-36,hr,3522,116,PARSED,Preserving Direct Seller Independence Act,"To amend the Fair Labor Standards Act of 1938 to clarify the definition of employee as it relates to direct sellers, and for other purposes.",False,False,2019-06-26,Labor and Employment,W000798,Tim Walberg,R,24,6,18,0
2021-02-26_00-56-37,hr,3523,116,PARSED,End Price Gouging for Medications Act,"To require the Secretary of Health and Human Services to establish reference prices for prescription drugs for purposes of Federal health programs, and for other purposes.",False,False,2019-06-26,Health,W000800,Peter Welch,D,1,0,1,0
2021-02-26_00-56-38,hr,3524,116,PARSED,Northern Triangle and Border Stabilization Act,"To support the people of Central America and strengthen United States national security by addressing the root causes of migration from El Salvador, Guatemala and Honduras, and for other purposes.",False,False,2019-06-27,International Affairs,L000397,Zoe Lofgren,D,61,61,0,0
2021-02-26_00-56-39,hr,3525,116,PARSED,U.S. Border Patrol Medical Screening Standards Act,"To amend the Homeland Security Act of 2002 to direct the Commissioner of U.S. Customs and Border Protection to establish uniform processes for medical screening of individuals interdicted between ports of entry, and for other purposes.",True,False,2019-06-27,Immigration,U000040,Lauren Underwood,D,21,21,0,0
2021-02-26_00-56-40,hr,3526,116,PARSED,Counter Terrorist Network Act,"To authorize certain counter terrorist networks activities of U.S. Customs and Border Protection, and for other purposes.",True,False,2019-06-27,Immigration,U000040,Lauren Underwood,D,1,0,1,0
2021-02-26_00-56-41,hr,3527,116,PARSED,POW Priority Care Act of 2019,"To amend title 38, United States Code, to assign the highest priority status for hospital care and medical services provided through the Department of Veterans Affairs to veterans who are former prisoners of war.",False,False,2019-06-27,Armed Forces and National Security,W000798,Tim Walberg,R,3,2,1,0
2021-02-26_00-56-41,hr,3528,116,PARSED,The Opportunity Project Act of 2019,"To direct the Secretary of Commerce to carry out a program to facilitate the development of digital products for the public, and for other purposes.",False,False,2019-06-27,"Science, Technology, Communications",L000563,Daniel Lipinski,D,1,0,1,0
2021-02-26_00-56-42,hr,3529,116,PARSED,ALERTS Act,"To require the Secretary of Homeland Security to promptly notify appropriate State and local officials and Members of Congress if Federal officials have credible evidence of an unauthorized intrusion into an election system and a basis to believe that such intrusion could have resulted in voter information being altered or otherwise affected, to require State and local officials to notify potentially affected individuals of such intrusion, and for other purposes.",False,False,2019-06-27,Government Operations and Politics,M001202,Stephanie Murphy,D,35,18,18,0
2021-02-26_00-56-43,hr,3530,116,PARSED,Improving Confidence in Veterans' Care Act,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to enforce the licensure requirement for medical providers of the Department of Veterans Affairs.",True,False,2019-06-27,Armed Forces and National Security,C001115,Michael Cloud,R,22,2,20,0
2021-02-26_00-56-43,hr,3531,116,PARSED,Resilient Communities Act of 2019,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to allow the Administrator of the Federal Emergency Management Agency to provide capitalization grants to States to establish revolving funds to provide assistance to reduce the harmful impacts to people and property from multiple hazards, and for other purposes.",False,False,2019-06-27,Emergency Management,G000546,Sam Graves,R,0,0,0,0
2021-02-26_00-56-44,hr,3532,116,PARSED,China Technology Transfer Control Act of 2019,"To control the export to the People's Republic of China of certain technology and intellectual property important to the national interest of the United States, and for other purposes.",False,False,2019-06-27,Foreign Trade and International Finance,G000590,Mark Green,R,18,3,15,0
2021-02-26_00-56-45,hr,3533,116,PARSED,Combat Violent Crime Act of 2019,"To amend title 18, United States Code, to clarify the definition of crime of violence, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,R000591,Martha Roby,R,1,0,1,0
2021-02-26_00-56-45,hr,3534,116,PARSED,USPSTF Transparency and Accountability Act of 2019,"To amend title IX of the Public Health Service Act to revise the operations of the United States Preventive Services Task Force, and for other purposes.",False,False,2019-06-27,Health,R000515,Bobby L. Rush,D,13,7,6,0
2021-02-26_00-56-46,hr,3535,116,PARSED,GI Bill Work Study Improvement Act of 2019,"To amend title 38, United States Code, to improve the work-study allowance program administered by the Secretary of Veterans Affairs.",False,False,2019-06-27,Armed Forces and National Security,D000619,Rodney Davis,R,4,2,2,0
2021-02-26_00-56-46,hr,3536,116,PARSED,Justice for Victims of Lynching Act of 2019,"To amend title 18, United States Code, to specify lynching as a deprivation of civil rights, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,B001298,Don Bacon,R,15,13,2,0
2021-02-26_00-56-47,hr,3537,116,PARSED,Veteran Entrepreneurship Training Act of 2019,"To amend the Small Business Act to codify the Boots to Business Program, and for other purposes.",True,False,2019-06-27,Commerce,S001190,Brad Schneider,D,7,4,3,0
2021-02-26_00-56-47,hr,3538,116,PARSED,Rural Jobs Act,To amend the Internal Revenue Code of 1986 to provide for new markets tax credit investments in the Rural Jobs Zone.,False,False,2019-06-27,Taxation,S001185,Terri Sewell,D,1,0,1,0
2021-02-26_00-56-48,hr,3539,116,PARSED,Behavioral Intervention Guidelines Act of 2020,"To amend the Public Health Service Act to direct the Secretary of Health and Human Services to develop best practices for the establishment and use of behavioral intervention teams at schools, and for other purposes.",True,False,2019-06-27,Health,F000465,A. Drew Ferguson,R,5,3,2,0
2021-02-26_00-56-49,hr,3540,116,PARSED,Ensuring Safe Capital Access for All Small Businesses Act of 2019,"To ensure that certain loan programs of the Small Business Administration are made available to cannabis-related legitimate businesses and service providers, and for other purposes.",False,False,2019-06-27,Commerce,V000081,Nydia M. Velázquez,D,0,0,0,0
2021-02-26_00-56-49,hr,3541,116,PARSED,Coastal State Climate Preparedness Act of 2019,"To amend the Coastal Zone Management Act of 1972 to require the Secretary of Commerce to establish a coastal climate change adaptation preparedness and response program, and for other purposes.",False,False,2019-06-27,Environmental Protection,C001112,Salud Carbajal,D,9,7,2,0
2021-02-26_00-56-50,hr,3542,116,PARSED,"To amend the Internal Revenue Code of 1986 to permanently extend the Indian coal production tax credit, and for other purposes.","To amend the Internal Revenue Code of 1986 to permanently extend the Indian coal production tax credit, and for other purposes.",False,False,2019-06-27,Taxation,G000584,Greg Gianforte,R,0,0,0,0
2021-02-26_00-56-50,hr,3543,116,PARSED,Ensuring Access to Counseling and Training for All Small Businesses Act of 2019,"To ensure that certain entrepreneurial development services of the Small Business Administration are made available to cannabis-related legitimate businesses and service providers, and for other purposes.",False,False,2019-06-27,Commerce,G000592,Jared Golden,D,1,1,0,0
2021-02-26_00-56-51,hr,3544,116,PARSED,Homegrown Act of 2019.,"To decriminalize cannabis, to establish an Equitable Licensing Grant Program in the Small Business Administration, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,E000296,Dwight Evans,D,0,0,0,0
2021-02-26_00-56-51,hr,3545,116,PARSED,"National Opposition to Hate, Assault, and Threats to Equality Act of 2019","To provide incentives for hate crime reporting, provide grants for State-run hate crime hotlines, and establish additional penalties for individuals convicted under the Matthew Shephard and James Byrd, Jr. Hate Crimes Prevention Act.",False,False,2019-06-27,Crime and Law Enforcement,B001292,Donald Beyer,D,103,88,15,0
2021-02-26_00-56-54,hr,3546,116,PARSED,State Cannabis Commerce Act,To prevent Federal agencies from interfering with the marijuana policy of States.,False,False,2019-06-27,Crime and Law Enforcement,B000574,Earl Blumenauer,D,0,0,0,0
2021-02-26_00-56-55,hr,3547,116,PARSED,Students and Young Consumers Empowerment Act,"To amend the Consumer Financial Protection Act of 2010 to establish the position of the Assistant Director and Student Loan Borrower Advocate of the Bureau of Consumer Financial Protection, to establish the Office for Students and Young Consumers of the Bureau, and for other purposes.",False,False,2019-06-27,Finance and Financial Sector,B001278,Suzanne Bonamici,D,1,1,0,0
2021-02-26_00-56-56,hr,3548,116,PARSED,"Bolstering Long-Term Understanding and Exploration of the Great Lakes, Oceans, Bays, and Estuaries Act","To improve data collection and monitoring of the Great Lakes, oceans, bays, estuaries, and coasts, and for other purposes.",False,False,2019-06-27,Public Lands and Natural Resources,B001278,Suzanne Bonamici,D,8,4,4,0
2021-02-26_00-56-56,hr,3549,116,PARSED,Protecting Homeowners from Disaster Act of 2019,To amend the Internal Revenue Code of 1986 to repeal the limitation on deductions for personal casualty losses.,False,False,2019-06-27,Taxation,B001285,Julia Brownley,D,4,4,0,0
2021-02-26_00-56-57,hr,3550,116,PARSED,VOW to Hire Heroes Extension Act of 2019,"To amend the Internal Revenue Code of 1986 to extend the work opportunity credit for hiring veterans, and for other purposes.",False,False,2019-06-27,Taxation,B001285,Julia Brownley,D,3,3,0,0
2021-02-26_00-56-57,hr,3551,116,PARSED,Restoring Oversight for Members of Congress Act,To ensure that Members of Congress have access to Federal facilities in order to exercise their constitutional oversight responsibilities.,False,False,2019-06-27,Congress,C001091,Joaquín Castro,D,0,0,0,0
2021-02-26_00-56-58,hr,3552,116,PARSED,Unlawful Gun Buyer Alert Act,"To amend the NICS Improvement Amendments Act of 2007 to provide notification to relevant law enforcement agencies in the event that a background check conducted by the National Instant Criminal Background Check System determines that a person may not receive a firearm, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,C001084,David Cicilline,D,24,24,0,0
2021-02-26_00-56-58,hr,3553,116,PARSED,Untraceable Firearms Act of 2019,"To amend chapter 44 of title 18, United States Code, to ensure that all firearms are traceable, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,C001084,David Cicilline,D,44,44,0,0
2021-02-26_00-56-59,hr,3554,116,PARSED,End Purchase of Firearms by Dangerous Individuals Act of 2019,"To incentivize State reporting systems that allow mental health professionals to submit information on certain individuals deemed dangerous for purposes of prohibiting firearm possession by such individuals, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,C001084,David Cicilline,D,24,24,0,0
2021-02-26_00-57-00,hr,3555,116,PARSED,Exposing Discrimination in Higher Education Act,"To amend the Department of Education Organization Act and the Higher Education Act of 1965 to require publication of information relating to religious exemptions to the requirements of title IX of the Education Amendments of 1972, and for other purposes.",False,False,2019-06-27,Education,C001101,Katherine Clark,D,50,50,0,0
2021-02-26_00-57-01,hr,3556,116,PARSED,Fishing Equipment Tax Relief Act of 2019,"To amend the Internal Revenue Code of 1986 to provide a reduced excise tax rate for portable, electronically-aerated bait containers.",False,False,2019-06-27,Taxation,C001111,Charlie Crist,D,2,0,2,0
2021-02-26_00-57-02,hr,3557,116,PARSED,To prohibit the imposition of duties on the importation of goods under the International Emergency Economic Powers Act.,To prohibit the imposition of duties on the importation of goods under the International Emergency Economic Powers Act.,False,False,2019-06-27,Foreign Trade and International Finance,D000617,Suzan K. DelBene,D,2,2,0,0
2021-02-26_00-57-02,hr,3558,116,PARSED,21st Century Hospitals Act,"To direct the Secretary of Health and Human Services to conduct a study on the state of hospital infrastructure in the United States, and for other purposes.",False,False,2019-06-27,Health,E000179,Eliot L. Engel,D,1,0,1,0
2021-02-26_00-57-03,hr,3559,116,PARSED,Secure E-Waste Export and Recycling Act,"To control the export of electronic waste in order to ensure that such waste does not become the source of counterfeit goods that may reenter military and civilian electronics supply chains in the United States, and for other purposes.",False,False,2019-06-27,Foreign Trade and International Finance,E000297,Adriano Espaillat,D,15,6,9,0
2021-02-26_00-57-03,hr,3560,116,PARSED,"To provide assistance for the operation of the Lewis and Clark National Historic Trail Visitor Center in Nebraska City, Nebraska, and for other purposes.","To provide assistance for the operation of the Lewis and Clark National Historic Trail Visitor Center in Nebraska City, Nebraska, and for other purposes.",False,False,2019-06-27,Public Lands and Natural Resources,F000449,Jeff Fortenberry,R,0,0,0,0
2021-02-26_00-57-04,hr,3561,116,PARSED,Financial Stability Oversight Council Improvement Act of 2019,"To amend the Financial Stability Act of 2010 to require the Financial Stability Oversight Council to consider alternative approaches before determining that a U.S. nonbank financial company shall be supervised by the Board of Governors of the Federal Reserve System, and for other purposes.",False,False,2019-06-27,Finance and Financial Sector,F000454,Bill Foster,D,37,19,18,0
2021-02-26_00-57-06,hr,3562,116,PARSED,Farm to School Act of 2019,"To amend the Richard B. Russell National School Lunch Act to reauthorize the farm to school program, and for other purposes.",False,False,2019-06-27,Agriculture and Food,F000455,Marcia L. Fudge,D,11,10,1,0
2021-02-26_00-57-06,hr,3563,116,PARSED,Stop Shackling and Detaining Pregnant Women Act,"To ensure the humane treatment of pregnant women by reinstating the presumption of release and prohibiting shackling, restraining, and other inhumane treatment of pregnant detainees, and for other purposes.",False,False,2019-06-27,Immigration,G000587,Sylvia Garcia,D,51,51,0,0
2021-02-26_00-57-07,hr,3564,116,PARSED,Fairness for High-Skilled Americans Act of 2019,"To amend the Immigration and Nationality Act to eliminate the Optional Practical Training Program, and for other purposes.",False,False,2019-06-27,Immigration,G000565,Paul Gosar,R,8,0,8,0
2021-02-26_00-57-09,hr,3565,116,PARSED,Veterans Health Savings Account Act,"To amend the Internal Revenue Code of 1986 to provide that eligibility to contribute to health savings accounts is not affected by receipt of, or payment for, hospital care or medical services under any law administered by the Secretary of Veterans Affairs for both service connected and non-service connected disabilities to include hospital care medical services and extended care services.",False,False,2019-06-27,Taxation,G000565,Paul Gosar,R,15,1,14,0
2021-02-26_00-57-09,hr,3566,116,PARSED,Social Security Disability Insurance Return to Work Act,"To help individuals receiving disability insurance benefits under title II of the Social Security Act obtain rehabilitative services and return to the workforce, and for other purposes.",False,False,2019-06-27,Social Welfare,H001072,French Hill,R,8,0,8,0
2021-02-26_00-57-10,hr,3567,116,PARSED,Securing Americas Rare Earths Supply Act of 2019,"To modify the requirements relating to the acquisition and disposal of certain rare earth materials, and for other purposes.",False,False,2019-06-27,Armed Forces and National Security,H001085,Chrissy Houlahan,D,1,0,1,0
2021-02-26_00-57-11,hr,3568,116,PARSED,Tick Identification Pilot Program Act of 2019,"To direct the Secretary of Health and Human Services, acting through the Director of the Centers for Disease Control and Prevention, to award grants to States to implement a tick identification pilot program.",False,False,2019-06-27,Health,K000386,John Katko,R,2,2,0,0
2021-02-26_00-57-11,hr,3569,116,PARSED,Making America Safe and Secure Act of 2019,"To provide grants to States to encourage the implementation and maintenance of firearms licensing requirements, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,K000379,Joseph P. Kennedy III,D,2,2,0,0
2021-02-26_00-57-12,hr,3570,116,PARSED,Therapeutic Fraud Prevention Act of 2019,"To prohibit commercial sexual orientation conversion therapy, and for other purposes.",False,False,2019-06-27,Commerce,L000582,Ted Lieu,D,219,219,0,0
2021-02-26_00-57-23,hr,3571,116,PARSED,City and State Diplomacy Act,"To establish an Office of Subnational Diplomacy within the Department of State, and for other purposes.",False,False,2019-06-27,International Affairs,L000582,Ted Lieu,D,17,11,6,0
2021-02-26_00-57-24,hr,3572,116,PARSED,Redistricting Reform Act of 2019,"To require States to carry out congressional redistricting in accordance with plans developed and enacted into law by independent redistricting commissions, and for other purposes.",False,False,2019-06-27,Government Operations and Politics,L000397,Zoe Lofgren,D,83,83,0,0
2021-02-26_00-57-27,hr,3573,116,PARSED,"Cerebral Cavernous Malformations Clinical Awareness, Research, and Education Act of 2019","To increase research, education, and treatment for cerebral cavernous malformations.",False,False,2019-06-27,Health,L000570,Ben Ray Luján,D,2,2,0,0
2021-02-26_00-57-27,hr,3574,116,PARSED,Promoting Small Business Innovation through Partnerships with National Labs Act of 2019,"To amend the Energy Policy Act of 2005 to require the establishment of a small business voucher program, and for other purposes.",False,False,2019-06-27,Commerce,L000570,Ben Ray Luján,D,1,0,1,0
2021-02-26_00-57-28,hr,3575,116,PARSED,Increasing and Mobilizing Partnerships to Achieve Commercialization of Technologies for Energy Act,To establish the IMPACT for Energy Foundation.,False,False,2019-06-27,Energy,L000570,Ben Ray Luján,D,18,10,8,0
2021-02-26_00-57-29,hr,3576,116,PARSED,Wartime Contracting Commission Reauthorization Act of 2019,"To reestablish the Commission on Wartime Contracting, and for other purposes.",False,False,2019-06-27,Armed Forces and National Security,L000562,Stephen F. Lynch,D,4,3,1,0
2021-02-26_00-57-31,hr,3577,116,PARSED,"To authorize the United States Postal Service to provide certain nonpostal property, products, and services on behalf of State, local, and tribal governments.","To authorize the United States Postal Service to provide certain nonpostal property, products, and services on behalf of State, local, and tribal governments.",False,False,2019-06-27,Government Operations and Politics,M001209,Ben McAdams,D,2,0,2,0
2021-02-26_00-57-31,hr,3578,116,PARSED,Community College Student Success Act,"To direct the Secretary of Education to establish and carry out a grant program to make grants to eligible institutions to plan and implement programs that provide comprehensive support services and resources designed to increase transfer and graduation rates at community colleges, and for other purposes.",False,False,2019-06-27,Education,M001188,Grace Meng,D,10,10,0,0
2021-02-26_00-57-32,hr,3579,116,PARSED,Keep Mail Safe Act,"To direct the Postmaster General to conduct a study on retrofitting mail collection boxes with narrow mail slots to prevent theft of mail, and for other purposes.",False,False,2019-06-27,Government Operations and Politics,M001188,Grace Meng,D,9,9,0,0
2021-02-26_00-57-33,hr,3580,116,PARSED,Ensuring Accurate and Complete Abortion Data Reporting Act of 2019,"To amend title XIX of the Social Security Act and Public Health Service Act to improve the reporting of abortion data to the Centers for Disease Control and Prevention, and for other purposes.",False,False,2019-06-27,Health,N000190,Ralph Norman,R,56,0,56,0
2021-02-26_00-57-34,hr,3581,116,PARSED,District of Columbia Board of Zoning Adjustment Home Rule Act,"To revise the composition of the Board of Zoning Adjustment for the District of Columbia so that the Board will consist solely of members appointed by the government of the District of Columbia, except when the Board is performing functions regarding an application by a foreign mission with respect to a chancery.",False,False,2019-06-27,Government Operations and Politics,N000147,Eleanor Holmes Norton,D,0,0,0,0
2021-02-26_00-57-34,hr,3582,116,PARSED,"To amend title 38, United States Code, to expand the scope of the Advisory Committee on Minority Veterans, and for other purposes.","To amend title 38, United States Code, to expand the scope of the Advisory Committee on Minority Veterans, and for other purposes.",False,False,2019-06-27,Armed Forces and National Security,P000614,Chris Pappas,D,28,28,0,0
2021-02-26_00-57-35,hr,3583,116,PARSED,Federal Prohibition of Female Genital Mutilation Act of 2019,"To amend section 116 of title 18, United States Code, and for other purposes.",False,False,2019-06-27,Crime and Law Enforcement,P000605,Scott Perry,R,9,0,9,0
2021-02-26_00-57-36,hr,3584,116,PARSED,Laboratory Access for Beneficiaries Act,"To amend title XVIII of the Social Security Act to provide for certain amendments relating to reporting requirements with respect to clinical diagnostic laboratory tests, and for other purposes.",False,False,2019-06-27,Health,P000608,Scott Peters,D,80,43,37,0
2021-02-26_00-57-39,hr,3585,116,PARSED,"Bolstering Economies, Anglers, Coastal Habitats, Ecosystems and Security in Florida Act","To provide for a moratorium on oil and gas leasing and exploration on the outer Continental Shelf off the coast of Florida until 2029, and for other purposes.",False,False,2019-06-27,Energy,R000609,John Rutherford,R,19,10,9,0
2021-02-26_00-57-41,hr,3586,116,PARSED,Energy Savings and Building Efficiency Act of 2019,"To promote energy savings in residential and commercial buildings and industry, and for other purposes.",False,False,2019-06-27,Energy,S001180,Kurt Schrader,D,5,3,2,0
2021-02-26_00-57-42,hr,3587,116,PARSED,To amend the Internal Revenue Code of 1986 to modify the effective date for the modification to net operating loss deductions in Public Law 115-97.,To amend the Internal Revenue Code of 1986 to modify the effective date for the modification to net operating loss deductions in Public Law 115-97.,False,False,2019-06-27,Taxation,S001183,David Schweikert,R,5,2,3,0
2021-02-26_00-57-42,hr,3588,116,PARSED,End National Defense Network Abuse Act of 2019,"To require the Secretary of Defense to establish an initiative on improving the capacity of military criminal investigative organizations to prevent child sexual exploitation, and for other purposes.",False,False,2019-06-27,Armed Forces and National Security,S001209,Abigail Spanberger,D,9,6,3,0
2021-02-26_00-57-43,hr,3589,116,PARSED,Greg LeMond Congressional Gold Medal Act,"To award a Congressional Gold Medal to Greg LeMond, in recognition of his service to the Nation as an athlete, activist, role model, and community leader.",True,True,2019-06-27,Sports and Recreation,T000460,Mike Thompson,D,301,226,75,0
2021-02-26_00-58-03,hr,3590,116,PARSED,Building Our Opportunities to Survive and Thrive Act of 2019,"To amend the Internal Revenue Code of 1986 to establish a refundable tax credit to increase the take-home pay of American workers and enhance their financial stability, and for other purposes.",False,False,2019-06-27,Taxation,T000481,Rashida Tlaib,D,13,13,0,0
2021-02-26_00-58-03,hr,3591,116,PARSED,Campus Prevention and Recovery Services for Students Act of 2019,To amend the Higher Education Act of 1965 to prevent certain alcohol and substance misuse.,False,False,2019-06-27,Education,T000483,David Trone,D,11,5,6,0
2021-02-26_00-58-04,hr,3592,116,PARSED,PATH Fairness Act of 2019,To amend the Public Health Service Act to revise the amount of minimum allotments under the Projects for Assistance in Transition from Homelessness Program.,False,False,2019-06-27,Health,W000800,Peter Welch,D,2,1,1,0
2021-02-26_00-58-05,hr,3593,116,PARSED,Hot Cars Act of 2019,"To require the Secretary of Transportation to issue a rule requiring all new passenger motor vehicles to be equipped with a child safety alert system, and for other purposes.",False,False,2019-06-28,Transportation and Public Works,R000577,Tim Ryan,D,56,54,2,0
2021-02-26_00-58-06,hr,3594,116,PARSED,Healthcare Freedom Act of 2019,To amend the Internal Revenue Code of 1986 to create health freedom accounts available to all individuals.,False,False,2019-06-28,Taxation,R000614,Chip Roy,R,10,0,10,0
